county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in
Washington,CALIFORNIA 2,President,,,Write-in,2,0,2,0
Washington,CALIFORNIA 3,President,,,Write-in,1,0,1,0
Washington,CALIFORNIA 4,President,,,Write-in,0,0,0,0
Washington,CANONSBURG 1 W 3,President,,,Write-in,7,0,5,2
Washington,CANONSBURG 1 W 4,President,,,Write-in,3,0,3,0
Washington,CANONSBURG 2 W 1,President,,,Write-in,1,0,1,0
Washington,CANONSBURG 2 W 2,President,,,Write-in,3,0,3,0
Washington,CANONSBURG 3 W 1,President,,,Write-in,1,0,1,0
Washington,CANONSBURG 3 W 3,President,,,Write-in,1,0,1,0
Washington,CANTON 1,President,,,Write-in,0,0,0,0
Washington,CANTON 2,President,,,Write-in,1,0,1,0
Washington,CANTON 4,President,,,Write-in,2,0,2,0
Washington,CANTON 5,President,,,Write-in,1,0,1,0
Washington,CARROLL 1,President,,,Write-in,0,0,0,0
Washington,CARROLL 2,President,,,Write-in,3,0,2,1
Washington,CARROLL 3,President,,,Write-in,1,0,1,0
Washington,CARROLL 4,President,,,Write-in,6,0,5,1
Washington,CARROLL 5,President,,,Write-in,1,0,1,0
Washington,CECIL 1,President,,,Write-in,1,0,1,0
Washington,CECIL 2,President,,,Write-in,2,0,2,0
Washington,CECIL 3,President,,,Write-in,2,0,2,0
Washington,CECIL 4,President,,,Write-in,2,0,1,1
Washington,CECIL 5,President,,,Write-in,5,0,3,2
Washington,CECIL 6,President,,,Write-in,11,0,5,6
Washington,CECIL 7,President,,,Write-in,8,0,5,3
Washington,CECIL 8,President,,,Write-in,5,0,5,0
Washington,CENTERVILLE 1,President,,,Write-in,1,0,1,0
Washington,CENTERVILLE 2,President,,,Write-in,1,0,1,0
Washington,CENTERVILLE 3,President,,,Write-in,0,0,0,0
Washington,CENTERVILLE 4,President,,,Write-in,1,0,1,0
Washington,CENTERVILLE 5,President,,,Write-in,0,0,0,0
Washington,CENTERVILLE 6,President,,,Write-in,0,0,0,0
Washington,CHARLEROI 2,President,,,Write-in,0,0,0,0
Washington,CHARLEROI 3,President,,,Write-in,1,0,1,0
Washington,CHARLEROI 4,President,,,Write-in,1,0,0,1
Washington,CHARLEROI 6,President,,,Write-in,0,0,0,0
Washington,CHARTIERS 1,President,,,Write-in,0,0,0,0
Washington,CHARTIERS 2,President,,,Write-in,4,0,4,0
Washington,CHARTIERS 3,President,,,Write-in,3,0,2,1
Washington,CHARTIERS 5,President,,,Write-in,0,0,0,0
Washington,CHARTIERS 6,President,,,Write-in,0,0,0,0
Washington,CHARTIERS 7,President,,,Write-in,4,0,3,1
Washington,CLAYSVILLE,President,,,Write-in,3,0,1,2
Washington,COAL CENTER,President,,,Write-in,0,0,0,0
Washington,COKEBURG,President,,,Write-in,0,0,0,0
Washington,CROSS CREEK 1,President,,,Write-in,0,0,0,0
Washington,CROSS CREEK 2,President,,,Write-in,0,0,0,0
Washington,CROSS CREEK 3,President,,,Write-in,0,0,0,0
Washington,DEEMSTON,President,,,Write-in,1,0,1,0
Washington,DONEGAL 1,President,,,Write-in,2,0,1,1
Washington,DONEGAL 2,President,,,Write-in,2,0,2,0
Washington,DONORA 1,President,,,Write-in,0,0,0,0
Washington,DONORA 2,President,,,Write-in,0,0,0,0
Washington,DONORA 4,President,,,Write-in,1,0,1,0
Washington,DONORA 5,President,,,Write-in,1,0,0,1
Washington,DONORA 7,President,,,Write-in,1,0,0,1
Washington,DUNLEVY,President,,,Write-in,1,0,1,0
Washington,EAST BETHLEHEM 1 W,President,,,Write-in,0,0,0,0
Washington,EAST BETHLEHEM 2 W,President,,,Write-in,0,0,0,0
Washington,EAST BETHLEHEM 3 W,President,,,Write-in,0,0,0,0
Washington,EAST BETHLEHEM 4 W,President,,,Write-in,0,0,0,0
Washington,EAST FINLEY,President,,,Write-in,1,0,1,0
Washington,EAST WASHINGTON,President,,,Write-in,5,1,3,1
Washington,ELCO,President,,,Write-in,0,0,0,0
Washington,ELLSWORTH,President,,,Write-in,1,0,1,0
Washington,FALLOWFIELD 1,President,,,Write-in,1,0,0,1
Washington,FALLOWFIELD 2,President,,,Write-in,1,0,1,0
Washington,FALLOWFIELD 3,President,,,Write-in,2,0,1,1
Washington,FALLOWFIELD 4,President,,,Write-in,1,0,1,0
Washington,FINLEYVILLE,President,,,Write-in,0,0,0,0
Washington,GREEN HILLS,President,,,Write-in,0,0,0,0
Washington,HANOVER 1,President,,,Write-in,0,0,0,0
Washington,HANOVER 2,President,,,Write-in,1,0,0,1
Washington,HOPEWELL,President,,,Write-in,4,0,4,0
Washington,HOUSTON,President,,,Write-in,1,0,1,0
Washington,INDEPENDENCE 1,President,,,Write-in,2,0,1,1
Washington,INDEPENDENCE 2,President,,,Write-in,1,0,1,0
Washington,JEFFERSON,President,,,Write-in,2,0,2,0
Washington,LONG BRANCH,President,,,Write-in,1,0,1,0
Washington,MARIANNA,President,,,Write-in,1,0,1,0
Washington,MIDWAY,President,,,Write-in,2,0,2,0
Washington,MONONGAHELA 1,President,,,Write-in,0,0,0,0
Washington,MONONGAHELA 2 W 1,President,,,Write-in,0,0,0,0
Washington,MONONGAHELA 2 W 3,President,,,Write-in,0,0,0,0
Washington,MONONGAHELA 3 W 1,President,,,Write-in,0,0,0,0
Washington,MONONGAHELA 3 W 2,President,,,Write-in,3,0,3,0
Washington,MORRIS,President,,,Write-in,1,0,0,1
Washington,MT PLEASANT 1,President,,,Write-in,5,2,3,0
Washington,MT PLEASANT 2,President,,,Write-in,0,0,0,0
Washington,MT PLEASANT 3,President,,,Write-in,0,0,0,0
Washington,MT PLEASANT 4,President,,,Write-in,1,0,1,0
Washington,MCDONALD,President,,,Write-in,2,0,1,1
Washington,NEW EAGLE 1,President,,,Write-in,0,0,0,0
Washington,NEW EAGLE 2,President,,,Write-in,0,0,0,0
Washington,NORTH BETHLEHEM,President,,,Write-in,5,0,4,1
Washington,NORTH CHARLEROI,President,,,Write-in,2,0,1,1
Washington,NORTH FRANKLIN 1,President,,,Write-in,2,0,1,1
Washington,NORTH FRANKLIN 2,President,,,Write-in,0,0,0,0
Washington,NORTH FRANKLIN 3,President,,,Write-in,2,0,2,0
Washington,NORTH STRABANE 1,President,,,Write-in,4,0,1,3
Washington,NORTH STRABANE 2,President,,,Write-in,14,0,7,7
Washington,NORTH STRABANE 3,President,,,Write-in,1,0,1,0
Washington,NORTH STRABANE 4,President,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 5,President,,,Write-in,1,0,1,0
Washington,NORTH STRABANE 6,President,,,Write-in,3,0,0,3
Washington,NORTH STRABANE 7,President,,,Write-in,7,0,4,3
Washington,NORTH STRABANE 8,President,,,Write-in,2,0,2,0
Washington,NORTH STRABANE 9,President,,,Write-in,4,0,3,1
Washington,NOTTINGHAM 1,President,,,Write-in,3,0,2,1
Washington,NOTTINGHAM 2,President,,,Write-in,3,0,3,0
Washington,PETERS A 1,President,,,Write-in,4,0,3,1
Washington,PETERS A 2,President,,,Write-in,8,0,7,1
Washington,PETERS A 3,President,,,Write-in,8,0,6,2
Washington,PETERS B 1,President,,,Write-in,8,0,8,0
Washington,PETERS B 2,President,,,Write-in,3,0,1,2
Washington,PETERS B 3,President,,,Write-in,9,0,5,4
Washington,PETERS C 1,President,,,Write-in,4,0,2,2
Washington,PETERS C 2,President,,,Write-in,5,0,3,2
Washington,PETERS C 3,President,,,Write-in,8,0,4,4
Washington,PETERS D 1,President,,,Write-in,10,0,9,1
Washington,PETERS D 2,President,,,Write-in,5,0,5,0
Washington,PETERS D 3,President,,,Write-in,2,0,2,0
Washington,ROBINSON 1,President,,,Write-in,0,0,0,0
Washington,ROBINSON 2,President,,,Write-in,0,0,0,0
Washington,ROBINSON 3,President,,,Write-in,1,0,0,1
Washington,ROSCOE,President,,,Write-in,0,0,0,0
Washington,SMITH 1,President,,,Write-in,0,0,0,0
Washington,SMITH 2,President,,,Write-in,0,0,0,0
Washington,SMITH 3,President,,,Write-in,0,0,0,0
Washington,SMITH 4,President,,,Write-in,0,0,0,0
Washington,SMITH 5,President,,,Write-in,0,0,0,0
Washington,SMITH 6,President,,,Write-in,0,0,0,0
Washington,SMITH 7,President,,,Write-in,0,0,0,0
Washington,SOMERSET 1,President,,,Write-in,2,0,2,0
Washington,SOMERSET 2,President,,,Write-in,1,0,1,0
Washington,SOUTH FRANKLIN 1,President,,,Write-in,0,0,0,0
Washington,SOUTH FRANKLIN 2,President,,,Write-in,5,0,4,1
Washington,SOUTH STRABANE 1,President,,,Write-in,5,0,4,1
Washington,SOUTH STRABANE 2,President,,,Write-in,1,0,1,0
Washington,SOUTH STRABANE 3,President,,,Write-in,1,0,1,0
Washington,SOUTH STRABANE 4,President,,,Write-in,11,0,9,2
Washington,SOUTH STRABANE 5,President,,,Write-in,1,0,1,0
Washington,SOUTH STRABANE 6,President,,,Write-in,5,0,3,2
Washington,SPEERS,President,,,Write-in,2,0,1,1
Washington,STOCKDALE,President,,,Write-in,0,0,0,0
Washington,TWILIGHT,President,,,Write-in,2,0,0,2
Washington,UNION 1,President,,,Write-in,1,0,1,0
Washington,UNION 2,President,,,Write-in,2,0,1,1
Washington,UNION 4,President,,,Write-in,0,0,0,0
Washington,UNION 5,President,,,Write-in,1,0,1,0
Washington,UNION 6,President,,,Write-in,0,0,0,0
Washington,UNION 7,President,,,Write-in,2,0,1,1
Washington,WEST BETHLEHEM,President,,,Write-in,2,0,2,0
Washington,WEST BROWNSVILLE 1,President,,,Write-in,0,0,0,0
Washington,WEST BROWNSVILLE 2,President,,,Write-in,0,0,0,0
Washington,WEST FINLEY 1,President,,,Write-in,2,0,2,0
Washington,WEST FINLEY 2,President,,,Write-in,1,0,0,1
Washington,WEST MIDDLETOWN,President,,,Write-in,0,0,0,0
Washington,WEST PIKE RUN 1,President,,,Write-in,2,0,2,0
Washington,WEST PIKE RUN 2,President,,,Write-in,1,0,1,0
Washington,WASHINGTON 2 W 1,President,,,Write-in,0,0,0,0
Washington,WASHINGTON 3 W 1,President,,,Write-in,1,0,1,0
Washington,WASHINGTON 4,President,,,Write-in,0,0,0,0
Washington,WASHINGTON 5 W 1,President,,,Write-in,3,0,2,1
Washington,WASHINGTON 5 W 2,President,,,Write-in,2,0,2,0
Washington,WASHINGTON 6 W 1,President,,,Write-in,1,0,1,0
Washington,WASHINGTON 6 W 3,President,,,Write-in,0,0,0,0
Washington,WASHINGTON 7 W 1,President,,,Write-in,0,0,0,0
Washington,WASHINGTON 7 W 2,President,,,Write-in,3,0,3,0
Washington,WASHINGTON 7 W 3,President,,,Write-in,0,0,0,0
Washington,WASHINGTON 8 W 1,President,,,Write-in,2,0,2,0
Washington,ALLENPORT,U.S. Senate,,DEM,ROBERT P CASEY JR,103,0,78,25
Washington,AMWELL 1,U.S. Senate,,DEM,ROBERT P CASEY JR,299,1,172,126
Washington,AMWELL 2,U.S. Senate,,DEM,ROBERT P CASEY JR,200,1,114,85
Washington,BEALLSVILLE,U.S. Senate,,DEM,ROBERT P CASEY JR,72,0,57,15
Washington,BENTLEYVILLE,U.S. Senate,,DEM,ROBERT P CASEY JR,429,6,277,146
Washington,BLAINE,U.S. Senate,,DEM,ROBERT P CASEY JR,96,0,73,23
Washington,BUFFALO,U.S. Senate,,DEM,ROBERT P CASEY JR,294,5,159,130
Washington,BURGETTSTOWN,U.S. Senate,,DEM,ROBERT P CASEY JR,303,1,210,92
Washington,CALIFORNIA 1,U.S. Senate,,DEM,ROBERT P CASEY JR,168,0,119,49
Washington,CALIFORNIA 2,U.S. Senate,,DEM,ROBERT P CASEY JR,208,0,155,53
Washington,CALIFORNIA 3,U.S. Senate,,DEM,ROBERT P CASEY JR,124,1,77,46
Washington,CALIFORNIA 4,U.S. Senate,,DEM,ROBERT P CASEY JR,268,0,178,90
Washington,CANONSBURG 1 W 3,U.S. Senate,,DEM,ROBERT P CASEY JR,386,6,266,114
Washington,CANONSBURG 1 W 4,U.S. Senate,,DEM,ROBERT P CASEY JR,547,1,337,209
Washington,CANONSBURG 2 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,285,2,201,82
Washington,CANONSBURG 2 W 2,U.S. Senate,,DEM,ROBERT P CASEY JR,560,3,343,214
Washington,CANONSBURG 3 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,223,0,158,65
Washington,CANONSBURG 3 W 3,U.S. Senate,,DEM,ROBERT P CASEY JR,345,5,240,100
Washington,CANTON 1,U.S. Senate,,DEM,ROBERT P CASEY JR,305,2,168,135
Washington,CANTON 2,U.S. Senate,,DEM,ROBERT P CASEY JR,457,0,274,183
Washington,CANTON 4,U.S. Senate,,DEM,ROBERT P CASEY JR,308,3,174,131
Washington,CANTON 5,U.S. Senate,,DEM,ROBERT P CASEY JR,476,1,281,194
Washington,CARROLL 1,U.S. Senate,,DEM,ROBERT P CASEY JR,78,1,54,23
Washington,CARROLL 2,U.S. Senate,,DEM,ROBERT P CASEY JR,222,3,130,89
Washington,CARROLL 3,U.S. Senate,,DEM,ROBERT P CASEY JR,266,1,160,105
Washington,CARROLL 4,U.S. Senate,,DEM,ROBERT P CASEY JR,393,3,230,160
Washington,CARROLL 5,U.S. Senate,,DEM,ROBERT P CASEY JR,248,1,169,78
Washington,CECIL 1,U.S. Senate,,DEM,ROBERT P CASEY JR,302,2,209,91
Washington,CECIL 2,U.S. Senate,,DEM,ROBERT P CASEY JR,254,0,156,98
Washington,CECIL 3,U.S. Senate,,DEM,ROBERT P CASEY JR,446,0,285,161
Washington,CECIL 4,U.S. Senate,,DEM,ROBERT P CASEY JR,430,5,235,190
Washington,CECIL 5,U.S. Senate,,DEM,ROBERT P CASEY JR,556,3,338,215
Washington,CECIL 6,U.S. Senate,,DEM,ROBERT P CASEY JR,1026,9,539,478
Washington,CECIL 7,U.S. Senate,,DEM,ROBERT P CASEY JR,538,2,258,278
Washington,CECIL 8,U.S. Senate,,DEM,ROBERT P CASEY JR,436,3,277,156
Washington,CENTERVILLE 1,U.S. Senate,,DEM,ROBERT P CASEY JR,79,0,56,23
Washington,CENTERVILLE 2,U.S. Senate,,DEM,ROBERT P CASEY JR,192,1,138,53
Washington,CENTERVILLE 3,U.S. Senate,,DEM,ROBERT P CASEY JR,53,0,32,21
Washington,CENTERVILLE 4,U.S. Senate,,DEM,ROBERT P CASEY JR,198,0,151,47
Washington,CENTERVILLE 5,U.S. Senate,,DEM,ROBERT P CASEY JR,40,0,30,10
Washington,CENTERVILLE 6,U.S. Senate,,DEM,ROBERT P CASEY JR,112,1,79,32
Washington,CHARLEROI 2,U.S. Senate,,DEM,ROBERT P CASEY JR,174,4,112,58
Washington,CHARLEROI 3,U.S. Senate,,DEM,ROBERT P CASEY JR,181,7,104,70
Washington,CHARLEROI 4,U.S. Senate,,DEM,ROBERT P CASEY JR,116,3,76,37
Washington,CHARLEROI 6,U.S. Senate,,DEM,ROBERT P CASEY JR,134,0,74,60
Washington,CHARTIERS 1,U.S. Senate,,DEM,ROBERT P CASEY JR,66,0,43,23
Washington,CHARTIERS 2,U.S. Senate,,DEM,ROBERT P CASEY JR,333,2,214,117
Washington,CHARTIERS 3,U.S. Senate,,DEM,ROBERT P CASEY JR,622,4,342,276
Washington,CHARTIERS 5,U.S. Senate,,DEM,ROBERT P CASEY JR,163,1,105,57
Washington,CHARTIERS 6,U.S. Senate,,DEM,ROBERT P CASEY JR,400,1,258,141
Washington,CHARTIERS 7,U.S. Senate,,DEM,ROBERT P CASEY JR,542,0,321,221
Washington,CLAYSVILLE,U.S. Senate,,DEM,ROBERT P CASEY JR,112,2,93,17
Washington,COAL CENTER,U.S. Senate,,DEM,ROBERT P CASEY JR,34,0,29,5
Washington,COKEBURG,U.S. Senate,,DEM,ROBERT P CASEY JR,125,1,103,21
Washington,CROSS CREEK 1,U.S. Senate,,DEM,ROBERT P CASEY JR,82,0,76,6
Washington,CROSS CREEK 2,U.S. Senate,,DEM,ROBERT P CASEY JR,77,0,52,25
Washington,CROSS CREEK 3,U.S. Senate,,DEM,ROBERT P CASEY JR,64,1,51,12
Washington,DEEMSTON,U.S. Senate,,DEM,ROBERT P CASEY JR,114,0,84,30
Washington,DONEGAL 1,U.S. Senate,,DEM,ROBERT P CASEY JR,146,2,100,44
Washington,DONEGAL 2,U.S. Senate,,DEM,ROBERT P CASEY JR,163,1,113,49
Washington,DONORA 1,U.S. Senate,,DEM,ROBERT P CASEY JR,136,2,91,43
Washington,DONORA 2,U.S. Senate,,DEM,ROBERT P CASEY JR,211,2,151,58
Washington,DONORA 4,U.S. Senate,,DEM,ROBERT P CASEY JR,233,1,168,64
Washington,DONORA 5,U.S. Senate,,DEM,ROBERT P CASEY JR,195,4,145,46
Washington,DONORA 7,U.S. Senate,,DEM,ROBERT P CASEY JR,128,0,83,45
Washington,DUNLEVY,U.S. Senate,,DEM,ROBERT P CASEY JR,82,0,64,18
Washington,EAST BETHLEHEM 1 W,U.S. Senate,,DEM,ROBERT P CASEY JR,107,0,86,21
Washington,EAST BETHLEHEM 2 W,U.S. Senate,,DEM,ROBERT P CASEY JR,112,0,86,26
Washington,EAST BETHLEHEM 3 W,U.S. Senate,,DEM,ROBERT P CASEY JR,74,1,62,11
Washington,EAST BETHLEHEM 4 W,U.S. Senate,,DEM,ROBERT P CASEY JR,108,0,68,40
Washington,EAST FINLEY,U.S. Senate,,DEM,ROBERT P CASEY JR,99,1,75,23
Washington,EAST WASHINGTON,U.S. Senate,,DEM,ROBERT P CASEY JR,493,4,314,175
Washington,ELCO,U.S. Senate,,DEM,ROBERT P CASEY JR,35,0,30,5
Washington,ELLSWORTH,U.S. Senate,,DEM,ROBERT P CASEY JR,166,0,119,47
Washington,FALLOWFIELD 1,U.S. Senate,,DEM,ROBERT P CASEY JR,363,2,241,120
Washington,FALLOWFIELD 2,U.S. Senate,,DEM,ROBERT P CASEY JR,90,0,63,27
Washington,FALLOWFIELD 3,U.S. Senate,,DEM,ROBERT P CASEY JR,228,2,157,69
Washington,FALLOWFIELD 4,U.S. Senate,,DEM,ROBERT P CASEY JR,194,2,107,85
Washington,FINLEYVILLE,U.S. Senate,,DEM,ROBERT P CASEY JR,62,0,44,18
Washington,GREEN HILLS,U.S. Senate,,DEM,ROBERT P CASEY JR,0,0,0,0
Washington,HANOVER 1,U.S. Senate,,DEM,ROBERT P CASEY JR,235,1,165,69
Washington,HANOVER 2,U.S. Senate,,DEM,ROBERT P CASEY JR,196,1,141,54
Washington,HOPEWELL,U.S. Senate,,DEM,ROBERT P CASEY JR,150,0,90,60
Washington,HOUSTON,U.S. Senate,,DEM,ROBERT P CASEY JR,242,0,169,73
Washington,INDEPENDENCE 1,U.S. Senate,,DEM,ROBERT P CASEY JR,98,0,62,36
Washington,INDEPENDENCE 2,U.S. Senate,,DEM,ROBERT P CASEY JR,131,4,82,45
Washington,JEFFERSON,U.S. Senate,,DEM,ROBERT P CASEY JR,196,0,130,66
Washington,LONG BRANCH,U.S. Senate,,DEM,ROBERT P CASEY JR,85,0,56,29
Washington,MARIANNA,U.S. Senate,,DEM,ROBERT P CASEY JR,65,0,46,19
Washington,MIDWAY,U.S. Senate,,DEM,ROBERT P CASEY JR,190,0,147,43
Washington,MONONGAHELA 1,U.S. Senate,,DEM,ROBERT P CASEY JR,172,1,103,68
Washington,MONONGAHELA 2 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,156,0,104,52
Washington,MONONGAHELA 2 W 3,U.S. Senate,,DEM,ROBERT P CASEY JR,161,0,116,45
Washington,MONONGAHELA 3 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,104,0,75,29
Washington,MONONGAHELA 3 W 2,U.S. Senate,,DEM,ROBERT P CASEY JR,305,0,209,96
Washington,MORRIS,U.S. Senate,,DEM,ROBERT P CASEY JR,115,0,76,39
Washington,MT PLEASANT 1,U.S. Senate,,DEM,ROBERT P CASEY JR,450,1,260,189
Washington,MT PLEASANT 2,U.S. Senate,,DEM,ROBERT P CASEY JR,105,0,72,33
Washington,MT PLEASANT 3,U.S. Senate,,DEM,ROBERT P CASEY JR,69,0,50,19
Washington,MT PLEASANT 4,U.S. Senate,,DEM,ROBERT P CASEY JR,41,0,29,12
Washington,MCDONALD,U.S. Senate,,DEM,ROBERT P CASEY JR,348,2,259,87
Washington,NEW EAGLE 1,U.S. Senate,,DEM,ROBERT P CASEY JR,236,1,163,72
Washington,NEW EAGLE 2,U.S. Senate,,DEM,ROBERT P CASEY JR,169,1,108,60
Washington,NORTH BETHLEHEM,U.S. Senate,,DEM,ROBERT P CASEY JR,329,2,198,129
Washington,NORTH CHARLEROI,U.S. Senate,,DEM,ROBERT P CASEY JR,266,2,188,76
Washington,NORTH FRANKLIN 1,U.S. Senate,,DEM,ROBERT P CASEY JR,492,1,296,195
Washington,NORTH FRANKLIN 2,U.S. Senate,,DEM,ROBERT P CASEY JR,280,0,177,103
Washington,NORTH FRANKLIN 3,U.S. Senate,,DEM,ROBERT P CASEY JR,306,1,198,107
Washington,NORTH STRABANE 1,U.S. Senate,,DEM,ROBERT P CASEY JR,404,1,171,232
Washington,NORTH STRABANE 2,U.S. Senate,,DEM,ROBERT P CASEY JR,659,3,318,338
Washington,NORTH STRABANE 3,U.S. Senate,,DEM,ROBERT P CASEY JR,421,1,247,173
Washington,NORTH STRABANE 4,U.S. Senate,,DEM,ROBERT P CASEY JR,344,2,180,162
Washington,NORTH STRABANE 5,U.S. Senate,,DEM,ROBERT P CASEY JR,513,4,288,221
Washington,NORTH STRABANE 6,U.S. Senate,,DEM,ROBERT P CASEY JR,452,0,264,188
Washington,NORTH STRABANE 7,U.S. Senate,,DEM,ROBERT P CASEY JR,551,4,325,222
Washington,NORTH STRABANE 8,U.S. Senate,,DEM,ROBERT P CASEY JR,586,7,283,296
Washington,NORTH STRABANE 9,U.S. Senate,,DEM,ROBERT P CASEY JR,562,6,257,299
Washington,NOTTINGHAM 1,U.S. Senate,,DEM,ROBERT P CASEY JR,316,1,181,134
Washington,NOTTINGHAM 2,U.S. Senate,,DEM,ROBERT P CASEY JR,423,1,220,202
Washington,PETERS A 1,U.S. Senate,,DEM,ROBERT P CASEY JR,312,2,174,136
Washington,PETERS A 2,U.S. Senate,,DEM,ROBERT P CASEY JR,437,0,279,158
Washington,PETERS A 3,U.S. Senate,,DEM,ROBERT P CASEY JR,684,6,413,265
Washington,PETERS B 1,U.S. Senate,,DEM,ROBERT P CASEY JR,426,0,258,168
Washington,PETERS B 2,U.S. Senate,,DEM,ROBERT P CASEY JR,603,0,345,258
Washington,PETERS B 3,U.S. Senate,,DEM,ROBERT P CASEY JR,652,7,372,273
Washington,PETERS C 1,U.S. Senate,,DEM,ROBERT P CASEY JR,465,2,291,172
Washington,PETERS C 2,U.S. Senate,,DEM,ROBERT P CASEY JR,404,6,251,147
Washington,PETERS C 3,U.S. Senate,,DEM,ROBERT P CASEY JR,443,1,274,168
Washington,PETERS D 1,U.S. Senate,,DEM,ROBERT P CASEY JR,713,1,419,293
Washington,PETERS D 2,U.S. Senate,,DEM,ROBERT P CASEY JR,568,1,343,224
Washington,PETERS D 3,U.S. Senate,,DEM,ROBERT P CASEY JR,293,3,185,105
Washington,ROBINSON 1,U.S. Senate,,DEM,ROBERT P CASEY JR,102,0,72,30
Washington,ROBINSON 2,U.S. Senate,,DEM,ROBERT P CASEY JR,91,0,53,38
Washington,ROBINSON 3,U.S. Senate,,DEM,ROBERT P CASEY JR,157,1,103,53
Washington,ROSCOE,U.S. Senate,,DEM,ROBERT P CASEY JR,180,1,131,48
Washington,SMITH 1,U.S. Senate,,DEM,ROBERT P CASEY JR,175,4,131,40
Washington,SMITH 2,U.S. Senate,,DEM,ROBERT P CASEY JR,138,0,92,46
Washington,SMITH 3,U.S. Senate,,DEM,ROBERT P CASEY JR,105,0,82,23
Washington,SMITH 4,U.S. Senate,,DEM,ROBERT P CASEY JR,108,0,59,49
Washington,SMITH 5,U.S. Senate,,DEM,ROBERT P CASEY JR,102,0,74,28
Washington,SMITH 6,U.S. Senate,,DEM,ROBERT P CASEY JR,116,0,77,39
Washington,SMITH 7,U.S. Senate,,DEM,ROBERT P CASEY JR,87,0,68,19
Washington,SOMERSET 1,U.S. Senate,,DEM,ROBERT P CASEY JR,203,1,133,69
Washington,SOMERSET 2,U.S. Senate,,DEM,ROBERT P CASEY JR,262,1,175,86
Washington,SOUTH FRANKLIN 1,U.S. Senate,,DEM,ROBERT P CASEY JR,184,1,115,68
Washington,SOUTH FRANKLIN 2,U.S. Senate,,DEM,ROBERT P CASEY JR,297,1,195,101
Washington,SOUTH STRABANE 1,U.S. Senate,,DEM,ROBERT P CASEY JR,374,2,212,160
Washington,SOUTH STRABANE 2,U.S. Senate,,DEM,ROBERT P CASEY JR,397,1,240,156
Washington,SOUTH STRABANE 3,U.S. Senate,,DEM,ROBERT P CASEY JR,349,2,154,193
Washington,SOUTH STRABANE 4,U.S. Senate,,DEM,ROBERT P CASEY JR,377,1,225,151
Washington,SOUTH STRABANE 5,U.S. Senate,,DEM,ROBERT P CASEY JR,482,3,257,222
Washington,SOUTH STRABANE 6,U.S. Senate,,DEM,ROBERT P CASEY JR,387,1,238,148
Washington,SPEERS,U.S. Senate,,DEM,ROBERT P CASEY JR,310,5,193,112
Washington,STOCKDALE,U.S. Senate,,DEM,ROBERT P CASEY JR,87,0,67,20
Washington,TWILIGHT,U.S. Senate,,DEM,ROBERT P CASEY JR,27,0,18,9
Washington,UNION 1,U.S. Senate,,DEM,ROBERT P CASEY JR,339,3,214,122
Washington,UNION 2,U.S. Senate,,DEM,ROBERT P CASEY JR,175,1,115,59
Washington,UNION 4,U.S. Senate,,DEM,ROBERT P CASEY JR,59,0,44,15
Washington,UNION 5,U.S. Senate,,DEM,ROBERT P CASEY JR,274,1,175,98
Washington,UNION 6,U.S. Senate,,DEM,ROBERT P CASEY JR,181,0,127,54
Washington,UNION 7,U.S. Senate,,DEM,ROBERT P CASEY JR,287,1,177,109
Washington,WEST BETHLEHEM,U.S. Senate,,DEM,ROBERT P CASEY JR,200,0,132,68
Washington,WEST BROWNSVILLE 1,U.S. Senate,,DEM,ROBERT P CASEY JR,79,1,57,21
Washington,WEST BROWNSVILLE 2,U.S. Senate,,DEM,ROBERT P CASEY JR,108,0,90,18
Washington,WEST FINLEY 1,U.S. Senate,,DEM,ROBERT P CASEY JR,32,2,12,18
Washington,WEST FINLEY 2,U.S. Senate,,DEM,ROBERT P CASEY JR,58,0,44,14
Washington,WEST MIDDLETOWN,U.S. Senate,,DEM,ROBERT P CASEY JR,27,0,20,7
Washington,WEST PIKE RUN 1,U.S. Senate,,DEM,ROBERT P CASEY JR,191,0,135,56
Washington,WEST PIKE RUN 2,U.S. Senate,,DEM,ROBERT P CASEY JR,146,0,106,40
Washington,WASHINGTON 2 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,184,2,133,49
Washington,WASHINGTON 3 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,149,1,100,48
Washington,WASHINGTON 4,U.S. Senate,,DEM,ROBERT P CASEY JR,99,0,73,26
Washington,WASHINGTON 5 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,187,0,137,50
Washington,WASHINGTON 5 W 2,U.S. Senate,,DEM,ROBERT P CASEY JR,298,1,197,100
Washington,WASHINGTON 6 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,337,0,264,73
Washington,WASHINGTON 6 W 3,U.S. Senate,,DEM,ROBERT P CASEY JR,185,1,134,50
Washington,WASHINGTON 7 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,222,0,159,63
Washington,WASHINGTON 7 W 2,U.S. Senate,,DEM,ROBERT P CASEY JR,354,1,250,103
Washington,WASHINGTON 7 W 3,U.S. Senate,,DEM,ROBERT P CASEY JR,331,3,231,97
