county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in
Washington,WEST PIKE RUN 1,President,,REP,DONALD J TRUMP,418,0,367,51
Washington,WEST PIKE RUN 2,President,,REP,DONALD J TRUMP,204,3,184,17
Washington,WASHINGTON 2 W 1,President,,REP,DONALD J TRUMP,121,1,101,19
Washington,WASHINGTON 3 W 1,President,,REP,DONALD J TRUMP,51,2,39,10
Washington,WASHINGTON 4,President,,REP,DONALD J TRUMP,79,1,66,12
Washington,WASHINGTON 5 W 1,President,,REP,DONALD J TRUMP,193,2,171,20
Washington,WASHINGTON 5 W 2,President,,REP,DONALD J TRUMP,253,1,206,46
Washington,WASHINGTON 6 W 1,President,,REP,DONALD J TRUMP,205,0,166,39
Washington,WASHINGTON 6 W 3,President,,REP,DONALD J TRUMP,143,1,118,24
Washington,WASHINGTON 7 W 1,President,,REP,DONALD J TRUMP,169,0,140,29
Washington,WASHINGTON 7 W 2,President,,REP,DONALD J TRUMP,349,1,289,59
Washington,WASHINGTON 7 W 3,President,,REP,DONALD J TRUMP,316,5,259,52
Washington,WASHINGTON 8 W 1,President,,REP,DONALD J TRUMP,246,1,217,28
Washington,ALLENPORT,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,AMWELL 1,President,,LIB,CHASE OLIVER,5,0,5,0
Washington,AMWELL 2,President,,LIB,CHASE OLIVER,4,0,2,2
Washington,BEALLSVILLE,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,BENTLEYVILLE,President,,LIB,CHASE OLIVER,5,0,5,0
Washington,BLAINE,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,BUFFALO,President,,LIB,CHASE OLIVER,5,0,4,1
Washington,BURGETTSTOWN,President,,LIB,CHASE OLIVER,4,0,2,2
Washington,CALIFORNIA 1,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,CALIFORNIA 2,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,CALIFORNIA 3,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CALIFORNIA 4,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CANONSBURG 1 W 3,President,,LIB,CHASE OLIVER,4,0,3,1
Washington,CANONSBURG 1 W 4,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,CANONSBURG 2 W 1,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,CANONSBURG 2 W 2,President,,LIB,CHASE OLIVER,5,0,3,2
Washington,CANONSBURG 3 W 1,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,CANONSBURG 3 W 3,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,CANTON 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CANTON 2,President,,LIB,CHASE OLIVER,5,0,4,1
Washington,CANTON 4,President,,LIB,CHASE OLIVER,5,0,5,0
Washington,CANTON 5,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,CARROLL 1,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,CARROLL 2,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,CARROLL 3,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CARROLL 4,President,,LIB,CHASE OLIVER,3,0,1,2
Washington,CARROLL 5,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,CECIL 1,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,CECIL 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CECIL 3,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,CECIL 4,President,,LIB,CHASE OLIVER,5,0,3,2
Washington,CECIL 5,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,CECIL 6,President,,LIB,CHASE OLIVER,17,2,10,5
Washington,CECIL 7,President,,LIB,CHASE OLIVER,4,0,2,2
Washington,CECIL 8,President,,LIB,CHASE OLIVER,5,0,4,1
Washington,CENTERVILLE 1,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CENTERVILLE 2,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,CENTERVILLE 3,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CENTERVILLE 4,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,CENTERVILLE 5,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CENTERVILLE 6,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CHARLEROI 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CHARLEROI 3,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CHARLEROI 4,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CHARLEROI 6,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,CHARTIERS 1,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CHARTIERS 2,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CHARTIERS 3,President,,LIB,CHASE OLIVER,3,0,1,2
Washington,CHARTIERS 5,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,CHARTIERS 6,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,CHARTIERS 7,President,,LIB,CHASE OLIVER,5,0,3,2
Washington,CLAYSVILLE,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,COAL CENTER,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,COKEBURG,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,CROSS CREEK 1,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,CROSS CREEK 2,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,CROSS CREEK 3,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,DEEMSTON,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,DONEGAL 1,President,,LIB,CHASE OLIVER,8,0,6,2
Washington,DONEGAL 2,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,DONORA 1,President,,LIB,CHASE OLIVER,3,0,1,2
Washington,DONORA 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,DONORA 4,President,,LIB,CHASE OLIVER,6,0,5,1
Washington,DONORA 5,President,,LIB,CHASE OLIVER,2,1,1,0
Washington,DONORA 7,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,DUNLEVY,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,EAST BETHLEHEM 1 W,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,EAST BETHLEHEM 2 W,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,EAST BETHLEHEM 3 W,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,EAST BETHLEHEM 4 W,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,EAST FINLEY,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,EAST WASHINGTON,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,ELCO,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,ELLSWORTH,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,FALLOWFIELD 1,President,,LIB,CHASE OLIVER,4,0,3,1
Washington,FALLOWFIELD 2,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,FALLOWFIELD 3,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,FALLOWFIELD 4,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,FINLEYVILLE,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,GREEN HILLS,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,HANOVER 1,President,,LIB,CHASE OLIVER,8,0,8,0
Washington,HANOVER 2,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,HOPEWELL,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,HOUSTON,President,,LIB,CHASE OLIVER,7,0,5,2
Washington,INDEPENDENCE 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,INDEPENDENCE 2,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,JEFFERSON,President,,LIB,CHASE OLIVER,3,0,1,2
Washington,LONG BRANCH,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,MARIANNA,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,MIDWAY,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,MONONGAHELA 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,MONONGAHELA 2 W 1,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,MONONGAHELA 2 W 3,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,MONONGAHELA 3 W 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,MONONGAHELA 3 W 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,MORRIS,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,MT PLEASANT 1,President,,LIB,CHASE OLIVER,6,0,3,3
Washington,MT PLEASANT 2,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,MT PLEASANT 3,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,MT PLEASANT 4,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,MCDONALD,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,NEW EAGLE 1,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,NEW EAGLE 2,President,,LIB,CHASE OLIVER,4,0,3,1
Washington,NORTH BETHLEHEM,President,,LIB,CHASE OLIVER,9,0,5,4
Washington,NORTH CHARLEROI,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,NORTH FRANKLIN 1,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,NORTH FRANKLIN 2,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,NORTH FRANKLIN 3,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,NORTH STRABANE 1,President,,LIB,CHASE OLIVER,3,0,1,2
Washington,NORTH STRABANE 2,President,,LIB,CHASE OLIVER,7,0,5,2
Washington,NORTH STRABANE 3,President,,LIB,CHASE OLIVER,6,0,6,0
Washington,NORTH STRABANE 4,President,,LIB,CHASE OLIVER,1,1,0,0
Washington,NORTH STRABANE 5,President,,LIB,CHASE OLIVER,8,0,5,3
Washington,NORTH STRABANE 6,President,,LIB,CHASE OLIVER,9,0,6,3
Washington,NORTH STRABANE 7,President,,LIB,CHASE OLIVER,5,0,3,2
Washington,NORTH STRABANE 8,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,NORTH STRABANE 9,President,,LIB,CHASE OLIVER,10,0,10,0
Washington,NOTTINGHAM 1,President,,LIB,CHASE OLIVER,8,0,6,2
Washington,NOTTINGHAM 2,President,,LIB,CHASE OLIVER,5,0,5,0
Washington,PETERS A 1,President,,LIB,CHASE OLIVER,2,0,0,2
Washington,PETERS A 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,PETERS A 3,President,,LIB,CHASE OLIVER,5,0,5,0
Washington,PETERS B 1,President,,LIB,CHASE OLIVER,6,0,5,1
Washington,PETERS B 2,President,,LIB,CHASE OLIVER,14,0,9,5
Washington,PETERS B 3,President,,LIB,CHASE OLIVER,9,0,8,1
Washington,PETERS C 1,President,,LIB,CHASE OLIVER,6,0,6,0
Washington,PETERS C 2,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,PETERS C 3,President,,LIB,CHASE OLIVER,13,0,8,5
Washington,PETERS D 1,President,,LIB,CHASE OLIVER,7,1,5,1
Washington,PETERS D 2,President,,LIB,CHASE OLIVER,5,0,2,3
Washington,PETERS D 3,President,,LIB,CHASE OLIVER,8,0,7,1
Washington,ROBINSON 1,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,ROBINSON 2,President,,LIB,CHASE OLIVER,3,0,3,0
Washington,ROBINSON 3,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,ROSCOE,President,,LIB,CHASE OLIVER,6,0,4,2
Washington,SMITH 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,SMITH 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,SMITH 3,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,SMITH 4,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,SMITH 5,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,SMITH 6,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,SMITH 7,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,SOMERSET 1,President,,LIB,CHASE OLIVER,2,0,0,2
Washington,SOMERSET 2,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,SOUTH FRANKLIN 1,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,SOUTH FRANKLIN 2,President,,LIB,CHASE OLIVER,8,0,4,4
Washington,SOUTH STRABANE 1,President,,LIB,CHASE OLIVER,7,0,5,2
Washington,SOUTH STRABANE 2,President,,LIB,CHASE OLIVER,5,0,3,2
Washington,SOUTH STRABANE 3,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,SOUTH STRABANE 4,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,SOUTH STRABANE 5,President,,LIB,CHASE OLIVER,5,1,4,0
Washington,SOUTH STRABANE 6,President,,LIB,CHASE OLIVER,3,0,1,2
Washington,SPEERS,President,,LIB,CHASE OLIVER,4,0,3,1
Washington,STOCKDALE,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,TWILIGHT,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,UNION 1,President,,LIB,CHASE OLIVER,4,0,4,0
Washington,UNION 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,UNION 4,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,UNION 5,President,,LIB,CHASE OLIVER,6,0,4,2
Washington,UNION 6,President,,LIB,CHASE OLIVER,2,0,1,1
Washington,UNION 7,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,WEST BETHLEHEM,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,WEST BROWNSVILLE 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,WEST BROWNSVILLE 2,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,WEST FINLEY 1,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,WEST FINLEY 2,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,WEST MIDDLETOWN,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,WEST PIKE RUN 1,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,WEST PIKE RUN 2,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,WASHINGTON 2 W 1,President,,LIB,CHASE OLIVER,5,0,4,1
Washington,WASHINGTON 3 W 1,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,WASHINGTON 4,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,WASHINGTON 5 W 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,WASHINGTON 5 W 2,President,,LIB,CHASE OLIVER,5,0,5,0
Washington,WASHINGTON 6 W 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,WASHINGTON 6 W 3,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,WASHINGTON 7 W 1,President,,LIB,CHASE OLIVER,0,0,0,0
Washington,WASHINGTON 7 W 2,President,,LIB,CHASE OLIVER,2,0,2,0
Washington,WASHINGTON 7 W 3,President,,LIB,CHASE OLIVER,1,0,1,0
Washington,WASHINGTON 8 W 1,President,,LIB,CHASE OLIVER,3,0,2,1
Washington,ALLENPORT,President,,GRN,JILL STEIN,0,0,0,0
Washington,AMWELL 1,President,,GRN,JILL STEIN,5,0,3,2
Washington,AMWELL 2,President,,GRN,JILL STEIN,2,0,1,1
Washington,BEALLSVILLE,President,,GRN,JILL STEIN,0,0,0,0
Washington,BENTLEYVILLE,President,,GRN,JILL STEIN,2,0,2,0
Washington,BLAINE,President,,GRN,JILL STEIN,1,0,1,0
Washington,BUFFALO,President,,GRN,JILL STEIN,1,0,1,0
Washington,BURGETTSTOWN,President,,GRN,JILL STEIN,1,0,0,1
Washington,CALIFORNIA 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,CALIFORNIA 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,CALIFORNIA 3,President,,GRN,JILL STEIN,0,0,0,0
Washington,CALIFORNIA 4,President,,GRN,JILL STEIN,1,0,0,1
Washington,CANONSBURG 1 W 3,President,,GRN,JILL STEIN,5,0,4,1
Washington,CANONSBURG 1 W 4,President,,GRN,JILL STEIN,6,0,5,1
Washington,CANONSBURG 2 W 1,President,,GRN,JILL STEIN,2,0,2,0
Washington,CANONSBURG 2 W 2,President,,GRN,JILL STEIN,3,0,3,0
Washington,CANONSBURG 3 W 1,President,,GRN,JILL STEIN,3,0,2,1
Washington,CANONSBURG 3 W 3,President,,GRN,JILL STEIN,2,0,2,0
Washington,CANTON 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,CANTON 2,President,,GRN,JILL STEIN,3,0,1,2
Washington,CANTON 4,President,,GRN,JILL STEIN,4,0,4,0
Washington,CANTON 5,President,,GRN,JILL STEIN,2,0,1,1
Washington,CARROLL 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,CARROLL 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,CARROLL 3,President,,GRN,JILL STEIN,0,0,0,0
Washington,CARROLL 4,President,,GRN,JILL STEIN,2,1,0,1
Washington,CARROLL 5,President,,GRN,JILL STEIN,3,0,3,0
Washington,CECIL 1,President,,GRN,JILL STEIN,5,0,5,0
Washington,CECIL 2,President,,GRN,JILL STEIN,3,0,3,0
Washington,CECIL 3,President,,GRN,JILL STEIN,4,0,4,0
Washington,CECIL 4,President,,GRN,JILL STEIN,4,0,4,0
Washington,CECIL 5,President,,GRN,JILL STEIN,3,0,2,1
Washington,CECIL 6,President,,GRN,JILL STEIN,5,0,2,3
Washington,CECIL 7,President,,GRN,JILL STEIN,0,0,0,0
Washington,CECIL 8,President,,GRN,JILL STEIN,0,0,0,0
Washington,CENTERVILLE 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,CENTERVILLE 2,President,,GRN,JILL STEIN,2,0,1,1
Washington,CENTERVILLE 3,President,,GRN,JILL STEIN,0,0,0,0
Washington,CENTERVILLE 4,President,,GRN,JILL STEIN,1,0,1,0
Washington,CENTERVILLE 5,President,,GRN,JILL STEIN,0,0,0,0
Washington,CENTERVILLE 6,President,,GRN,JILL STEIN,0,0,0,0
Washington,CHARLEROI 2,President,,GRN,JILL STEIN,1,0,0,1
Washington,CHARLEROI 3,President,,GRN,JILL STEIN,0,0,0,0
Washington,CHARLEROI 4,President,,GRN,JILL STEIN,3,0,3,0
Washington,CHARLEROI 6,President,,GRN,JILL STEIN,1,0,0,1
Washington,CHARTIERS 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,CHARTIERS 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,CHARTIERS 3,President,,GRN,JILL STEIN,5,0,4,1
Washington,CHARTIERS 5,President,,GRN,JILL STEIN,2,0,2,0
Washington,CHARTIERS 6,President,,GRN,JILL STEIN,1,0,1,0
Washington,CHARTIERS 7,President,,GRN,JILL STEIN,1,0,1,0
Washington,CLAYSVILLE,President,,GRN,JILL STEIN,0,0,0,0
Washington,COAL CENTER,President,,GRN,JILL STEIN,0,0,0,0
Washington,COKEBURG,President,,GRN,JILL STEIN,3,0,3,0
Washington,CROSS CREEK 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,CROSS CREEK 2,President,,GRN,JILL STEIN,1,0,0,1
Washington,CROSS CREEK 3,President,,GRN,JILL STEIN,3,0,3,0
Washington,DEEMSTON,President,,GRN,JILL STEIN,0,0,0,0
Washington,DONEGAL 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,DONEGAL 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,DONORA 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,DONORA 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,DONORA 4,President,,GRN,JILL STEIN,0,0,0,0
Washington,DONORA 5,President,,GRN,JILL STEIN,0,0,0,0
Washington,DONORA 7,President,,GRN,JILL STEIN,0,0,0,0
Washington,DUNLEVY,President,,GRN,JILL STEIN,0,0,0,0
Washington,EAST BETHLEHEM 1 W,President,,GRN,JILL STEIN,1,0,1,0
Washington,EAST BETHLEHEM 2 W,President,,GRN,JILL STEIN,2,0,2,0
Washington,EAST BETHLEHEM 3 W,President,,GRN,JILL STEIN,1,0,1,0
Washington,EAST BETHLEHEM 4 W,President,,GRN,JILL STEIN,1,0,1,0
Washington,EAST FINLEY,President,,GRN,JILL STEIN,1,0,1,0
Washington,EAST WASHINGTON,President,,GRN,JILL STEIN,2,0,2,0
Washington,ELCO,President,,GRN,JILL STEIN,2,0,2,0
Washington,ELLSWORTH,President,,GRN,JILL STEIN,1,0,1,0
Washington,FALLOWFIELD 1,President,,GRN,JILL STEIN,1,0,0,1
Washington,FALLOWFIELD 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,FALLOWFIELD 3,President,,GRN,JILL STEIN,0,0,0,0
Washington,FALLOWFIELD 4,President,,GRN,JILL STEIN,2,0,2,0
Washington,FINLEYVILLE,President,,GRN,JILL STEIN,0,0,0,0
Washington,GREEN HILLS,President,,GRN,JILL STEIN,0,0,0,0
Washington,HANOVER 1,President,,GRN,JILL STEIN,3,0,1,2
Washington,HANOVER 2,President,,GRN,JILL STEIN,2,0,2,0
Washington,HOPEWELL,President,,GRN,JILL STEIN,1,0,1,0
Washington,HOUSTON,President,,GRN,JILL STEIN,1,1,0,0
Washington,INDEPENDENCE 1,President,,GRN,JILL STEIN,3,0,3,0
Washington,INDEPENDENCE 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,JEFFERSON,President,,GRN,JILL STEIN,2,0,2,0
Washington,LONG BRANCH,President,,GRN,JILL STEIN,2,0,2,0
Washington,MARIANNA,President,,GRN,JILL STEIN,1,0,1,0
Washington,MIDWAY,President,,GRN,JILL STEIN,2,0,2,0
Washington,MONONGAHELA 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,MONONGAHELA 2 W 1,President,,GRN,JILL STEIN,2,0,2,0
Washington,MONONGAHELA 2 W 3,President,,GRN,JILL STEIN,0,0,0,0
Washington,MONONGAHELA 3 W 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,MONONGAHELA 3 W 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,MORRIS,President,,GRN,JILL STEIN,2,0,1,1
Washington,MT PLEASANT 1,President,,GRN,JILL STEIN,5,0,5,0
Washington,MT PLEASANT 2,President,,GRN,JILL STEIN,1,0,1,0
Washington,MT PLEASANT 3,President,,GRN,JILL STEIN,1,0,1,0
Washington,MT PLEASANT 4,President,,GRN,JILL STEIN,1,0,1,0
Washington,MCDONALD,President,,GRN,JILL STEIN,3,0,1,2
Washington,NEW EAGLE 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,NEW EAGLE 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,NORTH BETHLEHEM,President,,GRN,JILL STEIN,1,0,0,1
Washington,NORTH CHARLEROI,President,,GRN,JILL STEIN,1,0,0,1
Washington,NORTH FRANKLIN 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,NORTH FRANKLIN 2,President,,GRN,JILL STEIN,4,0,3,1
Washington,NORTH FRANKLIN 3,President,,GRN,JILL STEIN,1,0,0,1
Washington,NORTH STRABANE 1,President,,GRN,JILL STEIN,4,0,4,0
Washington,NORTH STRABANE 2,President,,GRN,JILL STEIN,3,0,2,1
Washington,NORTH STRABANE 3,President,,GRN,JILL STEIN,3,0,3,0
Washington,NORTH STRABANE 4,President,,GRN,JILL STEIN,0,0,0,0
Washington,NORTH STRABANE 5,President,,GRN,JILL STEIN,1,0,1,0
Washington,NORTH STRABANE 6,President,,GRN,JILL STEIN,3,0,3,0
Washington,NORTH STRABANE 7,President,,GRN,JILL STEIN,3,0,3,0
Washington,NORTH STRABANE 8,President,,GRN,JILL STEIN,1,0,0,1
Washington,NORTH STRABANE 9,President,,GRN,JILL STEIN,0,0,0,0
Washington,NOTTINGHAM 1,President,,GRN,JILL STEIN,2,0,2,0
Washington,NOTTINGHAM 2,President,,GRN,JILL STEIN,2,0,1,1
Washington,PETERS A 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,PETERS A 2,President,,GRN,JILL STEIN,2,0,1,1
Washington,PETERS A 3,President,,GRN,JILL STEIN,2,0,1,1
Washington,PETERS B 1,President,,GRN,JILL STEIN,4,0,3,1
Washington,PETERS B 2,President,,GRN,JILL STEIN,2,0,2,0
Washington,PETERS B 3,President,,GRN,JILL STEIN,3,0,2,1
Washington,PETERS C 1,President,,GRN,JILL STEIN,3,0,3,0
Washington,PETERS C 2,President,,GRN,JILL STEIN,1,0,1,0
Washington,PETERS C 3,President,,GRN,JILL STEIN,4,0,3,1
Washington,PETERS D 1,President,,GRN,JILL STEIN,2,0,2,0
Washington,PETERS D 2,President,,GRN,JILL STEIN,1,0,1,0
Washington,PETERS D 3,President,,GRN,JILL STEIN,4,0,1,3
Washington,ROBINSON 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,ROBINSON 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,ROBINSON 3,President,,GRN,JILL STEIN,2,0,2,0
Washington,ROSCOE,President,,GRN,JILL STEIN,0,0,0,0
Washington,SMITH 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,SMITH 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,SMITH 3,President,,GRN,JILL STEIN,0,0,0,0
Washington,SMITH 4,President,,GRN,JILL STEIN,2,0,1,1
Washington,SMITH 5,President,,GRN,JILL STEIN,0,0,0,0
Washington,SMITH 6,President,,GRN,JILL STEIN,0,0,0,0
Washington,SMITH 7,President,,GRN,JILL STEIN,2,0,1,1
Washington,SOMERSET 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,SOMERSET 2,President,,GRN,JILL STEIN,2,0,1,1
Washington,SOUTH FRANKLIN 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,SOUTH FRANKLIN 2,President,,GRN,JILL STEIN,3,0,2,1
Washington,SOUTH STRABANE 1,President,,GRN,JILL STEIN,4,0,3,1
Washington,SOUTH STRABANE 2,President,,GRN,JILL STEIN,1,0,1,0
Washington,SOUTH STRABANE 3,President,,GRN,JILL STEIN,2,0,0,2
Washington,SOUTH STRABANE 4,President,,GRN,JILL STEIN,0,0,0,0
Washington,SOUTH STRABANE 5,President,,GRN,JILL STEIN,1,0,0,1
Washington,SOUTH STRABANE 6,President,,GRN,JILL STEIN,2,0,0,2
Washington,SPEERS,President,,GRN,JILL STEIN,1,0,1,0
Washington,STOCKDALE,President,,GRN,JILL STEIN,0,0,0,0
Washington,TWILIGHT,President,,GRN,JILL STEIN,0,0,0,0
Washington,UNION 1,President,,GRN,JILL STEIN,1,0,1,0
Washington,UNION 2,President,,GRN,JILL STEIN,0,0,0,0
Washington,UNION 4,President,,GRN,JILL STEIN,0,0,0,0
Washington,UNION 5,President,,GRN,JILL STEIN,1,0,1,0
Washington,UNION 6,President,,GRN,JILL STEIN,0,0,0,0
Washington,UNION 7,President,,GRN,JILL STEIN,1,0,1,0
Washington,WEST BETHLEHEM,President,,GRN,JILL STEIN,1,0,1,0
Washington,WEST BROWNSVILLE 1,President,,GRN,JILL STEIN,0,0,0,0
Washington,WEST BROWNSVILLE 2,President,,GRN,JILL STEIN,0,0,0,0
