county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Lancaster,5709 ManTwp-9,U.S. House,11,Lloyd K Smucker,REP,414,352,59,3
Lancaster,5710 ManTw-10,U.S. House,11,Lloyd K Smucker,REP,551,427,116,8
Lancaster,5711 ManTw-11,U.S. House,11,Lloyd K Smucker,REP,276,241,33,2
Lancaster,5712 ManTw-12,U.S. House,11,Lloyd K Smucker,REP,399,327,70,2
Lancaster,5713 ManTw-13,U.S. House,11,Lloyd K Smucker,REP,861,680,179,2
Lancaster,5714 ManTw-14,U.S. House,11,Lloyd K Smucker,REP,404,314,90,0
Lancaster,5715 ManTw-15,U.S. House,11,Lloyd K Smucker,REP,568,449,113,6
Lancaster,5716 ManTw-16,U.S. House,11,Lloyd K Smucker,REP,985,721,258,6
Lancaster,5717 ManTw-17,U.S. House,11,Lloyd K Smucker,REP,481,392,80,9
Lancaster,5718 ManTw-18,U.S. House,11,Lloyd K Smucker,REP,446,348,94,4
Lancaster,5719 ManTw-19,U.S. House,11,Lloyd K Smucker,REP,397,315,80,2
Lancaster,5720 ManTw-20,U.S. House,11,Lloyd K Smucker,REP,735,570,163,2
Lancaster,5721 ManTw-21,U.S. House,11,Lloyd K Smucker,REP,939,745,187,7
Lancaster,5722 ManTw-22,U.S. House,11,Lloyd K Smucker,REP,493,403,85,5
Lancaster,5723 ManTw-23,U.S. House,11,Lloyd K Smucker,REP,758,525,223,10
Lancaster,5800 Manr-Bth,U.S. House,11,Lloyd K Smucker,REP,372,317,50,5
Lancaster,5801 Manr-Ham,U.S. House,11,Lloyd K Smucker,REP,841,713,122,6
Lancaster,5802 Manr-Ind,U.S. House,11,Lloyd K Smucker,REP,676,616,55,5
Lancaster,5803 Manr-Lei,U.S. House,11,Lloyd K Smucker,REP,1301,1076,210,15
Lancaster,5804 Manr-New,U.S. House,11,Lloyd K Smucker,REP,1005,879,123,3
Lancaster,5805 Manr-Wsh,U.S. House,11,Lloyd K Smucker,REP,689,602,85,2
Lancaster,5806 Manr-WLn,U.S. House,11,Lloyd K Smucker,REP,713,573,131,9
Lancaster,5807 Manr-Est,U.S. House,11,Lloyd K Smucker,REP,1060,871,177,12
Lancaster,5808 Manr-HMi,U.S. House,11,Lloyd K Smucker,REP,519,432,84,3
Lancaster,5900 Mart-Mar,U.S. House,11,Lloyd K Smucker,REP,1212,1055,148,9
Lancaster,5901 Mart-Hol,U.S. House,11,Lloyd K Smucker,REP,915,826,80,9
Lancaster,6001 MtJy-Mil,U.S. House,11,Lloyd K Smucker,REP,1117,936,176,5
Lancaster,6002 MtJy-Fai,U.S. House,11,Lloyd K Smucker,REP,916,816,99,1
Lancaster,6003 MtJy-Clv,U.S. House,11,Lloyd K Smucker,REP,988,843,138,7
Lancaster,6004 MtJy-Her,U.S. House,11,Lloyd K Smucker,REP,1135,969,159,7
Lancaster,6100 Paradise,U.S. House,11,Lloyd K Smucker,REP,1630,1411,202,17
Lancaster,6201 Penn-Jun,U.S. House,11,Lloyd K Smucker,REP,1595,1229,356,10
Lancaster,6202 Penn-SPn,U.S. House,11,Lloyd K Smucker,REP,1254,960,285,9
Lancaster,6203 Penn-Pnr,U.S. House,11,Lloyd K Smucker,REP,1116,974,134,8
Lancaster,6300 Peque-WW,U.S. House,11,Lloyd K Smucker,REP,1427,1204,208,15
Lancaster,6301 Peque-ND,U.S. House,11,Lloyd K Smucker,REP,841,700,135,6
Lancaster,6400 Prvidn-E,U.S. House,11,Lloyd K Smucker,REP,1530,1301,214,15
Lancaster,6401 Prvidn-W,U.S. House,11,Lloyd K Smucker,REP,1265,1069,188,8
Lancaster,6501 Rapho-SH,U.S. House,11,Lloyd K Smucker,REP,1067,910,147,10
Lancaster,6502 Rapho-ETI,U.S. House,11,Lloyd K Smucker,REP,918,809,108,1
Lancaster,6503 Rapho-US,U.S. House,11,Lloyd K Smucker,REP,1230,1057,168,5
Lancaster,6504 Rap-ETII,U.S. House,11,Lloyd K Smucker,REP,1318,1039,270,9
Lancaster,6505 Rapho-WC,U.S. House,11,Lloyd K Smucker,REP,781,557,217,7
Lancaster,6600 Sadsbury,U.S. House,11,Lloyd K Smucker,REP,915,766,139,10
Lancaster,6701 Sali-Cam,U.S. House,11,Lloyd K Smucker,REP,1046,905,137,4
Lancaster,6702 Sali-Gap,U.S. House,11,Lloyd K Smucker,REP,905,823,68,14
Lancaster,6703 Sali-Wh,U.S. House,11,Lloyd K Smucker,REP,1365,1179,172,14
Lancaster,6800 Strasburg,U.S. House,11,Lloyd K Smucker,REP,1611,1305,298,8
Lancaster,6901 Wwck-Bru,U.S. House,11,Lloyd K Smucker,REP,852,763,89,0
Lancaster,6902 Wwck-KHi,U.S. House,11,Lloyd K Smucker,REP,910,736,171,3
Lancaster,6903 Wwck-Rth,U.S. House,11,Lloyd K Smucker,REP,869,750,108,11
Lancaster,6904 Wwck-Wd,U.S. House,11,Lloyd K Smucker,REP,581,482,94,5
Lancaster,6905 Wwck-Cly,U.S. House,11,Lloyd K Smucker,REP,1036,871,159,6
Lancaster,6906 Wwck-HMn,U.S. House,11,Lloyd K Smucker,REP,589,529,60,0
Lancaster,6908 Wwck-Mil,U.S. House,11,Lloyd K Smucker,REP,635,538,94,3
Lancaster,6909 Wwck-NwW,U.S. House,11,Lloyd K Smucker,REP,876,718,153,5
Lancaster,6910 Wwck-Sws,U.S. House,11,Lloyd K Smucker,REP,1016,773,233,10
Lancaster,5400 Leacock,U.S. House,11,JON MICHAEL EBY,,1,1,0,0
Lancaster,5304 LncTwp-4,U.S. House,11,MICHAEL CHARLES,,1,1,0,0
Lancaster,6004 MtJy-Her,U.S. House,11,AMANDA O'BRIEN,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. House,11,JOE SMITH,,1,1,0,0
Lancaster,6503 Rapho-US,U.S. House,11,RON HARPER JR,,1,0,0,1
Lancaster,1806 Litz 3-2,U.S. House,11,CAROLINE BROWN,,1,1,0,0
Lancaster,5804 Manr-New,U.S. House,11,S FREDERICK HERR,,1,1,0,0
Lancaster,4600 Elizabeth,U.S. House,11,MICHAEL YODER,,1,0,1,0
Lancaster,3303 E Coc-Stv,U.S. House,11,JASON HEFT,,1,1,0,0
Lancaster,0501 City 5-1,U.S. House,11,JESS KING,,1,1,0,0
Lancaster,0701 City 7-1,U.S. House,11,JESS KING,,1,0,1,0
Lancaster,0704 City 7-4,U.S. House,11,JESS KING,,1,1,0,0
Lancaster,0905 City 9-5,U.S. House,11,JESS KING,,1,0,1,0
Lancaster,5308 LncTwp-8,U.S. House,11,JESS KING,,3,3,0,0
Lancaster,4913 E Hemp-Pet,U.S. House,11,ROSARIA CARR,,1,1,0,0
Lancaster,1702 Eph-2,U.S. House,11,BRENT IRVIN,,1,1,0,0
Lancaster,0801 City 8-1,U.S. House,11,ROBERT BORST JR,,1,1,0,0
Lancaster,6901 Wwck-Bru,U.S. House,11,MICHAEL BROWN,,1,1,0,0
Lancaster,6909 Wwck-NwW,U.S. House,11,JERRY LINGENFELTER,,1,1,0,0
Lancaster,5501 UppLea-Bar,U.S. House,11,KIMBERLY O'HEHER,,1,1,0,0
Lancaster,6003 MtJy-Clv,U.S. House,11,ROBERT F NEWTON JR,,1,0,1,0
Lancaster,5804 Manr-New,U.S. House,11,KATIE TRUE,,1,1,0,0
Lancaster,5205 W Lamp-Mil,U.S. House,11,TENE DARBY,,1,0,1,0
Lancaster,5714 ManTw-14,U.S. House,11,CHRISTOPHER PATTERSON,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. House,11,ANDREW SPARMBLACK,,1,1,0,0
Lancaster,5803 Manr-Lei,U.S. House,11,LEONARD HESS,,1,1,0,0
Lancaster,5201 W Lamp-Lmp,U.S. House,11,ERIC WESTCOTT,,1,1,0,0
Lancaster,1400 Denver,U.S. House,11,MALLORY STOVER,,1,1,0,0
Lancaster,5701 ManTwp-1,U.S. House,11,LAWRENCE BERGER,,1,0,1,0
Lancaster,0803 City 8-3,U.S. House,11,ERIC BEEZER,,1,0,1,0
Lancaster,1000 Adamstwn,U.S. House,11,REGINA SHAPPELL,,1,1,0,0
Lancaster,5713 ManTw-13,U.S. House,11,MICHAEL LINEBARGER,,1,1,0,0
Lancaster,4703 Eph-TRun,U.S. House,11,WALTER BAIR,,1,0,1,0
Lancaster,4901 E Hemp-Bar,U.S. House,11,KERRY JOHNSON,,1,0,1,0
Lancaster,1805 Litz 3-1,U.S. House,11,CARL ANDERSON,,1,1,0,0
Lancaster,5715 ManTw-15,U.S. House,11,TYRESE MAXEY,,1,1,0,0
Lancaster,5201 W Lamp-Lmp,U.S. House,11,MARK SELLERS,,1,1,0,0
Lancaster,4911 E Hemp-Ldv,U.S. House,11,THOMAS MANSON,,1,1,0,0
Lancaster,3301 E Coc-Smk,U.S. House,11,MARY YAGER,,1,1,0,0
Lancaster,5712 ManTw-12,U.S. House,11,JOE STRUMMER,,1,0,1,0
Lancaster,5102 E Lamp-2,U.S. House,11,JEFF RUMBAUGH,,1,1,0,0
Lancaster,5101 E Lamp-1,U.S. House,11,MIKE MARTIN,,1,1,0,0
Lancaster,5900 Mart-Mar,U.S. House,11,CHARLES STOUFF,,1,1,0,0
Lancaster,3802 E Don-Spr,U.S. House,11,TONY MONTONA,,1,1,0,0
Lancaster,1703 Eph-3,U.S. House,11,QUINN BENNER,,1,1,0,0
Lancaster,5706 ManTwp-6,U.S. House,11,MAGDIMAR HERSHBERGER,,1,1,0,0
Lancaster,1306 Columb-6,U.S. House,11,THOMAS LAWSON III,,1,1,0,0
Lancaster,6909 Wwck-NwW,U.S. House,11,MARK SNAVELY,,1,1,0,0
Lancaster,2101 Mville-1,U.S. House,11,DON RISSER,,1,1,0,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,GYRNEY HALICK,,1,1,0,0
Lancaster,6100 Paradise,U.S. House,11,MARK KING,,1,1,0,0
Lancaster,5005 W Hemp-Oys,U.S. House,11,PAUL ANDREW BURKE,,1,1,0,0
Lancaster,4500 Eden,U.S. House,11,CHUCK BALDWIN,,1,1,0,0
Lancaster,4600 Elizabeth,U.S. House,11,KEITH S MILLER,,1,0,1,0
Lancaster,5205 W Lamp-Mil,U.S. House,11,JUSTIN KONCHAR,,1,0,1,0
Lancaster,1102 Akron-W,U.S. House,11,ETHAN DEMME,,2,2,0,0
Lancaster,5106 E Lamp-6,U.S. House,11,TIMOTHY MCCLYONS,,1,1,0,0
Lancaster,3600 Conestoga,U.S. House,11,ATHENA EASTWOOD,,1,0,1,0
Lancaster,5718 ManTw-18,U.S. House,11,THERON MCMITCHELL,,1,0,0,1
Lancaster,0604 City 6-4,U.S. House,11,NATHAN BEAUX,,1,1,0,0
Lancaster,5400 Leacock,U.S. House,11,STEPHAN HOFFMAN,,1,1,0,0
Lancaster,5807 Manr-Est,U.S. House,11,JAMES MURP,,1,1,0,0
Lancaster,0607 City 6-7,U.S. House,11,EMERY PLAZA JR,,1,1,0,0
Lancaster,4402 W Earl-Fr,U.S. House,11,JENNIFER EBY,,1,1,0,0
Lancaster,4906 E Hemp-Spr,U.S. House,11,ERIC DEATRICK,,1,0,1,0
Lancaster,3802 E Don-Spr,U.S. House,11,IGOR SKINDER,,1,1,0,0
Lancaster,3803 E Don-MW,U.S. House,11,BRAD DUNN,,2,2,0,0
Lancaster,6905 Wwck-Cly,U.S. House,11,AIDEN OROZCO,,1,1,0,0
Lancaster,4702 Eph-Murr,U.S. House,11,NYEON HAYNES,,1,1,0,0
Lancaster,1102 Akron-W,U.S. House,11,KEN SUMMERS,,1,1,0,0
Lancaster,0603 City 6-3,U.S. House,11,TED DARCUS,,1,0,1,0
Lancaster,5706 ManTwp-6,U.S. House,11,MATTHEW P PATTERSON SR,,1,1,0,0
Lancaster,1604 Etown 3-2,U.S. House,11,IAN HEIKEL,,1,1,0,0
Lancaster,5707 ManTwp-7,U.S. House,11,JENNIFER GAALSWYK,,1,1,0,0
Lancaster,1307 Columb-7,U.S. House,11,CHRISTOPHER DREISHENH,,1,1,0,0
Lancaster,2400 Mt-ville,U.S. House,11,ROBERT BIGLEY,,1,1,0,0
Lancaster,4702 Eph-Murr,U.S. House,11,MARK FISHBACH,,1,0,1,0
Lancaster,5807 Manr-Est,U.S. House,11,MARK FISHBACH,,1,1,0,0
Lancaster,4701 Eph-Linc,U.S. House,11,TYLER R WATTS,,1,1,0,0
Lancaster,6800 Strasburg,U.S. House,11,LOU BARLETTA,,1,1,0,0
Lancaster,5004 W Hemp-Slv,U.S. House,11,THOMAS GORMAN,,1,0,1,0
Lancaster,4905 E Hemp-Fri,U.S. House,11,ANDREW JAMES CARNEY,,1,1,0,0
Lancaster,6903 Wwck-Rth,U.S. House,11,GORDEN DENLINGER,,1,1,0,0
Lancaster,5801 Manr-Ham,U.S. House,11,WILLIAM SWINSBURG,,1,1,0,0
Lancaster,6301 Peque-ND,U.S. House,11,MICHAEL LEE BROWN,,1,0,1,0
Lancaster,5308 LncTwp-8,U.S. House,11,JEFFREY NADU SR,,1,0,1,0
Lancaster,5207 W Lamp-WHi,U.S. House,11,LOGAN BRADLEY,,1,1,0,0
Lancaster,1102 Akron-W,U.S. House,11,MIKEY ZIMMERMAN,,1,1,0,0
Lancaster,2600 Q-ville,U.S. House,11,JEN SEAL,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. House,11,DAVID J TOMPKINS,,1,1,0,0
Lancaster,2600 Q-ville,U.S. House,11,ROBERT P CASEY,,1,0,1,0
Lancaster,1502 E Pete-W,U.S. House,11,DONALD WHITE,,1,1,0,0
Lancaster,4906 E Hemp-Spr,U.S. House,11,JESSICA REED,,1,1,0,0
Lancaster,2103 Mville-3,U.S. House,11,CARRIE CARR,,1,1,0,0
Lancaster,6400 Prvidn-E,U.S. House,11,LEROY BOOTH JR,,1,1,0,0
Lancaster,1806 Litz 3-2,U.S. House,11,BOB HAINES,,1,1,0,0
Lancaster,5308 LncTwp-8,U.S. House,11,SAM ELLIOTT,,1,1,0,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,DAVID GRUSCH,,1,1,0,0
Lancaster,6100 Paradise,U.S. House,11,DAVID DAGUE,,1,1,0,0
Lancaster,3802 E Don-Spr,U.S. House,11,MICHAEL STAUB,,1,1,0,0
Lancaster,0602 City 6-2,U.S. House,11,JEFFREY WILDER,,1,1,0,0
Lancaster,5308 LncTwp-8,U.S. House,11,JEFFREY WILDER,,1,1,0,0
Lancaster,5713 ManTw-13,U.S. House,11,JEFFREY WILDER,,1,0,1,0
Lancaster,6203 Penn-Pnr,U.S. House,11,JEFFREY WILDER,,1,0,1,0
Lancaster,4703 Eph-TRun,U.S. House,11,JOHN B MILLER,,1,1,0,0
Lancaster,5202 W Lamp-Lyn,U.S. House,11,DAN ARMSTRONG,,1,1,0,0
Lancaster,5707 ManTwp-7,U.S. House,11,JAIME CREAMER,,1,1,0,0
Lancaster,0905 City 9-5,U.S. House,11,JEFF OREY,,1,1,0,0
Lancaster,3801 E Don-May,U.S. House,11,ROBERT KENNEDY,,1,1,0,0
Lancaster,6300 Peque-WW,U.S. House,11,ROBERT GEORGE REBM,,1,1,0,0
Lancaster,1101 Akron-E,U.S. House,11,MICHAEL HOSHOUR,,1,1,0,0
Lancaster,0809 City 8-9,U.S. House,11,JUSTIN KONCHAS,,1,1,0,0
Lancaster,6502 Rapho-ETI,U.S. House,11,MARK ANTHONY DOMES,,1,1,0,0
Lancaster,1805 Litz 3-1,U.S. House,11,JAKE RUHL,,1,1,0,0
Lancaster,1801 Litz 1-1,U.S. House,11,JOHN FILIPES,,1,0,1,0
Lancaster,5004 W Hemp-Slv,U.S. House,11,ANDREW GENTZLER,,1,1,0,0
Lancaster,5714 ManTw-14,U.S. House,11,JOHN MARTINO,,1,0,1,0
Lancaster,5400 Leacock,U.S. House,11,ROBERT CARN,,1,1,0,0
Lancaster,5207 W Lamp-WHi,U.S. House,11,KEVIN TURNER,,1,1,0,0
Lancaster,3402 W Coc-Sch,U.S. House,11,GORDON DENLINGER,,1,1,0,0
Lancaster,2303 MtJoy-W,U.S. House,11,JOHN MERRILL,,1,1,0,0
Lancaster,4403 W Earl-No,U.S. House,11,JOE BLEAU,,1,0,1,0
Lancaster,3001 B-nock-B,U.S. House,11,TIM MILEY,,1,1,0,0
Lancaster,3901 W Dongl-1,U.S. House,11,SCOTT ROBEY,,1,1,0,0
Lancaster,3303 E Coc-Stv,U.S. House,11,BETH STRAUSS,,1,1,0,0
Lancaster,5803 Manr-Lei,U.S. House,11,ANDREW COLLIER,,1,1,0,0
Lancaster,1400 Denver,U.S. House,11,ALEX MILLER,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. House,11,DOUG WITMER,,1,1,0,0
Lancaster,6004 MtJy-Her,U.S. House,11,DAVE BAKER,,1,0,1,0
Lancaster,6503 Rapho-US,U.S. House,11,BILL CROCKETT,,1,0,1,0
Lancaster,5001 W Hemp-Chs,U.S. House,11,MATTHEW WEITZEL,,1,0,1,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,ALICE YODER,,1,1,0,0
Lancaster,1400 Denver,U.S. House,11,KWON DONTE JEFFERSON,,1,1,0,0
Lancaster,5308 LncTwp-8,U.S. House,11,JOHN MASON,,1,0,1,0
Lancaster,0607 City 6-7,U.S. House,11,ELIZA BOOTH,,1,1,0,0
Lancaster,5711 ManTw-11,U.S. House,11,ELIZA BOOTH,,2,1,1,0
Lancaster,0802 City 8-2,U.S. House,11,BOB HOLLISTER,,1,1,0,0
Lancaster,3902 W Dongl-2,U.S. House,11,BOB HOLLISTER,,2,0,2,0
Lancaster,5704 ManTwp-4,U.S. House,11,BOB HOLLISTER,,1,1,0,0
Lancaster,2002 Mariet-2,U.S. House,11,FRANK COVER,,1,1,0,0
Lancaster,5801 Manr-Ham,U.S. House,11,NATHAN LONG,,1,1,0,0
Lancaster,6002 MtJy-Fai,U.S. House,11,MILES YIENGST,,1,1,0,0
Lancaster,5720 ManTw-20,U.S. House,11,TOM OBRIEN,,1,0,1,0
Lancaster,3802 E Don-Spr,U.S. House,11,MASON BRANDT,,1,1,0,0
Lancaster,2001 Mariet-1,U.S. House,11,SALLY LYALL,,1,0,1,0
Lancaster,5007 W Hemp-Sal,U.S. House,11,BRANDON OLMEDA,,1,1,0,0
Lancaster,5503 UppLea-Leo,U.S. House,11,NEAL RICE,,1,0,1,0
Lancaster,3202 Clay T-S,U.S. House,11,JOHN SABELLICO,,1,1,0,0
Lancaster,3402 W Coc-Sch,U.S. House,11,MINDY FEE,,2,0,2,0
Lancaster,5005 W Hemp-Oys,U.S. House,11,MINDY FEE,,1,0,1,0
Lancaster,5711 ManTw-11,U.S. House,11,REBECCA KRAFT,,1,1,0,0
Lancaster,1901 Mheim B1,U.S. House,11,WELLES VAUPEL,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. House,11,MATT LEAR,,1,1,0,0
Lancaster,3801 E Don-May,U.S. House,11,YAYHA AL-SINWAR,,1,1,0,0
Lancaster,3803 E Don-MW,U.S. House,11,DOROTHY JEANETTE GERID,,1,0,1,0
Lancaster,5006 W Hemp-Hgh,U.S. House,11,WILLIAM CODER,,1,1,0,0
Lancaster,5712 ManTw-12,U.S. House,11,JOHN BEAR,,1,1,0,0
Lancaster,4902 E Hemp-Cnt,U.S. House,11,DAVID M BENDER,,2,2,0,0
Lancaster,2502 N Holld2,U.S. House,11,CHARLES R HADDEN JR,,1,1,0,0
Lancaster,5720 ManTw-20,U.S. House,11,CHANCE KNOULTER,,1,0,1,0
Lancaster,6600 Sadsbury,U.S. House,11,JAMES A ARCHER,,1,1,0,0
Lancaster,5202 W Lamp-Lyn,U.S. House,11,SUM YONG HO,,1,0,1,0
Lancaster,1701 Eph-1,U.S. House,11,DAVID LEED,,1,1,0,0
Lancaster,5502 UppLea-Lea,U.S. House,11,DANIEL BENNETT,,1,1,0,0
Lancaster,1602 Etown 2,U.S. House,11,JEFFERY SCOTT C,,1,0,1,0
Lancaster,1701 Eph-1,U.S. House,11,JOSE C SOTO III,,1,0,1,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,ACE J ASIA,,1,1,0,0
Lancaster,6004 MtJy-Her,U.S. House,11,KRISTY MOORE,,1,1,0,0
Lancaster,1805 Litz 3-1,U.S. House,11,MIKE MILLER,,1,1,0,0
Lancaster,1902 Mheim B2,U.S. House,11,MIKE MILLER,,1,1,0,0
Lancaster,5713 ManTw-13,U.S. House,11,GEOFFREY S NOLT,,1,0,0,1
Lancaster,5704 ManTwp-4,U.S. House,11,JOSHUA PARSONS,,1,1,0,0
Lancaster,5003 W Hemp-Irn,U.S. House,11,CHET BEILER,,1,1,0,0
Lancaster,5715 ManTw-15,U.S. House,11,CHET BEILER,,1,0,1,0
Lancaster,5805 Manr-Wsh,U.S. House,11,CHET BEILER,,1,1,0,0
Lancaster,6909 Wwck-NwW,U.S. House,11,CHET BEILER,,1,1,0,0
Lancaster,3801 E Don-May,U.S. House,11,KELLY FUDDY,,1,1,0,0
Lancaster,5710 ManTw-10,U.S. House,11,QUIS VAZ,,1,1,0,0
Lancaster,0805 City 8-5,U.S. House,11,TOM BECKER,,1,0,1,0
Lancaster,2800 Terre HI,U.S. House,11,DANIEL STEWART,,1,1,0,0
Lancaster,6004 MtJy-Her,U.S. House,11,GERGEORY KNIATKOWSKI JR,,1,1,0,0
Lancaster,2502 N Holld2,U.S. House,11,HARIZ HURMOVIC,,1,1,0,0
Lancaster,3902 W Dongl-2,U.S. House,11,DANA HAMP-GULICK,,1,0,1,0
Lancaster,0605 City 6-5,U.S. House,11,ERIC JANES,,1,1,0,0
Lancaster,1703 Eph-3,U.S. House,11,JARRET WALLACE,,1,1,0,0
Lancaster,5705 ManTwp-5,U.S. House,11,ROY BALDWIN,,1,1,0,0
Lancaster,3100 Canarvon,U.S. House,11,ERIC BOEHM,,1,1,0,0
Lancaster,1702 Eph-2,U.S. House,11,DAVE ZIMMERMAN,,1,1,0,0
Lancaster,5203 W Lamp-Wil,U.S. House,11,DEVIN J STOLTSFUS,,1,1,0,0
Lancaster,1701 Eph-1,U.S. House,11,TALLON BURKHOLDER,,1,1,0,0
Lancaster,6600 Sadsbury,U.S. House,11,WILSON H QUICKEL JR,,1,1,0,0
Lancaster,5723 ManTw-23,U.S. House,11,MARK BUCKWALTER,,1,1,0,0
Lancaster,3904 W Dongl-4,U.S. House,11,ERIC M HEISEY,,1,1,0,0
Lancaster,4600 Elizabeth,U.S. House,11,RICHARD MARCELO,,1,1,0,0
Lancaster,1400 Denver,U.S. House,11,TODD STEWART,,1,1,0,0
Lancaster,1309 Columb-9,U.S. House,11,CHRIS RODKEY,,1,1,0,0
Lancaster,4301 E Earl-BB,U.S. House,11,JUSTIN SAUDER,,1,1,0,0
Lancaster,6401 Prvidn-W,U.S. House,11,JAMES FRY,,1,1,0,0
Lancaster,6401 Prvidn-W,U.S. House,11,SEAN SMITH,,1,1,0,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,JEFF MARTIN,,1,1,0,0
Lancaster,5722 ManTw-22,U.S. House,11,TOM RIDGE,,1,0,1,0
Lancaster,5107 E Lamp-7,U.S. House,11,JOHN A BLOWERS,,1,1,0,0
Lancaster,5707 ManTwp-7,U.S. House,11,DANIEL HESS,,1,1,0,0
Lancaster,3700 Conoy,U.S. House,11,DONALD WALMER,,1,1,0,0
Lancaster,5005 W Hemp-Oys,U.S. House,11,ROCKY SMITH,,1,1,0,0
Lancaster,2001 Mariet-1,U.S. House,11,TANNER RUDY,,1,1,0,0
Lancaster,5107 E Lamp-7,U.S. House,11,DANIEL FURCHES,,1,1,0,0
Lancaster,5801 Manr-Ham,U.S. House,11,MARY ANN HERMAN,,1,1,0,0
Lancaster,0905 City 9-5,U.S. House,11,CHRISTIAN MACEDONIA,,1,0,1,0
Lancaster,5103 E Lamp-3,U.S. House,11,JAMES HASSINGER,,1,1,0,0
Lancaster,2400 Mt-ville,U.S. House,11,JEFF HERR,,1,1,0,0
Lancaster,5805 Manr-Wsh,U.S. House,11,FRED HERR,,1,1,0,0
Lancaster,6301 Peque-ND,U.S. House,11,FRED HERR,,1,1,0,0
Lancaster,5807 Manr-Est,U.S. House,11,AARON YODER,,1,1,0,0
Lancaster,5301 LncTwp-1,U.S. House,11,ANNE RIVERS,,1,1,0,0
Lancaster,4500 Eden,U.S. House,11,BRAD CHAMBERS,,1,0,1,0
Lancaster,6003 MtJy-Clv,U.S. House,11,RONALD T DAVIS,,1,1,0,0
Lancaster,5105 E Lamp-5,U.S. House,11,MANUEL MESA,,1,1,0,0
Lancaster,5720 ManTw-20,U.S. House,11,ERIC HOWARD,,1,1,0,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,FRITZ HAVERSTICK,,1,1,0,0
Lancaster,5003 W Hemp-Irn,U.S. House,11,JOHN BECK,,1,0,1,0
Lancaster,5304 LncTwp-4,U.S. House,11,JOLZIAH OXLEY,,1,1,0,0
Lancaster,6202 Penn-SPn,U.S. House,11,CHANTELLE FISHER,,1,1,0,0
Lancaster,3600 Conestoga,U.S. House,11,TRE ROOK,,1,0,1,0
Lancaster,4909 E Hemp-Kng,U.S. House,11,LUCY TILLEY,,1,1,0,0
Lancaster,5305 LncTwp-5,U.S. House,11,HANK HARBINSON,,1,1,0,0
Lancaster,4600 Elizabeth,U.S. House,11,DANIELLE CHAREY,,1,1,0,0
Lancaster,6002 MtJy-Fai,U.S. House,11,JIM NEDINGER,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. House,11,MIGUEL ANTUNES,,1,1,0,0
Lancaster,1702 Eph-2,U.S. House,11,CHAD SHOWALTER,,1,1,0,0
Lancaster,0605 City 6-5,U.S. House,11,DAVID J KENYON,,1,1,0,0
Lancaster,1902 Mheim B2,U.S. House,11,JAMES ROBERT MORRISON,,1,0,1,0
Lancaster,0501 City 5-1,U.S. House,11,STEPHEN COOPER,,1,1,0,0
Lancaster,5807 Manr-Est,U.S. House,11,MARK PETICCA,,1,1,0,0
Lancaster,2303 MtJoy-W,U.S. House,11,DWAYNE JOHNSON,,1,1,0,0
Lancaster,3001 B-nock-B,U.S. House,11,JAMES MARTIN,,1,1,0,0
Lancaster,3600 Conestoga,U.S. House,11,HOWARD STIFFY,,1,1,0,0
Lancaster,6301 Peque-ND,U.S. House,11,FOX C DYER,,1,1,0,0
Lancaster,2600 Q-ville,U.S. House,11,DAVE SPANGLER,,1,1,0,0
Lancaster,1902 Mheim B2,U.S. House,11,WILLIAM H WELLIVER,,1,0,1,0
Lancaster,0605 City 6-5,U.S. House,11,MAHFUZ MEHERZND,,1,1,0,0
Lancaster,6301 Peque-ND,U.S. House,11,MARC J BURKHOLDER,,1,1,0,0
Lancaster,3600 Conestoga,U.S. House,11,KYLE ULRICH,,1,1,0,0
Lancaster,0901 City 9-1,U.S. House,11,MICHELE HAEFNER,,1,0,1,0
Lancaster,5708 ManTwp-8,U.S. House,11,JEREMY KIEHL,,1,0,1,0
Lancaster,4702 Eph-Murr,U.S. House,11,DANIEL ESH,,1,1,0,0
Lancaster,1902 Mheim B2,U.S. House,11,JOHN LEAMAN,,1,1,0,0
Lancaster,1605 Etown 3-3,U.S. House,11,BILL LIBOR,,1,1,0,0
Lancaster,5723 ManTw-23,U.S. House,11,TERRY CHRISTOPHER,,1,1,0,0
Lancaster,5704 ManTwp-4,U.S. House,11,TOM JOAD,,1,1,0,0
Lancaster,0603 City 6-3,U.S. House,11,BILLY JORASKIE,,1,1,0,0
Lancaster,5715 ManTw-15,U.S. House,11,RONALD R LONG,,1,1,0,0
Lancaster,5108 E Lamp-8,U.S. House,11,TYLE RBUCKWALTER,,1,1,0,0
Lancaster,6003 MtJy-Clv,U.S. House,11,MARC BOLESKY,,1,0,1,0
