county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Lancaster,5207 W Lamp-WHi,U.S. Senate,,Leila Hazou,GRN,21,12,9,0
Lancaster,5301 LncTwp-1,U.S. Senate,,Leila Hazou,GRN,5,3,2,0
Lancaster,5302 LncTwp-2,U.S. Senate,,Leila Hazou,GRN,9,7,2,0
Lancaster,5303 LncTwp-3,U.S. Senate,,Leila Hazou,GRN,16,11,5,0
Lancaster,5304 LncTwp-4,U.S. Senate,,Leila Hazou,GRN,13,9,4,0
Lancaster,5305 LncTwp-5,U.S. Senate,,Leila Hazou,GRN,11,10,1,0
Lancaster,5306 LncTwp-6,U.S. Senate,,Leila Hazou,GRN,10,8,2,0
Lancaster,5307 LncTwp-7,U.S. Senate,,Leila Hazou,GRN,8,6,2,0
Lancaster,5308 LncTwp-8,U.S. Senate,,Leila Hazou,GRN,21,14,5,2
Lancaster,5309 LncTwp-9,U.S. Senate,,Leila Hazou,GRN,16,8,7,1
Lancaster,5400 Leacock,U.S. Senate,,Leila Hazou,GRN,5,5,0,0
Lancaster,5501 UppLea-Bar,U.S. Senate,,Leila Hazou,GRN,12,6,5,1
Lancaster,5502 UppLea-Lea,U.S. Senate,,Leila Hazou,GRN,8,6,2,0
Lancaster,5503 UppLea-Leo,U.S. Senate,,Leila Hazou,GRN,6,4,2,0
Lancaster,5600 LitBrit,U.S. Senate,,Leila Hazou,GRN,4,2,2,0
Lancaster,5701 ManTwp-1,U.S. Senate,,Leila Hazou,GRN,12,2,10,0
Lancaster,5702 ManTwp-2,U.S. Senate,,Leila Hazou,GRN,7,5,2,0
Lancaster,5703 ManTwp-3,U.S. Senate,,Leila Hazou,GRN,9,7,2,0
Lancaster,5704 ManTwp-4,U.S. Senate,,Leila Hazou,GRN,10,5,5,0
Lancaster,5705 ManTwp-5,U.S. Senate,,Leila Hazou,GRN,17,13,2,2
Lancaster,5706 ManTwp-6,U.S. Senate,,Leila Hazou,GRN,12,10,2,0
Lancaster,5707 ManTwp-7,U.S. Senate,,Leila Hazou,GRN,11,11,0,0
Lancaster,5708 ManTwp-8,U.S. Senate,,Leila Hazou,GRN,10,8,2,0
Lancaster,5709 ManTwp-9,U.S. Senate,,Leila Hazou,GRN,11,9,2,0
Lancaster,5710 ManTw-10,U.S. Senate,,Leila Hazou,GRN,11,9,1,1
Lancaster,5711 ManTw-11,U.S. Senate,,Leila Hazou,GRN,9,6,2,1
Lancaster,5712 ManTw-12,U.S. Senate,,Leila Hazou,GRN,7,2,5,0
Lancaster,5713 ManTw-13,U.S. Senate,,Leila Hazou,GRN,5,4,1,0
Lancaster,5714 ManTw-14,U.S. Senate,,Leila Hazou,GRN,5,2,3,0
Lancaster,5715 ManTw-15,U.S. Senate,,Leila Hazou,GRN,12,6,6,0
Lancaster,5716 ManTw-16,U.S. Senate,,Leila Hazou,GRN,7,5,1,1
Lancaster,5717 ManTw-17,U.S. Senate,,Leila Hazou,GRN,19,18,1,0
Lancaster,5718 ManTw-18,U.S. Senate,,Leila Hazou,GRN,8,2,6,0
Lancaster,5719 ManTw-19,U.S. Senate,,Leila Hazou,GRN,9,8,1,0
Lancaster,5720 ManTw-20,U.S. Senate,,Leila Hazou,GRN,12,7,5,0
Lancaster,5721 ManTw-21,U.S. Senate,,Leila Hazou,GRN,12,9,3,0
Lancaster,5722 ManTw-22,U.S. Senate,,Leila Hazou,GRN,5,5,0,0
Lancaster,5723 ManTw-23,U.S. Senate,,Leila Hazou,GRN,9,2,7,0
Lancaster,5800 Manr-Bth,U.S. Senate,,Leila Hazou,GRN,8,5,2,1
Lancaster,5801 Manr-Ham,U.S. Senate,,Leila Hazou,GRN,17,14,3,0
Lancaster,5802 Manr-Ind,U.S. Senate,,Leila Hazou,GRN,6,3,3,0
Lancaster,5803 Manr-Lei,U.S. Senate,,Leila Hazou,GRN,19,11,8,0
Lancaster,5804 Manr-New,U.S. Senate,,Leila Hazou,GRN,12,11,1,0
Lancaster,5805 Manr-Wsh,U.S. Senate,,Leila Hazou,GRN,9,8,0,1
Lancaster,5806 Manr-WLn,U.S. Senate,,Leila Hazou,GRN,13,7,5,1
Lancaster,5807 Manr-Est,U.S. Senate,,Leila Hazou,GRN,12,6,6,0
Lancaster,5808 Manr-HMi,U.S. Senate,,Leila Hazou,GRN,18,16,2,0
Lancaster,5900 Mart-Mar,U.S. Senate,,Leila Hazou,GRN,10,6,4,0
Lancaster,5901 Mart-Hol,U.S. Senate,,Leila Hazou,GRN,8,5,1,2
Lancaster,6001 MtJy-Mil,U.S. Senate,,Leila Hazou,GRN,15,11,3,1
Lancaster,6002 MtJy-Fai,U.S. Senate,,Leila Hazou,GRN,4,4,0,0
Lancaster,6003 MtJy-Clv,U.S. Senate,,Leila Hazou,GRN,9,9,0,0
Lancaster,6004 MtJy-Her,U.S. Senate,,Leila Hazou,GRN,10,7,2,1
Lancaster,6100 Paradise,U.S. Senate,,Leila Hazou,GRN,8,5,3,0
Lancaster,6201 Penn-Jun,U.S. Senate,,Leila Hazou,GRN,21,13,8,0
Lancaster,6202 Penn-SPn,U.S. Senate,,Leila Hazou,GRN,11,7,3,1
Lancaster,6203 Penn-Pnr,U.S. Senate,,Leila Hazou,GRN,9,6,3,0
Lancaster,6300 Peque-WW,U.S. Senate,,Leila Hazou,GRN,14,9,5,0
Lancaster,6301 Peque-ND,U.S. Senate,,Leila Hazou,GRN,4,2,2,0
Lancaster,6400 Prvidn-E,U.S. Senate,,Leila Hazou,GRN,12,8,4,0
Lancaster,6401 Prvidn-W,U.S. Senate,,Leila Hazou,GRN,8,7,1,0
Lancaster,6501 Rapho-SH,U.S. Senate,,Leila Hazou,GRN,5,3,2,0
Lancaster,6502 Rapho-ETI,U.S. Senate,,Leila Hazou,GRN,8,7,1,0
Lancaster,6503 Rapho-US,U.S. Senate,,Leila Hazou,GRN,9,9,0,0
Lancaster,6504 Rap-ETII,U.S. Senate,,Leila Hazou,GRN,14,9,5,0
Lancaster,6505 Rapho-WC,U.S. Senate,,Leila Hazou,GRN,8,7,1,0
Lancaster,6600 Sadsbury,U.S. Senate,,Leila Hazou,GRN,11,7,4,0
Lancaster,6701 Sali-Cam,U.S. Senate,,Leila Hazou,GRN,5,5,0,0
Lancaster,6702 Sali-Gap,U.S. Senate,,Leila Hazou,GRN,4,2,2,0
Lancaster,6703 Sali-Wh,U.S. Senate,,Leila Hazou,GRN,8,8,0,0
Lancaster,6800 Strasburg,U.S. Senate,,Leila Hazou,GRN,11,5,6,0
Lancaster,6901 Wwck-Bru,U.S. Senate,,Leila Hazou,GRN,13,9,4,0
Lancaster,6902 Wwck-KHi,U.S. Senate,,Leila Hazou,GRN,3,1,2,0
Lancaster,6903 Wwck-Rth,U.S. Senate,,Leila Hazou,GRN,10,9,1,0
Lancaster,6904 Wwck-Wd,U.S. Senate,,Leila Hazou,GRN,6,4,2,0
Lancaster,6905 Wwck-Cly,U.S. Senate,,Leila Hazou,GRN,19,14,5,0
Lancaster,6906 Wwck-HMn,U.S. Senate,,Leila Hazou,GRN,5,4,1,0
Lancaster,6908 Wwck-Mil,U.S. Senate,,Leila Hazou,GRN,4,4,0,0
Lancaster,6909 Wwck-NwW,U.S. Senate,,Leila Hazou,GRN,11,8,3,0
Lancaster,6910 Wwck-Sws,U.S. Senate,,Leila Hazou,GRN,11,7,4,0
Lancaster,0100 City 1,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,0201 City 2-1,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,0202 City 2-2,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,0300 City 3,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,0401 City 4-1,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0402 City 4-2,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,0501 City 5-1,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0502 City 5-2,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,0503 City 5-3,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,0601 City 6-1,U.S. Senate,,Marty Selker,CST,4,2,2,0
Lancaster,0602 City 6-2,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0603 City 6-3,U.S. Senate,,Marty Selker,CST,6,6,0,0
Lancaster,0604 City 6-4,U.S. Senate,,Marty Selker,CST,2,1,0,1
Lancaster,0605 City 6-5,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0606 City 6-6,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,0607 City 6-7,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,0608 City 6-8,U.S. Senate,,Marty Selker,CST,3,1,1,1
Lancaster,0701 City 7-1,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0702 City 7-2,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,0703 City 7-3,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0704 City 7-4,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,0705 City 7-5,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,0706 City 7-6,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0707 City 7-7,U.S. Senate,,Marty Selker,CST,3,2,0,1
Lancaster,0708-2 CV,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,0708-3 LS,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,0801 City 8-1,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,0802 City 8-2,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,0803 City 8-3,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0804 City 8-4,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,0805 City 8-5,U.S. Senate,,Marty Selker,CST,3,2,1,0
Lancaster,0806 City 8-6,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,0807 City 8-7,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,0808 City 8-8,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,0809 City 8-9,U.S. Senate,,Marty Selker,CST,5,3,2,0
Lancaster,0901 City 9-1,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,0902 City 9-2,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,0903 City 9-3,U.S. Senate,,Marty Selker,CST,1,0,1,0
Lancaster,0904 City 9-4,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,0905 City 9-5,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,1000 Adamstwn,U.S. Senate,,Marty Selker,CST,8,6,2,0
Lancaster,1101 Akron-E,U.S. Senate,,Marty Selker,CST,6,6,0,0
Lancaster,1102 Akron-W,U.S. Senate,,Marty Selker,CST,10,8,2,0
Lancaster,1200 Christia,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,1301 Columb-1,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,1304 Columb-4,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,1305 Columb-5,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,1306 Columb-6,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,1307 Columb-7,U.S. Senate,,Marty Selker,CST,7,5,2,0
Lancaster,1309 Columb-9,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,1400 Denver,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,1500 E Pete-N,U.S. Senate,,Marty Selker,CST,1,0,1,0
Lancaster,1501 E Pete-S,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,1502 E Pete-W,U.S. Senate,,Marty Selker,CST,6,6,0,0
Lancaster,1601 Etown 1,U.S. Senate,,Marty Selker,CST,14,11,3,0
Lancaster,1602 Etown 2,U.S. Senate,,Marty Selker,CST,9,7,2,0
Lancaster,1603 Etown 3-1,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,1604 Etown 3-2,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,1605 Etown 3-3,U.S. Senate,,Marty Selker,CST,3,2,0,1
Lancaster,1701 Eph-1,U.S. Senate,,Marty Selker,CST,7,6,0,1
Lancaster,1702 Eph-2,U.S. Senate,,Marty Selker,CST,13,12,1,0
Lancaster,1703 Eph-3,U.S. Senate,,Marty Selker,CST,13,10,3,0
Lancaster,1704 Eph-4,U.S. Senate,,Marty Selker,CST,7,7,0,0
Lancaster,1801 Litz 1-1,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,1802 Litz 1-2,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,1803 Litz 2-1,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,1804 Litz 2-2,U.S. Senate,,Marty Selker,CST,9,6,3,0
Lancaster,1805 Litz 3-1,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,1806 Litz 3-2,U.S. Senate,,Marty Selker,CST,6,4,2,0
Lancaster,1901 Mheim B1,U.S. Senate,,Marty Selker,CST,7,7,0,0
Lancaster,1902 Mheim B2,U.S. Senate,,Marty Selker,CST,7,5,2,0
Lancaster,2001 Mariet-1,U.S. Senate,,Marty Selker,CST,6,3,3,0
Lancaster,2002 Mariet-2,U.S. Senate,,Marty Selker,CST,5,3,2,0
Lancaster,2101 Mville-1,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,2102 Mville-2,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,2103 Mville-3,U.S. Senate,,Marty Selker,CST,3,2,1,0
Lancaster,2104 Mville-4,U.S. Senate,,Marty Selker,CST,5,3,2,0
Lancaster,2301 MtJoy-E,U.S. Senate,,Marty Selker,CST,10,9,1,0
Lancaster,2302 MtJoy-Fl,U.S. Senate,,Marty Selker,CST,11,10,1,0
Lancaster,2303 MtJoy-W,U.S. Senate,,Marty Selker,CST,8,8,0,0
Lancaster,2400 Mt-ville,U.S. Senate,,Marty Selker,CST,8,6,2,0
Lancaster,2501 N Holld1,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,2502 N Holld2,U.S. Senate,,Marty Selker,CST,13,10,3,0
Lancaster,2503 N Holld3,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,2600 Q-ville,U.S. Senate,,Marty Selker,CST,16,16,0,0
Lancaster,2701 Strasbg1,U.S. Senate,,Marty Selker,CST,7,6,1,0
Lancaster,2703 Strasbg3,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,2800 Terre HI,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,2900 Bart Twp,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,3001 B-nock-B,U.S. Senate,,Marty Selker,CST,8,5,3,0
Lancaster,3002 B-nock-M,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,3100 Canarvon,U.S. Senate,,Marty Selker,CST,10,6,4,0
Lancaster,3201 Clay T-N,U.S. Senate,,Marty Selker,CST,4,2,2,0
Lancaster,3202 Clay T-S,U.S. Senate,,Marty Selker,CST,10,8,2,0
Lancaster,3301 E Coc-Smk,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,3302 E Coc-Swrt,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,3303 E Coc-Stv,U.S. Senate,,Marty Selker,CST,6,6,0,0
Lancaster,3304 E Coc-Rms,U.S. Senate,,Marty Selker,CST,6,6,0,0
Lancaster,3401 W Coc-Rein,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,3402 W Coc-Sch,U.S. Senate,,Marty Selker,CST,9,7,2,0
Lancaster,3500 Colerain,U.S. Senate,,Marty Selker,CST,9,9,0,0
Lancaster,3600 Conestoga,U.S. Senate,,Marty Selker,CST,7,6,1,0
Lancaster,3700 Conoy,U.S. Senate,,Marty Selker,CST,15,12,3,0
Lancaster,3801 E Don-May,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,3802 E Don-Spr,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,3803 E Don-MW,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,3901 W Dongl-1,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,3902 W Dongl-2,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,3903 W Dongl-3,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,3904 W Dongl-4,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,4000 Drumore,U.S. Senate,,Marty Selker,CST,10,8,2,0
Lancaster,4100 E Drumor,U.S. Senate,,Marty Selker,CST,12,10,2,0
Lancaster,4201 Earl-Mdl,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,4202 Earl-NH,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,4301 E Earl-BB,U.S. Senate,,Marty Selker,CST,8,7,0,1
Lancaster,4302 E Earl-TH,U.S. Senate,,Marty Selker,CST,6,4,2,0
Lancaster,4401 W Earl-Er,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,4402 W Earl-Fr,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,4403 W Earl-No,U.S. Senate,,Marty Selker,CST,12,9,2,1
Lancaster,4500 Eden,U.S. Senate,,Marty Selker,CST,6,4,2,0
Lancaster,4600 Elizabeth,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,4701 Eph-Linc,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,4702 Eph-Murr,U.S. Senate,,Marty Selker,CST,7,7,0,0
Lancaster,4703 Eph-TRun,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,4800 Fulton,U.S. Senate,,Marty Selker,CST,8,8,0,0
Lancaster,4901 E Hemp-Bar,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,4902 E Hemp-Cnt,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,4903 E Hemp-Chr,U.S. Senate,,Marty Selker,CST,5,3,2,0
Lancaster,4904 E Hemp-Chs,U.S. Senate,,Marty Selker,CST,3,2,1,0
Lancaster,4905 E Hemp-Fri,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,4906 E Hemp-Spr,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,4907 E Hemp-Hmp,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,4908 E Hemp-Ind,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,4909 E Hemp-Kng,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,4911 E Hemp-Ldv,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,4912 E Hemp-Mil,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,4913 E Hemp-Pet,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,4914 E Hemp-Ple,U.S. Senate,,Marty Selker,CST,5,2,3,0
Lancaster,4915 E Hemp-Rhr,U.S. Senate,,Marty Selker,CST,5,3,2,0
Lancaster,4916 E Hemp-Sct,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,5001 W Hemp-Chs,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,5002 W Hemp-Frm,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,5003 W Hemp-Irn,U.S. Senate,,Marty Selker,CST,4,2,2,0
Lancaster,5004 W Hemp-Slv,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,5005 W Hemp-Oys,U.S. Senate,,Marty Selker,CST,4,3,0,1
Lancaster,5006 W Hemp-Hgh,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,5007 W Hemp-Sal,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,5101 E Lamp-1,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,5102 E Lamp-2,U.S. Senate,,Marty Selker,CST,7,4,3,0
Lancaster,5103 E Lamp-3,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,5104 E Lamp-4,U.S. Senate,,Marty Selker,CST,5,4,0,1
Lancaster,5105 E Lamp-5,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,5106 E Lamp-6,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,5107 E Lamp-7,U.S. Senate,,Marty Selker,CST,7,5,2,0
Lancaster,5108 E Lamp-8,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,5201 W Lamp-Lmp,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,5202 W Lamp-Lyn,U.S. Senate,,Marty Selker,CST,5,4,0,1
Lancaster,5203 W Lamp-Wil,U.S. Senate,,Marty Selker,CST,10,7,3,0
Lancaster,5204 W Lamp-Loc,U.S. Senate,,Marty Selker,CST,4,2,2,0
Lancaster,5205 W Lamp-Mil,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,5206 W Lamp-Lak,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,5207 W Lamp-WHi,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,5301 LncTwp-1,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,5302 LncTwp-2,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,5303 LncTwp-3,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,5304 LncTwp-4,U.S. Senate,,Marty Selker,CST,6,4,2,0
Lancaster,5305 LncTwp-5,U.S. Senate,,Marty Selker,CST,6,6,0,0
Lancaster,5306 LncTwp-6,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,5307 LncTwp-7,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,5308 LncTwp-8,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,5309 LncTwp-9,U.S. Senate,,Marty Selker,CST,9,7,2,0
Lancaster,5400 Leacock,U.S. Senate,,Marty Selker,CST,9,7,2,0
Lancaster,5501 UppLea-Bar,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,5502 UppLea-Lea,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,5503 UppLea-Leo,U.S. Senate,,Marty Selker,CST,6,3,3,0
Lancaster,5600 LitBrit,U.S. Senate,,Marty Selker,CST,7,7,0,0
Lancaster,5701 ManTwp-1,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,5702 ManTwp-2,U.S. Senate,,Marty Selker,CST,1,0,1,0
Lancaster,5703 ManTwp-3,U.S. Senate,,Marty Selker,CST,2,0,2,0
Lancaster,5704 ManTwp-4,U.S. Senate,,Marty Selker,CST,3,2,1,0
Lancaster,5705 ManTwp-5,U.S. Senate,,Marty Selker,CST,3,2,1,0
Lancaster,5706 ManTwp-6,U.S. Senate,,Marty Selker,CST,5,4,1,0
Lancaster,5707 ManTwp-7,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,5708 ManTwp-8,U.S. Senate,,Marty Selker,CST,3,2,1,0
Lancaster,5709 ManTwp-9,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,5710 ManTw-10,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,5711 ManTw-11,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,5712 ManTw-12,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,5713 ManTw-13,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,5714 ManTw-14,U.S. Senate,,Marty Selker,CST,3,1,2,0
Lancaster,5715 ManTw-15,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,5716 ManTw-16,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,5717 ManTw-17,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,5718 ManTw-18,U.S. Senate,,Marty Selker,CST,4,3,1,0
Lancaster,5719 ManTw-19,U.S. Senate,,Marty Selker,CST,3,2,1,0
Lancaster,5720 ManTw-20,U.S. Senate,,Marty Selker,CST,5,2,3,0
Lancaster,5721 ManTw-21,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,5722 ManTw-22,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,5723 ManTw-23,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,5800 Manr-Bth,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,5801 Manr-Ham,U.S. Senate,,Marty Selker,CST,6,4,2,0
Lancaster,5802 Manr-Ind,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,5803 Manr-Lei,U.S. Senate,,Marty Selker,CST,5,3,2,0
Lancaster,5804 Manr-New,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,5805 Manr-Wsh,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,5806 Manr-WLn,U.S. Senate,,Marty Selker,CST,11,10,1,0
Lancaster,5807 Manr-Est,U.S. Senate,,Marty Selker,CST,8,5,3,0
Lancaster,5808 Manr-HMi,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,5900 Mart-Mar,U.S. Senate,,Marty Selker,CST,11,8,3,0
Lancaster,5901 Mart-Hol,U.S. Senate,,Marty Selker,CST,2,1,1,0
Lancaster,6001 MtJy-Mil,U.S. Senate,,Marty Selker,CST,7,6,1,0
Lancaster,6002 MtJy-Fai,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,6003 MtJy-Clv,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,6004 MtJy-Her,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,6100 Paradise,U.S. Senate,,Marty Selker,CST,16,15,0,1
Lancaster,6201 Penn-Jun,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,6202 Penn-SPn,U.S. Senate,,Marty Selker,CST,7,5,2,0
Lancaster,6203 Penn-Pnr,U.S. Senate,,Marty Selker,CST,4,2,2,0
Lancaster,6300 Peque-WW,U.S. Senate,,Marty Selker,CST,12,11,1,0
Lancaster,6301 Peque-ND,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,6400 Prvidn-E,U.S. Senate,,Marty Selker,CST,14,12,2,0
Lancaster,6401 Prvidn-W,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,6501 Rapho-SH,U.S. Senate,,Marty Selker,CST,10,8,2,0
Lancaster,6502 Rapho-ETI,U.S. Senate,,Marty Selker,CST,3,3,0,0
Lancaster,6503 Rapho-US,U.S. Senate,,Marty Selker,CST,8,8,0,0
Lancaster,6504 Rap-ETII,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,6505 Rapho-WC,U.S. Senate,,Marty Selker,CST,4,4,0,0
Lancaster,6600 Sadsbury,U.S. Senate,,Marty Selker,CST,7,6,1,0
Lancaster,6701 Sali-Cam,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,6702 Sali-Gap,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,6703 Sali-Wh,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,6800 Strasburg,U.S. Senate,,Marty Selker,CST,6,5,1,0
Lancaster,6901 Wwck-Bru,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,6902 Wwck-KHi,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,6903 Wwck-Rth,U.S. Senate,,Marty Selker,CST,9,8,1,0
Lancaster,6904 Wwck-Wd,U.S. Senate,,Marty Selker,CST,5,2,3,0
