county,precinct,office,district,party,candidate,votes,mail,provisional,election_day
Fayette,Washington Township - 82-01,U.S. Senate,,,ELON MUSK,1,0,0,1
Fayette,Dunbar Township 2 - 16-02,U.S. Senate,,,JEN DANCINI,1,0,0,1
Fayette,Franklin Township 1 - 26-01,U.S. Senate,,,JAMIE JUNK,1,0,0,1
Fayette,Franklin Township 1 - 26-01,U.S. Senate,,,GEORGE SMITH,1,0,0,1
Fayette,Franklin Township 2 - 26-02,U.S. Senate,,,ISABEL ANGELO,1,0,0,1
Fayette,Georges Township 2 - 28-02,U.S. Senate,,,ZACH POLHOT,1,0,0,1
Fayette,German Township 1 - 30-01,U.S. Senate,,,ERIK MESSINA,1,0,0,1
Fayette,Luzerne Township 2 - 38-02,U.S. Senate,,,PHOENIX CASTELLANO,1,0,0,1
Fayette,Menallen Township 2 - 44-02,U.S. Senate,,,DANIEL LARSON,1,0,0,1
Fayette,North Union Township 2 - 50-02,U.S. Senate,,,CHARLES E THOMAS IV,1,0,0,1
Fayette,North Union Township 2 - 50-02,U.S. Senate,,,RYAN MAHONEY,1,0,0,1
Fayette,North Union Township 4 - 50-04,U.S. Senate,,,MEGAN NICOLE CLARK,2,0,0,2
Fayette,Saltlick Township - 62-01,U.S. Senate,,,JACOB MCVICKER,1,0,0,1
Fayette,Springfield Township 2 - 70-02,U.S. Senate,,,ANTONIO BROWN,1,0,0,1
Fayette,Uniontown City 6 - 76-06,U.S. Senate,,,PATTY LEISHBERGER,1,1,0,0
Fayette,Redstone Township 3 - 60-03,U.S. Senate,,,BRANDY ZAHAND,1,1,0,0
Fayette,Uniontown City 5 - 76-05,U.S. Senate,,,NICKI HALEY,1,1,0,0
Fayette,Georges Township 1 - 28-01,U.S. Senate,,,AUBRIENNA ROUNDTREE,1,1,0,0
Fayette,Belle Vernon Borough - 02-01,Attorney General,,DEM,Eugene DePasquale,176,60,1,115
Fayette,Brownsville Township - 04-01,Attorney General,,DEM,Eugene DePasquale,133,41,1,91
Fayette,Brownsville Borough 1 - 06-01,Attorney General,,DEM,Eugene DePasquale,120,26,8,86
Fayette,Brownsville Borough 2 - 06-02,Attorney General,,DEM,Eugene DePasquale,127,38,1,88
Fayette,Brownsville Borough 3 - 06-03,Attorney General,,DEM,Eugene DePasquale,177,54,2,121
Fayette,Bullskin Township 1 - 08-01,Attorney General,,DEM,Eugene DePasquale,485,207,7,271
Fayette,Bullskin Township 2 - 08-02,Attorney General,,DEM,Eugene DePasquale,152,55,0,97
Fayette,Bullskin Township 3 - 08-03,Attorney General,,DEM,Eugene DePasquale,216,79,1,136
Fayette,Connellsville City 1- 10-01,Attorney General,,DEM,Eugene DePasquale,349,111,2,236
Fayette,Connellsville City 2- 10-02,Attorney General,,DEM,Eugene DePasquale,308,87,6,215
Fayette,Connellsville City 3- 10-03,Attorney General,,DEM,Eugene DePasquale,122,37,1,84
Fayette,Connellsville City 4- 10-04,Attorney General,,DEM,Eugene DePasquale,249,76,0,173
Fayette,Connellsville Township - 12-01,Attorney General,,DEM,Eugene DePasquale,296,93,1,202
Fayette,Dawson Borough - 14-01,Attorney General,,DEM,Eugene DePasquale,42,11,0,31
Fayette,Dunbar Township 1 - 16-01,Attorney General,,DEM,Eugene DePasquale,330,140,4,186
Fayette,Dunbar Township 2 - 16-02,Attorney General,,DEM,Eugene DePasquale,656,298,2,356
Fayette,Dunbar  Borough - 18-01,Attorney General,,DEM,Eugene DePasquale,114,34,1,79
Fayette,Everson Borough - 20-01,Attorney General,,DEM,Eugene DePasquale,80,17,0,63
Fayette,Fairchance Borough - 22-01,Attorney General,,DEM,Eugene DePasquale,258,96,1,161
Fayette,Fayette City Borough - 24-01,Attorney General,,DEM,Eugene DePasquale,76,13,1,62
Fayette,Franklin Township 1 - 26-01,Attorney General,,DEM,Eugene DePasquale,174,68,1,105
Fayette,Franklin Township 2 - 26-02,Attorney General,,DEM,Eugene DePasquale,153,60,0,93
Fayette,Georges Township 1 - 28-01,Attorney General,,DEM,Eugene DePasquale,194,66,2,126
Fayette,Georges Township 2 - 28-02,Attorney General,,DEM,Eugene DePasquale,313,123,5,185
Fayette,Georges Township 3 - 28-03,Attorney General,,DEM,Eugene DePasquale,342,140,0,202
Fayette,German Township 1 - 30-01,Attorney General,,DEM,Eugene DePasquale,336,98,1,237
Fayette,German Township 2 - 30-02,Attorney General,,DEM,Eugene DePasquale,196,48,2,146
Fayette,German Township 3 - 30-03,Attorney General,,DEM,Eugene DePasquale,174,46,2,126
Fayette,German Township 4 - 30-04,Attorney General,,DEM,Eugene DePasquale,63,11,2,50
Fayette,Henry Clay Township - 32-01,Attorney General,,DEM,Eugene DePasquale,183,78,5,100
Fayette,Jefferson Township - 34-01,Attorney General,,DEM,Eugene DePasquale,316,102,1,213
Fayette,Lower Tyrone Township - 36-01,Attorney General,,DEM,Eugene DePasquale,123,45,0,78
Fayette,Luzerne Township 1 - 38-01,Attorney General,,DEM,Eugene DePasquale,243,95,2,146
Fayette,Luzerne Township 2 - 38-02,Attorney General,,DEM,Eugene DePasquale,316,135,5,176
Fayette,Luzerne Township 3 - 38-03,Attorney General,,DEM,Eugene DePasquale,132,31,0,101
Fayette,Luzerne Township 4 - 38-04,Attorney General,,DEM,Eugene DePasquale,67,23,0,44
Fayette,Markleysburg Borough - 40-01,Attorney General,,DEM,Eugene DePasquale,26,10,0,16
Fayette,Masontown Borough - 42-01,Attorney General,,DEM,Eugene DePasquale,489,211,0,278
Fayette,Menallen Township 1 - 44-01,Attorney General,,DEM,Eugene DePasquale,206,78,1,127
Fayette,Menallen Township 2 - 44-02,Attorney General,,DEM,Eugene DePasquale,336,140,2,194
Fayette,Menallen Township 3 - 44-03,Attorney General,,DEM,Eugene DePasquale,183,55,1,127
Fayette,Newell Borough - 46-01,Attorney General,,DEM,Eugene DePasquale,117,28,0,89
Fayette,Nicholson Township - 48-01,Attorney General,,DEM,Eugene DePasquale,214,90,2,122
Fayette,North Union Township 1 - 50-01,Attorney General,,DEM,Eugene DePasquale,442,217,1,224
Fayette,North Union Township 2 - 50-02,Attorney General,,DEM,Eugene DePasquale,600,248,9,343
Fayette,North Union Township 3 - 50-03,Attorney General,,DEM,Eugene DePasquale,153,74,1,78
Fayette,North Union Township 4 - 50-04,Attorney General,,DEM,Eugene DePasquale,593,285,5,303
Fayette,North Union Township 5 - 50-05,Attorney General,,DEM,Eugene DePasquale,124,47,1,76
Fayette,Ohiopyle Borough - 52-01,Attorney General,,DEM,Eugene DePasquale,10,1,0,9
Fayette,Perry Township - 54-01,Attorney General,,DEM,Eugene DePasquale,436,206,3,227
Fayette,Perryopolis Borough - 56-01,Attorney General,,DEM,Eugene DePasquale,398,129,3,266
Fayette,Point Marion Borough - 58-01,Attorney General,,DEM,Eugene DePasquale,154,65,0,89
Fayette,Redstone Township 1 - 60-01,Attorney General,,DEM,Eugene DePasquale,320,119,2,199
Fayette,Redstone Township 2 - 60-02,Attorney General,,DEM,Eugene DePasquale,368,119,2,247
Fayette,Redstone Township 3 - 60-03,Attorney General,,DEM,Eugene DePasquale,81,31,0,50
Fayette,Redstone Township 4 - 60-04,Attorney General,,DEM,Eugene DePasquale,94,21,3,70
Fayette,Saltlick Township - 62-01,Attorney General,,DEM,Eugene DePasquale,363,164,2,197
Fayette,Smithfield Borough - 64-01,Attorney General,,DEM,Eugene DePasquale,101,27,1,73
Fayette,South Connellsville Borough - 66-01,Attorney General,,DEM,Eugene DePasquale,250,70,1,179
Fayette,South Union Township 1 - 68-01,Attorney General,,DEM,Eugene DePasquale,1121,504,6,611
Fayette,South Union Township 2 - 68-02,Attorney General,,DEM,Eugene DePasquale,555,228,7,320
Fayette,South Union Township 3 - 68-03,Attorney General,,DEM,Eugene DePasquale,568,245,2,321
Fayette,Springfield Township 1 - 70-01,Attorney General,,DEM,Eugene DePasquale,119,25,2,92
Fayette,Springfield Township 2 - 70-02,Attorney General,,DEM,Eugene DePasquale,97,26,1,70
Fayette,Springhill Township - 72-01,Attorney General,,DEM,Eugene DePasquale,303,139,2,162
Fayette,Stewart Township - 74-01,Attorney General,,DEM,Eugene DePasquale,79,25,1,53
Fayette,Uniontown City 1 - 76-01,Attorney General,,DEM,Eugene DePasquale,320,147,1,172
Fayette,Uniontown City 2 - 76-02,Attorney General,,DEM,Eugene DePasquale,296,113,11,172
Fayette,Uniontown City 3 - 76-03,Attorney General,,DEM,Eugene DePasquale,280,99,9,172
Fayette,Uniontown City 4 - 76-04,Attorney General,,DEM,Eugene DePasquale,251,60,4,187
Fayette,Uniontown City 5 - 76-05,Attorney General,,DEM,Eugene DePasquale,312,128,4,180
Fayette,Uniontown City 6 - 76-06,Attorney General,,DEM,Eugene DePasquale,202,72,3,127
Fayette,Uniontown City 7 - 76-07,Attorney General,,DEM,Eugene DePasquale,289,116,5,168
Fayette,Upper Tyrone Township - 78-01,Attorney General,,DEM,Eugene DePasquale,201,73,1,127
Fayette,Vanderbilt Borough - 80-01,Attorney General,,DEM,Eugene DePasquale,65,14,0,51
Fayette,Washington Township - 82-01,Attorney General,,DEM,Eugene DePasquale,724,381,4,339
Fayette,Wharton Township - 84-01,Attorney General,,DEM,Eugene DePasquale,426,180,5,241
Fayette,Belle Vernon Borough - 02-01,Attorney General,,REP,Dave Sunday,283,52,3,228
Fayette,Brownsville Township - 04-01,Attorney General,,REP,Dave Sunday,125,16,0,109
Fayette,Brownsville Borough 1 - 06-01,Attorney General,,REP,Dave Sunday,98,12,3,83
Fayette,Brownsville Borough 2 - 06-02,Attorney General,,REP,Dave Sunday,128,14,1,113
Fayette,Brownsville Borough 3 - 06-03,Attorney General,,REP,Dave Sunday,142,11,3,128
Fayette,Bullskin Township 1 - 08-01,Attorney General,,REP,Dave Sunday,1739,252,12,1475
Fayette,Bullskin Township 2 - 08-02,Attorney General,,REP,Dave Sunday,660,64,8,588
Fayette,Bullskin Township 3 - 08-03,Attorney General,,REP,Dave Sunday,562,78,3,481
Fayette,Connellsville City 1- 10-01,Attorney General,,REP,Dave Sunday,609,59,7,543
Fayette,Connellsville City 2- 10-02,Attorney General,,REP,Dave Sunday,545,90,18,437
Fayette,Connellsville City 3- 10-03,Attorney General,,REP,Dave Sunday,309,33,4,272
Fayette,Connellsville City 4- 10-04,Attorney General,,REP,Dave Sunday,392,40,0,352
Fayette,Connellsville Township - 12-01,Attorney General,,REP,Dave Sunday,819,84,9,726
Fayette,Dawson Borough - 14-01,Attorney General,,REP,Dave Sunday,121,6,0,115
Fayette,Dunbar Township 1 - 16-01,Attorney General,,REP,Dave Sunday,1022,167,14,841
Fayette,Dunbar Township 2 - 16-02,Attorney General,,REP,Dave Sunday,1456,191,9,1256
Fayette,Dunbar  Borough - 18-01,Attorney General,,REP,Dave Sunday,348,37,2,309
Fayette,Everson Borough - 20-01,Attorney General,,REP,Dave Sunday,216,20,0,196
Fayette,Fairchance Borough - 22-01,Attorney General,,REP,Dave Sunday,629,80,3,546
Fayette,Fayette City Borough - 24-01,Attorney General,,REP,Dave Sunday,160,16,0,144
Fayette,Franklin Township 1 - 26-01,Attorney General,,REP,Dave Sunday,550,85,1,464
Fayette,Franklin Township 2 - 26-02,Attorney General,,REP,Dave Sunday,351,37,0,314
Fayette,Georges Township 1 - 28-01,Attorney General,,REP,Dave Sunday,536,54,1,481
Fayette,Georges Township 2 - 28-02,Attorney General,,REP,Dave Sunday,801,111,2,688
Fayette,Georges Township 3 - 28-03,Attorney General,,REP,Dave Sunday,778,93,6,679
Fayette,German Township 1 - 30-01,Attorney General,,REP,Dave Sunday,715,83,6,626
Fayette,German Township 2 - 30-02,Attorney General,,REP,Dave Sunday,281,49,0,232
Fayette,German Township 3 - 30-03,Attorney General,,REP,Dave Sunday,304,38,1,265
Fayette,German Township 4 - 30-04,Attorney General,,REP,Dave Sunday,133,8,0,125
Fayette,Henry Clay Township - 32-01,Attorney General,,REP,Dave Sunday,687,76,8,603
Fayette,Jefferson Township - 34-01,Attorney General,,REP,Dave Sunday,757,85,7,665
Fayette,Lower Tyrone Township - 36-01,Attorney General,,REP,Dave Sunday,485,61,6,418
Fayette,Luzerne Township 1 - 38-01,Attorney General,,REP,Dave Sunday,411,66,10,335
Fayette,Luzerne Township 2 - 38-02,Attorney General,,REP,Dave Sunday,428,54,5,369
Fayette,Luzerne Township 3 - 38-03,Attorney General,,REP,Dave Sunday,155,10,2,143
Fayette,Luzerne Township 4 - 38-04,Attorney General,,REP,Dave Sunday,135,19,0,116
Fayette,Markleysburg Borough - 40-01,Attorney General,,REP,Dave Sunday,77,7,0,70
Fayette,Masontown Borough - 42-01,Attorney General,,REP,Dave Sunday,868,119,0,749
Fayette,Menallen Township 1 - 44-01,Attorney General,,REP,Dave Sunday,405,48,2,355
Fayette,Menallen Township 2 - 44-02,Attorney General,,REP,Dave Sunday,657,90,8,559
Fayette,Menallen Township 3 - 44-03,Attorney General,,REP,Dave Sunday,273,27,0,246
Fayette,Newell Borough - 46-01,Attorney General,,REP,Dave Sunday,129,7,1,121
Fayette,Nicholson Township - 48-01,Attorney General,,REP,Dave Sunday,651,85,5,561
Fayette,North Union Township 1 - 50-01,Attorney General,,REP,Dave Sunday,729,145,8,576
Fayette,North Union Township 2 - 50-02,Attorney General,,REP,Dave Sunday,1325,225,16,1084
Fayette,North Union Township 3 - 50-03,Attorney General,,REP,Dave Sunday,429,56,3,370
Fayette,North Union Township 4 - 50-04,Attorney General,,REP,Dave Sunday,905,207,6,692
Fayette,North Union Township 5 - 50-05,Attorney General,,REP,Dave Sunday,223,29,1,193
Fayette,Ohiopyle Borough - 52-01,Attorney General,,REP,Dave Sunday,5,0,0,5
Fayette,Perry Township - 54-01,Attorney General,,REP,Dave Sunday,817,125,3,689
Fayette,Perryopolis Borough - 56-01,Attorney General,,REP,Dave Sunday,581,55,2,524
Fayette,Point Marion Borough - 58-01,Attorney General,,REP,Dave Sunday,267,33,1,233
Fayette,Redstone Township 1 - 60-01,Attorney General,,REP,Dave Sunday,501,59,3,439
Fayette,Redstone Township 2 - 60-02,Attorney General,,REP,Dave Sunday,494,65,3,426
Fayette,Redstone Township 3 - 60-03,Attorney General,,REP,Dave Sunday,183,24,2,157
Fayette,Redstone Township 4 - 60-04,Attorney General,,REP,Dave Sunday,180,14,3,163
Fayette,Saltlick Township - 62-01,Attorney General,,REP,Dave Sunday,1196,145,8,1043
Fayette,Smithfield Borough - 64-01,Attorney General,,REP,Dave Sunday,301,30,1,270
Fayette,South Connellsville Borough - 66-01,Attorney General,,REP,Dave Sunday,637,57,5,575
Fayette,South Union Township 1 - 68-01,Attorney General,,REP,Dave Sunday,1637,340,7,1290
Fayette,South Union Township 2 - 68-02,Attorney General,,REP,Dave Sunday,878,214,4,660
Fayette,South Union Township 3 - 68-03,Attorney General,,REP,Dave Sunday,965,186,6,773
Fayette,Springfield Township 1 - 70-01,Attorney General,,REP,Dave Sunday,660,66,4,590
Fayette,Springfield Township 2 - 70-02,Attorney General,,REP,Dave Sunday,432,49,3,380
Fayette,Springhill Township - 72-01,Attorney General,,REP,Dave Sunday,930,142,9,779
Fayette,Stewart Township - 74-01,Attorney General,,REP,Dave Sunday,288,44,0,244
Fayette,Uniontown City 1 - 76-01,Attorney General,,REP,Dave Sunday,378,82,3,293
Fayette,Uniontown City 2 - 76-02,Attorney General,,REP,Dave Sunday,193,48,9,136
Fayette,Uniontown City 3 - 76-03,Attorney General,,REP,Dave Sunday,196,33,4,159
Fayette,Uniontown City 4 - 76-04,Attorney General,,REP,Dave Sunday,94,27,1,66
Fayette,Uniontown City 5 - 76-05,Attorney General,,REP,Dave Sunday,262,51,2,209
Fayette,Uniontown City 6 - 76-06,Attorney General,,REP,Dave Sunday,186,45,2,139
Fayette,Uniontown City 7 - 76-07,Attorney General,,REP,Dave Sunday,340,64,4,272
Fayette,Upper Tyrone Township - 78-01,Attorney General,,REP,Dave Sunday,679,64,3,612
Fayette,Vanderbilt Borough - 80-01,Attorney General,,REP,Dave Sunday,139,10,0,129
Fayette,Washington Township - 82-01,Attorney General,,REP,Dave Sunday,1315,319,3,993
Fayette,Wharton Township - 84-01,Attorney General,,REP,Dave Sunday,1236,155,6,1075
Fayette,Belle Vernon Borough - 02-01,Attorney General,,LIB,Robert Cowburn,5,0,0,5
Fayette,Brownsville Township - 04-01,Attorney General,,LIB,Robert Cowburn,1,0,0,1
Fayette,Brownsville Borough 1 - 06-01,Attorney General,,LIB,Robert Cowburn,3,1,1,1
Fayette,Brownsville Borough 2 - 06-02,Attorney General,,LIB,Robert Cowburn,6,0,0,6
Fayette,Brownsville Borough 3 - 06-03,Attorney General,,LIB,Robert Cowburn,5,1,0,4
Fayette,Bullskin Township 1 - 08-01,Attorney General,,LIB,Robert Cowburn,33,5,1,27
Fayette,Bullskin Township 2 - 08-02,Attorney General,,LIB,Robert Cowburn,10,1,1,8
Fayette,Bullskin Township 3 - 08-03,Attorney General,,LIB,Robert Cowburn,5,1,0,4
Fayette,Connellsville City 1- 10-01,Attorney General,,LIB,Robert Cowburn,11,0,0,11
Fayette,Connellsville City 2- 10-02,Attorney General,,LIB,Robert Cowburn,12,1,0,11
Fayette,Connellsville City 3- 10-03,Attorney General,,LIB,Robert Cowburn,11,1,0,10
Fayette,Connellsville City 4- 10-04,Attorney General,,LIB,Robert Cowburn,16,4,0,12
Fayette,Connellsville Township - 12-01,Attorney General,,LIB,Robert Cowburn,9,1,0,8
Fayette,Dawson Borough - 14-01,Attorney General,,LIB,Robert Cowburn,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Attorney General,,LIB,Robert Cowburn,11,0,1,10
Fayette,Dunbar Township 2 - 16-02,Attorney General,,LIB,Robert Cowburn,20,2,1,17
Fayette,Dunbar  Borough - 18-01,Attorney General,,LIB,Robert Cowburn,10,1,0,9
Fayette,Everson Borough - 20-01,Attorney General,,LIB,Robert Cowburn,4,0,0,4
Fayette,Fairchance Borough - 22-01,Attorney General,,LIB,Robert Cowburn,9,0,0,9
Fayette,Fayette City Borough - 24-01,Attorney General,,LIB,Robert Cowburn,9,0,0,9
Fayette,Franklin Township 1 - 26-01,Attorney General,,LIB,Robert Cowburn,7,1,0,6
Fayette,Franklin Township 2 - 26-02,Attorney General,,LIB,Robert Cowburn,5,1,0,4
Fayette,Georges Township 1 - 28-01,Attorney General,,LIB,Robert Cowburn,7,2,0,5
Fayette,Georges Township 2 - 28-02,Attorney General,,LIB,Robert Cowburn,24,6,0,18
Fayette,Georges Township 3 - 28-03,Attorney General,,LIB,Robert Cowburn,16,0,0,16
Fayette,German Township 1 - 30-01,Attorney General,,LIB,Robert Cowburn,7,1,0,6
Fayette,German Township 2 - 30-02,Attorney General,,LIB,Robert Cowburn,3,0,0,3
Fayette,German Township 3 - 30-03,Attorney General,,LIB,Robert Cowburn,9,3,0,6
Fayette,German Township 4 - 30-04,Attorney General,,LIB,Robert Cowburn,2,0,0,2
Fayette,Henry Clay Township - 32-01,Attorney General,,LIB,Robert Cowburn,13,3,1,9
Fayette,Jefferson Township - 34-01,Attorney General,,LIB,Robert Cowburn,14,2,0,12
Fayette,Lower Tyrone Township - 36-01,Attorney General,,LIB,Robert Cowburn,5,1,0,4
Fayette,Luzerne Township 1 - 38-01,Attorney General,,LIB,Robert Cowburn,6,1,0,5
Fayette,Luzerne Township 2 - 38-02,Attorney General,,LIB,Robert Cowburn,7,0,0,7
Fayette,Luzerne Township 3 - 38-03,Attorney General,,LIB,Robert Cowburn,1,0,0,1
Fayette,Luzerne Township 4 - 38-04,Attorney General,,LIB,Robert Cowburn,3,0,0,3
Fayette,Markleysburg Borough - 40-01,Attorney General,,LIB,Robert Cowburn,2,1,0,1
Fayette,Masontown Borough - 42-01,Attorney General,,LIB,Robert Cowburn,11,2,0,9
Fayette,Menallen Township 1 - 44-01,Attorney General,,LIB,Robert Cowburn,7,0,0,7
Fayette,Menallen Township 2 - 44-02,Attorney General,,LIB,Robert Cowburn,19,4,0,15
Fayette,Menallen Township 3 - 44-03,Attorney General,,LIB,Robert Cowburn,4,0,0,4
Fayette,Newell Borough - 46-01,Attorney General,,LIB,Robert Cowburn,2,0,0,2
Fayette,Nicholson Township - 48-01,Attorney General,,LIB,Robert Cowburn,7,2,0,5
Fayette,North Union Township 1 - 50-01,Attorney General,,LIB,Robert Cowburn,9,2,1,6
Fayette,North Union Township 2 - 50-02,Attorney General,,LIB,Robert Cowburn,20,4,0,16
Fayette,North Union Township 3 - 50-03,Attorney General,,LIB,Robert Cowburn,13,2,0,11
Fayette,North Union Township 4 - 50-04,Attorney General,,LIB,Robert Cowburn,21,4,0,17
Fayette,North Union Township 5 - 50-05,Attorney General,,LIB,Robert Cowburn,2,2,0,0
Fayette,Ohiopyle Borough - 52-01,Attorney General,,LIB,Robert Cowburn,2,0,0,2
Fayette,Perry Township - 54-01,Attorney General,,LIB,Robert Cowburn,18,1,0,17
Fayette,Perryopolis Borough - 56-01,Attorney General,,LIB,Robert Cowburn,7,0,0,7
Fayette,Point Marion Borough - 58-01,Attorney General,,LIB,Robert Cowburn,10,1,0,9
Fayette,Redstone Township 1 - 60-01,Attorney General,,LIB,Robert Cowburn,8,0,0,8
Fayette,Redstone Township 2 - 60-02,Attorney General,,LIB,Robert Cowburn,6,2,0,4
Fayette,Redstone Township 3 - 60-03,Attorney General,,LIB,Robert Cowburn,4,0,0,4
Fayette,Redstone Township 4 - 60-04,Attorney General,,LIB,Robert Cowburn,4,0,0,4
Fayette,Saltlick Township - 62-01,Attorney General,,LIB,Robert Cowburn,23,5,1,17
Fayette,Smithfield Borough - 64-01,Attorney General,,LIB,Robert Cowburn,4,0,0,4
Fayette,South Connellsville Borough - 66-01,Attorney General,,LIB,Robert Cowburn,17,0,0,17
Fayette,South Union Township 1 - 68-01,Attorney General,,LIB,Robert Cowburn,19,4,0,15
Fayette,South Union Township 2 - 68-02,Attorney General,,LIB,Robert Cowburn,16,1,1,14
Fayette,South Union Township 3 - 68-03,Attorney General,,LIB,Robert Cowburn,16,1,0,15
Fayette,Springfield Township 1 - 70-01,Attorney General,,LIB,Robert Cowburn,11,2,0,9
Fayette,Springfield Township 2 - 70-02,Attorney General,,LIB,Robert Cowburn,8,0,0,8
Fayette,Springhill Township - 72-01,Attorney General,,LIB,Robert Cowburn,9,1,0,8
Fayette,Stewart Township - 74-01,Attorney General,,LIB,Robert Cowburn,3,1,0,2
Fayette,Uniontown City 1 - 76-01,Attorney General,,LIB,Robert Cowburn,15,1,0,14
Fayette,Uniontown City 2 - 76-02,Attorney General,,LIB,Robert Cowburn,15,5,4,6
Fayette,Uniontown City 3 - 76-03,Attorney General,,LIB,Robert Cowburn,8,1,0,7
Fayette,Uniontown City 4 - 76-04,Attorney General,,LIB,Robert Cowburn,7,1,0,6
Fayette,Uniontown City 5 - 76-05,Attorney General,,LIB,Robert Cowburn,12,2,0,10
Fayette,Uniontown City 6 - 76-06,Attorney General,,LIB,Robert Cowburn,9,2,0,7
Fayette,Uniontown City 7 - 76-07,Attorney General,,LIB,Robert Cowburn,10,2,0,8
Fayette,Upper Tyrone Township - 78-01,Attorney General,,LIB,Robert Cowburn,4,1,0,3
Fayette,Vanderbilt Borough - 80-01,Attorney General,,LIB,Robert Cowburn,0,0,0,0
Fayette,Washington Township - 82-01,Attorney General,,LIB,Robert Cowburn,28,6,0,22
Fayette,Wharton Township - 84-01,Attorney General,,LIB,Robert Cowburn,22,9,0,13
Fayette,Belle Vernon Borough - 02-01,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Brownsville Township - 04-01,Attorney General,,GRN,Richard L Weiss,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,Brownsville Borough 2 - 06-02,Attorney General,,GRN,Richard L Weiss,2,1,0,1
Fayette,Brownsville Borough 3 - 06-03,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Bullskin Township 1 - 08-01,Attorney General,,GRN,Richard L Weiss,12,1,1,10
Fayette,Bullskin Township 2 - 08-02,Attorney General,,GRN,Richard L Weiss,4,0,0,4
Fayette,Bullskin Township 3 - 08-03,Attorney General,,GRN,Richard L Weiss,10,1,0,9
Fayette,Connellsville City 1- 10-01,Attorney General,,GRN,Richard L Weiss,10,1,1,8
Fayette,Connellsville City 2- 10-02,Attorney General,,GRN,Richard L Weiss,6,3,0,3
Fayette,Connellsville City 3- 10-03,Attorney General,,GRN,Richard L Weiss,4,0,0,4
Fayette,Connellsville City 4- 10-04,Attorney General,,GRN,Richard L Weiss,4,1,0,3
Fayette,Connellsville Township - 12-01,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,Dawson Borough - 14-01,Attorney General,,GRN,Richard L Weiss,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Attorney General,,GRN,Richard L Weiss,6,0,0,6
Fayette,Dunbar Township 2 - 16-02,Attorney General,,GRN,Richard L Weiss,16,6,1,9
Fayette,Dunbar  Borough - 18-01,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,Everson Borough - 20-01,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,Fairchance Borough - 22-01,Attorney General,,GRN,Richard L Weiss,5,0,0,5
Fayette,Fayette City Borough - 24-01,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Franklin Township 1 - 26-01,Attorney General,,GRN,Richard L Weiss,2,1,0,1
Fayette,Franklin Township 2 - 26-02,Attorney General,,GRN,Richard L Weiss,2,0,0,2
Fayette,Georges Township 1 - 28-01,Attorney General,,GRN,Richard L Weiss,7,1,0,6
Fayette,Georges Township 2 - 28-02,Attorney General,,GRN,Richard L Weiss,4,0,0,4
Fayette,Georges Township 3 - 28-03,Attorney General,,GRN,Richard L Weiss,8,2,0,6
Fayette,German Township 1 - 30-01,Attorney General,,GRN,Richard L Weiss,8,1,0,7
Fayette,German Township 2 - 30-02,Attorney General,,GRN,Richard L Weiss,5,2,0,3
Fayette,German Township 3 - 30-03,Attorney General,,GRN,Richard L Weiss,4,0,0,4
Fayette,German Township 4 - 30-04,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,Henry Clay Township - 32-01,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Jefferson Township - 34-01,Attorney General,,GRN,Richard L Weiss,4,1,0,3
Fayette,Lower Tyrone Township - 36-01,Attorney General,,GRN,Richard L Weiss,2,0,0,2
Fayette,Luzerne Township 1 - 38-01,Attorney General,,GRN,Richard L Weiss,8,1,1,6
Fayette,Luzerne Township 2 - 38-02,Attorney General,,GRN,Richard L Weiss,3,1,1,1
Fayette,Luzerne Township 3 - 38-03,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Luzerne Township 4 - 38-04,Attorney General,,GRN,Richard L Weiss,1,0,0,1
Fayette,Markleysburg Borough - 40-01,Attorney General,,GRN,Richard L Weiss,2,1,0,1
Fayette,Masontown Borough - 42-01,Attorney General,,GRN,Richard L Weiss,8,2,0,6
Fayette,Menallen Township 1 - 44-01,Attorney General,,GRN,Richard L Weiss,3,0,0,3
Fayette,Menallen Township 2 - 44-02,Attorney General,,GRN,Richard L Weiss,5,0,0,5
Fayette,Menallen Township 3 - 44-03,Attorney General,,GRN,Richard L Weiss,3,2,0,1
Fayette,Newell Borough - 46-01,Attorney General,,GRN,Richard L Weiss,0,0,0,0
Fayette,Nicholson Township - 48-01,Attorney General,,GRN,Richard L Weiss,12,1,0,11
Fayette,North Union Township 1 - 50-01,Attorney General,,GRN,Richard L Weiss,10,4,0,6
Fayette,North Union Township 2 - 50-02,Attorney General,,GRN,Richard L Weiss,12,2,0,10
Fayette,North Union Township 3 - 50-03,Attorney General,,GRN,Richard L Weiss,3,1,0,2
