county,precinct,office,district,party,candidate,votes,mail,provisional,election_day
Fayette,Washington Township - 82-01,Auditor General,,,Write-in,0,0,0,0
Fayette,Wharton Township - 84-01,Auditor General,,,Write-in,1,0,0,1
Fayette,Belle Vernon Borough - 02-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Brownsville Township - 04-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Auditor General,,,Scattered,1,1,0,0
Fayette,Brownsville Borough 3 - 06-03,Auditor General,,,Scattered,1,0,1,0
Fayette,Bullskin Township 1 - 08-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Auditor General,,,Scattered,0,0,0,0
Fayette,Connellsville City 1- 10-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Connellsville City 2- 10-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Connellsville City 3- 10-03,Auditor General,,,Scattered,0,0,0,0
Fayette,Connellsville City 4- 10-04,Auditor General,,,Scattered,0,0,0,0
Fayette,Connellsville Township - 12-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Dawson Borough - 14-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Dunbar  Borough - 18-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Everson Borough - 20-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Fairchance Borough - 22-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Fayette City Borough - 24-01,Auditor General,,,Scattered,1,1,0,0
Fayette,Franklin Township 1 - 26-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Georges Township 1 - 28-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Georges Township 2 - 28-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Georges Township 3 - 28-03,Auditor General,,,Scattered,1,1,0,0
Fayette,German Township 1 - 30-01,Auditor General,,,Scattered,0,0,0,0
Fayette,German Township 2 - 30-02,Auditor General,,,Scattered,0,0,0,0
Fayette,German Township 3 - 30-03,Auditor General,,,Scattered,0,0,0,0
Fayette,German Township 4 - 30-04,Auditor General,,,Scattered,0,0,0,0
Fayette,Henry Clay Township - 32-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Jefferson Township - 34-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,Auditor General,,,Scattered,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Auditor General,,,Scattered,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Masontown Borough - 42-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Menallen Township 1 - 44-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Menallen Township 2 - 44-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Menallen Township 3 - 44-03,Auditor General,,,Scattered,0,0,0,0
Fayette,Newell Borough - 46-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Nicholson Township - 48-01,Auditor General,,,Scattered,0,0,0,0
Fayette,North Union Township 1 - 50-01,Auditor General,,,Scattered,1,1,0,0
Fayette,North Union Township 2 - 50-02,Auditor General,,,Scattered,0,0,0,0
Fayette,North Union Township 3 - 50-03,Auditor General,,,Scattered,0,0,0,0
Fayette,North Union Township 4 - 50-04,Auditor General,,,Scattered,0,0,0,0
Fayette,North Union Township 5 - 50-05,Auditor General,,,Scattered,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Perry Township - 54-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Perryopolis Borough - 56-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Point Marion Borough - 58-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Auditor General,,,Scattered,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Auditor General,,,Scattered,0,0,0,0
Fayette,Saltlick Township - 62-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Smithfield Borough - 64-01,Auditor General,,,Scattered,0,0,0,0
Fayette,South Connellsville Borough - 66-01,Auditor General,,,Scattered,0,0,0,0
Fayette,South Union Township 1 - 68-01,Auditor General,,,Scattered,1,0,0,1
Fayette,South Union Township 2 - 68-02,Auditor General,,,Scattered,0,0,0,0
Fayette,South Union Township 3 - 68-03,Auditor General,,,Scattered,0,0,0,0
Fayette,Springfield Township 1 - 70-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Springfield Township 2 - 70-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Springhill Township - 72-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Stewart Township - 74-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Uniontown City 1 - 76-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Uniontown City 2 - 76-02,Auditor General,,,Scattered,0,0,0,0
Fayette,Uniontown City 3 - 76-03,Auditor General,,,Scattered,0,0,0,0
Fayette,Uniontown City 4 - 76-04,Auditor General,,,Scattered,0,0,0,0
Fayette,Uniontown City 5 - 76-05,Auditor General,,,Scattered,0,0,0,0
Fayette,Uniontown City 6 - 76-06,Auditor General,,,Scattered,0,0,0,0
Fayette,Uniontown City 7 - 76-07,Auditor General,,,Scattered,0,0,0,0
Fayette,Upper Tyrone Township - 78-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Vanderbilt Borough - 80-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Washington Township - 82-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Wharton Township - 84-01,Auditor General,,,Scattered,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,Auditor General,,,HAYDEN CONNOR,1,0,0,1
Fayette,Bullskin Township 2 - 08-02,Auditor General,,,JEFF HARDY,1,0,0,1
Fayette,Connellsville City 2- 10-02,Auditor General,,,JERRY GARCIA,1,0,0,1
Fayette,Luzerne Township 1 - 38-01,Auditor General,,,JERRY GARCIA,1,0,0,1
Fayette,Dunbar Township 1 - 16-01,Auditor General,,,ELON MUSK,2,0,0,2
Fayette,Dunbar Township 2 - 16-02,Auditor General,,,LEWIS FALTON,2,0,0,2
Fayette,Dunbar  Borough - 18-01,Auditor General,,,ROBERT MERCHANT,1,0,0,1
Fayette,Franklin Township 1 - 26-01,Auditor General,,,JAMIE JUNK,1,0,0,1
Fayette,Georges Township 1 - 28-01,Auditor General,,,DAMON HELLEN,1,0,0,1
Fayette,Georges Township 2 - 28-02,Auditor General,,,DEREK HILL,1,0,0,1
Fayette,Georges Township 3 - 28-03,Auditor General,,,THOMAS C GOWER,1,0,0,1
Fayette,German Township 1 - 30-01,Auditor General,,,ERIC ANTON,1,0,0,1
Fayette,Jefferson Township - 34-01,Auditor General,,,JOHN LOWERY III,1,0,0,1
Fayette,Point Marion Borough - 58-01,Auditor General,,,ANTHONY JORDAN,1,0,0,1
Fayette,Smithfield Borough - 64-01,Auditor General,,,ROBERT STINE,1,0,0,1
Fayette,South Union Township 1 - 68-01,Auditor General,,,JOE GARETA,1,0,0,1
Fayette,Wharton Township - 84-01,Auditor General,,,EILEEN CAMPBELL KNAPP,1,0,0,1
Fayette,Perryopolis Borough - 56-01,Auditor General,,,ROY G GIOVANNELLI,1,1,0,0
Fayette,Uniontown City 6 - 76-06,Auditor General,,,PATTY LEISHBERGER,1,1,0,0
Fayette,Redstone Township 3 - 60-03,Auditor General,,,JAMES LEE,1,1,0,0
Fayette,Georges Township 1 - 28-01,Auditor General,,,GLENN RODERICK II,1,1,0,0
Fayette,Georges Township 2 - 28-02,Auditor General,,,RICHARD KRAUSE,1,1,0,0
Fayette,Belle Vernon Borough - 02-01,State Treasurer,,DEM,Erin McClelland,165,61,1,103
Fayette,Brownsville Township - 04-01,State Treasurer,,DEM,Erin McClelland,129,41,1,87
Fayette,Brownsville Borough 1 - 06-01,State Treasurer,,DEM,Erin McClelland,121,25,7,89
Fayette,Brownsville Borough 2 - 06-02,State Treasurer,,DEM,Erin McClelland,117,37,1,79
Fayette,Brownsville Borough 3 - 06-03,State Treasurer,,DEM,Erin McClelland,173,49,2,122
Fayette,Bullskin Township 1 - 08-01,State Treasurer,,DEM,Erin McClelland,452,207,8,237
Fayette,Bullskin Township 2 - 08-02,State Treasurer,,DEM,Erin McClelland,146,53,0,93
Fayette,Bullskin Township 3 - 08-03,State Treasurer,,DEM,Erin McClelland,206,76,1,129
Fayette,Connellsville City 1- 10-01,State Treasurer,,DEM,Erin McClelland,327,101,2,224
Fayette,Connellsville City 2- 10-02,State Treasurer,,DEM,Erin McClelland,286,89,5,192
Fayette,Connellsville City 3- 10-03,State Treasurer,,DEM,Erin McClelland,119,37,1,81
Fayette,Connellsville City 4- 10-04,State Treasurer,,DEM,Erin McClelland,235,73,0,162
Fayette,Connellsville Township - 12-01,State Treasurer,,DEM,Erin McClelland,272,88,1,183
Fayette,Dawson Borough - 14-01,State Treasurer,,DEM,Erin McClelland,36,11,0,25
Fayette,Dunbar Township 1 - 16-01,State Treasurer,,DEM,Erin McClelland,313,136,4,173
Fayette,Dunbar Township 2 - 16-02,State Treasurer,,DEM,Erin McClelland,602,281,2,319
Fayette,Dunbar  Borough - 18-01,State Treasurer,,DEM,Erin McClelland,109,33,1,75
Fayette,Everson Borough - 20-01,State Treasurer,,DEM,Erin McClelland,75,16,0,59
Fayette,Fairchance Borough - 22-01,State Treasurer,,DEM,Erin McClelland,255,92,1,162
Fayette,Fayette City Borough - 24-01,State Treasurer,,DEM,Erin McClelland,77,13,1,63
Fayette,Franklin Township 1 - 26-01,State Treasurer,,DEM,Erin McClelland,152,66,1,85
Fayette,Franklin Township 2 - 26-02,State Treasurer,,DEM,Erin McClelland,134,54,0,80
Fayette,Georges Township 1 - 28-01,State Treasurer,,DEM,Erin McClelland,178,61,2,115
Fayette,Georges Township 2 - 28-02,State Treasurer,,DEM,Erin McClelland,296,127,5,164
Fayette,Georges Township 3 - 28-03,State Treasurer,,DEM,Erin McClelland,310,135,0,175
Fayette,German Township 1 - 30-01,State Treasurer,,DEM,Erin McClelland,320,93,1,226
Fayette,German Township 2 - 30-02,State Treasurer,,DEM,Erin McClelland,196,48,2,146
Fayette,German Township 3 - 30-03,State Treasurer,,DEM,Erin McClelland,155,41,1,113
Fayette,German Township 4 - 30-04,State Treasurer,,DEM,Erin McClelland,60,11,2,47
Fayette,Henry Clay Township - 32-01,State Treasurer,,DEM,Erin McClelland,166,75,6,85
Fayette,Jefferson Township - 34-01,State Treasurer,,DEM,Erin McClelland,300,104,1,195
Fayette,Lower Tyrone Township - 36-01,State Treasurer,,DEM,Erin McClelland,111,42,0,69
Fayette,Luzerne Township 1 - 38-01,State Treasurer,,DEM,Erin McClelland,221,89,1,131
Fayette,Luzerne Township 2 - 38-02,State Treasurer,,DEM,Erin McClelland,303,132,5,166
Fayette,Luzerne Township 3 - 38-03,State Treasurer,,DEM,Erin McClelland,126,30,0,96
Fayette,Luzerne Township 4 - 38-04,State Treasurer,,DEM,Erin McClelland,64,23,0,41
Fayette,Markleysburg Borough - 40-01,State Treasurer,,DEM,Erin McClelland,28,10,0,18
Fayette,Masontown Borough - 42-01,State Treasurer,,DEM,Erin McClelland,460,212,0,248
Fayette,Menallen Township 1 - 44-01,State Treasurer,,DEM,Erin McClelland,200,82,1,117
Fayette,Menallen Township 2 - 44-02,State Treasurer,,DEM,Erin McClelland,317,137,3,177
Fayette,Menallen Township 3 - 44-03,State Treasurer,,DEM,Erin McClelland,172,54,1,117
Fayette,Newell Borough - 46-01,State Treasurer,,DEM,Erin McClelland,108,27,0,81
Fayette,Nicholson Township - 48-01,State Treasurer,,DEM,Erin McClelland,205,85,2,118
Fayette,North Union Township 1 - 50-01,State Treasurer,,DEM,Erin McClelland,431,219,2,210
Fayette,North Union Township 2 - 50-02,State Treasurer,,DEM,Erin McClelland,554,246,8,300
Fayette,North Union Township 3 - 50-03,State Treasurer,,DEM,Erin McClelland,150,76,1,73
Fayette,North Union Township 4 - 50-04,State Treasurer,,DEM,Erin McClelland,563,280,5,278
Fayette,North Union Township 5 - 50-05,State Treasurer,,DEM,Erin McClelland,112,51,1,60
Fayette,Ohiopyle Borough - 52-01,State Treasurer,,DEM,Erin McClelland,9,0,0,9
Fayette,Perry Township - 54-01,State Treasurer,,DEM,Erin McClelland,406,194,3,209
Fayette,Perryopolis Borough - 56-01,State Treasurer,,DEM,Erin McClelland,357,118,3,236
Fayette,Point Marion Borough - 58-01,State Treasurer,,DEM,Erin McClelland,145,63,0,82
Fayette,Redstone Township 1 - 60-01,State Treasurer,,DEM,Erin McClelland,304,117,2,185
Fayette,Redstone Township 2 - 60-02,State Treasurer,,DEM,Erin McClelland,346,118,2,226
Fayette,Redstone Township 3 - 60-03,State Treasurer,,DEM,Erin McClelland,78,28,0,50
Fayette,Redstone Township 4 - 60-04,State Treasurer,,DEM,Erin McClelland,91,19,3,69
Fayette,Saltlick Township - 62-01,State Treasurer,,DEM,Erin McClelland,329,161,1,167
Fayette,Smithfield Borough - 64-01,State Treasurer,,DEM,Erin McClelland,92,25,0,67
Fayette,South Connellsville Borough - 66-01,State Treasurer,,DEM,Erin McClelland,229,69,0,160
Fayette,South Union Township 1 - 68-01,State Treasurer,,DEM,Erin McClelland,1050,487,7,556
Fayette,South Union Township 2 - 68-02,State Treasurer,,DEM,Erin McClelland,518,224,7,287
Fayette,South Union Township 3 - 68-03,State Treasurer,,DEM,Erin McClelland,536,240,3,293
Fayette,Springfield Township 1 - 70-01,State Treasurer,,DEM,Erin McClelland,104,23,3,78
Fayette,Springfield Township 2 - 70-02,State Treasurer,,DEM,Erin McClelland,97,25,0,72
Fayette,Springhill Township - 72-01,State Treasurer,,DEM,Erin McClelland,293,129,3,161
Fayette,Stewart Township - 74-01,State Treasurer,,DEM,Erin McClelland,75,25,1,49
Fayette,Uniontown City 1 - 76-01,State Treasurer,,DEM,Erin McClelland,309,149,1,159
Fayette,Uniontown City 2 - 76-02,State Treasurer,,DEM,Erin McClelland,286,113,9,164
Fayette,Uniontown City 3 - 76-03,State Treasurer,,DEM,Erin McClelland,269,99,7,163
Fayette,Uniontown City 4 - 76-04,State Treasurer,,DEM,Erin McClelland,248,62,4,182
Fayette,Uniontown City 5 - 76-05,State Treasurer,,DEM,Erin McClelland,298,130,4,164
Fayette,Uniontown City 6 - 76-06,State Treasurer,,DEM,Erin McClelland,195,76,3,116
Fayette,Uniontown City 7 - 76-07,State Treasurer,,DEM,Erin McClelland,275,117,5,153
Fayette,Upper Tyrone Township - 78-01,State Treasurer,,DEM,Erin McClelland,187,71,1,115
Fayette,Vanderbilt Borough - 80-01,State Treasurer,,DEM,Erin McClelland,64,13,0,51
Fayette,Washington Township - 82-01,State Treasurer,,DEM,Erin McClelland,685,374,4,307
Fayette,Wharton Township - 84-01,State Treasurer,,DEM,Erin McClelland,396,178,5,213
Fayette,Belle Vernon Borough - 02-01,State Treasurer,,REP,Stacy Garrity,279,48,3,228
Fayette,Brownsville Township - 04-01,State Treasurer,,REP,Stacy Garrity,120,14,0,106
Fayette,Brownsville Borough 1 - 06-01,State Treasurer,,REP,Stacy Garrity,95,12,3,80
Fayette,Brownsville Borough 2 - 06-02,State Treasurer,,REP,Stacy Garrity,127,13,1,113
Fayette,Brownsville Borough 3 - 06-03,State Treasurer,,REP,Stacy Garrity,147,12,2,133
Fayette,Bullskin Township 1 - 08-01,State Treasurer,,REP,Stacy Garrity,1761,250,12,1499
Fayette,Bullskin Township 2 - 08-02,State Treasurer,,REP,Stacy Garrity,648,67,8,573
Fayette,Bullskin Township 3 - 08-03,State Treasurer,,REP,Stacy Garrity,563,78,3,482
Fayette,Connellsville City 1- 10-01,State Treasurer,,REP,Stacy Garrity,595,66,7,522
Fayette,Connellsville City 2- 10-02,State Treasurer,,REP,Stacy Garrity,557,92,14,451
Fayette,Connellsville City 3- 10-03,State Treasurer,,REP,Stacy Garrity,311,37,3,271
Fayette,Connellsville City 4- 10-04,State Treasurer,,REP,Stacy Garrity,381,42,0,339
Fayette,Connellsville Township - 12-01,State Treasurer,,REP,Stacy Garrity,830,90,10,730
Fayette,Dawson Borough - 14-01,State Treasurer,,REP,Stacy Garrity,120,6,0,114
Fayette,Dunbar Township 1 - 16-01,State Treasurer,,REP,Stacy Garrity,1004,167,14,823
Fayette,Dunbar Township 2 - 16-02,State Treasurer,,REP,Stacy Garrity,1489,203,11,1275
Fayette,Dunbar  Borough - 18-01,State Treasurer,,REP,Stacy Garrity,348,38,2,308
Fayette,Everson Borough - 20-01,State Treasurer,,REP,Stacy Garrity,210,21,0,189
Fayette,Fairchance Borough - 22-01,State Treasurer,,REP,Stacy Garrity,612,85,4,523
Fayette,Fayette City Borough - 24-01,State Treasurer,,REP,Stacy Garrity,151,16,0,135
Fayette,Franklin Township 1 - 26-01,State Treasurer,,REP,Stacy Garrity,560,85,1,474
Fayette,Franklin Township 2 - 26-02,State Treasurer,,REP,Stacy Garrity,338,38,0,300
Fayette,Georges Township 1 - 28-01,State Treasurer,,REP,Stacy Garrity,536,56,1,479
Fayette,Georges Township 2 - 28-02,State Treasurer,,REP,Stacy Garrity,808,107,1,700
Fayette,Georges Township 3 - 28-03,State Treasurer,,REP,Stacy Garrity,793,95,6,692
Fayette,German Township 1 - 30-01,State Treasurer,,REP,Stacy Garrity,720,86,5,629
Fayette,German Township 2 - 30-02,State Treasurer,,REP,Stacy Garrity,279,48,0,231
Fayette,German Township 3 - 30-03,State Treasurer,,REP,Stacy Garrity,306,43,1,262
Fayette,German Township 4 - 30-04,State Treasurer,,REP,Stacy Garrity,132,8,0,124
Fayette,Henry Clay Township - 32-01,State Treasurer,,REP,Stacy Garrity,673,78,8,587
Fayette,Jefferson Township - 34-01,State Treasurer,,REP,Stacy Garrity,766,86,7,673
Fayette,Lower Tyrone Township - 36-01,State Treasurer,,REP,Stacy Garrity,486,65,5,416
Fayette,Luzerne Township 1 - 38-01,State Treasurer,,REP,Stacy Garrity,410,70,12,328
Fayette,Luzerne Township 2 - 38-02,State Treasurer,,REP,Stacy Garrity,416,55,5,356
Fayette,Luzerne Township 3 - 38-03,State Treasurer,,REP,Stacy Garrity,145,11,2,132
Fayette,Luzerne Township 4 - 38-04,State Treasurer,,REP,Stacy Garrity,137,19,0,118
Fayette,Markleysburg Borough - 40-01,State Treasurer,,REP,Stacy Garrity,77,8,0,69
Fayette,Masontown Borough - 42-01,State Treasurer,,REP,Stacy Garrity,873,119,0,754
Fayette,Menallen Township 1 - 44-01,State Treasurer,,REP,Stacy Garrity,402,42,2,358
Fayette,Menallen Township 2 - 44-02,State Treasurer,,REP,Stacy Garrity,656,95,6,555
Fayette,Menallen Township 3 - 44-03,State Treasurer,,REP,Stacy Garrity,270,29,0,241
Fayette,Newell Borough - 46-01,State Treasurer,,REP,Stacy Garrity,125,7,0,118
Fayette,Nicholson Township - 48-01,State Treasurer,,REP,Stacy Garrity,636,86,5,545
Fayette,North Union Township 1 - 50-01,State Treasurer,,REP,Stacy Garrity,705,137,7,561
Fayette,North Union Township 2 - 50-02,State Treasurer,,REP,Stacy Garrity,1303,223,14,1066
Fayette,North Union Township 3 - 50-03,State Treasurer,,REP,Stacy Garrity,415,55,1,359
Fayette,North Union Township 4 - 50-04,State Treasurer,,REP,Stacy Garrity,907,211,6,690
Fayette,North Union Township 5 - 50-05,State Treasurer,,REP,Stacy Garrity,225,27,1,197
Fayette,Ohiopyle Borough - 52-01,State Treasurer,,REP,Stacy Garrity,7,1,0,6
Fayette,Perry Township - 54-01,State Treasurer,,REP,Stacy Garrity,798,133,4,661
Fayette,Perryopolis Borough - 56-01,State Treasurer,,REP,Stacy Garrity,599,62,2,535
Fayette,Point Marion Borough - 58-01,State Treasurer,,REP,Stacy Garrity,276,35,1,240
Fayette,Redstone Township 1 - 60-01,State Treasurer,,REP,Stacy Garrity,494,58,3,433
Fayette,Redstone Township 2 - 60-02,State Treasurer,,REP,Stacy Garrity,497,64,2,431
Fayette,Redstone Township 3 - 60-03,State Treasurer,,REP,Stacy Garrity,179,24,2,153
Fayette,Redstone Township 4 - 60-04,State Treasurer,,REP,Stacy Garrity,181,16,2,163
Fayette,Saltlick Township - 62-01,State Treasurer,,REP,Stacy Garrity,1185,146,8,1031
Fayette,Smithfield Borough - 64-01,State Treasurer,,REP,Stacy Garrity,302,32,1,269
Fayette,South Connellsville Borough - 66-01,State Treasurer,,REP,Stacy Garrity,641,59,5,577
Fayette,South Union Township 1 - 68-01,State Treasurer,,REP,Stacy Garrity,1671,349,3,1319
Fayette,South Union Township 2 - 68-02,State Treasurer,,REP,Stacy Garrity,880,214,3,663
Fayette,South Union Township 3 - 68-03,State Treasurer,,REP,Stacy Garrity,938,186,5,747
Fayette,Springfield Township 1 - 70-01,State Treasurer,,REP,Stacy Garrity,649,68,3,578
Fayette,Springfield Township 2 - 70-02,State Treasurer,,REP,Stacy Garrity,425,50,4,371
Fayette,Springhill Township - 72-01,State Treasurer,,REP,Stacy Garrity,910,147,8,755
Fayette,Stewart Township - 74-01,State Treasurer,,REP,Stacy Garrity,277,44,0,233
Fayette,Uniontown City 1 - 76-01,State Treasurer,,REP,Stacy Garrity,362,76,3,283
Fayette,Uniontown City 2 - 76-02,State Treasurer,,REP,Stacy Garrity,190,53,10,127
Fayette,Uniontown City 3 - 76-03,State Treasurer,,REP,Stacy Garrity,200,33,5,162
Fayette,Uniontown City 4 - 76-04,State Treasurer,,REP,Stacy Garrity,97,26,1,70
Fayette,Uniontown City 5 - 76-05,State Treasurer,,REP,Stacy Garrity,280,51,2,227
Fayette,Uniontown City 6 - 76-06,State Treasurer,,REP,Stacy Garrity,194,43,2,149
Fayette,Uniontown City 7 - 76-07,State Treasurer,,REP,Stacy Garrity,345,65,6,274
Fayette,Upper Tyrone Township - 78-01,State Treasurer,,REP,Stacy Garrity,687,66,2,619
Fayette,Vanderbilt Borough - 80-01,State Treasurer,,REP,Stacy Garrity,133,10,0,123
Fayette,Washington Township - 82-01,State Treasurer,,REP,Stacy Garrity,1328,326,3,999
Fayette,Wharton Township - 84-01,State Treasurer,,REP,Stacy Garrity,1222,159,7,1056
Fayette,Belle Vernon Borough - 02-01,State Treasurer,,LIB,Nickolas Ciesielski,8,1,0,7
Fayette,Brownsville Township - 04-01,State Treasurer,,LIB,Nickolas Ciesielski,4,1,0,3
Fayette,Brownsville Borough 1 - 06-01,State Treasurer,,LIB,Nickolas Ciesielski,2,1,1,0
Fayette,Brownsville Borough 2 - 06-02,State Treasurer,,LIB,Nickolas Ciesielski,4,1,0,3
Fayette,Brownsville Borough 3 - 06-03,State Treasurer,,LIB,Nickolas Ciesielski,3,2,0,1
Fayette,Bullskin Township 1 - 08-01,State Treasurer,,LIB,Nickolas Ciesielski,21,2,0,19
Fayette,Bullskin Township 2 - 08-02,State Treasurer,,LIB,Nickolas Ciesielski,9,1,1,7
Fayette,Bullskin Township 3 - 08-03,State Treasurer,,LIB,Nickolas Ciesielski,11,4,0,7
Fayette,Connellsville City 1- 10-01,State Treasurer,,LIB,Nickolas Ciesielski,10,0,0,10
Fayette,Connellsville City 2- 10-02,State Treasurer,,LIB,Nickolas Ciesielski,11,1,1,9
Fayette,Connellsville City 3- 10-03,State Treasurer,,LIB,Nickolas Ciesielski,8,0,0,8
Fayette,Connellsville City 4- 10-04,State Treasurer,,LIB,Nickolas Ciesielski,15,2,0,13
Fayette,Connellsville Township - 12-01,State Treasurer,,LIB,Nickolas Ciesielski,8,0,0,8
Fayette,Dawson Borough - 14-01,State Treasurer,,LIB,Nickolas Ciesielski,1,0,0,1
Fayette,Dunbar Township 1 - 16-01,State Treasurer,,LIB,Nickolas Ciesielski,11,3,1,7
Fayette,Dunbar Township 2 - 16-02,State Treasurer,,LIB,Nickolas Ciesielski,35,6,0,29
Fayette,Dunbar  Borough - 18-01,State Treasurer,,LIB,Nickolas Ciesielski,4,0,0,4
Fayette,Everson Borough - 20-01,State Treasurer,,LIB,Nickolas Ciesielski,2,0,0,2
Fayette,Fairchance Borough - 22-01,State Treasurer,,LIB,Nickolas Ciesielski,11,0,0,11
Fayette,Fayette City Borough - 24-01,State Treasurer,,LIB,Nickolas Ciesielski,5,0,0,5
Fayette,Franklin Township 1 - 26-01,State Treasurer,,LIB,Nickolas Ciesielski,7,2,0,5
Fayette,Franklin Township 2 - 26-02,State Treasurer,,LIB,Nickolas Ciesielski,5,1,0,4
Fayette,Georges Township 1 - 28-01,State Treasurer,,LIB,Nickolas Ciesielski,8,2,0,6
Fayette,Georges Township 2 - 28-02,State Treasurer,,LIB,Nickolas Ciesielski,14,5,0,9
Fayette,Georges Township 3 - 28-03,State Treasurer,,LIB,Nickolas Ciesielski,12,2,0,10
Fayette,German Township 1 - 30-01,State Treasurer,,LIB,Nickolas Ciesielski,7,1,0,6
Fayette,German Township 2 - 30-02,State Treasurer,,LIB,Nickolas Ciesielski,5,1,0,4
Fayette,German Township 3 - 30-03,State Treasurer,,LIB,Nickolas Ciesielski,6,3,0,3
Fayette,German Township 4 - 30-04,State Treasurer,,LIB,Nickolas Ciesielski,1,0,0,1
Fayette,Henry Clay Township - 32-01,State Treasurer,,LIB,Nickolas Ciesielski,9,1,0,8
Fayette,Jefferson Township - 34-01,State Treasurer,,LIB,Nickolas Ciesielski,11,0,0,11
Fayette,Lower Tyrone Township - 36-01,State Treasurer,,LIB,Nickolas Ciesielski,6,0,0,6
Fayette,Luzerne Township 1 - 38-01,State Treasurer,,LIB,Nickolas Ciesielski,11,3,0,8
Fayette,Luzerne Township 2 - 38-02,State Treasurer,,LIB,Nickolas Ciesielski,9,0,0,9
Fayette,Luzerne Township 3 - 38-03,State Treasurer,,LIB,Nickolas Ciesielski,2,0,0,2
Fayette,Luzerne Township 4 - 38-04,State Treasurer,,LIB,Nickolas Ciesielski,3,1,0,2
Fayette,Markleysburg Borough - 40-01,State Treasurer,,LIB,Nickolas Ciesielski,2,1,0,1
Fayette,Masontown Borough - 42-01,State Treasurer,,LIB,Nickolas Ciesielski,12,1,0,11
Fayette,Menallen Township 1 - 44-01,State Treasurer,,LIB,Nickolas Ciesielski,5,0,0,5
Fayette,Menallen Township 2 - 44-02,State Treasurer,,LIB,Nickolas Ciesielski,16,0,0,16
Fayette,Menallen Township 3 - 44-03,State Treasurer,,LIB,Nickolas Ciesielski,4,1,0,3
Fayette,Newell Borough - 46-01,State Treasurer,,LIB,Nickolas Ciesielski,2,0,0,2
Fayette,Nicholson Township - 48-01,State Treasurer,,LIB,Nickolas Ciesielski,12,4,0,8
Fayette,North Union Township 1 - 50-01,State Treasurer,,LIB,Nickolas Ciesielski,10,6,1,3
Fayette,North Union Township 2 - 50-02,State Treasurer,,LIB,Nickolas Ciesielski,17,3,0,14
Fayette,North Union Township 3 - 50-03,State Treasurer,,LIB,Nickolas Ciesielski,7,0,0,7
Fayette,North Union Township 4 - 50-04,State Treasurer,,LIB,Nickolas Ciesielski,17,7,0,10
