county,precinct,office,district,party,candidate,votes,provisional,election_day,mail
York,Red Lion Borough 1,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,244,9,158,77
York,Red Lion Borough 2,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,366,11,254,101
York,Red Lion Borough 3,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,377,4,271,102
York,Seven Valleys Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,72,0,50,22
York,Shrewsbury Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,748,3,450,295
York,Spring Grove Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,365,3,253,109
York,Stewartstown Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,418,4,288,126
York,Windsor Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,174,1,132,41
York,Winterstown Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,70,2,51,17
York,Wrightsville Borough 1,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,105,2,79,24
York,Wrightsville Borough 2,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,104,1,76,27
York,Wrightsville Borough 3,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,147,2,103,42
York,Yoe Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,142,5,109,28
York,Yorkana Borough,Representative In Congress (District 11) 2 Year Term,,DEM,Jim Atkinson,36,1,23,12
York,Chanceford Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1258,8,1053,197
York,Chanceford Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,498,2,444,52
York,Chanceford Township 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,840,7,748,85
York,Codorus Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,574,4,500,70
York,Codorus Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,671,9,598,64
York,Codorus Township 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,528,6,458,64
York,East Hopewell Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1228,5,1061,162
York,Fawn Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1530,25,1286,219
York,Heidelberg Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1402,14,1204,184
York,Hellam Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1154,10,903,241
York,Hellam Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1367,17,1084,266
York,Hopewell Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,2754,35,2100,619
York,Jackson Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,635,6,507,122
York,Lower Chanceford Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,454,3,400,51
York,Lower Chanceford Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,717,8,638,71
York,Lower Windsor Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,504,1,417,86
York,Lower Windsor Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1130,9,926,195
York,Lower Windsor Township 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1733,19,1497,217
York,Manheim Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1694,12,1396,286
York,North Codorus Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,2461,14,2079,368
York,North Codorus Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1503,10,1267,226
York,North Hopewell Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1313,11,1020,282
York,Paradise Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1843,26,1515,302
York,Peach Bottom Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,2207,13,1940,254
York,Penn Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1436,11,1107,318
York,Penn Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1839,20,1556,263
York,Penn Township 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,955,12,817,126
York,Penn Township 4,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,2218,4,1829,385
York,Shrewsbury Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1228,10,963,255
York,Shrewsbury Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1794,23,1379,392
York,Springfield Township,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,2310,33,1711,566
York,West Manheim Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1311,5,1064,242
York,West Manheim Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1274,16,1060,198
York,West Manheim Township 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1315,11,1063,241
York,Windsor Township 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,2166,23,1599,544
York,Windsor Township 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1470,20,1229,221
York,Windsor Township 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1620,13,1257,350
York,Windsor Township 4,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1973,18,1457,498
York,York Township 1-1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,737,4,553,180
York,York Township 1-2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,383,3,325,55
York,York Township 1-3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1084,7,843,234
York,York Township 2-1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,701,6,583,112
York,York Township 2-2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,643,7,519,117
York,York Township 2-3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,941,7,756,178
York,York Township 3-1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,580,6,453,121
York,York Township 3-2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,621,3,503,115
York,York Township 3-3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,593,7,456,130
York,York Township 4-1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,405,5,318,82
York,York Township 4-2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,556,7,423,126
York,York Township 4-3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,702,4,570,128
York,York Township 5-1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,645,12,484,149
York,York Township 5-2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,542,8,452,82
York,York Township 5-3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1134,13,864,257
York,Cross Roads Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,237,3,234,0
York,Dallastown Borough 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,532,9,434,89
York,Dallastown Borough 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,673,13,586,74
York,Delta Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,257,4,235,18
York,East Prospect Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,382,6,342,34
York,Fawn Grove Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,225,1,202,22
York,Felton Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,215,0,194,21
York,Glen Rock Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,740,3,672,65
York,Hallam Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,851,4,742,105
York,Hanover Borough 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1096,16,928,152
York,Hanover Borough 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1432,12,1147,273
York,Hanover Borough 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,830,15,724,91
York,Hanover Borough 4,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,762,14,644,104
York,Hanover Borough 5,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,754,5,639,110
York,Jacobus Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,723,0,637,86
York,Jefferson Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,263,2,239,22
York,Loganville Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,492,2,425,65
York,New Freedom Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1992,21,1590,381
York,New Salem Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,310,4,269,37
York,Railroad Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,70,0,62,8
York,Red Lion Borough 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,458,9,401,48
York,Red Lion Borough 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,673,7,587,79
York,Red Lion Borough 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,798,7,700,91
York,Seven Valleys Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,185,2,175,8
York,Shrewsbury Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,1509,1,1229,279
York,Spring Grove Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,801,5,690,106
York,Stewartstown Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,858,18,728,112
York,Windsor Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,374,0,338,36
York,Winterstown Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,272,1,243,28
York,Wrightsville Borough 1,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,222,1,205,16
York,Wrightsville Borough 2,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,233,2,213,18
York,Wrightsville Borough 3,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,294,2,254,38
York,Yoe Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,261,4,228,29
York,Yorkana Borough,Representative In Congress (District 11) 2 Year Term,,REP,Lloyd K. Smucker,100,2,85,13
York,Chanceford Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,2,2
York,Chanceford Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Chanceford Township 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Codorus Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Codorus Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Codorus Township 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,East Hopewell Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,4,1
York,Fawn Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,4,0
York,Heidelberg Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,2,1
York,Hellam Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,3,0
York,Hellam Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,0,1
York,Hopewell Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,3,2
York,Jackson Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,Lower Chanceford Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Lower Chanceford Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Lower Windsor Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,0,2
York,Lower Windsor Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,3,1
York,Lower Windsor Township 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,1,4
York,Manheim Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,North Codorus Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,North Codorus Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,2,1
York,North Hopewell Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,5,0
York,Paradise Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,Peach Bottom Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,3,1
York,Penn Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,8,0,4,4
York,Penn Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,7,1,6,0
York,Penn Township 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,4,1
York,Penn Township 4,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,9,0,6,3
York,Shrewsbury Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,Shrewsbury Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,4,1
York,Springfield Township,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,5,0
York,West Manheim Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,3,0
York,West Manheim Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,3,1
York,West Manheim Township 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Windsor Township 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,4,1
York,Windsor Township 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,9,0,8,1
York,Windsor Township 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,7,0,4,3
York,Windsor Township 4,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,2,2
York,York Township 1-1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,0,1
York,York Township 1-2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,York Township 1-3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,2,1
York,York Township 2-1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,York Township 2-2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,York Township 2-3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,4,0
York,York Township 3-1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,York Township 3-2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,York Township 3-3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,York Township 4-1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,0,1
York,York Township 4-2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,7,0,3,4
York,York Township 4-3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,2,1
York,York Township 5-1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,0,3
York,York Township 5-2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,York Township 5-3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,7,0,6,1
York,Cross Roads Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Dallastown Borough 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Dallastown Borough 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,6,0,3,3
York,Delta Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,East Prospect Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,3,0
York,Fawn Grove Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,0,3
York,Felton Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Glen Rock Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,0,1
York,Hallam Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Hanover Borough 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,7,1,3,3
York,Hanover Borough 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,Hanover Borough 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,3,0
York,Hanover Borough 4,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Hanover Borough 5,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,4,0
York,Jacobus Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,1,1
York,Jefferson Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Loganville Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,New Freedom Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,4,0,1,3
York,New Salem Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Railroad Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,Red Lion Borough 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Red Lion Borough 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,Red Lion Borough 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,5,0,3,2
York,Seven Valleys Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Shrewsbury Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,6,0,5,1
York,Spring Grove Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,3,0,3,0
York,Stewartstown Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,Windsor Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,Winterstown Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Wrightsville Borough 1,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,1,0
York,Wrightsville Borough 2,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,2,0,2,0
York,Wrightsville Borough 3,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Yoe Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,1,0,0,1
York,Yorkana Borough,Representative In Congress (District 11) 2 Year Term,,Total,Write-In,0,0,0,0
York,Carroll Township,Senator In The General Assembly (District 31),,DEM,Mark Temons,1225,11,635,579
York,Conewago Township 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,1030,11,564,455
York,Conewago Township 2,Senator In The General Assembly (District 31),,DEM,Mark Temons,530,6,312,212
York,Dover Township 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,1205,18,690,497
York,Dover Township 2,Senator In The General Assembly (District 31),,DEM,Mark Temons,1055,12,551,492
York,Dover Township 3,Senator In The General Assembly (District 31),,DEM,Mark Temons,665,13,289,363
York,Dover Township 4,Senator In The General Assembly (District 31),,DEM,Mark Temons,763,11,385,367
York,East Manchester Township,Senator In The General Assembly (District 31),,DEM,Mark Temons,1630,26,696,908
York,Fairview Township 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,648,10,408,230
York,Fairview Township 2,Senator In The General Assembly (District 31),,DEM,Mark Temons,1007,10,587,410
York,Fairview Township 3,Senator In The General Assembly (District 31),,DEM,Mark Temons,1519,19,734,766
York,Fairview Township 4,Senator In The General Assembly (District 31),,DEM,Mark Temons,632,5,324,303
York,Franklin Township,Senator In The General Assembly (District 31),,DEM,Mark Temons,663,9,327,327
York,Manchester Township 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,375,7,265,103
York,Manchester Township 2,Senator In The General Assembly (District 31),,DEM,Mark Temons,586,9,348,229
York,Manchester Township 3,Senator In The General Assembly (District 31),,DEM,Mark Temons,807,15,570,222
York,Manchester Township 4,Senator In The General Assembly (District 31),,DEM,Mark Temons,525,11,306,208
York,Manchester Township 5,Senator In The General Assembly (District 31),,DEM,Mark Temons,774,4,473,297
York,Manchester Township 6,Senator In The General Assembly (District 31),,DEM,Mark Temons,770,13,448,309
York,Manchester Township 7,Senator In The General Assembly (District 31),,DEM,Mark Temons,605,7,328,270
York,Monaghan Township,Senator In The General Assembly (District 31),,DEM,Mark Temons,482,5,271,206
York,Newberry Township 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,982,14,469,499
York,Newberry Township 2,Senator In The General Assembly (District 31),,DEM,Mark Temons,580,19,341,220
York,Newberry Township 3,Senator In The General Assembly (District 31),,DEM,Mark Temons,872,20,499,353
York,Warrington Township,Senator In The General Assembly (District 31),,DEM,Mark Temons,583,8,247,328
York,Washington Township,Senator In The General Assembly (District 31),,DEM,Mark Temons,271,4,152,115
York,West Manchester Township 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,624,11,402,211
York,West Manchester Township 2,Senator In The General Assembly (District 31),,DEM,Mark Temons,1169,12,717,440
York,West Manchester Township 3,Senator In The General Assembly (District 31),,DEM,Mark Temons,758,5,405,348
York,West Manchester Township 4,Senator In The General Assembly (District 31),,DEM,Mark Temons,338,6,208,124
York,West Manchester Township 5,Senator In The General Assembly (District 31),,DEM,Mark Temons,1109,20,550,539
York,Dillsburg Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,400,3,241,156
York,Dover Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,281,3,203,75
York,Franklintown Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,85,1,59,25
York,Goldsboro Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,142,1,103,38
York,Lewisberry Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,50,0,42,8
York,Manchester Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,459,9,294,156
York,Mount Wolf Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,291,6,213,72
York,Wellsville Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,28,0,28,0
York,West York Borough 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,308,2,224,82
York,West York Borough 2,Senator In The General Assembly (District 31),,DEM,Mark Temons,502,7,390,105
York,York Haven Borough,Senator In The General Assembly (District 31),,DEM,Mark Temons,77,0,56,21
York,York City 1,Senator In The General Assembly (District 31),,DEM,Mark Temons,297,2,218,77
York,York City 5,Senator In The General Assembly (District 31),,DEM,Mark Temons,700,45,455,200
York,York City 6,Senator In The General Assembly (District 31),,DEM,Mark Temons,392,22,287,83
York,York City 7,Senator In The General Assembly (District 31),,DEM,Mark Temons,349,12,240,97
York,York City 8,Senator In The General Assembly (District 31),,DEM,Mark Temons,677,28,466,183
York,York City 9-1,Senator In The General Assembly (District 31),,DEM,Mark Temons,433,38,319,76
York,York City 9-2,Senator In The General Assembly (District 31),,DEM,Mark Temons,296,5,232,59
York,York City 11,Senator In The General Assembly (District 31),,DEM,Mark Temons,702,30,508,164
York,York City 12-1,Senator In The General Assembly (District 31),,DEM,Mark Temons,563,47,370,146
York,York City 12-2,Senator In The General Assembly (District 31),,DEM,Mark Temons,340,7,262,71
York,York City 12-3,Senator In The General Assembly (District 31),,DEM,Mark Temons,326,6,232,88
York,York City 12-4,Senator In The General Assembly (District 31),,DEM,Mark Temons,515,10,379,126
York,York City 13,Senator In The General Assembly (District 31),,DEM,Mark Temons,340,5,235,100
York,York City 14-1,Senator In The General Assembly (District 31),,DEM,Mark Temons,374,6,267,101
York,York City 14-2,Senator In The General Assembly (District 31),,DEM,Mark Temons,457,12,297,148
York,York City 14-3,Senator In The General Assembly (District 31),,DEM,Mark Temons,559,8,359,192
York,York City 15,Senator In The General Assembly (District 31),,DEM,Mark Temons,597,10,400,187
York,Carroll Township,Senator In The General Assembly (District 31),,REP,Dawn Keefer,3138,34,2449,655
York,Conewago Township 1,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2037,18,1599,420
York,Conewago Township 2,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1094,7,912,175
York,Dover Township 1,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2547,25,2010,512
York,Dover Township 2,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2821,23,2201,597
York,Dover Township 3,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1752,6,1333,413
York,Dover Township 4,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1635,27,1194,414
York,East Manchester Township,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2944,32,1886,1026
York,Fairview Township 1,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1133,7,960,166
York,Fairview Township 2,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1766,21,1313,432
York,Fairview Township 3,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2785,21,2159,605
York,Fairview Township 4,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1603,15,1215,373
York,Franklin Township,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2217,17,1812,388
York,Manchester Township 1,Senator In The General Assembly (District 31),,REP,Dawn Keefer,592,6,512,74
York,Manchester Township 2,Senator In The General Assembly (District 31),,REP,Dawn Keefer,933,14,726,193
York,Manchester Township 3,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1326,30,1087,209
York,Manchester Township 4,Senator In The General Assembly (District 31),,REP,Dawn Keefer,845,5,652,188
York,Manchester Township 5,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1263,8,956,299
York,Manchester Township 6,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1314,11,992,311
York,Manchester Township 7,Senator In The General Assembly (District 31),,REP,Dawn Keefer,715,6,524,185
York,Monaghan Township,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1332,15,1125,192
York,Newberry Township 1,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2942,31,2278,633
York,Newberry Township 2,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1431,25,1184,222
York,Newberry Township 3,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1775,20,1467,288
York,Warrington Township,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2240,34,1730,476
York,Washington Township,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1222,4,1032,186
York,West Manchester Township 1,Senator In The General Assembly (District 31),,REP,Dawn Keefer,901,6,757,138
York,West Manchester Township 2,Senator In The General Assembly (District 31),,REP,Dawn Keefer,2000,14,1639,347
York,West Manchester Township 3,Senator In The General Assembly (District 31),,REP,Dawn Keefer,1450,17,1123,310
York,West Manchester Township 4,Senator In The General Assembly (District 31),,REP,Dawn Keefer,741,4,642,95
