county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Delaware,NEWTOWN TWP PRECINCT 07,U.S. Senate,,DEM,Robert P. Casey Jr.,462,177,284,1
Delaware,NEWTOWN TWP PRECINCT 08,U.S. Senate,,DEM,Robert P. Casey Jr.,509,207,298,4
Delaware,NORWOOD BOR PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,191,50,139,2
Delaware,NORWOOD BOR PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,154,42,111,1
Delaware,NORWOOD BOR PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,129,32,97,0
Delaware,NORWOOD BOR PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,176,40,136,0
Delaware,NORWOOD BOR PRECINCT 05,U.S. Senate,,DEM,Robert P. Casey Jr.,211,56,154,1
Delaware,NORWOOD BOR PRECINCT 06,U.S. Senate,,DEM,Robert P. Casey Jr.,272,62,202,8
Delaware,NORWOOD BOR PRECINCT 07,U.S. Senate,,DEM,Robert P. Casey Jr.,235,78,156,1
Delaware,NORWOOD BOR PRECINCT 08,U.S. Senate,,DEM,Robert P. Casey Jr.,202,36,165,1
Delaware,PARKSIDE BOR,U.S. Senate,,DEM,Robert P. Casey Jr.,730,213,511,6
Delaware,PROSPECT PARK BOR PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,399,117,279,3
Delaware,PROSPECT PARK BOR PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,405,96,302,7
Delaware,PROSPECT PARK BOR PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,317,86,228,3
Delaware,PROSPECT PARK BOR PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,199,60,136,3
Delaware,PROSPECT PARK BOR PRECINCT 05,U.S. Senate,,DEM,Robert P. Casey Jr.,448,111,334,3
Delaware,NETHER PROVIDENCE TWP WD 01 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,372,159,210,3
Delaware,NETHER PROVIDENCE TWP WD 01 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,538,214,319,5
Delaware,NETHER PROVIDENCE TWP WD 02 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,660,297,358,5
Delaware,NETHER PROVIDENCE TWP WD 02 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,161,59,99,3
Delaware,NETHER PROVIDENCE TWP WD 03,U.S. Senate,,DEM,Robert P. Casey Jr.,1185,504,674,7
Delaware,NETHER PROVIDENCE TWP WD 04 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,640,260,376,4
Delaware,NETHER PROVIDENCE TWP WD 04 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,429,193,235,1
Delaware,NETHER PROVIDENCE TWP WD 05 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,217,56,160,1
Delaware,NETHER PROVIDENCE TWP WD 05 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,400,125,272,3
Delaware,NETHER PROVIDENCE TWP WD 06 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,87,31,56,0
Delaware,NETHER PROVIDENCE TWP WD 06 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,756,346,408,2
Delaware,NETHER PROVIDENCE TWP WD 07 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,614,222,387,5
Delaware,NETHER PROVIDENCE TWP WD 07 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,239,69,168,2
Delaware,UPPER PROVIDENCE TWP DISTRICT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,1094,502,584,8
Delaware,UPPER PROVIDENCE TWP DISTRICT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,1024,483,539,2
Delaware,UPPER PROVIDENCE TWP DISTRICT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,887,414,469,4
Delaware,UPPER PROVIDENCE TWP DISTRICT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,718,259,454,5
Delaware,UPPER PROVIDENCE TWP DISTRICT 05,U.S. Senate,,DEM,Robert P. Casey Jr.,806,355,448,3
Delaware,RADNOR TWP WD 01 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,763,300,460,3
Delaware,RADNOR TWP WD 01 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,566,193,369,4
Delaware,RADNOR TWP WD 02 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,764,338,413,13
Delaware,RADNOR TWP WD 02 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,875,52,801,22
Delaware,RADNOR TWP WD 03 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,762,289,469,4
Delaware,RADNOR TWP WD 03 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,813,348,458,7
Delaware,RADNOR TWP WD 04 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,787,353,433,1
Delaware,RADNOR TWP WD 04 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,1210,611,589,10
Delaware,RADNOR TWP WD 05 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,640,206,424,10
Delaware,RADNOR TWP WD 05 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,1299,600,684,15
Delaware,RADNOR TWP WD 06 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,1011,368,634,9
Delaware,RADNOR TWP WD 06 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,855,361,485,9
Delaware,RADNOR TWP WD 07 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,697,257,436,4
Delaware,RADNOR TWP WD 07 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,735,246,484,5
Delaware,RADNOR TWP WD 07 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,339,11,327,1
Delaware,RIDLEY PARK BOR PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,559,180,376,3
Delaware,RIDLEY PARK BOR PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,495,125,365,5
Delaware,RIDLEY PARK BOR PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,577,191,382,4
Delaware,RIDLEY PARK BOR PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,631,161,464,6
Delaware,RIDLEY TWP WD 01 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,302,62,234,6
Delaware,RIDLEY TWP WD 01 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,220,57,163,0
Delaware,RIDLEY TWP WD 01 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,98,23,74,1
Delaware,RIDLEY TWP WD 02 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,262,71,191,0
Delaware,RIDLEY TWP WD 02 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,231,54,173,4
Delaware,RIDLEY TWP WD 02 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,410,123,282,5
Delaware,RIDLEY TWP WD 03 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,469,146,318,5
Delaware,RIDLEY TWP WD 03 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,572,146,421,5
Delaware,RIDLEY TWP WD 04 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,533,150,375,8
Delaware,RIDLEY TWP WD 04 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,673,187,483,3
Delaware,RIDLEY TWP WD 05 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,524,124,395,5
Delaware,RIDLEY TWP WD 05 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,489,131,352,6
Delaware,RIDLEY TWP WD 06 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,598,184,407,7
Delaware,RIDLEY TWP WD 06 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,276,96,175,5
Delaware,RIDLEY TWP WD 07 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,861,261,594,6
Delaware,RIDLEY TWP WD 07 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,238,66,170,2
Delaware,RIDLEY TWP WD 08 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,481,142,331,8
Delaware,RIDLEY TWP WD 08 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,405,87,314,4
Delaware,RIDLEY TWP WD 09 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,536,164,365,7
Delaware,RIDLEY TWP WD 09 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,455,120,332,3
Delaware,ROSE VALLEY BOR,U.S. Senate,,DEM,Robert P. Casey Jr.,567,208,358,1
Delaware,RUTLEDGE BOR,U.S. Senate,,DEM,Robert P. Casey Jr.,367,75,289,3
Delaware,SHARON HILL BOR PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,595,117,472,6
Delaware,SHARON HILL BOR PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,486,97,375,14
Delaware,SHARON HILL BOR PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,621,149,457,15
Delaware,SHARON HILL BOR PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,546,145,389,12
Delaware,SPRINGFIELD TWP WD 01 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,416,109,306,1
Delaware,SPRINGFIELD TWP WD 01 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,335,84,250,1
Delaware,SPRINGFIELD TWP WD 01 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,491,140,350,1
Delaware,SPRINGFIELD TWP WD 02 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,389,135,253,1
Delaware,SPRINGFIELD TWP WD 02 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,394,123,271,0
Delaware,SPRINGFIELD TWP WD 02 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,351,115,236,0
Delaware,SPRINGFIELD TWP WD 03 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,437,125,311,1
Delaware,SPRINGFIELD TWP WD 03 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,423,163,257,3
Delaware,SPRINGFIELD TWP WD 03 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,420,139,279,2
Delaware,SPRINGFIELD TWP WD 04 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,365,129,234,2
Delaware,SPRINGFIELD TWP WD 04 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,460,130,329,1
Delaware,SPRINGFIELD TWP WD 04 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,369,96,270,3
Delaware,SPRINGFIELD TWP WD 05 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,314,132,182,0
Delaware,SPRINGFIELD TWP WD 05 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,479,161,318,0
Delaware,SPRINGFIELD TWP WD 05 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,296,104,191,1
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,285,72,212,1
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,243,76,165,2
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,321,101,216,4
Delaware,SPRINGFIELD TWP WD 06 PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,324,94,229,1
Delaware,SPRINGFIELD TWP WD 07 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,293,102,190,1
Delaware,SPRINGFIELD TWP WD 07 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,549,216,329,4
Delaware,SPRINGFIELD TWP WD 07 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,429,116,312,1
Delaware,SWARTHMORE BOR PRECINCT EASTERN,U.S. Senate,,DEM,Robert P. Casey Jr.,912,325,585,2
Delaware,SWARTHMORE BOR PRECINCT NORTHERN,U.S. Senate,,DEM,Robert P. Casey Jr.,1570,494,1058,18
Delaware,SWARTHMORE BOR PRECINCT WESTERN,U.S. Senate,,DEM,Robert P. Casey Jr.,1289,475,809,5
Delaware,THORNBURY TWP PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,531,203,327,1
Delaware,THORNBURY TWP PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,333,108,225,0
Delaware,THORNBURY TWP PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,518,207,305,6
Delaware,THORNBURY TWP PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,350,133,214,3
Delaware,THORNBURY TWP PRECINCT 05,U.S. Senate,,DEM,Robert P. Casey Jr.,255,80,172,3
Delaware,TINICUM TWP WD 01,U.S. Senate,,DEM,Robert P. Casey Jr.,180,43,137,0
Delaware,TINICUM TWP WD 02,U.S. Senate,,DEM,Robert P. Casey Jr.,134,35,98,1
Delaware,TINICUM TWP WD 03,U.S. Senate,,DEM,Robert P. Casey Jr.,113,31,78,4
Delaware,TINICUM TWP WD 04,U.S. Senate,,DEM,Robert P. Casey Jr.,165,31,132,2
Delaware,TINICUM TWP WD 05,U.S. Senate,,DEM,Robert P. Casey Jr.,195,50,144,1
Delaware,TRAINER BOR PRECINCT LENNOX PARK,U.S. Senate,,DEM,Robert P. Casey Jr.,229,51,177,1
Delaware,TRAINER BOR PRECINCT LOWER,U.S. Senate,,DEM,Robert P. Casey Jr.,183,34,147,2
Delaware,TRAINER BOR PRECINCT UPPER,U.S. Senate,,DEM,Robert P. Casey Jr.,76,11,62,3
Delaware,UPLAND BOR PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,264,38,222,4
Delaware,UPLAND BOR PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,215,36,171,8
Delaware,UPLAND BOR PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,359,84,267,8
Delaware,YEADON BOR PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,918,311,599,8
Delaware,YEADON BOR PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,384,121,250,13
Delaware,YEADON BOR PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,806,317,477,12
Delaware,YEADON BOR PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,687,217,469,1
Delaware,YEADON BOR PRECINCT 05,U.S. Senate,,DEM,Robert P. Casey Jr.,575,135,422,18
Delaware,YEADON BOR PRECINCT 06,U.S. Senate,,DEM,Robert P. Casey Jr.,591,137,443,11
Delaware,YEADON BOR PRECINCT 07,U.S. Senate,,DEM,Robert P. Casey Jr.,667,178,482,7
Delaware,YEADON BOR PRECINCT 08,U.S. Senate,,DEM,Robert P. Casey Jr.,505,158,341,6
Delaware,YEADON BOR PRECINCT 09,U.S. Senate,,DEM,Robert P. Casey Jr.,489,122,363,4
Delaware,CHESTER CITY WD 01 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,640,156,479,5
Delaware,CHESTER CITY WD 01 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,413,111,301,1
Delaware,CHESTER CITY WD 01 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,248,61,183,4
Delaware,CHESTER CITY WD 01 PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,620,135,453,32
Delaware,CHESTER CITY WD 01 PRECINCT 05,U.S. Senate,,DEM,Robert P. Casey Jr.,359,72,283,4
Delaware,CHESTER CITY WD 01 PRECINCT 06,U.S. Senate,,DEM,Robert P. Casey Jr.,328,72,253,3
Delaware,CHESTER CITY WD 01 PRECINCT 07,U.S. Senate,,DEM,Robert P. Casey Jr.,321,84,236,1
Delaware,CHESTER CITY WD 01 PRECINCT 08,U.S. Senate,,DEM,Robert P. Casey Jr.,381,85,296,0
Delaware,CHESTER CITY WD 02 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,220,57,142,21
Delaware,CHESTER CITY WD 02 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,279,35,242,2
Delaware,CHESTER CITY WD 02 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,195,47,143,5
Delaware,CHESTER CITY WD 02 PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,157,28,128,1
Delaware,CHESTER CITY WD 03,U.S. Senate,,DEM,Robert P. Casey Jr.,162,30,123,9
Delaware,CHESTER CITY WD 04,U.S. Senate,,DEM,Robert P. Casey Jr.,327,60,261,6
Delaware,CHESTER CITY WD 05 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,161,23,136,2
Delaware,CHESTER CITY WD 05 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,117,21,94,2
Delaware,CHESTER CITY WD 06 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,135,25,109,1
Delaware,CHESTER CITY WD 06 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,187,35,145,7
Delaware,CHESTER CITY WD 07 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,221,55,159,7
Delaware,CHESTER CITY WD 07 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,232,57,173,2
Delaware,CHESTER CITY WD 07 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,326,87,235,4
Delaware,CHESTER CITY WD 07 PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,284,74,210,0
Delaware,CHESTER CITY WD 08 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,320,60,255,5
Delaware,CHESTER CITY WD 08 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,352,58,281,13
Delaware,CHESTER CITY WD 09 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,333,67,263,3
Delaware,CHESTER CITY WD 09 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,192,41,151,0
Delaware,CHESTER CITY WD 09 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,264,35,216,13
Delaware,CHESTER CITY WD 10 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,340,64,276,0
Delaware,CHESTER CITY WD 10 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,257,39,211,7
Delaware,CHESTER CITY WD 10 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,107,21,84,2
Delaware,CHESTER CITY WD 11 PRECINCT 01,U.S. Senate,,DEM,Robert P. Casey Jr.,240,38,200,2
Delaware,CHESTER CITY WD 11 PRECINCT 02,U.S. Senate,,DEM,Robert P. Casey Jr.,482,74,403,5
Delaware,CHESTER CITY WD 11 PRECINCT 03,U.S. Senate,,DEM,Robert P. Casey Jr.,178,35,142,1
Delaware,CHESTER CITY WD 11 PRECINCT 04,U.S. Senate,,DEM,Robert P. Casey Jr.,341,92,244,5
Delaware,CHESTER CITY WD 11 PRECINCT 05,U.S. Senate,,DEM,Robert P. Casey Jr.,297,55,234,8
Delaware,CHESTER CITY WD 11 PRECINCT 06,U.S. Senate,,DEM,Robert P. Casey Jr.,307,33,272,2
Delaware,ALDAN BOR PRECINCT EASTERN,U.S. Senate,,REP,Dave McCormick,361,67,290,4
Delaware,ALDAN BOR PRECINCT WESTERN,U.S. Senate,,REP,Dave McCormick,358,67,291,0
Delaware,ASTON TWP WD 01,U.S. Senate,,REP,Dave McCormick,650,116,527,7
Delaware,ASTON TWP WD 02,U.S. Senate,,REP,Dave McCormick,1022,237,772,13
Delaware,ASTON TWP WD 03,U.S. Senate,,REP,Dave McCormick,826,127,698,1
Delaware,ASTON TWP WD 04,U.S. Senate,,REP,Dave McCormick,749,113,632,4
Delaware,ASTON TWP WD 05,U.S. Senate,,REP,Dave McCormick,698,133,556,9
Delaware,ASTON TWP WD 06,U.S. Senate,,REP,Dave McCormick,872,195,665,12
Delaware,ASTON TWP WD 07,U.S. Senate,,REP,Dave McCormick,768,147,616,5
Delaware,BETHEL TWP PRECINCT 01,U.S. Senate,,REP,Dave McCormick,587,115,471,1
Delaware,BETHEL TWP PRECINCT 02,U.S. Senate,,REP,Dave McCormick,578,91,486,1
Delaware,BETHEL TWP PRECINCT 03,U.S. Senate,,REP,Dave McCormick,608,101,505,2
Delaware,BETHEL TWP PRECINCT 04,U.S. Senate,,REP,Dave McCormick,471,135,336,0
Delaware,BETHEL TWP PRECINCT 05,U.S. Senate,,REP,Dave McCormick,528,118,406,4
Delaware,BETHEL TWP PRECINCT 06,U.S. Senate,,REP,Dave McCormick,377,66,308,3
Delaware,CHADDS FORD TWP PRECINCT NORTHEAST,U.S. Senate,,REP,Dave McCormick,626,168,455,3
Delaware,CHADDS FORD TWP PRECINCT SOUTHWEST,U.S. Senate,,REP,Dave McCormick,576,161,411,4
Delaware,BROOKHAVEN BOR PRECINCT 01,U.S. Senate,,REP,Dave McCormick,615,116,498,1
Delaware,BROOKHAVEN BOR PRECINCT 02,U.S. Senate,,REP,Dave McCormick,367,46,318,3
Delaware,BROOKHAVEN BOR PRECINCT 03,U.S. Senate,,REP,Dave McCormick,397,53,342,2
Delaware,BROOKHAVEN BOR PRECINCT 04,U.S. Senate,,REP,Dave McCormick,488,72,414,2
Delaware,BROOKHAVEN BOR PRECINCT 05,U.S. Senate,,REP,Dave McCormick,319,39,276,4
Delaware,BROOKHAVEN BOR PRECINCT 06,U.S. Senate,,REP,Dave McCormick,371,60,306,5
Delaware,CHESTER HEIGHTS BOR,U.S. Senate,,REP,Dave McCormick,883,212,657,14
Delaware,CHESTER TWP PRECINCT 01,U.S. Senate,,REP,Dave McCormick,25,0,23,2
Delaware,CHESTER TWP PRECINCT 02,U.S. Senate,,REP,Dave McCormick,56,7,47,2
Delaware,CHESTER TWP PRECINCT 03,U.S. Senate,,REP,Dave McCormick,55,11,44,0
Delaware,CHESTER TWP PRECINCT 04,U.S. Senate,,REP,Dave McCormick,50,11,39,0
Delaware,CHESTER TWP PRECINCT 05,U.S. Senate,,REP,Dave McCormick,40,9,30,1
Delaware,LOWER CHICHESTER TWP PRECINCT 01,U.S. Senate,,REP,Dave McCormick,408,24,376,8
Delaware,LOWER CHICHESTER TWP PRECINCT 02,U.S. Senate,,REP,Dave McCormick,252,30,221,1
Delaware,UPPER CHICHESTER TWP WD 01 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,325,37,282,6
Delaware,UPPER CHICHESTER TWP WD 01 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,477,46,429,2
Delaware,UPPER CHICHESTER TWP WD 02 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,346,56,289,1
Delaware,UPPER CHICHESTER TWP WD 02 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,287,24,255,8
Delaware,UPPER CHICHESTER TWP WD 03 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,429,61,368,0
Delaware,UPPER CHICHESTER TWP WD 03 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,502,114,383,5
Delaware,UPPER CHICHESTER TWP WD 04 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,958,229,718,11
Delaware,UPPER CHICHESTER TWP WD 04 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,615,128,484,3
Delaware,UPPER CHICHESTER TWP WD 05 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,493,70,422,1
Delaware,UPPER CHICHESTER TWP WD 05 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,273,34,236,3
Delaware,CLIFTON HEIGHTS BOR WD 01,U.S. Senate,,REP,Dave McCormick,165,24,138,3
Delaware,CLIFTON HEIGHTS BOR WD 02,U.S. Senate,,REP,Dave McCormick,304,32,269,3
Delaware,CLIFTON HEIGHTS BOR WD 03 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,127,27,97,3
Delaware,CLIFTON HEIGHTS BOR WD 03 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,128,17,111,0
Delaware,CLIFTON HEIGHTS BOR WD 04,U.S. Senate,,REP,Dave McCormick,445,74,368,3
Delaware,COLLINGDALE BOR PRECINCT 01,U.S. Senate,,REP,Dave McCormick,93,20,73,0
Delaware,COLLINGDALE BOR PRECINCT 02,U.S. Senate,,REP,Dave McCormick,85,18,63,4
Delaware,COLLINGDALE BOR PRECINCT 03,U.S. Senate,,REP,Dave McCormick,126,23,99,4
Delaware,COLLINGDALE BOR PRECINCT 04,U.S. Senate,,REP,Dave McCormick,131,11,117,3
Delaware,COLLINGDALE BOR PRECINCT 05,U.S. Senate,,REP,Dave McCormick,137,31,104,2
Delaware,COLLINGDALE BOR PRECINCT 06,U.S. Senate,,REP,Dave McCormick,233,36,194,3
Delaware,COLLINGDALE BOR PRECINCT 07,U.S. Senate,,REP,Dave McCormick,132,24,108,0
Delaware,COLWYN BOR PRECINCT 01,U.S. Senate,,REP,Dave McCormick,58,8,48,2
Delaware,COLWYN BOR PRECINCT 02,U.S. Senate,,REP,Dave McCormick,57,12,44,1
Delaware,CONCORD TWP PRECINCT 01,U.S. Senate,,REP,Dave McCormick,513,117,391,5
Delaware,CONCORD TWP PRECINCT 02,U.S. Senate,,REP,Dave McCormick,665,140,517,8
Delaware,CONCORD TWP PRECINCT 03,U.S. Senate,,REP,Dave McCormick,347,78,263,6
Delaware,CONCORD TWP PRECINCT 04,U.S. Senate,,REP,Dave McCormick,307,102,197,8
Delaware,CONCORD TWP PRECINCT 05,U.S. Senate,,REP,Dave McCormick,217,63,147,7
Delaware,CONCORD TWP PRECINCT 06,U.S. Senate,,REP,Dave McCormick,806,218,580,8
Delaware,CONCORD TWP PRECINCT 07,U.S. Senate,,REP,Dave McCormick,503,119,378,6
Delaware,CONCORD TWP PRECINCT 08,U.S. Senate,,REP,Dave McCormick,469,73,395,1
Delaware,CONCORD TWP PRECINCT 09,U.S. Senate,,REP,Dave McCormick,656,163,489,4
Delaware,CONCORD TWP PRECINCT 10,U.S. Senate,,REP,Dave McCormick,393,83,310,0
Delaware,CONCORD TWP PRECINCT 11,U.S. Senate,,REP,Dave McCormick,669,158,508,3
Delaware,DARBY BOR WD 01 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,88,43,43,2
Delaware,DARBY BOR WD 01 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,65,7,58,0
Delaware,DARBY BOR WD 02 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,71,19,50,2
Delaware,DARBY BOR WD 02 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,40,4,36,0
Delaware,DARBY BOR WD 03 PRECINCT 01,U.S. Senate,,REP,Dave McCormick,58,8,50,0
Delaware,DARBY BOR WD 03 PRECINCT 02,U.S. Senate,,REP,Dave McCormick,35,8,27,0
Delaware,DARBY TWP WD 01,U.S. Senate,,REP,Dave McCormick,44,11,30,3
Delaware,DARBY TWP WD 02,U.S. Senate,,REP,Dave McCormick,29,7,21,1
