county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in_/_absentee
Luzerne,Pittston City Ward 01,Attorney General,,REP,DAVE SUNDAY,487,7,386,94
Luzerne,Pittston City Ward 02,Attorney General,,REP,DAVE SUNDAY,394,5,315,74
Luzerne,Pittston City Ward 03,Attorney General,,REP,DAVE SUNDAY,422,5,343,74
Luzerne,Pittston City Ward 04,Attorney General,,REP,DAVE SUNDAY,301,2,240,59
Luzerne,Pittston Township 01,Attorney General,,REP,DAVE SUNDAY,655,8,498,149
Luzerne,Pittston Township 02,Attorney General,,REP,DAVE SUNDAY,498,6,405,87
Luzerne,Plains Township Ward 01,Attorney General,,REP,DAVE SUNDAY,480,5,406,69
Luzerne,Plains Township Ward 02,Attorney General,,REP,DAVE SUNDAY,467,4,371,92
Luzerne,Plains Township Ward 03,Attorney General,,REP,DAVE SUNDAY,637,8,481,148
Luzerne,Plains Township Ward 04,Attorney General,,REP,DAVE SUNDAY,479,3,378,98
Luzerne,Plains Township Ward 05,Attorney General,,REP,DAVE SUNDAY,506,5,392,109
Luzerne,Plymouth Boro Ward 01,Attorney General,,REP,DAVE SUNDAY,367,12,289,66
Luzerne,Plymouth Boro Ward 02,Attorney General,,REP,DAVE SUNDAY,406,5,335,66
Luzerne,Plymouth Boro Ward 03,Attorney General,,REP,DAVE SUNDAY,315,7,275,33
Luzerne,Plymouth Township,Attorney General,,REP,DAVE SUNDAY,554,12,439,103
Luzerne,Pringle Boro,Attorney General,,REP,DAVE SUNDAY,283,8,241,34
Luzerne,Rice Township Dist 01,Attorney General,,REP,DAVE SUNDAY,781,14,600,167
Luzerne,Rice Township Dist 02,Attorney General,,REP,DAVE SUNDAY,594,11,423,160
Luzerne,Ross Township,Attorney General,,REP,DAVE SUNDAY,1240,0,1077,163
Luzerne,Salem Township Dist 01,Attorney General,,REP,DAVE SUNDAY,671,3,548,120
Luzerne,Salem Township Dist 02,Attorney General,,REP,DAVE SUNDAY,781,6,669,106
Luzerne,Shickshinny Boro,Attorney General,,REP,DAVE SUNDAY,211,2,167,42
Luzerne,Slocum Township,Attorney General,,REP,DAVE SUNDAY,476,1,412,63
Luzerne,Sugar Notch Boro,Attorney General,,REP,DAVE SUNDAY,252,1,209,42
Luzerne,Sugarloaf Township Dist 01,Attorney General,,REP,DAVE SUNDAY,678,5,542,131
Luzerne,Sugarloaf Township Dist 02,Attorney General,,REP,DAVE SUNDAY,469,2,377,90
Luzerne,Sugarloaf Township Dist 03,Attorney General,,REP,DAVE SUNDAY,595,6,474,115
Luzerne,Swoyersville Boro Ward 01,Attorney General,,REP,DAVE SUNDAY,675,3,559,113
Luzerne,Swoyersville Boro Ward 02,Attorney General,,REP,DAVE SUNDAY,605,7,463,135
Luzerne,Swoyersville Boro Ward 03,Attorney General,,REP,DAVE SUNDAY,250,2,223,25
Luzerne,Union Township,Attorney General,,REP,DAVE SUNDAY,846,1,729,116
Luzerne,Warrior Run Boro,Attorney General,,REP,DAVE SUNDAY,194,2,182,10
Luzerne,West Hazleton Boro Ward 01,Attorney General,,REP,DAVE SUNDAY,306,5,247,54
Luzerne,West Hazleton Boro Ward 02,Attorney General,,REP,DAVE SUNDAY,423,13,339,71
Luzerne,West Pittston Boro Ward 01,Attorney General,,REP,DAVE SUNDAY,329,2,280,47
Luzerne,West Pittston Boro Ward 02,Attorney General,,REP,DAVE SUNDAY,519,2,420,97
Luzerne,West Pittston Boro Ward 03,Attorney General,,REP,DAVE SUNDAY,471,2,387,82
Luzerne,West Wyoming Boro Ward 01,Attorney General,,REP,DAVE SUNDAY,515,2,428,85
Luzerne,West Wyoming Boro Ward 02,Attorney General,,REP,DAVE SUNDAY,358,6,285,67
Luzerne,White Haven Boro,Attorney General,,REP,DAVE SUNDAY,361,4,303,54
Luzerne,Wilkes-Barre City Ward 01,Attorney General,,REP,DAVE SUNDAY,402,5,320,77
Luzerne,Wilkes-Barre City Ward 02,Attorney General,,REP,DAVE SUNDAY,471,7,374,90
Luzerne,Wilkes-Barre City Ward 03,Attorney General,,REP,DAVE SUNDAY,268,4,206,58
Luzerne,Wilkes-Barre City Ward 04,Attorney General,,REP,DAVE SUNDAY,323,9,256,58
Luzerne,Wilkes-Barre City Ward 05,Attorney General,,REP,DAVE SUNDAY,313,1,234,78
Luzerne,Wilkes-Barre City Ward 06,Attorney General,,REP,DAVE SUNDAY,322,8,254,60
Luzerne,Wilkes-Barre City Ward 07,Attorney General,,REP,DAVE SUNDAY,203,7,153,43
Luzerne,Wilkes-Barre City Ward 08,Attorney General,,REP,DAVE SUNDAY,222,1,158,63
Luzerne,Wilkes-Barre City Ward 09,Attorney General,,REP,DAVE SUNDAY,176,5,135,36
Luzerne,Wilkes-Barre City Ward 10,Attorney General,,REP,DAVE SUNDAY,212,5,152,55
Luzerne,Wilkes-Barre City Ward 11,Attorney General,,REP,DAVE SUNDAY,326,7,248,71
Luzerne,Wilkes-Barre City Ward 12,Attorney General,,REP,DAVE SUNDAY,249,5,191,53
Luzerne,Wilkes-Barre City Ward 13,Attorney General,,REP,DAVE SUNDAY,253,7,197,49
Luzerne,Wilkes-Barre City Ward 14,Attorney General,,REP,DAVE SUNDAY,209,2,176,31
Luzerne,Wilkes-Barre City Ward 15,Attorney General,,REP,DAVE SUNDAY,314,4,264,46
Luzerne,Wilkes-Barre City Ward 16,Attorney General,,REP,DAVE SUNDAY,354,4,272,78
Luzerne,Wilkes-Barre City Ward 17,Attorney General,,REP,DAVE SUNDAY,193,5,148,40
Luzerne,Wilkes-Barre City Ward 18,Attorney General,,REP,DAVE SUNDAY,200,3,158,39
Luzerne,Wilkes-Barre City Ward 19,Attorney General,,REP,DAVE SUNDAY,237,0,188,49
Luzerne,Wilkes-Barre City Ward 20,Attorney General,,REP,DAVE SUNDAY,379,11,295,73
Luzerne,Wilkes-Barre Township Ward 01,Attorney General,,REP,DAVE SUNDAY,459,4,387,68
Luzerne,Wilkes-Barre Township Ward 02,Attorney General,,REP,DAVE SUNDAY,367,9,274,84
Luzerne,Wright Township Dist 01,Attorney General,,REP,DAVE SUNDAY,513,4,391,118
Luzerne,Wright Township Dist 02,Attorney General,,REP,DAVE SUNDAY,691,6,516,169
Luzerne,Wright Township Dist 03,Attorney General,,REP,DAVE SUNDAY,470,2,372,96
Luzerne,Wright Township Dist 04,Attorney General,,REP,DAVE SUNDAY,432,3,341,88
Luzerne,Wyoming Boro Ward 01,Attorney General,,REP,DAVE SUNDAY,310,1,260,49
Luzerne,Wyoming Boro Ward 02,Attorney General,,REP,DAVE SUNDAY,184,0,145,39
Luzerne,Wyoming Boro Ward 03,Attorney General,,REP,DAVE SUNDAY,416,3,322,91
Luzerne,Yatesville Boro,Attorney General,,REP,DAVE SUNDAY,164,1,134,29
Luzerne,Ashley Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,10,0,9,1
Luzerne,Ashley Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,3,0,2,1
Luzerne,Avoca Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,6,0,6,0
Luzerne,Avoca Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,8,0,8,0
Luzerne,Avoca Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,8,2,5,1
Luzerne,Bear Creek Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,14,1,11,2
Luzerne,Bear Creek Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,8,0,6,2
Luzerne,Bear Creek Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,6,0,3,3
Luzerne,Bear Creek Village Boro,Attorney General,,LIB,ROBERT COWBURN,4,0,2,2
Luzerne,Black Creek Township,Attorney General,,LIB,ROBERT COWBURN,13,0,11,2
Luzerne,Buck Township,Attorney General,,LIB,ROBERT COWBURN,3,0,3,0
Luzerne,Butler Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,16,2,12,2
Luzerne,Butler Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,18,0,14,4
Luzerne,Butler Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,16,0,13,3
Luzerne,Butler Township Dist 04,Attorney General,,LIB,ROBERT COWBURN,18,0,14,4
Luzerne,Butler Township Dist 05,Attorney General,,LIB,ROBERT COWBURN,14,0,10,4
Luzerne,Conyngham Boro,Attorney General,,LIB,ROBERT COWBURN,9,0,8,1
Luzerne,Conyngham Township,Attorney General,,LIB,ROBERT COWBURN,10,0,10,0
Luzerne,Courtdale Boro,Attorney General,,LIB,ROBERT COWBURN,6,0,5,1
Luzerne,Dallas Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,7,0,7,0
Luzerne,Dallas Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,19,0,16,3
Luzerne,Dallas Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,12,0,11,1
Luzerne,Dallas Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,10,0,7,3
Luzerne,Dallas Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,9,0,7,2
Luzerne,Dallas Township Dist 04,Attorney General,,LIB,ROBERT COWBURN,10,0,9,1
Luzerne,Dallas Township Dist 05,Attorney General,,LIB,ROBERT COWBURN,6,0,5,1
Luzerne,Dennison Township,Attorney General,,LIB,ROBERT COWBURN,9,0,8,1
Luzerne,Dorrance Township,Attorney General,,LIB,ROBERT COWBURN,9,0,7,2
Luzerne,Dupont Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,9,0,6,3
Luzerne,Dupont Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,5,0,3,2
Luzerne,Duryea Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,9,0,8,1
Luzerne,Duryea Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,14,0,11,3
Luzerne,Duryea Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,7,0,5,2
Luzerne,Edwardsville Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,12,1,9,2
Luzerne,Edwardsville Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,13,0,8,5
Luzerne,Exeter Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,5,0,4,1
Luzerne,Exeter Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,11,0,9,2
Luzerne,Exeter Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,18,0,13,5
Luzerne,Exeter Township,Attorney General,,LIB,ROBERT COWBURN,13,0,11,2
Luzerne,Fairmount Township,Attorney General,,LIB,ROBERT COWBURN,7,0,5,2
Luzerne,Fairview Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,20,0,19,1
Luzerne,Fairview Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,5,0,5,0
Luzerne,Forty Fort Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,18,0,15,3
Luzerne,Forty Fort Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,11,0,9,2
Luzerne,Forty Fort Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,9,1,6,2
Luzerne,Foster Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,10,0,10,0
Luzerne,Foster Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Franklin Township,Attorney General,,LIB,ROBERT COWBURN,12,0,11,1
Luzerne,Freeland Boro,Attorney General,,LIB,ROBERT COWBURN,21,1,16,4
Luzerne,Hanover Township Ward 01,Attorney General,,LIB,ROBERT COWBURN,13,0,13,0
Luzerne,Hanover Township Ward 02,Attorney General,,LIB,ROBERT COWBURN,9,1,6,2
Luzerne,Hanover Township Ward 03,Attorney General,,LIB,ROBERT COWBURN,14,0,9,5
Luzerne,Hanover Township Ward 04,Attorney General,,LIB,ROBERT COWBURN,9,0,9,0
Luzerne,Hanover Township Ward 05,Attorney General,,LIB,ROBERT COWBURN,9,0,4,5
Luzerne,Hanover Township Ward 06,Attorney General,,LIB,ROBERT COWBURN,8,0,8,0
Luzerne,Harveys Lake Boro,Attorney General,,LIB,ROBERT COWBURN,17,0,16,1
Luzerne,Hazle Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,12,0,10,2
Luzerne,Hazle Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,10,0,7,3
Luzerne,Hazle Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,9,0,6,3
Luzerne,Hazle Township Dist 04,Attorney General,,LIB,ROBERT COWBURN,11,0,10,1
Luzerne,Hazle Township Dist 05,Attorney General,,LIB,ROBERT COWBURN,5,0,5,0
Luzerne,Hazleton City Ward 01,Attorney General,,LIB,ROBERT COWBURN,17,3,10,4
Luzerne,Hazleton City Ward 02,Attorney General,,LIB,ROBERT COWBURN,13,1,10,2
Luzerne,Hazleton City Ward 03,Attorney General,,LIB,ROBERT COWBURN,5,0,1,4
Luzerne,Hazleton City Ward 04,Attorney General,,LIB,ROBERT COWBURN,13,1,11,1
Luzerne,Hazleton City Ward 05,Attorney General,,LIB,ROBERT COWBURN,7,0,6,1
Luzerne,Hazleton City Ward 06,Attorney General,,LIB,ROBERT COWBURN,7,0,7,0
Luzerne,Hazleton City Ward 07,Attorney General,,LIB,ROBERT COWBURN,10,1,6,3
Luzerne,Hazleton City Ward 08,Attorney General,,LIB,ROBERT COWBURN,17,1,11,5
Luzerne,Hazleton City Ward 09,Attorney General,,LIB,ROBERT COWBURN,13,1,10,2
Luzerne,Hazleton City Ward 10,Attorney General,,LIB,ROBERT COWBURN,6,0,5,1
Luzerne,Hazleton City Ward 11,Attorney General,,LIB,ROBERT COWBURN,15,2,11,2
Luzerne,Hollenback Township,Attorney General,,LIB,ROBERT COWBURN,10,0,10,0
Luzerne,Hughestown Boro,Attorney General,,LIB,ROBERT COWBURN,9,0,9,0
Luzerne,Hunlock Township,Attorney General,,LIB,ROBERT COWBURN,15,0,13,2
Luzerne,Huntington Township,Attorney General,,LIB,ROBERT COWBURN,19,0,18,1
Luzerne,Jackson Township,Attorney General,,LIB,ROBERT COWBURN,18,0,16,2
Luzerne,Jeddo Boro,Attorney General,,LIB,ROBERT COWBURN,0,0,0,0
Luzerne,Jenkins Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,8,0,8,0
Luzerne,Jenkins Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,4,0,2,2
Luzerne,Jenkins Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,13,0,10,3
Luzerne,Kingston Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,18,0,16,2
Luzerne,Kingston Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,13,0,9,4
Luzerne,Kingston Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,13,0,13,0
Luzerne,Kingston Boro Ward 04,Attorney General,,LIB,ROBERT COWBURN,6,0,3,3
Luzerne,Kingston Boro Ward 05,Attorney General,,LIB,ROBERT COWBURN,11,0,9,2
Luzerne,Kingston Boro Ward 06,Attorney General,,LIB,ROBERT COWBURN,12,2,8,2
Luzerne,Kingston Boro Ward 07,Attorney General,,LIB,ROBERT COWBURN,11,0,9,2
Luzerne,Kingston Boro Ward 08,Attorney General,,LIB,ROBERT COWBURN,9,0,4,5
Luzerne,Kingston Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,14,0,9,5
Luzerne,Kingston Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,9,0,5,4
Luzerne,Kingston Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,20,1,13,6
Luzerne,Kingston Township Dist 04,Attorney General,,LIB,ROBERT COWBURN,10,0,8,2
Luzerne,Laflin Boro,Attorney General,,LIB,ROBERT COWBURN,10,0,7,3
Luzerne,Lake Township,Attorney General,,LIB,ROBERT COWBURN,20,0,16,4
Luzerne,Larksville Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,12,0,11,1
Luzerne,Larksville Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,13,0,10,3
Luzerne,Larksville Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,8,0,6,2
Luzerne,Laurel Run Boro,Attorney General,,LIB,ROBERT COWBURN,4,0,4,0
Luzerne,Lehman Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,6,1,4,1
Luzerne,Lehman Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,13,0,11,2
Luzerne,Lehman Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,7,0,7,0
Luzerne,Luzerne Boro,Attorney General,,LIB,ROBERT COWBURN,25,0,21,4
Luzerne,Nanticoke City Ward 01,Attorney General,,LIB,ROBERT COWBURN,9,0,7,2
Luzerne,Nanticoke City Ward 02,Attorney General,,LIB,ROBERT COWBURN,14,0,14,0
Luzerne,Nanticoke City Ward 03,Attorney General,,LIB,ROBERT COWBURN,13,0,13,0
Luzerne,Nanticoke City Ward 04,Attorney General,,LIB,ROBERT COWBURN,11,0,9,2
Luzerne,Nanticoke City Ward 05,Attorney General,,LIB,ROBERT COWBURN,6,0,6,0
Luzerne,Nanticoke City Ward 06,Attorney General,,LIB,ROBERT COWBURN,11,0,10,1
Luzerne,Nescopeck Boro,Attorney General,,LIB,ROBERT COWBURN,12,0,10,2
Luzerne,Nescopeck Township,Attorney General,,LIB,ROBERT COWBURN,10,0,10,0
Luzerne,New Columbus Boro,Attorney General,,LIB,ROBERT COWBURN,4,0,4,0
Luzerne,Newport Township Ward 01,Attorney General,,LIB,ROBERT COWBURN,17,1,12,4
Luzerne,Newport Township Ward 02,Attorney General,,LIB,ROBERT COWBURN,18,0,15,3
Luzerne,Nuangola Boro,Attorney General,,LIB,ROBERT COWBURN,8,0,8,0
Luzerne,Penn Lake Park Boro,Attorney General,,LIB,ROBERT COWBURN,2,0,2,0
Luzerne,Pittston City Ward 01,Attorney General,,LIB,ROBERT COWBURN,11,0,10,1
Luzerne,Pittston City Ward 02,Attorney General,,LIB,ROBERT COWBURN,15,0,13,2
Luzerne,Pittston City Ward 03,Attorney General,,LIB,ROBERT COWBURN,14,0,12,2
Luzerne,Pittston City Ward 04,Attorney General,,LIB,ROBERT COWBURN,5,0,4,1
Luzerne,Pittston Township 01,Attorney General,,LIB,ROBERT COWBURN,5,0,3,2
Luzerne,Pittston Township 02,Attorney General,,LIB,ROBERT COWBURN,4,0,4,0
Luzerne,Plains Township Ward 01,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Plains Township Ward 02,Attorney General,,LIB,ROBERT COWBURN,8,0,8,0
Luzerne,Plains Township Ward 03,Attorney General,,LIB,ROBERT COWBURN,7,0,6,1
Luzerne,Plains Township Ward 04,Attorney General,,LIB,ROBERT COWBURN,10,0,9,1
Luzerne,Plains Township Ward 05,Attorney General,,LIB,ROBERT COWBURN,18,0,14,4
Luzerne,Plymouth Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,13,1,11,1
Luzerne,Plymouth Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,16,0,14,2
Luzerne,Plymouth Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Plymouth Township,Attorney General,,LIB,ROBERT COWBURN,9,0,9,0
Luzerne,Pringle Boro,Attorney General,,LIB,ROBERT COWBURN,9,0,8,1
Luzerne,Rice Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,9,0,9,0
Luzerne,Rice Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,17,0,14,3
Luzerne,Ross Township,Attorney General,,LIB,ROBERT COWBURN,24,1,23,0
Luzerne,Salem Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,10,1,8,1
Luzerne,Salem Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,18,0,15,3
Luzerne,Shickshinny Boro,Attorney General,,LIB,ROBERT COWBURN,6,0,4,2
Luzerne,Slocum Township,Attorney General,,LIB,ROBERT COWBURN,11,0,10,1
Luzerne,Sugar Notch Boro,Attorney General,,LIB,ROBERT COWBURN,14,0,12,2
Luzerne,Sugarloaf Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,5,0,4,1
Luzerne,Sugarloaf Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,10,0,9,1
Luzerne,Sugarloaf Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Swoyersville Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,16,0,13,3
Luzerne,Swoyersville Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,13,0,9,4
Luzerne,Swoyersville Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,11,0,10,1
Luzerne,Union Township,Attorney General,,LIB,ROBERT COWBURN,23,0,19,4
Luzerne,Warrior Run Boro,Attorney General,,LIB,ROBERT COWBURN,3,0,3,0
Luzerne,West Hazleton Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,10,0,10,0
Luzerne,West Hazleton Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,9,0,8,1
Luzerne,West Pittston Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,6,0,5,1
Luzerne,West Pittston Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,15,1,13,1
Luzerne,West Pittston Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,17,0,15,2
Luzerne,West Wyoming Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,10,0,8,2
Luzerne,West Wyoming Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,8,1,7,0
Luzerne,White Haven Boro,Attorney General,,LIB,ROBERT COWBURN,15,0,12,3
Luzerne,Wilkes-Barre City Ward 01,Attorney General,,LIB,ROBERT COWBURN,7,0,4,3
Luzerne,Wilkes-Barre City Ward 02,Attorney General,,LIB,ROBERT COWBURN,19,0,14,5
Luzerne,Wilkes-Barre City Ward 03,Attorney General,,LIB,ROBERT COWBURN,10,1,8,1
Luzerne,Wilkes-Barre City Ward 04,Attorney General,,LIB,ROBERT COWBURN,11,0,9,2
Luzerne,Wilkes-Barre City Ward 05,Attorney General,,LIB,ROBERT COWBURN,12,0,9,3
Luzerne,Wilkes-Barre City Ward 06,Attorney General,,LIB,ROBERT COWBURN,11,0,9,2
Luzerne,Wilkes-Barre City Ward 07,Attorney General,,LIB,ROBERT COWBURN,6,0,5,1
Luzerne,Wilkes-Barre City Ward 08,Attorney General,,LIB,ROBERT COWBURN,13,0,12,1
Luzerne,Wilkes-Barre City Ward 09,Attorney General,,LIB,ROBERT COWBURN,11,2,8,1
Luzerne,Wilkes-Barre City Ward 10,Attorney General,,LIB,ROBERT COWBURN,10,0,9,1
Luzerne,Wilkes-Barre City Ward 11,Attorney General,,LIB,ROBERT COWBURN,13,1,8,4
Luzerne,Wilkes-Barre City Ward 12,Attorney General,,LIB,ROBERT COWBURN,17,0,10,7
Luzerne,Wilkes-Barre City Ward 13,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Wilkes-Barre City Ward 14,Attorney General,,LIB,ROBERT COWBURN,15,0,13,2
Luzerne,Wilkes-Barre City Ward 15,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Wilkes-Barre City Ward 16,Attorney General,,LIB,ROBERT COWBURN,10,0,8,2
Luzerne,Wilkes-Barre City Ward 17,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Wilkes-Barre City Ward 18,Attorney General,,LIB,ROBERT COWBURN,8,0,7,1
Luzerne,Wilkes-Barre City Ward 19,Attorney General,,LIB,ROBERT COWBURN,11,1,8,2
Luzerne,Wilkes-Barre City Ward 20,Attorney General,,LIB,ROBERT COWBURN,13,0,11,2
Luzerne,Wilkes-Barre Township Ward 01,Attorney General,,LIB,ROBERT COWBURN,13,0,10,3
Luzerne,Wilkes-Barre Township Ward 02,Attorney General,,LIB,ROBERT COWBURN,9,0,8,1
Luzerne,Wright Township Dist 01,Attorney General,,LIB,ROBERT COWBURN,8,0,8,0
Luzerne,Wright Township Dist 02,Attorney General,,LIB,ROBERT COWBURN,16,0,13,3
Luzerne,Wright Township Dist 03,Attorney General,,LIB,ROBERT COWBURN,6,1,4,1
Luzerne,Wright Township Dist 04,Attorney General,,LIB,ROBERT COWBURN,11,0,11,0
Luzerne,Wyoming Boro Ward 01,Attorney General,,LIB,ROBERT COWBURN,14,0,10,4
Luzerne,Wyoming Boro Ward 02,Attorney General,,LIB,ROBERT COWBURN,6,0,5,1
Luzerne,Wyoming Boro Ward 03,Attorney General,,LIB,ROBERT COWBURN,6,1,4,1
Luzerne,Yatesville Boro,Attorney General,,LIB,ROBERT COWBURN,5,0,2,3
Luzerne,Ashley Boro Ward 01,Attorney General,,GRN,RICHARD L WEISS,5,0,4,1
Luzerne,Ashley Boro Ward 02,Attorney General,,GRN,RICHARD L WEISS,3,0,2,1
Luzerne,Avoca Boro Ward 01,Attorney General,,GRN,RICHARD L WEISS,1,0,1,0
Luzerne,Avoca Boro Ward 02,Attorney General,,GRN,RICHARD L WEISS,1,0,1,0
Luzerne,Avoca Boro Ward 03,Attorney General,,GRN,RICHARD L WEISS,6,0,6,0
Luzerne,Bear Creek Township Dist 01,Attorney General,,GRN,RICHARD L WEISS,8,0,8,0
Luzerne,Bear Creek Township Dist 02,Attorney General,,GRN,RICHARD L WEISS,9,0,8,1
Luzerne,Bear Creek Township Dist 03,Attorney General,,GRN,RICHARD L WEISS,1,0,1,0
Luzerne,Bear Creek Village Boro,Attorney General,,GRN,RICHARD L WEISS,2,0,2,0
Luzerne,Black Creek Township,Attorney General,,GRN,RICHARD L WEISS,6,0,4,2
Luzerne,Buck Township,Attorney General,,GRN,RICHARD L WEISS,3,0,2,1
Luzerne,Butler Township Dist 01,Attorney General,,GRN,RICHARD L WEISS,11,0,9,2
Luzerne,Butler Township Dist 02,Attorney General,,GRN,RICHARD L WEISS,5,0,3,2
Luzerne,Butler Township Dist 03,Attorney General,,GRN,RICHARD L WEISS,3,0,2,1
Luzerne,Butler Township Dist 04,Attorney General,,GRN,RICHARD L WEISS,10,0,5,5
Luzerne,Butler Township Dist 05,Attorney General,,GRN,RICHARD L WEISS,3,0,2,1
Luzerne,Conyngham Boro,Attorney General,,GRN,RICHARD L WEISS,9,0,8,1
Luzerne,Conyngham Township,Attorney General,,GRN,RICHARD L WEISS,7,0,6,1
Luzerne,Courtdale Boro,Attorney General,,GRN,RICHARD L WEISS,6,1,5,0
Luzerne,Dallas Boro Ward 01,Attorney General,,GRN,RICHARD L WEISS,4,0,2,2
Luzerne,Dallas Boro Ward 02,Attorney General,,GRN,RICHARD L WEISS,13,0,10,3
Luzerne,Dallas Township Dist 01,Attorney General,,GRN,RICHARD L WEISS,8,0,6,2
Luzerne,Dallas Township Dist 02,Attorney General,,GRN,RICHARD L WEISS,8,0,6,2
Luzerne,Dallas Township Dist 03,Attorney General,,GRN,RICHARD L WEISS,10,0,8,2
Luzerne,Dallas Township Dist 04,Attorney General,,GRN,RICHARD L WEISS,5,0,2,3
Luzerne,Dallas Township Dist 05,Attorney General,,GRN,RICHARD L WEISS,11,0,9,2
Luzerne,Dennison Township,Attorney General,,GRN,RICHARD L WEISS,4,0,4,0
Luzerne,Dorrance Township,Attorney General,,GRN,RICHARD L WEISS,8,0,8,0
Luzerne,Dupont Boro Ward 01,Attorney General,,GRN,RICHARD L WEISS,10,0,10,0
Luzerne,Dupont Boro Ward 02,Attorney General,,GRN,RICHARD L WEISS,5,0,1,4
Luzerne,Duryea Boro Ward 01,Attorney General,,GRN,RICHARD L WEISS,8,0,6,2
Luzerne,Duryea Boro Ward 02,Attorney General,,GRN,RICHARD L WEISS,9,0,8,1
Luzerne,Duryea Boro Ward 03,Attorney General,,GRN,RICHARD L WEISS,2,0,2,0
Luzerne,Edwardsville Boro Ward 01,Attorney General,,GRN,RICHARD L WEISS,11,0,9,2
