county,precinct,office,district,party,candidate,election_day,absentee,provisional,emergency,votes
Dauphin,Derry Township--3rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--4th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--5th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--6th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--7th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--8th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--9th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--10th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--11th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--12th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--13th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Derry Township--14th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,2,0,0,0,2
Dauphin,Derry Township--15th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,East Hanover Township--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,East Hanover Township--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Halifax Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Halifax Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Jackson Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Jefferson Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Londonderry Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Londonderry Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Londonderry Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--3rd precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--4th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--5th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--6th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--7th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--8th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--9th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--10th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--11th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--12th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--13th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--14th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--15th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--16th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--17th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--18th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--19th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--20th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--21st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--22nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--23rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--24th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--25th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Paxton Twp--26th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lower Paxton Twp--27th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Swatara Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Swatara Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Swatara Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Lower Swatara Twp--4th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Lykens Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Middle Paxton Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Middle Paxton Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Middle Paxton Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Mifflin Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Reed Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Rush Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,South Hanover Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,South Hanover Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,South Hanover Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Susquehanna Twp--1st Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Susquehanna Twp--2nd Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Susquehanna Twp--3rd Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Susquehanna Twp--4th Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Susquehanna Twp--5th Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Susquehanna Twp--6th Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Susquehanna Twp--7th Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Susquehanna Twp--8th Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Susquehanna Twp--9th Ward,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Swatara Township--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Swatara Township--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Swatara Township--3rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,2,0,0,0,2
Dauphin,Swatara Township--4th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Swatara Township--5th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Swatara Township--6th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Swatara Township--7th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Swatara Township--8th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,Swatara Township--9th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Swatara Township--10th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Upper Paxton Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Upper Paxton Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Washington Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Wayne Township,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,West Hanover Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,West Hanover Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,West Hanover Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,West Hanover Twp--4th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,West Hanover Twp--5th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,1,0,0,0,1
Dauphin,West Hanover Twp--6th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,West Hanover Twp--7th Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Wiconisco Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Wiconisco Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,Williams Twp,GOVERNOR/LT GOVERNOR,,,Write In  ,0,0,0,0,0
Dauphin,"City--1st Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--1st Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--1st Ward, 3rd Precinct",NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,"City--2nd Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--2nd Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--3rd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--4th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--5th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--6th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--7th Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--7th Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--8th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--9th Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--9th Ward, 2nd Precinct",NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,"City--9th Ward, 3rd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--9th Ward, 4th Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--9th Ward, 5th Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--10th Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--10th Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--10th Ward, 3rd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--10th Ward, 4th Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--11th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--12th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--13th Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--13th Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--13th Ward, 3rd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--14th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,City--15th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Berrysburg Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Dauphin Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Elizabethville Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Gratz Borough,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Halifax Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Highspire Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Hummelstown--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Hummelstown--2nd Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Lykens Borough--1st Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lykens Borough--2nd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"Middletown--1st Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"Middletown--1st Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"Middletown--2nd Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"Middletown--2nd Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"Middletown--3rd Ward, 1st Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"Middletown--3rd Ward, 2nd Precinct",NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Millersburg Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Paxtang Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Penbrook Borough--1st Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Penbrook Borough--2nd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Penbrook Borough--3rd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Penbrook Borough--4th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Royalton Borough--1st Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Royalton Borough--2nd Ward,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Steelton--1st Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Steelton--2nd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Steelton--3rd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Steelton--4th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Pillow Borough,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Williamstown--1st Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Williamstown--2nd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Conewago Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Conewago Twp--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--3rd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--4th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--5th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--6th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--7th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--8th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--9th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--10th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--11th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--12th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Derry Township--13th Precinct,NO VOTE,,,Under Votes,2,0,0,0,2
Dauphin,Derry Township--14th Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Derry Township--15th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,East Hanover Township--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,East Hanover Township--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Halifax Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Halifax Twp--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Jackson Township,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Jefferson Township,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Londonderry Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Londonderry Twp--2nd Precinct,NO VOTE,,,Under Votes,3,0,0,0,3
Dauphin,Londonderry Twp--3rd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--3rd precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Lower Paxton Twp--4th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--5th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--6th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--7th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--8th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--9th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--10th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--11th Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Lower Paxton Twp--12th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--13th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--14th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--15th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--16th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--17th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--18th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--19th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--20th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--21st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--22nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--23rd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--24th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--25th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--26th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Paxton Twp--27th Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Lower Swatara Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lower Swatara Twp--2nd Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Lower Swatara Twp--3rd Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Lower Swatara Twp--4th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Lykens Township,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Middle Paxton Twp--1st Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Middle Paxton Twp--2nd Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Middle Paxton Twp--3rd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Mifflin Township,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Reed Township,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Rush Township,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,South Hanover Twp--1st Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,South Hanover Twp--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,South Hanover Twp--3rd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--1st Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--2nd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--3rd Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--4th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--5th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--6th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--7th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Susquehanna Twp--8th Ward,NO VOTE,,,Under Votes,2,0,0,0,2
Dauphin,Susquehanna Twp--9th Ward,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--3rd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--4th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--5th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--6th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--7th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--8th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--9th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Swatara Township--10th Precinct,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Upper Paxton Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Upper Paxton Twp--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Washington Township,NO VOTE,,,Under Votes,1,0,0,0,1
Dauphin,Wayne Township,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,West Hanover Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,West Hanover Twp--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,West Hanover Twp--3rd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,West Hanover Twp--4th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,West Hanover Twp--5th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,West Hanover Twp--6th Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,West Hanover Twp--7th Precinct,NO VOTE,,,Under Votes,4,0,0,0,4
Dauphin,Wiconisco Twp--1st Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Wiconisco Twp--2nd Precinct,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,Williams Twp,NO VOTE,,,Under Votes,0,0,0,0,0
Dauphin,"City--1st Ward, 1st Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,35,2,0,0,37
Dauphin,"City--1st Ward, 2nd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,72,1,0,0,73
Dauphin,"City--1st Ward, 3rd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,15,0,1,0,16
Dauphin,"City--2nd Ward, 1st Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,38,0,0,0,38
Dauphin,"City--2nd Ward, 2nd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,25,2,0,0,27
Dauphin,City--3rd Ward,REP 103RD,,REP,Anthony Thomas HARRELL,56,7,0,0,63
Dauphin,City--4th Ward,REP 103RD,,REP,Anthony Thomas HARRELL,78,3,0,0,81
Dauphin,City--5th Ward,REP 103RD,,REP,Anthony Thomas HARRELL,99,8,0,0,107
Dauphin,City--6th Ward,REP 103RD,,REP,Anthony Thomas HARRELL,55,0,0,0,55
Dauphin,"City--7th Ward, 1st Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,17,0,1,0,18
Dauphin,"City--7th Ward, 2nd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,24,2,0,0,26
Dauphin,City--8th Ward,REP 103RD,,REP,Anthony Thomas HARRELL,12,0,0,0,12
Dauphin,"City--9th Ward, 1st Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,20,0,0,0,20
Dauphin,"City--9th Ward, 2nd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,20,2,0,0,22
Dauphin,"City--9th Ward, 3rd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,36,1,0,0,37
Dauphin,"City--9th Ward, 4th Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,69,6,0,0,75
Dauphin,"City--9th Ward, 5th Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,47,0,0,0,47
Dauphin,"City--10th Ward, 1st Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,66,3,0,0,69
Dauphin,"City--10th Ward, 2nd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,17,0,0,0,17
Dauphin,"City--10th Ward, 3rd Precinct",REP 103RD,,REP,Anthony Thomas HARRELL,50,1,0,0,51
