county,precinct,office,district,candidate,party,votes,absentee,election_day,emergency,provisional,federal
Westmoreland,5324 S HUNTINGDON TWP - YUKON,,,Ballots Cast,,235,4,231,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Straight Party,,Democratic,DEM,52,1,51,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Straight Party,,Republican,REP,84,3,81,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. Senate,,Bob Casey Jr,DEM,106,1,105,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. Senate,,Lou Barletta,REP,120,3,117,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Governor,,Tom Wolf,DEM,97,1,96,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Governor,,Scott R Wagner,REP,134,3,131,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Governor,,Ken V Krawchuk,LIB,1,0,1,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. House,14,Bibiana Boerio,DEM,86,1,85,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. House,14,Guy Reschenthaler,REP,144,3,141,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,State House,58,Mary Popovich,DEM,85,1,84,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,State House,58,Justin Walsh,REP,146,3,143,0,0,0
Westmoreland,5324 S HUNTINGDON TWP - YUKON,State House,58,Write-ins,,1,0,1,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,,,Registered Voters,,987,,,,,
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,,,Ballots Cast,,600,6,594,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Straight Party,,Democratic,DEM,157,2,155,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Straight Party,,Republican,REP,146,1,145,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Straight Party,,Libertarian,LIB,2,0,2,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. Senate,,Bob Casey Jr,DEM,301,4,297,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. Senate,,Lou Barletta,REP,271,2,269,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. Senate,,Neal Gale,GRN,3,0,3,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. Senate,,Dale R Kerns Jr,LIB,15,0,15,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Governor,,Tom Wolf,DEM,320,5,315,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Governor,,Scott R Wagner,REP,259,1,258,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Governor,,Paul Glover,GRN,2,0,2,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Governor,,Ken V Krawchuk,LIB,13,0,13,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,Governor,,Write-ins,,2,0,2,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. House,14,Bibiana Boerio,DEM,312,4,308,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. House,14,Guy Reschenthaler,REP,280,2,278,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,State House,57,Collin Warren,DEM,307,3,304,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,State House,57,Eric Nelson,REP,288,3,285,0,0,0
Westmoreland,5410 SW GREENSBURG BOROUGH - 1,State House,57,Write-ins,,1,0,1,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,,,Registered Voters,,537,,,,,
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,,,Ballots Cast,,333,10,322,0,1,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Straight Party,,Democratic,DEM,73,4,69,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Straight Party,,Republican,REP,89,3,86,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Straight Party,,Green Party,GRN,2,0,2,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. Senate,,Bob Casey Jr,DEM,165,4,161,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. Senate,,Lou Barletta,REP,150,5,144,0,1,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. Senate,,Neal Gale,GRN,5,0,5,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. Senate,,Dale R Kerns Jr,LIB,7,0,7,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Governor,,Tom Wolf,DEM,183,5,178,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Governor,,Scott R Wagner,REP,137,4,132,0,1,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Governor,,Paul Glover,GRN,3,0,3,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Governor,,Ken V Krawchuk,LIB,6,0,6,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. House,14,Bibiana Boerio,DEM,169,5,164,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. House,14,Guy Reschenthaler,REP,160,4,155,0,1,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,State House,57,Collin Warren,DEM,173,4,169,0,0,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,State House,57,Eric Nelson,REP,155,5,149,0,1,0
Westmoreland,5420 SW GREENSBURG BOROUGH - 2,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,,,Registered Voters,,378,,,,,
Westmoreland,5503 ST CLAIR TWP - SEWARD,,,Ballots Cast,,203,2,201,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Straight Party,,Democratic,DEM,46,0,46,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Straight Party,,Republican,REP,71,2,69,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. Senate,,Bob Casey Jr,DEM,97,0,97,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. Senate,,Lou Barletta,REP,105,2,103,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. Senate,,Dale R Kerns Jr,LIB,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Governor,,Tom Wolf,DEM,95,0,95,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Governor,,Scott R Wagner,REP,107,2,105,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Governor,,Ken V Krawchuk,LIB,1,0,1,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. House,13,Brent Ottaway,DEM,75,0,75,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. House,13,John Joyce,REP,123,2,121,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,State House,59,Clare Dooley,DEM,70,0,70,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,State House,59,Mike Reese,REP,132,2,130,0,0,0
Westmoreland,5503 ST CLAIR TWP - SEWARD,State House,59,Write-ins,,0,0,0,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,,,Registered Voters,,492,,,,,
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,,,Ballots Cast,,274,4,270,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Straight Party,,Democratic,DEM,41,2,39,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Straight Party,,Republican,REP,124,0,124,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. Senate,,Bob Casey Jr,DEM,95,3,92,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. Senate,,Lou Barletta,REP,173,0,173,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. Senate,,Neal Gale,GRN,2,1,1,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. Senate,,Dale R Kerns Jr,LIB,4,0,4,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Governor,,Tom Wolf,DEM,98,4,94,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Governor,,Scott R Wagner,REP,169,0,169,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Governor,,Ken V Krawchuk,LIB,2,0,2,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. House,13,Brent Ottaway,DEM,84,3,81,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. House,13,John Joyce,REP,185,0,185,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,State House,59,Clare Dooley,DEM,69,4,65,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,State House,59,Mike Reese,REP,204,0,204,0,0,0
Westmoreland,5506 ST CLAIR TWP - ST CLAIR,State House,59,Write-ins,,0,0,0,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,,,Registered Voters,,344,,,,,
Westmoreland,5600 SUTERSVILLE BOROUGH,,,Ballots Cast,,204,0,204,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Straight Party,,Democratic,DEM,32,0,32,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Straight Party,,Republican,REP,71,0,71,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Straight Party,,Libertarian,LIB,3,0,3,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,73,0,73,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. Senate,,Lou Barletta,REP,125,0,125,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. Senate,,Neal Gale,GRN,2,0,2,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Governor,,Tom Wolf,DEM,81,0,81,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Governor,,Scott R Wagner,REP,115,0,115,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Governor,,Paul Glover,GRN,2,0,2,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Governor,,Ken V Krawchuk,LIB,4,0,4,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. House,14,Bibiana Boerio,DEM,70,0,70,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. House,14,Guy Reschenthaler,REP,130,0,130,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,State House,58,Mary Popovich,DEM,69,0,69,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,State House,58,Justin Walsh,REP,132,0,132,0,0,0
Westmoreland,5600 SUTERSVILLE BOROUGH,State House,58,Write-ins,,0,0,0,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,,,Registered Voters,,1096,,,,,
Westmoreland,5710 TRAFFORD BOROUGH - 1,,,Ballots Cast,,613,11,601,1,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Straight Party,,Democratic,DEM,155,5,150,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Straight Party,,Republican,REP,168,2,166,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. Senate,,Bob Casey Jr,DEM,300,9,290,1,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. Senate,,Lou Barletta,REP,287,2,285,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. Senate,,Neal Gale,GRN,10,0,10,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. Senate,,Dale R Kerns Jr,LIB,10,0,10,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Governor,,Tom Wolf,DEM,332,9,322,1,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Governor,,Scott R Wagner,REP,269,2,267,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Governor,,Paul Glover,GRN,5,0,5,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Governor,,Ken V Krawchuk,LIB,4,0,4,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. House,14,Bibiana Boerio,DEM,281,8,272,1,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. House,14,Guy Reschenthaler,REP,322,2,320,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,State House,56,Doug Hunt,DEM,260,8,252,0,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,State House,56,George Dunbar,REP,349,3,345,1,0,0
Westmoreland,5710 TRAFFORD BOROUGH - 1,State House,56,Write-ins,,0,0,0,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,,,Registered Voters,,1022,,,,,
Westmoreland,5720 TRAFFORD BOROUGH - 2,,,Ballots Cast,,633,9,624,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Straight Party,,Democratic,DEM,136,4,132,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Straight Party,,Republican,REP,213,2,211,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. Senate,,Bob Casey Jr,DEM,293,6,287,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. Senate,,Lou Barletta,REP,319,3,316,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. Senate,,Neal Gale,GRN,5,0,5,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. Senate,,Dale R Kerns Jr,LIB,12,0,12,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Governor,,Tom Wolf,DEM,316,6,310,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Governor,,Scott R Wagner,REP,308,3,305,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Governor,,Paul Glover,GRN,3,0,3,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Governor,,Ken V Krawchuk,LIB,6,0,6,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. House,14,Bibiana Boerio,DEM,266,6,260,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. House,14,Guy Reschenthaler,REP,365,3,362,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,State House,56,Doug Hunt,DEM,248,6,242,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,State House,56,George Dunbar,REP,381,3,378,0,0,0
Westmoreland,5720 TRAFFORD BOROUGH - 2,State House,56,Write-ins,,1,0,1,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,,,Registered Voters,,1156,,,,,
Westmoreland,5803 UNITY TWP - BAGGALEY,,,Ballots Cast,,668,21,647,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Straight Party,,Democratic,DEM,155,3,152,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Straight Party,,Republican,REP,231,10,221,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. Senate,,Bob Casey Jr,DEM,271,6,265,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. Senate,,Lou Barletta,REP,373,15,358,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. Senate,,Neal Gale,GRN,3,0,3,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. Senate,,Dale R Kerns Jr,LIB,15,0,15,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Governor,,Tom Wolf,DEM,282,7,275,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Governor,,Scott R Wagner,REP,374,14,360,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Governor,,Paul Glover,GRN,4,0,4,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Governor,,Ken V Krawchuk,LIB,6,0,6,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. House,13,Brent Ottaway,DEM,255,5,250,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. House,13,John Joyce,REP,399,16,383,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,State House,59,Clare Dooley,DEM,238,5,233,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,State House,59,Mike Reese,REP,427,16,411,0,0,0
Westmoreland,5803 UNITY TWP - BAGGALEY,State House,59,Write-ins,,0,0,0,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,,,Registered Voters,,1395,,,,,
Westmoreland,5806 UNITY TWP - BEATTY,,,Ballots Cast,,754,29,725,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Straight Party,,Democratic,DEM,184,8,176,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Straight Party,,Republican,REP,198,4,194,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Straight Party,,Libertarian,LIB,2,0,2,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. Senate,,Bob Casey Jr,DEM,352,15,337,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. Senate,,Lou Barletta,REP,371,11,360,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. Senate,,Neal Gale,GRN,2,1,1,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. Senate,,Dale R Kerns Jr,LIB,13,2,11,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Governor,,Tom Wolf,DEM,390,15,375,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Governor,,Scott R Wagner,REP,345,13,332,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Governor,,Ken V Krawchuk,LIB,14,1,13,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. House,14,Bibiana Boerio,DEM,358,14,344,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. House,14,Guy Reschenthaler,REP,390,15,375,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,State House,59,Clare Dooley,DEM,295,10,285,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,State House,59,Mike Reese,REP,449,18,431,0,0,0
Westmoreland,5806 UNITY TWP - BEATTY,State House,59,Write-ins,,0,0,0,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,,,Registered Voters,,358,,,,,
Westmoreland,5809 UNITY TWP - CRABTREE,,,Ballots Cast,,221,5,216,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Straight Party,,Democratic,DEM,54,2,52,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Straight Party,,Republican,REP,68,0,68,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. Senate,,Bob Casey Jr,DEM,99,3,96,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. Senate,,Lou Barletta,REP,114,2,112,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. Senate,,Dale R Kerns Jr,LIB,4,0,4,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Governor,,Tom Wolf,DEM,104,4,100,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Governor,,Scott R Wagner,REP,113,1,112,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Governor,,Ken V Krawchuk,LIB,3,0,3,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. House,14,Bibiana Boerio,DEM,91,3,88,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. House,14,Guy Reschenthaler,REP,126,2,124,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,State House,59,Clare Dooley,DEM,77,2,75,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,State House,59,Mike Reese,REP,140,3,137,0,0,0
Westmoreland,5809 UNITY TWP - CRABTREE,State House,59,Write-ins,,0,0,0,0,0,0
Westmoreland,5812 UNITY TWP - DENNISON,,,Registered Voters,,3485,,,,,
Westmoreland,5812 UNITY TWP - DENNISON,,,Ballots Cast,,2134,139,1994,0,1,0
Westmoreland,5812 UNITY TWP - DENNISON,Straight Party,,Democratic,DEM,383,31,352,0,0,0
Westmoreland,5812 UNITY TWP - DENNISON,Straight Party,,Republican,REP,760,51,709,0,0,0
Westmoreland,5812 UNITY TWP - DENNISON,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,5812 UNITY TWP - DENNISON,Straight Party,,Libertarian,LIB,3,1,2,0,0,0
Westmoreland,5812 UNITY TWP - DENNISON,U.S. Senate,,Bob Casey Jr,DEM,842,57,785,0,0,0
Westmoreland,5812 UNITY TWP - DENNISON,U.S. Senate,,Lou Barletta,REP,1246,79,1166,0,1,0
Westmoreland,5812 UNITY TWP - DENNISON,U.S. Senate,,Neal Gale,GRN,6,0,6,0,0,0
Westmoreland,5812 UNITY TWP - DENNISON,U.S. Senate,,Dale R Kerns Jr,LIB,19,3,16,0,0,0
