county,precinct,office,district,candidate,party,votes,absentee,election_day,emergency,provisional,federal
Westmoreland,1852 GREENSBURG - 5-2,Straight Party,,Democratic,DEM,66,2,64,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Straight Party,,Republican,REP,43,2,41,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. Senate,,Bob Casey Jr,DEM,113,6,107,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. Senate,,Lou Barletta,REP,69,5,64,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. Senate,,Dale R Kerns Jr,LIB,0,0,0,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Governor,,Tom Wolf,DEM,114,7,107,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Governor,,Scott R Wagner,REP,68,5,63,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Governor,,Ken V Krawchuk,LIB,2,0,2,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. House,14,Bibiana Boerio,DEM,113,7,106,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. House,14,Guy Reschenthaler,REP,70,4,66,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,State House,57,Collin Warren,DEM,106,5,101,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,State House,57,Eric Nelson,REP,78,7,71,0,0,0
Westmoreland,1852 GREENSBURG - 5-2,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1860 GREENSBURG - 6,,,Registered Voters,,268,,,,,
Westmoreland,1860 GREENSBURG - 6,,,Ballots Cast,,100,4,96,0,0,0
Westmoreland,1860 GREENSBURG - 6,Straight Party,,Democratic,DEM,45,2,43,0,0,0
Westmoreland,1860 GREENSBURG - 6,Straight Party,,Republican,REP,19,0,19,0,0,0
Westmoreland,1860 GREENSBURG - 6,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1860 GREENSBURG - 6,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. Senate,,Bob Casey Jr,DEM,61,3,58,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. Senate,,Lou Barletta,REP,34,1,33,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1860 GREENSBURG - 6,Governor,,Tom Wolf,DEM,60,3,57,0,0,0
Westmoreland,1860 GREENSBURG - 6,Governor,,Scott R Wagner,REP,33,1,32,0,0,0
Westmoreland,1860 GREENSBURG - 6,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,1860 GREENSBURG - 6,Governor,,Ken V Krawchuk,LIB,6,0,6,0,0,0
Westmoreland,1860 GREENSBURG - 6,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. House,14,Bibiana Boerio,DEM,65,4,61,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. House,14,Guy Reschenthaler,REP,34,0,34,0,0,0
Westmoreland,1860 GREENSBURG - 6,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1860 GREENSBURG - 6,State House,57,Collin Warren,DEM,62,3,59,0,0,0
Westmoreland,1860 GREENSBURG - 6,State House,57,Eric Nelson,REP,35,1,34,0,0,0
Westmoreland,1860 GREENSBURG - 6,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,,,Registered Voters,,1018,,,,,
Westmoreland,1871 GREENSBURG - 7-1,,,Ballots Cast,,581,39,542,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Straight Party,,Democratic,DEM,187,19,168,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Straight Party,,Republican,REP,141,8,133,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. Senate,,Bob Casey Jr,DEM,313,30,283,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. Senate,,Lou Barletta,REP,245,9,236,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. Senate,,Neal Gale,GRN,5,0,5,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. Senate,,Dale R Kerns Jr,LIB,10,0,10,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. Senate,,Write-ins,,2,0,2,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Governor,,Tom Wolf,DEM,322,29,293,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Governor,,Scott R Wagner,REP,242,10,232,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Governor,,Paul Glover,GRN,6,0,6,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Governor,,Ken V Krawchuk,LIB,7,0,7,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. House,14,Bibiana Boerio,DEM,305,29,276,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. House,14,Guy Reschenthaler,REP,271,10,261,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,State House,57,Collin Warren,DEM,269,26,243,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,State House,57,Eric Nelson,REP,307,13,294,0,0,0
Westmoreland,1871 GREENSBURG - 7-1,State House,57,Write-ins,,2,0,2,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,,,Registered Voters,,656,,,,,
Westmoreland,1872 GREENSBURG - 7-2,,,Ballots Cast,,405,11,394,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Straight Party,,Democratic,DEM,115,5,110,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Straight Party,,Republican,REP,85,4,81,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. Senate,,Bob Casey Jr,DEM,225,6,219,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. Senate,,Lou Barletta,REP,166,5,161,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. Senate,,Dale R Kerns Jr,LIB,8,0,8,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Governor,,Tom Wolf,DEM,231,6,225,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Governor,,Scott R Wagner,REP,163,5,158,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Governor,,Paul Glover,GRN,2,0,2,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Governor,,Ken V Krawchuk,LIB,7,0,7,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. House,14,Bibiana Boerio,DEM,221,5,216,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. House,14,Guy Reschenthaler,REP,181,6,175,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,State House,57,Collin Warren,DEM,186,5,181,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,State House,57,Eric Nelson,REP,216,6,210,0,0,0
Westmoreland,1872 GREENSBURG - 7-2,State House,57,Write-ins,,2,0,2,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,,,Registered Voters,,578,,,,,
Westmoreland,1881 GREENSBURG - 8-1,,,Ballots Cast,,308,15,293,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Straight Party,,Democratic,DEM,78,7,71,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Straight Party,,Republican,REP,56,3,53,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. Senate,,Bob Casey Jr,DEM,178,11,167,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. Senate,,Lou Barletta,REP,119,4,115,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. Senate,,Dale R Kerns Jr,LIB,5,0,5,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Governor,,Tom Wolf,DEM,185,10,175,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Governor,,Scott R Wagner,REP,114,5,109,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Governor,,Paul Glover,GRN,2,0,2,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Governor,,Ken V Krawchuk,LIB,6,0,6,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. House,14,Bibiana Boerio,DEM,166,9,157,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. House,14,Guy Reschenthaler,REP,137,6,131,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,State House,57,Collin Warren,DEM,147,9,138,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,State House,57,Eric Nelson,REP,154,6,148,0,0,0
Westmoreland,1881 GREENSBURG - 8-1,State House,57,Write-ins,,1,0,1,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,,,Registered Voters,,474,,,,,
Westmoreland,1882 GREENSBURG - 8-2,,,Ballots Cast,,267,10,257,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Straight Party,,Democratic,DEM,81,2,79,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Straight Party,,Republican,REP,54,3,51,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. Senate,,Bob Casey Jr,DEM,164,4,160,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. Senate,,Lou Barletta,REP,95,5,90,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Governor,,Tom Wolf,DEM,170,4,166,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Governor,,Scott R Wagner,REP,94,5,89,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Governor,,Paul Glover,GRN,2,0,2,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Governor,,Ken V Krawchuk,LIB,1,1,0,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. House,14,Bibiana Boerio,DEM,163,4,159,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. House,14,Guy Reschenthaler,REP,104,6,98,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,State House,57,Collin Warren,DEM,153,4,149,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,State House,57,Eric Nelson,REP,114,6,108,0,0,0
Westmoreland,1882 GREENSBURG - 8-2,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,,,Registered Voters,,1767,,,,,
Westmoreland,1903 HEMPFIELD TWP - NO 1,,,Ballots Cast,,1106,56,1050,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Straight Party,,Democratic,DEM,199,13,186,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Straight Party,,Republican,REP,377,20,357,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Straight Party,,Libertarian,LIB,2,0,2,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. Senate,,Bob Casey Jr,DEM,422,26,396,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. Senate,,Lou Barletta,REP,647,29,618,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. Senate,,Neal Gale,GRN,5,1,4,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. Senate,,Dale R Kerns Jr,LIB,15,0,15,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Governor,,Tom Wolf,DEM,491,29,462,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Governor,,Scott R Wagner,REP,605,27,578,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Governor,,Ken V Krawchuk,LIB,6,0,6,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. House,14,Bibiana Boerio,DEM,410,29,381,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. House,14,Guy Reschenthaler,REP,689,27,662,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,State House,57,Collin Warren,DEM,348,22,326,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,State House,57,Eric Nelson,REP,746,34,712,0,0,0
Westmoreland,1903 HEMPFIELD TWP - NO 1,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,,,Registered Voters,,2536,,,,,
Westmoreland,1906 HEMPFIELD TWP - NO 2,,,Ballots Cast,,1645,74,1569,0,0,2
Westmoreland,1906 HEMPFIELD TWP - NO 2,Straight Party,,Democratic,DEM,287,11,276,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Straight Party,,Republican,REP,572,29,543,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. Senate,,Bob Casey Jr,DEM,626,29,596,0,0,1
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. Senate,,Lou Barletta,REP,970,40,929,0,0,1
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. Senate,,Neal Gale,GRN,6,0,6,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. Senate,,Dale R Kerns Jr,LIB,22,5,17,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Governor,,Tom Wolf,DEM,669,26,643,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Governor,,Scott R Wagner,REP,924,42,882,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Governor,,Paul Glover,GRN,8,1,7,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Governor,,Ken V Krawchuk,LIB,21,3,18,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,Governor,,Write-ins,,2,1,1,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. House,14,Bibiana Boerio,DEM,606,28,577,0,0,1
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. House,14,Guy Reschenthaler,REP,1027,46,981,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,State House,57,Collin Warren,DEM,479,19,460,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,State House,57,Eric Nelson,REP,1148,55,1093,0,0,0
Westmoreland,1906 HEMPFIELD TWP - NO 2,State House,57,Write-ins,,1,0,1,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,,,Registered Voters,,1449,,,,,
Westmoreland,1909 HEMPFIELD TWP - NO 3,,,Ballots Cast,,890,39,851,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Straight Party,,Democratic,DEM,181,11,170,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Straight Party,,Republican,REP,274,14,260,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Straight Party,,Green Party,GRN,2,0,2,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. Senate,,Bob Casey Jr,DEM,386,17,369,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. Senate,,Lou Barletta,REP,478,21,457,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. Senate,,Neal Gale,GRN,5,0,5,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. Senate,,Dale R Kerns Jr,LIB,12,0,12,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Governor,,Tom Wolf,DEM,423,17,406,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Governor,,Scott R Wagner,REP,444,20,424,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Governor,,Paul Glover,GRN,7,1,6,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Governor,,Ken V Krawchuk,LIB,11,0,11,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. House,14,Bibiana Boerio,DEM,400,19,381,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. House,14,Guy Reschenthaler,REP,487,20,467,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,State House,57,Collin Warren,DEM,326,15,311,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,State House,57,Eric Nelson,REP,560,23,537,0,0,0
Westmoreland,1909 HEMPFIELD TWP - NO 3,State House,57,Write-ins,,1,0,1,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,,,Registered Voters,,2735,,,,,
Westmoreland,1912 HEMPFIELD TWP - NO 4,,,Ballots Cast,,1588,80,1503,0,2,3
Westmoreland,1912 HEMPFIELD TWP - NO 4,Straight Party,,Democratic,DEM,355,22,330,0,0,3
Westmoreland,1912 HEMPFIELD TWP - NO 4,Straight Party,,Republican,REP,486,19,467,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. Senate,,Bob Casey Jr,DEM,708,39,666,0,0,3
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. Senate,,Lou Barletta,REP,839,39,798,0,2,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. Senate,,Neal Gale,GRN,10,0,10,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. Senate,,Dale R Kerns Jr,LIB,19,1,18,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. Senate,,Write-ins,,2,1,1,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,Governor,,Tom Wolf,DEM,753,37,716,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,Governor,,Scott R Wagner,REP,803,38,763,0,2,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,Governor,,Paul Glover,GRN,6,2,4,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,Governor,,Ken V Krawchuk,LIB,17,1,16,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,Governor,,Write-ins,,1,1,0,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. House,14,Bibiana Boerio,DEM,693,30,660,0,0,3
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. House,14,Guy Reschenthaler,REP,884,50,833,0,1,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,State House,57,Collin Warren,DEM,572,27,545,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,State House,57,Eric Nelson,REP,1004,53,951,0,0,0
Westmoreland,1912 HEMPFIELD TWP - NO 4,State House,57,Write-ins,,1,0,1,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,,,Registered Voters,,906,,,,,
Westmoreland,1915 HEMPFIELD TWP - NO 5,,,Ballots Cast,,538,16,522,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Straight Party,,Democratic,DEM,103,5,98,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Straight Party,,Republican,REP,184,5,179,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Straight Party,,Libertarian,LIB,2,0,2,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. Senate,,Bob Casey Jr,DEM,194,8,186,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. Senate,,Lou Barletta,REP,330,8,322,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. Senate,,Neal Gale,GRN,4,0,4,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. Senate,,Dale R Kerns Jr,LIB,4,0,4,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Governor,,Tom Wolf,DEM,210,8,202,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Governor,,Scott R Wagner,REP,316,8,308,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Governor,,Paul Glover,GRN,6,0,6,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Governor,,Ken V Krawchuk,LIB,4,0,4,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. House,14,Bibiana Boerio,DEM,191,8,183,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. House,14,Guy Reschenthaler,REP,341,8,333,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,U.S. House,14,Write-ins,,2,0,2,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,State House,58,Mary Popovich,DEM,161,8,153,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,State House,58,Justin Walsh,REP,371,8,363,0,0,0
Westmoreland,1915 HEMPFIELD TWP - NO 5,State House,58,Write-ins,,2,0,2,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,,,Registered Voters,,361,,,,,
Westmoreland,1918 HEMPFIELD TWP - NO 6,,,Ballots Cast,,210,3,207,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Straight Party,,Democratic,DEM,27,0,27,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Straight Party,,Republican,REP,85,2,83,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. Senate,,Bob Casey Jr,DEM,66,0,66,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. Senate,,Lou Barletta,REP,139,2,137,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. Senate,,Dale R Kerns Jr,LIB,3,1,2,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Governor,,Tom Wolf,DEM,70,0,70,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Governor,,Scott R Wagner,REP,132,2,130,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Governor,,Ken V Krawchuk,LIB,5,1,4,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. House,14,Bibiana Boerio,DEM,61,0,61,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. House,14,Guy Reschenthaler,REP,146,3,143,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,U.S. House,14,Write-ins,,0,0,0,0,0,0
