county,precinct,precinct_name,party,office,district,candidate,votes
Centre,12,12 PHILIPSBURG 3RD WARD,REP,State Senate,34.0,JACOB D CORMAN III,142.0
Centre,12,12 PHILIPSBURG 3RD WARD,,State Senate,34.0,WRITE-INS,0.0
Centre,12,12 PHILIPSBURG 3RD WARD,DEM,State House,77.0,H SCOTT CONKLIN,190.0
Centre,12,12 PHILIPSBURG 3RD WARD,,State House,77.0,WRITE-INS,5.0
Centre,13,13 PORT MATILDA,,Registered Voters,,,350.0
Centre,13,13 PORT MATILDA,,Ballots Cast,,,214.0
Centre,13,13 PORT MATILDA,,VOTER TURNOUT - TOTAL,,,
Centre,13,13 PORT MATILDA,DEM,STRAIGHT PARTY,,DEMOCRATIC,33.0
Centre,13,13 PORT MATILDA,REP,STRAIGHT PARTY,,REPUBLICAN,79.0
Centre,13,13 PORT MATILDA,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,13,13 PORT MATILDA,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,13,13 PORT MATILDA,DEM,U.S. Senate,,"BOB CASEY, JR",90.0
Centre,13,13 PORT MATILDA,REP,U.S. Senate,,LOU BARLETTA,117.0
Centre,13,13 PORT MATILDA,GRN,U.S. Senate,,NEAL GALE,2.0
Centre,13,13 PORT MATILDA,LIB,U.S. Senate,,"DALE R KERNS, JR",4.0
Centre,13,13 PORT MATILDA,,U.S. Senate,,WRITE-INS,0.0
Centre,13,13 PORT MATILDA,DEM,Governor,,TOM WOLF,88.0
Centre,13,13 PORT MATILDA,REP,Governor,,SCOTT R WAGNER,117.0
Centre,13,13 PORT MATILDA,GRN,Governor,,PAUL GLOVER,4.0
Centre,13,13 PORT MATILDA,LIB,Governor,,KEN V KRAWCHUK,4.0
Centre,13,13 PORT MATILDA,,Governor,,WRITE-INS,0.0
Centre,13,13 PORT MATILDA,DEM,U.S. House,15.0,SUSAN BOSER,62.0
Centre,13,13 PORT MATILDA,REP,U.S. House,15.0,GLENN GT THOMPSON,151.0
Centre,13,13 PORT MATILDA,,U.S. House,15.0,WRITE-INS,0.0
Centre,13,13 PORT MATILDA,DEM,State Senate,34.0,EZRA NANES,64.0
Centre,13,13 PORT MATILDA,REP,State Senate,34.0,JACOB D CORMAN III,148.0
Centre,13,13 PORT MATILDA,,State Senate,34.0,WRITE-INS,0.0
Centre,13,13 PORT MATILDA,DEM,State House,81.0,RICK ROGERS,59.0
Centre,13,13 PORT MATILDA,REP,State House,81.0,RICH IRVIN,143.0
Centre,13,13 PORT MATILDA,LIB,State House,81.0,JOSEPH P SOLOSKI,9.0
Centre,13,13 PORT MATILDA,,State House,81.0,WRITE-INS,0.0
Centre,14,14 SNOW SHOE BORO,,Registered Voters,,,427.0
Centre,14,14 SNOW SHOE BORO,,Ballots Cast,,,272.0
Centre,14,14 SNOW SHOE BORO,,VOTER TURNOUT - TOTAL,,,
Centre,14,14 SNOW SHOE BORO,DEM,STRAIGHT PARTY,,DEMOCRATIC,36.0
Centre,14,14 SNOW SHOE BORO,REP,STRAIGHT PARTY,,REPUBLICAN,111.0
Centre,14,14 SNOW SHOE BORO,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,14,14 SNOW SHOE BORO,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,14,14 SNOW SHOE BORO,DEM,U.S. Senate,,"BOB CASEY, JR",94.0
Centre,14,14 SNOW SHOE BORO,REP,U.S. Senate,,LOU BARLETTA,169.0
Centre,14,14 SNOW SHOE BORO,GRN,U.S. Senate,,NEAL GALE,5.0
Centre,14,14 SNOW SHOE BORO,LIB,U.S. Senate,,"DALE R KERNS, JR",2.0
Centre,14,14 SNOW SHOE BORO,,U.S. Senate,,WRITE-INS,0.0
Centre,14,14 SNOW SHOE BORO,DEM,Governor,,TOM WOLF,91.0
Centre,14,14 SNOW SHOE BORO,REP,Governor,,SCOTT R WAGNER,176.0
Centre,14,14 SNOW SHOE BORO,GRN,Governor,,PAUL GLOVER,3.0
Centre,14,14 SNOW SHOE BORO,LIB,Governor,,KEN V KRAWCHUK,0.0
Centre,14,14 SNOW SHOE BORO,,Governor,,WRITE-INS,0.0
Centre,14,14 SNOW SHOE BORO,DEM,U.S. House,15.0,SUSAN BOSER,73.0
Centre,14,14 SNOW SHOE BORO,REP,U.S. House,15.0,GLENN GT THOMPSON,195.0
Centre,14,14 SNOW SHOE BORO,,U.S. House,15.0,WRITE-INS,0.0
Centre,14,14 SNOW SHOE BORO,DEM,State Senate,34.0,EZRA NANES,76.0
Centre,14,14 SNOW SHOE BORO,REP,State Senate,34.0,JACOB D CORMAN III,192.0
Centre,14,14 SNOW SHOE BORO,,State Senate,34.0,WRITE-INS,0.0
Centre,14,14 SNOW SHOE BORO,DEM,State House,76.0,MIKE HANNA,111.0
Centre,14,14 SNOW SHOE BORO,REP,State House,76.0,STEPHANIE BOROWICZ,157.0
Centre,14,14 SNOW SHOE BORO,,State House,76.0,WRITE-INS,0.0
Centre,15,15 RUSH NORTH CENTRAL,,Registered Voters,,,244.0
Centre,15,15 RUSH NORTH CENTRAL,,Ballots Cast,,,144.0
Centre,15,15 RUSH NORTH CENTRAL,,VOTER TURNOUT - TOTAL,,,
Centre,15,15 RUSH NORTH CENTRAL,DEM,STRAIGHT PARTY,,DEMOCRATIC,25.0
Centre,15,15 RUSH NORTH CENTRAL,REP,STRAIGHT PARTY,,REPUBLICAN,48.0
Centre,15,15 RUSH NORTH CENTRAL,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,15,15 RUSH NORTH CENTRAL,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,15,15 RUSH NORTH CENTRAL,DEM,U.S. Senate,,"BOB CASEY, JR",69.0
Centre,15,15 RUSH NORTH CENTRAL,REP,U.S. Senate,,LOU BARLETTA,72.0
Centre,15,15 RUSH NORTH CENTRAL,GRN,U.S. Senate,,NEAL GALE,2.0
Centre,15,15 RUSH NORTH CENTRAL,LIB,U.S. Senate,,"DALE R KERNS, JR",1.0
Centre,15,15 RUSH NORTH CENTRAL,,U.S. Senate,,WRITE-INS,0.0
Centre,15,15 RUSH NORTH CENTRAL,DEM,Governor,,TOM WOLF,63.0
Centre,15,15 RUSH NORTH CENTRAL,REP,Governor,,SCOTT R WAGNER,78.0
Centre,15,15 RUSH NORTH CENTRAL,GRN,Governor,,PAUL GLOVER,1.0
Centre,15,15 RUSH NORTH CENTRAL,LIB,Governor,,KEN V KRAWCHUK,2.0
Centre,15,15 RUSH NORTH CENTRAL,,Governor,,WRITE-INS,0.0
Centre,15,15 RUSH NORTH CENTRAL,DEM,U.S. House,15.0,SUSAN BOSER,42.0
Centre,15,15 RUSH NORTH CENTRAL,REP,U.S. House,15.0,GLENN GT THOMPSON,99.0
Centre,15,15 RUSH NORTH CENTRAL,,U.S. House,15.0,WRITE-INS,1.0
Centre,15,15 RUSH NORTH CENTRAL,DEM,State Senate,34.0,EZRA NANES,47.0
Centre,15,15 RUSH NORTH CENTRAL,REP,State Senate,34.0,JACOB D CORMAN III,96.0
Centre,15,15 RUSH NORTH CENTRAL,,State Senate,34.0,WRITE-INS,0.0
Centre,15,15 RUSH NORTH CENTRAL,DEM,State House,77.0,H SCOTT CONKLIN,90.0
Centre,15,15 RUSH NORTH CENTRAL,,State House,77.0,WRITE-INS,3.0
Centre,16,16 SC NORTH,,Registered Voters,,,827.0
Centre,16,16 SC NORTH,,Ballots Cast,,,578.0
Centre,16,16 SC NORTH,,VOTER TURNOUT - TOTAL,,,
Centre,16,16 SC NORTH,DEM,STRAIGHT PARTY,,DEMOCRATIC,271.0
Centre,16,16 SC NORTH,REP,STRAIGHT PARTY,,REPUBLICAN,31.0
Centre,16,16 SC NORTH,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,16,16 SC NORTH,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,16,16 SC NORTH,DEM,U.S. Senate,,"BOB CASEY, JR",481.0
Centre,16,16 SC NORTH,REP,U.S. Senate,,LOU BARLETTA,86.0
Centre,16,16 SC NORTH,GRN,U.S. Senate,,NEAL GALE,3.0
Centre,16,16 SC NORTH,LIB,U.S. Senate,,"DALE R KERNS, JR",3.0
Centre,16,16 SC NORTH,,U.S. Senate,,WRITE-INS,0.0
Centre,16,16 SC NORTH,DEM,Governor,,TOM WOLF,485.0
Centre,16,16 SC NORTH,REP,Governor,,SCOTT R WAGNER,81.0
Centre,16,16 SC NORTH,GRN,Governor,,PAUL GLOVER,4.0
Centre,16,16 SC NORTH,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,16,16 SC NORTH,,Governor,,WRITE-INS,1.0
Centre,16,16 SC NORTH,DEM,U.S. House,12.0,MARC FRIEDENBERG,485.0
Centre,16,16 SC NORTH,REP,U.S. House,12.0,TOM MARINO,90.0
Centre,16,16 SC NORTH,,U.S. House,12.0,WRITE-INS,1.0
Centre,16,16 SC NORTH,DEM,State Senate,34.0,EZRA NANES,484.0
Centre,16,16 SC NORTH,REP,State Senate,34.0,JACOB D CORMAN III,92.0
Centre,16,16 SC NORTH,,State Senate,34.0,WRITE-INS,0.0
Centre,16,16 SC NORTH,DEM,State House,77.0,H SCOTT CONKLIN,515.0
Centre,16,16 SC NORTH,,State House,77.0,WRITE-INS,5.0
Centre,17,17 SC NORTHEAST,,Registered Voters,,,789.0
Centre,17,17 SC NORTHEAST,,Ballots Cast,,,445.0
Centre,17,17 SC NORTHEAST,,VOTER TURNOUT - TOTAL,,,
Centre,17,17 SC NORTHEAST,DEM,STRAIGHT PARTY,,DEMOCRATIC,197.0
Centre,17,17 SC NORTHEAST,REP,STRAIGHT PARTY,,REPUBLICAN,37.0
Centre,17,17 SC NORTHEAST,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,17,17 SC NORTHEAST,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,17,17 SC NORTHEAST,DEM,U.S. Senate,,"BOB CASEY, JR",356.0
Centre,17,17 SC NORTHEAST,REP,U.S. Senate,,LOU BARLETTA,77.0
Centre,17,17 SC NORTHEAST,GRN,U.S. Senate,,NEAL GALE,8.0
Centre,17,17 SC NORTHEAST,LIB,U.S. Senate,,"DALE R KERNS, JR",4.0
Centre,17,17 SC NORTHEAST,,U.S. Senate,,WRITE-INS,0.0
Centre,17,17 SC NORTHEAST,DEM,Governor,,TOM WOLF,354.0
Centre,17,17 SC NORTHEAST,REP,Governor,,SCOTT R WAGNER,77.0
Centre,17,17 SC NORTHEAST,GRN,Governor,,PAUL GLOVER,7.0
Centre,17,17 SC NORTHEAST,LIB,Governor,,KEN V KRAWCHUK,3.0
Centre,17,17 SC NORTHEAST,,Governor,,WRITE-INS,0.0
Centre,17,17 SC NORTHEAST,DEM,U.S. House,12.0,MARC FRIEDENBERG,361.0
Centre,17,17 SC NORTHEAST,REP,U.S. House,12.0,TOM MARINO,83.0
Centre,17,17 SC NORTHEAST,,U.S. House,12.0,WRITE-INS,0.0
Centre,17,17 SC NORTHEAST,DEM,State Senate,34.0,EZRA NANES,350.0
Centre,17,17 SC NORTHEAST,REP,State Senate,34.0,JACOB D CORMAN III,92.0
Centre,17,17 SC NORTHEAST,,State Senate,34.0,WRITE-INS,0.0
Centre,17,17 SC NORTHEAST,DEM,State House,77.0,H SCOTT CONKLIN,378.0
Centre,17,17 SC NORTHEAST,,State House,77.0,WRITE-INS,6.0
Centre,18,18 SC NORTHWEST,,Registered Voters,,,2461.0
Centre,18,18 SC NORTHWEST,,Ballots Cast,,,635.0
Centre,18,18 SC NORTHWEST,,VOTER TURNOUT - TOTAL,,,
Centre,18,18 SC NORTHWEST,DEM,STRAIGHT PARTY,,DEMOCRATIC,323.0
Centre,18,18 SC NORTHWEST,REP,STRAIGHT PARTY,,REPUBLICAN,55.0
Centre,18,18 SC NORTHWEST,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,18,18 SC NORTHWEST,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,18,18 SC NORTHWEST,DEM,U.S. Senate,,"BOB CASEY, JR",508.0
Centre,18,18 SC NORTHWEST,REP,U.S. Senate,,LOU BARLETTA,98.0
Centre,18,18 SC NORTHWEST,GRN,U.S. Senate,,NEAL GALE,20.0
Centre,18,18 SC NORTHWEST,LIB,U.S. Senate,,"DALE R KERNS, JR",8.0
Centre,18,18 SC NORTHWEST,,U.S. Senate,,WRITE-INS,0.0
Centre,18,18 SC NORTHWEST,DEM,Governor,,TOM WOLF,519.0
Centre,18,18 SC NORTHWEST,REP,Governor,,SCOTT R WAGNER,92.0
Centre,18,18 SC NORTHWEST,GRN,Governor,,PAUL GLOVER,13.0
Centre,18,18 SC NORTHWEST,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,18,18 SC NORTHWEST,,Governor,,WRITE-INS,0.0
Centre,18,18 SC NORTHWEST,DEM,U.S. House,12.0,MARC FRIEDENBERG,527.0
Centre,18,18 SC NORTHWEST,REP,U.S. House,12.0,TOM MARINO,106.0
Centre,18,18 SC NORTHWEST,,U.S. House,12.0,WRITE-INS,0.0
Centre,18,18 SC NORTHWEST,DEM,State Senate,34.0,EZRA NANES,513.0
Centre,18,18 SC NORTHWEST,REP,State Senate,34.0,JACOB D CORMAN III,116.0
Centre,18,18 SC NORTHWEST,,State Senate,34.0,WRITE-INS,0.0
Centre,18,18 SC NORTHWEST,DEM,State House,77.0,H SCOTT CONKLIN,558.0
Centre,18,18 SC NORTHWEST,,State House,77.0,WRITE-INS,14.0
Centre,19,19 SC SOUTH 1,,Registered Voters,,,2073.0
Centre,19,19 SC SOUTH 1,,Ballots Cast,,,930.0
Centre,19,19 SC SOUTH 1,,VOTER TURNOUT - TOTAL,,,
Centre,19,19 SC SOUTH 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,401.0
Centre,19,19 SC SOUTH 1,REP,STRAIGHT PARTY,,REPUBLICAN,93.0
Centre,19,19 SC SOUTH 1,GRN,STRAIGHT PARTY,,GREEN,3.0
Centre,19,19 SC SOUTH 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,19,19 SC SOUTH 1,DEM,U.S. Senate,,"BOB CASEY, JR",727.0
Centre,19,19 SC SOUTH 1,REP,U.S. Senate,,LOU BARLETTA,160.0
Centre,19,19 SC SOUTH 1,GRN,U.S. Senate,,NEAL GALE,22.0
Centre,19,19 SC SOUTH 1,LIB,U.S. Senate,,"DALE R KERNS, JR",19.0
Centre,19,19 SC SOUTH 1,,U.S. Senate,,WRITE-INS,0.0
Centre,19,19 SC SOUTH 1,DEM,Governor,,TOM WOLF,734.0
Centre,19,19 SC SOUTH 1,REP,Governor,,SCOTT R WAGNER,160.0
Centre,19,19 SC SOUTH 1,GRN,Governor,,PAUL GLOVER,15.0
Centre,19,19 SC SOUTH 1,LIB,Governor,,KEN V KRAWCHUK,16.0
Centre,19,19 SC SOUTH 1,,Governor,,WRITE-INS,1.0
Centre,19,19 SC SOUTH 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,737.0
Centre,19,19 SC SOUTH 1,REP,U.S. House,12.0,TOM MARINO,187.0
Centre,19,19 SC SOUTH 1,,U.S. House,12.0,WRITE-INS,2.0
Centre,19,19 SC SOUTH 1,DEM,State Senate,34.0,EZRA NANES,721.0
Centre,19,19 SC SOUTH 1,REP,State Senate,34.0,JACOB D CORMAN III,199.0
Centre,19,19 SC SOUTH 1,,State Senate,34.0,WRITE-INS,1.0
Centre,19,19 SC SOUTH 1,DEM,State House,77.0,H SCOTT CONKLIN,790.0
Centre,19,19 SC SOUTH 1,,State House,77.0,WRITE-INS,19.0
Centre,20,20 SC SOUTH 2,,Registered Voters,,,1441.0
Centre,20,20 SC SOUTH 2,,Ballots Cast,,,902.0
Centre,20,20 SC SOUTH 2,,VOTER TURNOUT - TOTAL,,,
Centre,20,20 SC SOUTH 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,394.0
Centre,20,20 SC SOUTH 2,REP,STRAIGHT PARTY,,REPUBLICAN,128.0
Centre,20,20 SC SOUTH 2,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,20,20 SC SOUTH 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,20,20 SC SOUTH 2,DEM,U.S. Senate,,"BOB CASEY, JR",672.0
Centre,20,20 SC SOUTH 2,REP,U.S. Senate,,LOU BARLETTA,201.0
Centre,20,20 SC SOUTH 2,GRN,U.S. Senate,,NEAL GALE,9.0
Centre,20,20 SC SOUTH 2,LIB,U.S. Senate,,"DALE R KERNS, JR",11.0
Centre,20,20 SC SOUTH 2,,U.S. Senate,,WRITE-INS,0.0
Centre,20,20 SC SOUTH 2,DEM,Governor,,TOM WOLF,686.0
Centre,20,20 SC SOUTH 2,REP,Governor,,SCOTT R WAGNER,191.0
Centre,20,20 SC SOUTH 2,GRN,Governor,,PAUL GLOVER,6.0
Centre,20,20 SC SOUTH 2,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,20,20 SC SOUTH 2,,Governor,,WRITE-INS,1.0
Centre,20,20 SC SOUTH 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,669.0
Centre,20,20 SC SOUTH 2,REP,U.S. House,12.0,TOM MARINO,223.0
Centre,20,20 SC SOUTH 2,,U.S. House,12.0,WRITE-INS,2.0
Centre,20,20 SC SOUTH 2,DEM,State Senate,34.0,EZRA NANES,635.0
Centre,20,20 SC SOUTH 2,REP,State Senate,34.0,JACOB D CORMAN III,248.0
Centre,20,20 SC SOUTH 2,,State Senate,34.0,WRITE-INS,2.0
Centre,20,20 SC SOUTH 2,DEM,State House,77.0,H SCOTT CONKLIN,725.0
Centre,20,20 SC SOUTH 2,,State House,77.0,WRITE-INS,13.0
Centre,21,21 SC SOUTHEAST,,Registered Voters,,,1145.0
Centre,21,21 SC SOUTHEAST,,Ballots Cast,,,773.0
Centre,21,21 SC SOUTHEAST,,VOTER TURNOUT - TOTAL,,,
Centre,21,21 SC SOUTHEAST,DEM,STRAIGHT PARTY,,DEMOCRATIC,339.0
Centre,21,21 SC SOUTHEAST,REP,STRAIGHT PARTY,,REPUBLICAN,73.0
Centre,21,21 SC SOUTHEAST,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,21,21 SC SOUTHEAST,LIB,STRAIGHT PARTY,,LIBERTARIAN,4.0
Centre,21,21 SC SOUTHEAST,DEM,U.S. Senate,,"BOB CASEY, JR",610.0
Centre,21,21 SC SOUTHEAST,REP,U.S. Senate,,LOU BARLETTA,134.0
Centre,21,21 SC SOUTHEAST,GRN,U.S. Senate,,NEAL GALE,11.0
Centre,21,21 SC SOUTHEAST,LIB,U.S. Senate,,"DALE R KERNS, JR",13.0
Centre,21,21 SC SOUTHEAST,,U.S. Senate,,WRITE-INS,0.0
Centre,21,21 SC SOUTHEAST,DEM,Governor,,TOM WOLF,613.0
Centre,21,21 SC SOUTHEAST,REP,Governor,,SCOTT R WAGNER,133.0
Centre,21,21 SC SOUTHEAST,GRN,Governor,,PAUL GLOVER,7.0
Centre,21,21 SC SOUTHEAST,LIB,Governor,,KEN V KRAWCHUK,11.0
Centre,21,21 SC SOUTHEAST,,Governor,,WRITE-INS,0.0
Centre,21,21 SC SOUTHEAST,DEM,U.S. House,12.0,MARC FRIEDENBERG,611.0
Centre,21,21 SC SOUTHEAST,REP,U.S. House,12.0,TOM MARINO,147.0
Centre,21,21 SC SOUTHEAST,,U.S. House,12.0,WRITE-INS,3.0
Centre,21,21 SC SOUTHEAST,DEM,State Senate,34.0,EZRA NANES,591.0
Centre,21,21 SC SOUTHEAST,REP,State Senate,34.0,JACOB D CORMAN III,172.0
Centre,21,21 SC SOUTHEAST,,State Senate,34.0,WRITE-INS,2.0
Centre,21,21 SC SOUTHEAST,DEM,State House,77.0,H SCOTT CONKLIN,653.0
Centre,21,21 SC SOUTHEAST,,State House,77.0,WRITE-INS,10.0
Centre,22,22 SC SOUTH CENTRAL 1,,Registered Voters,,,890.0
Centre,22,22 SC SOUTH CENTRAL 1,,Ballots Cast,,,295.0
Centre,22,22 SC SOUTH CENTRAL 1,,VOTER TURNOUT - TOTAL,,,
Centre,22,22 SC SOUTH CENTRAL 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,127.0
Centre,22,22 SC SOUTH CENTRAL 1,REP,STRAIGHT PARTY,,REPUBLICAN,28.0
Centre,22,22 SC SOUTH CENTRAL 1,GRN,STRAIGHT PARTY,,GREEN,2.0
Centre,22,22 SC SOUTH CENTRAL 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,22,22 SC SOUTH CENTRAL 1,DEM,U.S. Senate,,"BOB CASEY, JR",226.0
Centre,22,22 SC SOUTH CENTRAL 1,REP,U.S. Senate,,LOU BARLETTA,53.0
Centre,22,22 SC SOUTH CENTRAL 1,GRN,U.S. Senate,,NEAL GALE,10.0
Centre,22,22 SC SOUTH CENTRAL 1,LIB,U.S. Senate,,"DALE R KERNS, JR",5.0
Centre,22,22 SC SOUTH CENTRAL 1,,U.S. Senate,,WRITE-INS,0.0
Centre,22,22 SC SOUTH CENTRAL 1,DEM,Governor,,TOM WOLF,219.0
Centre,22,22 SC SOUTH CENTRAL 1,REP,Governor,,SCOTT R WAGNER,57.0
Centre,22,22 SC SOUTH CENTRAL 1,GRN,Governor,,PAUL GLOVER,10.0
Centre,22,22 SC SOUTH CENTRAL 1,LIB,Governor,,KEN V KRAWCHUK,8.0
Centre,22,22 SC SOUTH CENTRAL 1,,Governor,,WRITE-INS,0.0
Centre,22,22 SC SOUTH CENTRAL 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,238.0
Centre,22,22 SC SOUTH CENTRAL 1,REP,U.S. House,12.0,TOM MARINO,56.0
Centre,22,22 SC SOUTH CENTRAL 1,,U.S. House,12.0,WRITE-INS,0.0
Centre,22,22 SC SOUTH CENTRAL 1,DEM,State Senate,34.0,EZRA NANES,231.0
Centre,22,22 SC SOUTH CENTRAL 1,REP,State Senate,34.0,JACOB D CORMAN III,62.0
Centre,22,22 SC SOUTH CENTRAL 1,,State Senate,34.0,WRITE-INS,0.0
Centre,22,22 SC SOUTH CENTRAL 1,DEM,State House,77.0,H SCOTT CONKLIN,250.0
Centre,22,22 SC SOUTH CENTRAL 1,,State House,77.0,WRITE-INS,9.0
Centre,23,23 SC SOUTH CENTRAL 2,,Registered Voters,,,965.0
Centre,23,23 SC SOUTH CENTRAL 2,,Ballots Cast,,,538.0
Centre,23,23 SC SOUTH CENTRAL 2,,VOTER TURNOUT - TOTAL,,,
Centre,23,23 SC SOUTH CENTRAL 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,234.0
Centre,23,23 SC SOUTH CENTRAL 2,REP,STRAIGHT PARTY,,REPUBLICAN,61.0
Centre,23,23 SC SOUTH CENTRAL 2,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,23,23 SC SOUTH CENTRAL 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,23,23 SC SOUTH CENTRAL 2,DEM,U.S. Senate,,"BOB CASEY, JR",412.0
Centre,23,23 SC SOUTH CENTRAL 2,REP,U.S. Senate,,LOU BARLETTA,107.0
Centre,23,23 SC SOUTH CENTRAL 2,GRN,U.S. Senate,,NEAL GALE,3.0
Centre,23,23 SC SOUTH CENTRAL 2,LIB,U.S. Senate,,"DALE R KERNS, JR",14.0
Centre,23,23 SC SOUTH CENTRAL 2,,U.S. Senate,,WRITE-INS,0.0
Centre,23,23 SC SOUTH CENTRAL 2,DEM,Governor,,TOM WOLF,407.0
Centre,23,23 SC SOUTH CENTRAL 2,REP,Governor,,SCOTT R WAGNER,108.0
Centre,23,23 SC SOUTH CENTRAL 2,GRN,Governor,,PAUL GLOVER,3.0
Centre,23,23 SC SOUTH CENTRAL 2,LIB,Governor,,KEN V KRAWCHUK,9.0
Centre,23,23 SC SOUTH CENTRAL 2,,Governor,,WRITE-INS,0.0
Centre,23,23 SC SOUTH CENTRAL 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,420.0
Centre,23,23 SC SOUTH CENTRAL 2,REP,U.S. House,12.0,TOM MARINO,113.0
Centre,23,23 SC SOUTH CENTRAL 2,,U.S. House,12.0,WRITE-INS,0.0
Centre,23,23 SC SOUTH CENTRAL 2,DEM,State Senate,34.0,EZRA NANES,401.0
Centre,23,23 SC SOUTH CENTRAL 2,REP,State Senate,34.0,JACOB D CORMAN III,120.0
Centre,23,23 SC SOUTH CENTRAL 2,,State Senate,34.0,WRITE-INS,2.0
Centre,23,23 SC SOUTH CENTRAL 2,DEM,State House,77.0,H SCOTT CONKLIN,438.0
Centre,23,23 SC SOUTH CENTRAL 2,,State House,77.0,WRITE-INS,10.0
Centre,24,24 SC EAST 1,,Registered Voters,,,3424.0
Centre,24,24 SC EAST 1,,Ballots Cast,,,902.0
Centre,24,24 SC EAST 1,,VOTER TURNOUT - TOTAL,,,
Centre,24,24 SC EAST 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,436.0
Centre,24,24 SC EAST 1,REP,STRAIGHT PARTY,,REPUBLICAN,212.0
Centre,24,24 SC EAST 1,GRN,STRAIGHT PARTY,,GREEN,3.0
Centre,24,24 SC EAST 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,6.0
Centre,24,24 SC EAST 1,DEM,U.S. Senate,,"BOB CASEY, JR",594.0
Centre,24,24 SC EAST 1,REP,U.S. Senate,,LOU BARLETTA,270.0
Centre,24,24 SC EAST 1,GRN,U.S. Senate,,NEAL GALE,21.0
Centre,24,24 SC EAST 1,LIB,U.S. Senate,,"DALE R KERNS, JR",15.0
Centre,24,24 SC EAST 1,,U.S. Senate,,WRITE-INS,1.0
Centre,24,24 SC EAST 1,DEM,Governor,,TOM WOLF,609.0
Centre,24,24 SC EAST 1,REP,Governor,,SCOTT R WAGNER,260.0
Centre,24,24 SC EAST 1,GRN,Governor,,PAUL GLOVER,12.0
Centre,24,24 SC EAST 1,LIB,Governor,,KEN V KRAWCHUK,16.0
Centre,24,24 SC EAST 1,,Governor,,WRITE-INS,0.0
Centre,24,24 SC EAST 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,616.0
Centre,24,24 SC EAST 1,REP,U.S. House,12.0,TOM MARINO,279.0
Centre,24,24 SC EAST 1,,U.S. House,12.0,WRITE-INS,1.0
Centre,24,24 SC EAST 1,DEM,State Senate,34.0,EZRA NANES,587.0
Centre,24,24 SC EAST 1,REP,State Senate,34.0,JACOB D CORMAN III,298.0
Centre,24,24 SC EAST 1,,State Senate,34.0,WRITE-INS,2.0
Centre,24,24 SC EAST 1,DEM,State House,77.0,H SCOTT CONKLIN,684.0
Centre,24,24 SC EAST 1,,State House,77.0,WRITE-INS,39.0
Centre,25,25 SC EAST 2,,Registered Voters,,,2752.0
Centre,25,25 SC EAST 2,,Ballots Cast,,,822.0
Centre,25,25 SC EAST 2,,VOTER TURNOUT - TOTAL,,,
Centre,25,25 SC EAST 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,463.0
Centre,25,25 SC EAST 2,REP,STRAIGHT PARTY,,REPUBLICAN,110.0
Centre,25,25 SC EAST 2,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,25,25 SC EAST 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,3.0
Centre,25,25 SC EAST 2,DEM,U.S. Senate,,"BOB CASEY, JR",643.0
Centre,25,25 SC EAST 2,REP,U.S. Senate,,LOU BARLETTA,143.0
Centre,25,25 SC EAST 2,GRN,U.S. Senate,,NEAL GALE,14.0
Centre,25,25 SC EAST 2,LIB,U.S. Senate,,"DALE R KERNS, JR",20.0
Centre,25,25 SC EAST 2,,U.S. Senate,,WRITE-INS,0.0
Centre,25,25 SC EAST 2,DEM,Governor,,TOM WOLF,652.0
