county,precinct,candidate,office,district,party,votes
Northumberland,Shamokin City 3,Sarah Donnelly,State House,107,DEM,41
Northumberland,Shamokin City 3,Kurt A. Masser,State House,107,REP,73
Northumberland,Shamokin City 3,Write In Votes,State House,107,,0
Northumberland,Shamokin City 4,,Ballots Cast,,,309
Northumberland,Shamokin City 4,,Straight Party,,DEM,59
Northumberland,Shamokin City 4,,Straight Party,,REP,75
Northumberland,Shamokin City 4,,Straight Party,,GRE,0
Northumberland,Shamokin City 4,,Straight Party,,LIB,2
Northumberland,Shamokin City 4,"Bob Casey, Jr.",U.S. Senate,,DEM,129
Northumberland,Shamokin City 4,Lou Barletta,U.S. Senate,,REP,157
Northumberland,Shamokin City 4,Neal Gale,U.S. Senate,,GRE,3
Northumberland,Shamokin City 4,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,8
Northumberland,Shamokin City 4,Write In Votes,U.S. Senate,,,0
Northumberland,Shamokin City 4,Tom Wolf,Governor,,DEM,154
Northumberland,Shamokin City 4,Scott R. Wagner,Governor,,REP,140
Northumberland,Shamokin City 4,Paul Glover,Governor,,GRE,1
Northumberland,Shamokin City 4,Ken V. Krawchuk,Governor,,LIB,4
Northumberland,Shamokin City 4,Write In Votes,Governor,,,1
Northumberland,Shamokin City 4,Denny Wolff,U.S. House,9,DEM,120
Northumberland,Shamokin City 4,Dan Meuser,U.S. House,9,REP,169
Northumberland,Shamokin City 4,Write In Votes,U.S. House,9,,0
Northumberland,Shamokin City 4,Sarah Donnelly,State House,107,DEM,109
Northumberland,Shamokin City 4,Kurt A. Masser,State House,107,REP,186
Northumberland,Shamokin City 4,Write In Votes,State House,107,,2
Northumberland,Shamokin City 5,,Ballots Cast,,,226
Northumberland,Shamokin City 5,,Straight Party,,DEM,45
Northumberland,Shamokin City 5,,Straight Party,,REP,56
Northumberland,Shamokin City 5,,Straight Party,,GRE,0
Northumberland,Shamokin City 5,,Straight Party,,LIB,0
Northumberland,Shamokin City 5,"Bob Casey, Jr.",U.S. Senate,,DEM,98
Northumberland,Shamokin City 5,Lou Barletta,U.S. Senate,,REP,120
Northumberland,Shamokin City 5,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Shamokin City 5,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Shamokin City 5,Write In Votes,U.S. Senate,,,0
Northumberland,Shamokin City 5,Tom Wolf,Governor,,DEM,111
Northumberland,Shamokin City 5,Scott R. Wagner,Governor,,REP,101
Northumberland,Shamokin City 5,Paul Glover,Governor,,GRE,2
Northumberland,Shamokin City 5,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,Shamokin City 5,Write In Votes,Governor,,,3
Northumberland,Shamokin City 5,Denny Wolff,U.S. House,9,DEM,97
Northumberland,Shamokin City 5,Dan Meuser,U.S. House,9,REP,125
Northumberland,Shamokin City 5,Write In Votes,U.S. House,9,,0
Northumberland,Shamokin City 5,Sarah Donnelly,State House,107,DEM,84
Northumberland,Shamokin City 5,Kurt A. Masser,State House,107,REP,140
Northumberland,Shamokin City 5,Write In Votes,State House,107,,0
Northumberland,Shamokin City 6,,Ballots Cast,,,153
Northumberland,Shamokin City 6,,Straight Party,,DEM,32
Northumberland,Shamokin City 6,,Straight Party,,REP,34
Northumberland,Shamokin City 6,,Straight Party,,GRE,0
Northumberland,Shamokin City 6,,Straight Party,,LIB,0
Northumberland,Shamokin City 6,"Bob Casey, Jr.",U.S. Senate,,DEM,67
Northumberland,Shamokin City 6,Lou Barletta,U.S. Senate,,REP,82
Northumberland,Shamokin City 6,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Shamokin City 6,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,2
Northumberland,Shamokin City 6,Write In Votes,U.S. Senate,,,0
Northumberland,Shamokin City 6,Tom Wolf,Governor,,DEM,78
Northumberland,Shamokin City 6,Scott R. Wagner,Governor,,REP,70
Northumberland,Shamokin City 6,Paul Glover,Governor,,GRE,2
Northumberland,Shamokin City 6,Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Shamokin City 6,Write In Votes,Governor,,,0
Northumberland,Shamokin City 6,Denny Wolff,U.S. House,9,DEM,66
Northumberland,Shamokin City 6,Dan Meuser,U.S. House,9,REP,82
Northumberland,Shamokin City 6,Write In Votes,U.S. House,9,,0
Northumberland,Shamokin City 6,Sarah Donnelly,State House,107,DEM,60
Northumberland,Shamokin City 6,Kurt A. Masser,State House,107,REP,91
Northumberland,Shamokin City 6,Write In Votes,State House,107,,0
Northumberland,Shamokin City 7,,Ballots Cast,,,176
Northumberland,Shamokin City 7,,Straight Party,,DEM,41
Northumberland,Shamokin City 7,,Straight Party,,REP,45
Northumberland,Shamokin City 7,,Straight Party,,GRE,0
Northumberland,Shamokin City 7,,Straight Party,,LIB,1
Northumberland,Shamokin City 7,"Bob Casey, Jr.",U.S. Senate,,DEM,86
Northumberland,Shamokin City 7,Lou Barletta,U.S. Senate,,REP,82
Northumberland,Shamokin City 7,Neal Gale,U.S. Senate,,GRE,3
Northumberland,Shamokin City 7,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,3
Northumberland,Shamokin City 7,Write In Votes,U.S. Senate,,,0
Northumberland,Shamokin City 7,Tom Wolf,Governor,,DEM,99
Northumberland,Shamokin City 7,Scott R. Wagner,Governor,,REP,73
Northumberland,Shamokin City 7,Paul Glover,Governor,,GRE,2
Northumberland,Shamokin City 7,Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Shamokin City 7,Write In Votes,Governor,,,0
Northumberland,Shamokin City 7,Denny Wolff,U.S. House,9,DEM,85
Northumberland,Shamokin City 7,Dan Meuser,U.S. House,9,REP,86
Northumberland,Shamokin City 7,Write In Votes,U.S. House,9,,1
Northumberland,Shamokin City 7,Sarah Donnelly,State House,107,DEM,78
Northumberland,Shamokin City 7,Kurt A. Masser,State House,107,REP,95
Northumberland,Shamokin City 7,Write In Votes,State House,107,,1
Northumberland,Coal Township 3,,Ballots Cast,,,333
Northumberland,Coal Township 3,,Straight Party,,DEM,66
Northumberland,Coal Township 3,,Straight Party,,REP,92
Northumberland,Coal Township 3,,Straight Party,,GRE,1
Northumberland,Coal Township 3,,Straight Party,,LIB,0
Northumberland,Coal Township 3,"Bob Casey, Jr.",U.S. Senate,,DEM,152
Northumberland,Coal Township 3,Lou Barletta,U.S. Senate,,REP,164
Northumberland,Coal Township 3,Neal Gale,U.S. Senate,,GRE,3
Northumberland,Coal Township 3,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Coal Township 3,Write In Votes,U.S. Senate,,,0
Northumberland,Coal Township 3,Tom Wolf,Governor,,DEM,170
Northumberland,Coal Township 3,Scott R. Wagner,Governor,,REP,144
Northumberland,Coal Township 3,Paul Glover,Governor,,GRE,3
Northumberland,Coal Township 3,Ken V. Krawchuk,Governor,,LIB,8
Northumberland,Coal Township 3,Write In Votes,Governor,,,1
Northumberland,Coal Township 3,Denny Wolff,U.S. House,9,DEM,160
Northumberland,Coal Township 3,Dan Meuser,U.S. House,9,REP,155
Northumberland,Coal Township 3,Write In Votes,U.S. House,9,,1
Northumberland,Coal Township 3,Sarah Donnelly,State House,107,DEM,138
Northumberland,Coal Township 3,Kurt A. Masser,State House,107,REP,185
Northumberland,Coal Township 3,Write In Votes,State House,107,,1
Northumberland,Shamokin City 8,,Ballots Cast,,,64
Northumberland,Shamokin City 8,,Straight Party,,DEM,13
Northumberland,Shamokin City 8,,Straight Party,,REP,13
Northumberland,Shamokin City 8,,Straight Party,,GRE,0
Northumberland,Shamokin City 8,,Straight Party,,LIB,0
Northumberland,Shamokin City 8,"Bob Casey, Jr.",U.S. Senate,,DEM,33
Northumberland,Shamokin City 8,Lou Barletta,U.S. Senate,,REP,31
Northumberland,Shamokin City 8,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Shamokin City 8,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,0
Northumberland,Shamokin City 8,Write In Votes,U.S. Senate,,,0
Northumberland,Shamokin City 8,Tom Wolf,Governor,,DEM,38
Northumberland,Shamokin City 8,Scott R. Wagner,Governor,,REP,24
Northumberland,Shamokin City 8,Paul Glover,Governor,,GRE,0
Northumberland,Shamokin City 8,Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Shamokin City 8,Write In Votes,Governor,,,0
Northumberland,Shamokin City 8,Denny Wolff,U.S. House,9,DEM,32
Northumberland,Shamokin City 8,Dan Meuser,U.S. House,9,REP,31
Northumberland,Shamokin City 8,Write In Votes,U.S. House,9,,0
Northumberland,Shamokin City 8,Sarah Donnelly,State House,107,DEM,23
Northumberland,Shamokin City 8,Kurt A. Masser,State House,107,REP,41
Northumberland,Shamokin City 8,Write In Votes,State House,107,,0
Northumberland,West Cameron Township,,Ballots Cast,,,166
Northumberland,West Cameron Township,,Straight Party,,DEM,6
Northumberland,West Cameron Township,,Straight Party,,REP,81
Northumberland,West Cameron Township,,Straight Party,,GRE,0
Northumberland,West Cameron Township,,Straight Party,,LIB,0
Northumberland,West Cameron Township,"Bob Casey, Jr.",U.S. Senate,,DEM,25
Northumberland,West Cameron Township,Lou Barletta,U.S. Senate,,REP,139
Northumberland,West Cameron Township,Neal Gale,U.S. Senate,,GRE,1
Northumberland,West Cameron Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,0
Northumberland,West Cameron Township,Write In Votes,U.S. Senate,,,0
Northumberland,West Cameron Township,Tom Wolf,Governor,,DEM,25
Northumberland,West Cameron Township,Scott R. Wagner,Governor,,REP,137
Northumberland,West Cameron Township,Paul Glover,Governor,,GRE,3
Northumberland,West Cameron Township,Ken V. Krawchuk,Governor,,LIB,0
Northumberland,West Cameron Township,Write In Votes,Governor,,,0
Northumberland,West Cameron Township,Marc Friedenberg,U.S. House,12,DEM,19
Northumberland,West Cameron Township,Tom Marino,U.S. House,12,REP,146
Northumberland,West Cameron Township,Write In Votes,U.S. House,12,,0
Northumberland,West Cameron Township,Sarah Donnelly,State House,107,DEM,22
Northumberland,West Cameron Township,Kurt A. Masser,State House,107,REP,141
Northumberland,West Cameron Township,Write In Votes,State House,107,,0
Northumberland,Zerbe Township,,Ballots Cast,,,523
Northumberland,Zerbe Township,,Straight Party,,DEM,57
Northumberland,Zerbe Township,,Straight Party,,REP,206
Northumberland,Zerbe Township,,Straight Party,,GRE,0
Northumberland,Zerbe Township,,Straight Party,,LIB,5
Northumberland,Zerbe Township,"Bob Casey, Jr.",U.S. Senate,,DEM,146
Northumberland,Zerbe Township,Lou Barletta,U.S. Senate,,REP,358
Northumberland,Zerbe Township,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Zerbe Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,5
Northumberland,Zerbe Township,Write In Votes,U.S. Senate,,,0
Northumberland,Zerbe Township,Tom Wolf,Governor,,DEM,168
Northumberland,Zerbe Township,Scott R. Wagner,Governor,,REP,335
Northumberland,Zerbe Township,Paul Glover,Governor,,GRE,3
Northumberland,Zerbe Township,Ken V. Krawchuk,Governor,,LIB,9
Northumberland,Zerbe Township,Write In Votes,Governor,,,1
Northumberland,Zerbe Township,Marc Friedenberg,U.S. House,12,DEM,119
Northumberland,Zerbe Township,Tom Marino,U.S. House,12,REP,387
Northumberland,Zerbe Township,Write In Votes,U.S. House,12,,0
Northumberland,Zerbe Township,Sarah Donnelly,State House,107,DEM,123
Northumberland,Zerbe Township,Kurt A. Masser,State House,107,REP,387
Northumberland,Zerbe Township,Write In Votes,State House,107,,1
Northumberland,Delaware Township East,,Ballots Cast,,,412
Northumberland,Delaware Township East,,Straight Party,,DEM,27
Northumberland,Delaware Township East,,Straight Party,,REP,230
Northumberland,Delaware Township East,,Straight Party,,GRE,0
Northumberland,Delaware Township East,,Straight Party,,LIB,0
Northumberland,Delaware Township East,"Bob Casey, Jr.",U.S. Senate,,DEM,80
Northumberland,Delaware Township East,Lou Barletta,U.S. Senate,,REP,327
Northumberland,Delaware Township East,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Delaware Township East,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Delaware Township East,Write In Votes,U.S. Senate,,,0
Northumberland,Delaware Township East,Tom Wolf,Governor,,DEM,90
Northumberland,Delaware Township East,Scott R. Wagner,Governor,,REP,312
Northumberland,Delaware Township East,Paul Glover,Governor,,GRE,1
Northumberland,Delaware Township East,Ken V. Krawchuk,Governor,,LIB,3
Northumberland,Delaware Township East,Write In Votes,Governor,,,0
Northumberland,Delaware Township East,Marc Friedenberg,U.S. House,12,DEM,70
Northumberland,Delaware Township East,Tom Marino,U.S. House,12,REP,336
Northumberland,Delaware Township East,Write In Votes,U.S. House,12,,0
Northumberland,Delaware Township East,Lynda J. Schlegel-Culverlver,State House,108,REP,364
Northumberland,Delaware Township East,Write In Votes,State House,108,REP,0
Northumberland,Delaware Township South,,Ballots Cast,,,389
Northumberland,Delaware Township South,,Straight Party,,DEM,36
Northumberland,Delaware Township South,,Straight Party,,REP,157
Northumberland,Delaware Township South,,Straight Party,,GRE,0
Northumberland,Delaware Township South,,Straight Party,,LIB,0
Northumberland,Delaware Township South,"Bob Casey, Jr.",U.S. Senate,,DEM,120
Northumberland,Delaware Township South,Lou Barletta,U.S. Senate,,REP,259
Northumberland,Delaware Township South,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Delaware Township South,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,3
Northumberland,Delaware Township South,Write In Votes,U.S. Senate,,,0
Northumberland,Delaware Township South,Tom Wolf,Governor,,DEM,148
Northumberland,Delaware Township South,Scott R. Wagner,Governor,,REP,230
Northumberland,Delaware Township South,Paul Glover,Governor,,GRE,3
Northumberland,Delaware Township South,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,Delaware Township South,Write In Votes,Governor,,,0
Northumberland,Delaware Township South,Marc Friedenberg,U.S. House,12,DEM,102
Northumberland,Delaware Township South,Tom Marino,U.S. House,12,REP,283
Northumberland,Delaware Township South,Write In Votes,U.S. House,12,,0
Northumberland,Delaware Township South,Lynda J. Schlegel-Culver,State House,108,REP,332
Northumberland,Delaware Township South,Write In Votes,State House,108,REP,5
Northumberland,Delaware Township West,,Ballots Cast,,,711
Northumberland,Delaware Township West,,Straight Party,,DEM,77
Northumberland,Delaware Township West,,Straight Party,,REP,326
Northumberland,Delaware Township West,,Straight Party,,GRE,0
Northumberland,Delaware Township West,,Straight Party,,LIB,1
Northumberland,Delaware Township West,"Bob Casey, Jr.",U.S. Senate,,DEM,214
Northumberland,Delaware Township West,Lou Barletta,U.S. Senate,,REP,479
Northumberland,Delaware Township West,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Delaware Township West,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,10
Northumberland,Delaware Township West,Write In Votes,U.S. Senate,,,0
Northumberland,Delaware Township West,Tom Wolf,Governor,,DEM,245
Northumberland,Delaware Township West,Scott R. Wagner,Governor,,REP,445
Northumberland,Delaware Township West,Paul Glover,Governor,,GRE,7
Northumberland,Delaware Township West,Ken V. Krawchuk,Governor,,LIB,9
Northumberland,Delaware Township West,Write In Votes,Governor,,,0
Northumberland,Delaware Township West,Marc Friedenberg,U.S. House,12,DEM,165
Northumberland,Delaware Township West,Tom Marino,U.S. House,12,REP,533
Northumberland,Delaware Township West,Write In Votes,U.S. House,12,,0
Northumberland,Delaware Township West,Lynda J. Schlegel-Culver,State House,108,REP,613
Northumberland,Delaware Township West,Write In Votes,State House,108,REP,4
Northumberland,Chillisquaque Township,,Ballots Cast,,,243
Northumberland,Chillisquaque Township,,Straight Party,,DEM,18
Northumberland,Chillisquaque Township,,Straight Party,,REP,118
Northumberland,Chillisquaque Township,,Straight Party,,GRE,0
Northumberland,Chillisquaque Township,,Straight Party,,LIB,1
Northumberland,Chillisquaque Township,"Bob Casey, Jr.",U.S. Senate,,DEM,53
Northumberland,Chillisquaque Township,Lou Barletta,U.S. Senate,,REP,184
Northumberland,Chillisquaque Township,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Chillisquaque Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,3
Northumberland,Chillisquaque Township,Write In Votes,U.S. Senate,,,0
Northumberland,Chillisquaque Township,Tom Wolf,Governor,,DEM,63
Northumberland,Chillisquaque Township,Scott R. Wagner,Governor,,REP,173
Northumberland,Chillisquaque Township,Paul Glover,Governor,,GRE,0
Northumberland,Chillisquaque Township,Ken V. Krawchuk,Governor,,LIB,5
Northumberland,Chillisquaque Township,Write In Votes,Governor,,,0
Northumberland,Chillisquaque Township,Marc Friedenberg,U.S. House,12,DEM,40
Northumberland,Chillisquaque Township,Tom Marino,U.S. House,12,REP,196
Northumberland,Chillisquaque Township,Write In Votes,U.S. House,12,,1
Northumberland,Chillisquaque Township,Lynda J. Schlegel-Culver,State House,108,REP,216
Northumberland,Chillisquaque Township,Write In Votes,State House,108,REP,5
Northumberland,Herndon Borough,,Ballots Cast,,,103
Northumberland,Herndon Borough,,Straight Party,,DEM,12
Northumberland,Herndon Borough,,Straight Party,,REP,40
Northumberland,Herndon Borough,,Straight Party,,GRE,0
Northumberland,Herndon Borough,,Straight Party,,LIB,0
Northumberland,Herndon Borough,"Bob Casey, Jr.",U.S. Senate,,DEM,33
Northumberland,Herndon Borough,Lou Barletta,U.S. Senate,,REP,67
Northumberland,Herndon Borough,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Herndon Borough,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Herndon Borough,Write In Votes,U.S. Senate,,,0
Northumberland,Herndon Borough,Tom Wolf,Governor,,DEM,35
Northumberland,Herndon Borough,Scott R. Wagner,Governor,,REP,66
Northumberland,Herndon Borough,Paul Glover,Governor,,GRE,0
Northumberland,Herndon Borough,Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Herndon Borough,Write In Votes,Governor,,,0
Northumberland,Herndon Borough,Marc Friedenberg,U.S. House,12,DEM,25
Northumberland,Herndon Borough,Tom Marino,U.S. House,12,REP,75
Northumberland,Herndon Borough,Write In Votes,U.S. House,12,,0
Northumberland,Herndon Borough,Lynda J. Schlegel-Culver,State House,108,REP,86
Northumberland,Herndon Borough,Write In Votes,State House,108,REP,0
Northumberland,Jackson Township,,Ballots Cast,,,351
Northumberland,Jackson Township,,Straight Party,,DEM,24
Northumberland,Jackson Township,,Straight Party,,REP,171
Northumberland,Jackson Township,,Straight Party,,GRE,1
Northumberland,Jackson Township,,Straight Party,,LIB,1
Northumberland,Jackson Township,"Bob Casey, Jr.",U.S. Senate,,DEM,67
Northumberland,Jackson Township,Lou Barletta,U.S. Senate,,REP,266
Northumberland,Jackson Township,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Jackson Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Jackson Township,Write In Votes,U.S. Senate,,,0
Northumberland,Jackson Township,Tom Wolf,Governor,,DEM,83
Northumberland,Jackson Township,Scott R. Wagner,Governor,,REP,261
Northumberland,Jackson Township,Paul Glover,Governor,,GRE,2
Northumberland,Jackson Township,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,Jackson Township,Write In Votes,Governor,,,0
Northumberland,Jackson Township,Marc Friedenberg,U.S. House,12,DEM,56
Northumberland,Jackson Township,Tom Marino,U.S. House,12,REP,287
Northumberland,Jackson Township,Write In Votes,U.S. House,12,,0
Northumberland,Jackson Township,Lynda J. Schlegel-Culver,State House,108,REP,316
Northumberland,Jackson Township,Write In Votes,State House,108,REP,0
Northumberland,Jordan Township,,Ballots Cast,,,301
Northumberland,Jordan Township,,Straight Party,,DEM,19
Northumberland,Jordan Township,,Straight Party,,REP,137
Northumberland,Jordan Township,,Straight Party,,GRE,0
Northumberland,Jordan Township,,Straight Party,,LIB,0
Northumberland,Jordan Township,"Bob Casey, Jr.",U.S. Senate,,DEM,56
Northumberland,Jordan Township,Lou Barletta,U.S. Senate,,REP,239
Northumberland,Jordan Township,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Jordan Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Jordan Township,Write In Votes,U.S. Senate,,,0
Northumberland,Jordan Township,Tom Wolf,Governor,,DEM,70
Northumberland,Jordan Township,Scott R. Wagner,Governor,,REP,219
Northumberland,Jordan Township,Paul Glover,Governor,,GRE,1
Northumberland,Jordan Township,Ken V. Krawchuk,Governor,,LIB,6
Northumberland,Jordan Township,Write In Votes,Governor,,,0
Northumberland,Jordan Township,Marc Friedenberg,U.S. House,12,DEM,46
Northumberland,Jordan Township,Tom Marino,U.S. House,12,REP,242
Northumberland,Jordan Township,Write In Votes,U.S. House,12,,0
Northumberland,Jordan Township,Sarah Donnelly,State House,107,DEM,38
Northumberland,Jordan Township,Kurt A. Masser,State House,107,REP,254
Northumberland,Jordan Township,Write In Votes,State House,107,,0
Northumberland,Coal Township 4-1,,Ballots Cast,,,174
Northumberland,Coal Township 4-1,,Straight Party,,DEM,26
Northumberland,Coal Township 4-1,,Straight Party,,REP,55
Northumberland,Coal Township 4-1,,Straight Party,,GRE,0
Northumberland,Coal Township 4-1,,Straight Party,,LIB,0
Northumberland,Coal Township 4-1,"Bob Casey, Jr.",U.S. Senate,,DEM,63
Northumberland,Coal Township 4-1,Lou Barletta,U.S. Senate,,REP,106
Northumberland,Coal Township 4-1,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Coal Township 4-1,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Coal Township 4-1,Write In Votes,U.S. Senate,,,0
Northumberland,Coal Township 4-1,Tom Wolf,Governor,,DEM,75
Northumberland,Coal Township 4-1,Scott R. Wagner,Governor,,REP,93
Northumberland,Coal Township 4-1,Paul Glover,Governor,,GRE,1
Northumberland,Coal Township 4-1,Ken V. Krawchuk,Governor,,LIB,3
Northumberland,Coal Township 4-1,Write In Votes,Governor,,,0
Northumberland,Coal Township 4-1,Denny Wolff,U.S. House,9,DEM,65
Northumberland,Coal Township 4-1,Dan Meuser,U.S. House,9,REP,99
Northumberland,Coal Township 4-1,Write In Votes,U.S. House,9,,0
Northumberland,Coal Township 4-1,Sarah Donnelly,State House,107,DEM,46
Northumberland,Coal Township 4-1,Kurt A. Masser,State House,107,REP,126
Northumberland,Coal Township 4-1,Write In Votes,State House,107,,0
Northumberland,Lewis Township,,Ballots Cast,,,653
Northumberland,Lewis Township,,Straight Party,,DEM,72
Northumberland,Lewis Township,,Straight Party,,REP,276
Northumberland,Lewis Township,,Straight Party,,GRE,0
Northumberland,Lewis Township,,Straight Party,,LIB,0
Northumberland,Lewis Township,"Bob Casey, Jr.",U.S. Senate,,DEM,205
Northumberland,Lewis Township,Lou Barletta,U.S. Senate,,REP,427
Northumberland,Lewis Township,Neal Gale,U.S. Senate,,GRE,4
Northumberland,Lewis Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,7
Northumberland,Lewis Township,Write In Votes,U.S. Senate,,,0
Northumberland,Lewis Township,Tom Wolf,Governor,,DEM,212
Northumberland,Lewis Township,Scott R. Wagner,Governor,,REP,423
Northumberland,Lewis Township,Paul Glover,Governor,,GRE,4
Northumberland,Lewis Township,Ken V. Krawchuk,Governor,,LIB,7
Northumberland,Lewis Township,Write In Votes,Governor,,,0
Northumberland,Lewis Township,Marc Friedenberg,U.S. House,12,DEM,161
Northumberland,Lewis Township,Tom Marino,U.S. House,12,REP,477
Northumberland,Lewis Township,Write In Votes,U.S. House,12,,0
Northumberland,Lewis Township,Lynda J. Schlegel-Culver,State House,108,REP,560
Northumberland,Lewis Township,Write In Votes,State House,108,REP,2
Northumberland,Little Mahanoy Township,,Ballots Cast,,,146
Northumberland,Little Mahanoy Township,,Straight Party,,DEM,20
Northumberland,Little Mahanoy Township,,Straight Party,,REP,52
Northumberland,Little Mahanoy Township,,Straight Party,,GRE,0
Northumberland,Little Mahanoy Township,,Straight Party,,LIB,0
Northumberland,Little Mahanoy Township,"Bob Casey, Jr.",U.S. Senate,,DEM,50
Northumberland,Little Mahanoy Township,Lou Barletta,U.S. Senate,,REP,91
Northumberland,Little Mahanoy Township,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Little Mahanoy Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,0
Northumberland,Little Mahanoy Township,Write In Votes,U.S. Senate,,,0
Northumberland,Little Mahanoy Township,Tom Wolf,Governor,,DEM,58
Northumberland,Little Mahanoy Township,Scott R. Wagner,Governor,,REP,85
Northumberland,Little Mahanoy Township,Paul Glover,Governor,,GRE,1
Northumberland,Little Mahanoy Township,Ken V. Krawchuk,Governor,,LIB,0
Northumberland,Little Mahanoy Township,Write In Votes,Governor,,,0
Northumberland,Little Mahanoy Township,Marc Friedenberg,U.S. House,12,DEM,42
Northumberland,Little Mahanoy Township,Tom Marino,U.S. House,12,REP,102
Northumberland,Little Mahanoy Township,Write In Votes,U.S. House,12,,0
Northumberland,Little Mahanoy Township,Lynda J. Schlegel-Culver,State House,108,REP,120
Northumberland,Little Mahanoy Township,Write In Votes,State House,108,REP,1
Northumberland,Lower Augusta Township,,Ballots Cast,,,410
Northumberland,Lower Augusta Township,,Straight Party,,DEM,46
Northumberland,Lower Augusta Township,,Straight Party,,REP,160
Northumberland,Lower Augusta Township,,Straight Party,,GRE,1
Northumberland,Lower Augusta Township,,Straight Party,,LIB,1
Northumberland,Lower Augusta Township,"Bob Casey, Jr.",U.S. Senate,,DEM,110
Northumberland,Lower Augusta Township,Lou Barletta,U.S. Senate,,REP,281
Northumberland,Lower Augusta Township,Neal Gale,U.S. Senate,,GRE,5
Northumberland,Lower Augusta Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,6
Northumberland,Lower Augusta Township,Write In Votes,U.S. Senate,,,1
Northumberland,Lower Augusta Township,Tom Wolf,Governor,,DEM,123
Northumberland,Lower Augusta Township,Scott R. Wagner,Governor,,REP,265
Northumberland,Lower Augusta Township,Paul Glover,Governor,,GRE,2
Northumberland,Lower Augusta Township,Ken V. Krawchuk,Governor,,LIB,8
Northumberland,Lower Augusta Township,Write In Votes,Governor,,,0
Northumberland,Lower Augusta Township,Marc Friedenberg,U.S. House,12,DEM,93
Northumberland,Lower Augusta Township,Tom Marino,U.S. House,12,REP,298
Northumberland,Lower Augusta Township,Write In Votes,U.S. House,12,,1
Northumberland,Lower Augusta Township,Lynda J. Schlegel-Culver,State House,108,REP,355
Northumberland,Lower Augusta Township,Write In Votes,State House,108,REP,3
Northumberland,Lower Mahanoy Township,,Ballots Cast,,,624
Northumberland,Lower Mahanoy Township,,Straight Party,,DEM,44
Northumberland,Lower Mahanoy Township,,Straight Party,,REP,291
Northumberland,Lower Mahanoy Township,,Straight Party,,GRE,0
Northumberland,Lower Mahanoy Township,,Straight Party,,LIB,0
Northumberland,Lower Mahanoy Township,"Bob Casey, Jr.",U.S. Senate,,DEM,144
Northumberland,Lower Mahanoy Township,Lou Barletta,U.S. Senate,,REP,465
Northumberland,Lower Mahanoy Township,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Lower Mahanoy Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Lower Mahanoy Township,Write In Votes,U.S. Senate,,,0
Northumberland,Lower Mahanoy Township,Tom Wolf,Governor,,DEM,174
Northumberland,Lower Mahanoy Township,Scott R. Wagner,Governor,,REP,429
Northumberland,Lower Mahanoy Township,Paul Glover,Governor,,GRE,4
Northumberland,Lower Mahanoy Township,Ken V. Krawchuk,Governor,,LIB,3
Northumberland,Lower Mahanoy Township,Write In Votes,Governor,,,2
Northumberland,Lower Mahanoy Township,Marc Friedenberg,U.S. House,12,DEM,107
Northumberland,Lower Mahanoy Township,Tom Marino,U.S. House,12,REP,502
