county,precinct,office,district,party,candidate,votes,absentee,military,ivo,provisional
Luzerne,WYOMING BORO W 03,Governor,,DEM,WOLF / FETTERMAN,278,15,1,262,0
Luzerne,YATESVILLE BORO,Governor,,DEM,WOLF / FETTERMAN,168,8,0,160,0
Luzerne,ASHLEY BORO W 01,Governor,,REP,WAGNER / BARTOS,217,4,0,213,0
Luzerne,ASHLEY BORO W 02,Governor,,REP,WAGNER / BARTOS,122,1,0,121,0
Luzerne,AVOCA BORO W 01,Governor,,REP,WAGNER / BARTOS,115,7,0,108,0
Luzerne,AVOCA BORO W 02,Governor,,REP,WAGNER / BARTOS,107,1,0,106,0
Luzerne,AVOCA BORO W 03,Governor,,REP,WAGNER / BARTOS,137,3,0,134,0
Luzerne,BEAR CREEK TWP D 01,Governor,,REP,WAGNER / BARTOS,291,11,0,280,0
Luzerne,BEAR CREEK TWP D 02,Governor,,REP,WAGNER / BARTOS,376,12,1,363,0
Luzerne,BEAR CREEK TWP D 03,Governor,,REP,WAGNER / BARTOS,81,1,0,80,0
Luzerne,BEAR CREEK VLG BORO,Governor,,REP,WAGNER / BARTOS,92,7,0,83,2
Luzerne,BLACK CREEK TWP D 01,Governor,,REP,WAGNER / BARTOS,291,8,0,283,0
Luzerne,BLACK CREEK TWP D 02,Governor,,REP,WAGNER / BARTOS,230,7,0,223,0
Luzerne,BUCK TWP,Governor,,REP,WAGNER / BARTOS,102,2,0,100,0
Luzerne,BUTLER TWP D 01,Governor,,REP,WAGNER / BARTOS,698,35,0,663,0
Luzerne,BUTLER TWP D 02,Governor,,REP,WAGNER / BARTOS,500,20,0,480,0
Luzerne,BUTLER TWP D 03,Governor,,REP,WAGNER / BARTOS,632,39,1,592,0
Luzerne,BUTLER TWP D 04,Governor,,REP,WAGNER / BARTOS,464,22,0,442,0
Luzerne,CONYNGHAM BORO,Governor,,REP,WAGNER / BARTOS,464,11,1,452,0
Luzerne,CONYNGHAM TWP,Governor,,REP,WAGNER / BARTOS,216,7,1,208,0
Luzerne,COURTDALE BORO,Governor,,REP,WAGNER / BARTOS,160,6,0,154,0
Luzerne,DALLAS BORO W 01,Governor,,REP,WAGNER / BARTOS,251,10,0,241,0
Luzerne,DALLAS BORO W 02,Governor,,REP,WAGNER / BARTOS,358,13,0,345,0
Luzerne,DALLAS TWP D 01,Governor,,REP,WAGNER / BARTOS,392,30,0,362,0
Luzerne,DALLAS TWP D 02,Governor,,REP,WAGNER / BARTOS,721,43,1,677,0
Luzerne,DALLAS TWP D 03,Governor,,REP,WAGNER / BARTOS,677,19,1,657,0
Luzerne,DENNISON TWP,Governor,,REP,WAGNER / BARTOS,271,9,1,261,0
Luzerne,DORRANCE TWP,Governor,,REP,WAGNER / BARTOS,573,11,0,562,0
Luzerne,DUPONT BORO W 01,Governor,,REP,WAGNER / BARTOS,263,1,2,260,0
Luzerne,DUPONT BORO W 02,Governor,,REP,WAGNER / BARTOS,157,6,0,151,0
Luzerne,DURYEA BORO W 01,Governor,,REP,WAGNER / BARTOS,193,4,0,189,0
Luzerne,DURYEA BORO W 02,Governor,,REP,WAGNER / BARTOS,415,13,0,402,0
Luzerne,DURYEA BORO W 03,Governor,,REP,WAGNER / BARTOS,154,3,1,150,0
Luzerne,EDWARDSVILLE BORO W 01,Governor,,REP,WAGNER / BARTOS,241,8,0,233,0
Luzerne,EDWARDSVILLE BORO W 02,Governor,,REP,WAGNER / BARTOS,244,12,0,232,0
Luzerne,EXETER BORO W 01,Governor,,REP,WAGNER / BARTOS,198,8,0,190,0
Luzerne,EXETER BORO W 02,Governor,,REP,WAGNER / BARTOS,228,0,0,228,0
Luzerne,EXETER BORO W 03,Governor,,REP,WAGNER / BARTOS,391,15,0,376,0
Luzerne,EXETER TWP,Governor,,REP,WAGNER / BARTOS,540,16,0,524,0
Luzerne,FAIRMOUNT TWP,Governor,,REP,WAGNER / BARTOS,309,6,0,303,0
Luzerne,FAIRVIEW TWP,Governor,,REP,WAGNER / BARTOS,894,51,0,843,0
Luzerne,FORTY FORT BORO W 01,Governor,,REP,WAGNER / BARTOS,288,9,1,278,0
Luzerne,FORTY FORT BORO W 02,Governor,,REP,WAGNER / BARTOS,220,10,0,210,0
Luzerne,FORTY FORT BORO W 03,Governor,,REP,WAGNER / BARTOS,248,9,0,239,0
Luzerne,FOSTER TWP D 01,Governor,,REP,WAGNER / BARTOS,362,14,0,348,0
Luzerne,FOSTER TWP D 02,Governor,,REP,WAGNER / BARTOS,331,17,0,314,0
Luzerne,FRANKLIN TWP,Governor,,REP,WAGNER / BARTOS,461,10,2,449,0
Luzerne,FREELAND BORO W 01,Governor,,REP,WAGNER / BARTOS,206,0,0,206,0
Luzerne,FREELAND BORO W 02,Governor,,REP,WAGNER / BARTOS,272,7,0,265,0
Luzerne,HANOVER TWP W 01,Governor,,REP,WAGNER / BARTOS,325,9,0,316,0
Luzerne,HANOVER TWP W 02,Governor,,REP,WAGNER / BARTOS,248,4,0,244,0
Luzerne,HANOVER TWP W 03,Governor,,REP,WAGNER / BARTOS,417,4,0,413,0
Luzerne,HANOVER TWP W 04,Governor,,REP,WAGNER / BARTOS,304,7,0,297,0
Luzerne,HANOVER TWP W 05,Governor,,REP,WAGNER / BARTOS,227,5,0,222,0
Luzerne,HANOVER TWP W 06,Governor,,REP,WAGNER / BARTOS,200,2,0,198,0
Luzerne,HARVEYS LAKE BORO,Governor,,REP,WAGNER / BARTOS,656,21,1,634,0
Luzerne,HAZLE TWP D 01,Governor,,REP,WAGNER / BARTOS,405,11,0,394,0
Luzerne,HAZLE TWP D 02,Governor,,REP,WAGNER / BARTOS,366,20,0,346,0
Luzerne,HAZLE TWP D 03,Governor,,REP,WAGNER / BARTOS,289,6,0,283,0
Luzerne,HAZLE TWP D 04,Governor,,REP,WAGNER / BARTOS,415,7,0,408,0
Luzerne,HAZLE TWP D 05,Governor,,REP,WAGNER / BARTOS,292,6,0,286,0
Luzerne,HAZLETON CITY W 01,Governor,,REP,WAGNER / BARTOS,157,2,0,155,0
Luzerne,HAZLETON CITY W 02,Governor,,REP,WAGNER / BARTOS,166,2,0,164,0
Luzerne,HAZLETON CITY W 03,Governor,,REP,WAGNER / BARTOS,290,12,0,278,0
Luzerne,HAZLETON CITY W 04,Governor,,REP,WAGNER / BARTOS,180,2,0,178,0
Luzerne,HAZLETON CITY W 05,Governor,,REP,WAGNER / BARTOS,249,7,0,242,0
Luzerne,HAZLETON CITY W 06,Governor,,REP,WAGNER / BARTOS,217,6,0,211,0
Luzerne,HAZLETON CITY W 07,Governor,,REP,WAGNER / BARTOS,249,8,0,241,0
Luzerne,HAZLETON CITY W 08,Governor,,REP,WAGNER / BARTOS,153,11,1,141,0
Luzerne,HAZLETON CITY W 09,Governor,,REP,WAGNER / BARTOS,281,5,0,276,0
Luzerne,HAZLETON CITY W 10,Governor,,REP,WAGNER / BARTOS,118,5,1,112,0
Luzerne,HAZLETON CITY W 11,Governor,,REP,WAGNER / BARTOS,173,8,0,165,0
Luzerne,HOLLENBACK TWP,Governor,,REP,WAGNER / BARTOS,344,4,0,340,0
Luzerne,HUGHESTOWN BORO,Governor,,REP,WAGNER / BARTOS,234,3,1,230,0
Luzerne,HUNLOCK TWP,Governor,,REP,WAGNER / BARTOS,532,10,0,522,0
Luzerne,HUNTINGTON TWP,Governor,,REP,WAGNER / BARTOS,524,21,0,503,0
Luzerne,JACKSON TWP,Governor,,REP,WAGNER / BARTOS,685,33,0,652,0
Luzerne,JEDDO BORO,Governor,,REP,WAGNER / BARTOS,32,0,0,32,0
Luzerne,JENKINS TWP D 01,Governor,,REP,WAGNER / BARTOS,291,15,0,276,0
Luzerne,JENKINS TWP D 02,Governor,,REP,WAGNER / BARTOS,164,5,0,159,0
Luzerne,JENKINS TWP D 03,Governor,,REP,WAGNER / BARTOS,295,25,0,270,0
Luzerne,KINGSTON BORO W 01,Governor,,REP,WAGNER / BARTOS,275,5,0,270,0
Luzerne,KINGSTON BORO W 02,Governor,,REP,WAGNER / BARTOS,147,2,0,145,0
Luzerne,KINGSTON BORO W 03,Governor,,REP,WAGNER / BARTOS,180,9,1,170,0
Luzerne,KINGSTON BORO W 04,Governor,,REP,WAGNER / BARTOS,239,10,0,229,0
Luzerne,KINGSTON BORO W 05,Governor,,REP,WAGNER / BARTOS,255,13,0,242,0
Luzerne,KINGSTON BORO W 06,Governor,,REP,WAGNER / BARTOS,263,13,1,249,0
Luzerne,KINGSTON BORO W 07,Governor,,REP,WAGNER / BARTOS,163,0,0,163,0
Luzerne,KINGSTON BORO W 08,Governor,,REP,WAGNER / BARTOS,221,13,0,208,0
Luzerne,KINGSTON TWP D 01,Governor,,REP,WAGNER / BARTOS,206,5,0,201,0
Luzerne,KINGSTON TWP D 02,Governor,,REP,WAGNER / BARTOS,435,18,0,417,0
Luzerne,KINGSTON TWP D 03,Governor,,REP,WAGNER / BARTOS,877,46,2,829,0
Luzerne,LAFLIN BORO,Governor,,REP,WAGNER / BARTOS,342,9,1,332,0
Luzerne,LAKE TWP,Governor,,REP,WAGNER / BARTOS,506,15,0,491,0
Luzerne,LARKSVILLE BORO W 01,Governor,,REP,WAGNER / BARTOS,258,13,0,245,0
Luzerne,LARKSVILLE BORO W 02,Governor,,REP,WAGNER / BARTOS,234,4,0,230,0
Luzerne,LARKSVILLE BORO W 03,Governor,,REP,WAGNER / BARTOS,241,10,0,231,0
Luzerne,LAUREL RUN BORO,Governor,,REP,WAGNER / BARTOS,108,3,0,105,0
Luzerne,LEHMAN TWP D 01,Governor,,REP,WAGNER / BARTOS,213,7,0,206,0
Luzerne,LEHMAN TWP D 02,Governor,,REP,WAGNER / BARTOS,392,11,0,381,0
Luzerne,LEHMAN TWP D 03,Governor,,REP,WAGNER / BARTOS,228,8,0,220,0
Luzerne,LUZERNE BORO W 01,Governor,,REP,WAGNER / BARTOS,146,3,0,143,0
Luzerne,LUZERNE BORO W 02,Governor,,REP,WAGNER / BARTOS,269,7,0,262,0
Luzerne,NANTICOKE CITY W 01,Governor,,REP,WAGNER / BARTOS,161,5,0,156,0
Luzerne,NANTICOKE CITY W 02,Governor,,REP,WAGNER / BARTOS,230,15,1,214,0
Luzerne,NANTICOKE CITY W 03,Governor,,REP,WAGNER / BARTOS,255,12,0,243,0
Luzerne,NANTICOKE CITY W 04,Governor,,REP,WAGNER / BARTOS,255,12,2,241,0
Luzerne,NANTICOKE CITY W 05,Governor,,REP,WAGNER / BARTOS,180,6,1,173,0
Luzerne,NANTICOKE CITY W 06,Governor,,REP,WAGNER / BARTOS,208,3,0,205,0
Luzerne,NESCOPECK BORO,Governor,,REP,WAGNER / BARTOS,312,6,0,306,0
Luzerne,NESCOPECK TWP,Governor,,REP,WAGNER / BARTOS,260,5,0,255,0
Luzerne,NEW COLUMBUS BORO,Governor,,REP,WAGNER / BARTOS,62,3,0,59,0
Luzerne,NEWPORT TWP W 01,Governor,,REP,WAGNER / BARTOS,198,3,0,195,0
Luzerne,NEWPORT TWP W 02,Governor,,REP,WAGNER / BARTOS,219,8,0,211,0
Luzerne,NEWPORT TWP W 03,Governor,,REP,WAGNER / BARTOS,163,5,0,158,0
Luzerne,NUANGOLA BORO,Governor,,REP,WAGNER / BARTOS,158,8,0,150,0
Luzerne,PENN LAKE PARK BORO,Governor,,REP,WAGNER / BARTOS,97,8,0,89,0
Luzerne,PITTSTON CITY W 01,Governor,,REP,WAGNER / BARTOS,212,5,0,207,0
Luzerne,PITTSTON CITY W 02,Governor,,REP,WAGNER / BARTOS,184,2,0,182,0
Luzerne,PITTSTON CITY W 03,Governor,,REP,WAGNER / BARTOS,220,6,0,214,0
Luzerne,PITTSTON CITY W 04,Governor,,REP,WAGNER / BARTOS,162,0,1,161,0
Luzerne,PITTSTON TWP D 01,Governor,,REP,WAGNER / BARTOS,367,17,0,350,0
Luzerne,PITTSTON TWP D 02,Governor,,REP,WAGNER / BARTOS,269,5,0,264,0
Luzerne,PLAINS TWP W 01,Governor,,REP,WAGNER / BARTOS,296,6,0,290,0
Luzerne,PLAINS TWP W 02,Governor,,REP,WAGNER / BARTOS,242,10,0,232,0
Luzerne,PLAINS TWP W 03,Governor,,REP,WAGNER / BARTOS,395,25,0,370,0
Luzerne,PLAINS TWP W 04,Governor,,REP,WAGNER / BARTOS,270,2,0,268,0
Luzerne,PLAINS TWP W 05,Governor,,REP,WAGNER / BARTOS,271,14,1,256,0
Luzerne,PLYMOUTH BORO W 01,Governor,,REP,WAGNER / BARTOS,210,5,0,205,0
Luzerne,PLYMOUTH BORO W 02,Governor,,REP,WAGNER / BARTOS,220,7,0,213,0
Luzerne,PLYMOUTH BORO W 03,Governor,,REP,WAGNER / BARTOS,178,4,0,174,0
Luzerne,PLYMOUTH TWP,Governor,,REP,WAGNER / BARTOS,312,10,1,301,0
Luzerne,PRINGLE BORO,Governor,,REP,WAGNER / BARTOS,162,11,0,151,0
Luzerne,RICE TWP,Governor,,REP,WAGNER / BARTOS,761,21,1,739,0
Luzerne,ROSS TWP,Governor,,REP,WAGNER / BARTOS,813,30,2,781,0
Luzerne,SALEM TWP D 01,Governor,,REP,WAGNER / BARTOS,334,5,0,329,0
Luzerne,SALEM TWP D 02,Governor,,REP,WAGNER / BARTOS,513,11,0,502,0
Luzerne,SHICKSHINNY BORO,Governor,,REP,WAGNER / BARTOS,124,0,0,124,0
Luzerne,SLOCUM TWP,Governor,,REP,WAGNER / BARTOS,282,7,0,275,0
Luzerne,SUGAR NOTCH BORO,Governor,,REP,WAGNER / BARTOS,132,4,0,128,0
Luzerne,SUGARLOAF TWP,Governor,,REP,WAGNER / BARTOS,1067,50,0,1017,0
Luzerne,SWOYERSVILLE BORO W 01,Governor,,REP,WAGNER / BARTOS,423,8,0,415,0
Luzerne,SWOYERSVILLE BORO W 02,Governor,,REP,WAGNER / BARTOS,357,7,0,350,0
Luzerne,SWOYERSVILLE BORO W 03,Governor,,REP,WAGNER / BARTOS,151,3,0,148,0
Luzerne,UNION TWP,Governor,,REP,WAGNER / BARTOS,483,10,1,472,0
Luzerne,WARRIOR RUN BORO,Governor,,REP,WAGNER / BARTOS,99,2,0,97,0
Luzerne,WEST HAZLETON BORO W 01,Governor,,REP,WAGNER / BARTOS,173,8,0,165,0
Luzerne,WEST HAZLETON BORO W 02,Governor,,REP,WAGNER / BARTOS,243,9,0,234,0
Luzerne,WEST PITTSTON BORO W 01,Governor,,REP,WAGNER / BARTOS,208,5,0,203,0
Luzerne,WEST PITTSTON BORO W 02,Governor,,REP,WAGNER / BARTOS,356,10,0,346,0
Luzerne,WEST PITTSTON BORO W 03,Governor,,REP,WAGNER / BARTOS,284,11,0,273,0
Luzerne,WEST WYOMING BORO W 01,Governor,,REP,WAGNER / BARTOS,318,9,1,308,0
Luzerne,WEST WYOMING BORO W 02,Governor,,REP,WAGNER / BARTOS,227,7,0,220,0
Luzerne,WHITE HAVEN BORO,Governor,,REP,WAGNER / BARTOS,202,9,0,193,0
Luzerne,WILKES BARRE CITY W 01,Governor,,REP,WAGNER / BARTOS,269,5,0,264,0
Luzerne,WILKES BARRE CITY W 02,Governor,,REP,WAGNER / BARTOS,246,14,0,232,0
Luzerne,WILKES BARRE CITY W 03,Governor,,REP,WAGNER / BARTOS,154,7,0,147,0
Luzerne,WILKES BARRE CITY W 04,Governor,,REP,WAGNER / BARTOS,194,7,1,186,0
Luzerne,WILKES BARRE CITY W 05,Governor,,REP,WAGNER / BARTOS,189,10,0,179,0
Luzerne,WILKES BARRE CITY W 06,Governor,,REP,WAGNER / BARTOS,159,7,0,152,0
Luzerne,WILKES BARRE CITY W 07,Governor,,REP,WAGNER / BARTOS,101,8,0,93,0
Luzerne,WILKES BARRE CITY W 08,Governor,,REP,WAGNER / BARTOS,129,3,0,126,0
Luzerne,WILKES BARRE CITY W 09,Governor,,REP,WAGNER / BARTOS,91,4,0,87,0
Luzerne,WILKES BARRE CITY W 10,Governor,,REP,WAGNER / BARTOS,124,6,0,118,0
Luzerne,WILKES BARRE CITY W 11,Governor,,REP,WAGNER / BARTOS,173,6,0,167,0
Luzerne,WILKES BARRE CITY W 12,Governor,,REP,WAGNER / BARTOS,132,3,1,128,0
Luzerne,WILKES BARRE CITY W 13,Governor,,REP,WAGNER / BARTOS,141,2,0,139,0
Luzerne,WILKES BARRE CITY W 14,Governor,,REP,WAGNER / BARTOS,112,3,0,109,0
Luzerne,WILKES BARRE CITY W 15,Governor,,REP,WAGNER / BARTOS,195,9,0,186,0
Luzerne,WILKES BARRE CITY W 16,Governor,,REP,WAGNER / BARTOS,214,9,0,205,0
Luzerne,WILKES BARRE CITY W 17,Governor,,REP,WAGNER / BARTOS,103,3,0,100,0
Luzerne,WILKES BARRE CITY W 18,Governor,,REP,WAGNER / BARTOS,111,1,1,109,0
Luzerne,WILKES BARRE CITY W 19,Governor,,REP,WAGNER / BARTOS,135,3,0,132,0
Luzerne,WILKES BARRE CITY W 20,Governor,,REP,WAGNER / BARTOS,198,6,0,192,0
Luzerne,WILKES BARRE TWP W 01,Governor,,REP,WAGNER / BARTOS,257,13,0,244,0
Luzerne,WILKES BARRE TWP W 02,Governor,,REP,WAGNER / BARTOS,186,11,0,175,0
Luzerne,WRIGHT TWP D 01,Governor,,REP,WAGNER / BARTOS,547,24,0,523,0
Luzerne,WRIGHT TWP D 02,Governor,,REP,WAGNER / BARTOS,750,22,0,728,0
Luzerne,WYOMING BORO W 01,Governor,,REP,WAGNER / BARTOS,174,9,1,164,0
Luzerne,WYOMING BORO W 02,Governor,,REP,WAGNER / BARTOS,120,9,0,111,0
Luzerne,WYOMING BORO W 03,Governor,,REP,WAGNER / BARTOS,265,9,0,256,0
Luzerne,YATESVILLE BORO,Governor,,REP,WAGNER / BARTOS,125,3,0,122,0
Luzerne,ASHLEY BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,1,0,3,0
Luzerne,ASHLEY BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,AVOCA BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,AVOCA BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,AVOCA BORO W 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,BEAR CREEK TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,BEAR CREEK TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,1,0,3,0
Luzerne,BEAR CREEK TWP D 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,BEAR CREEK VLG BORO,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,BLACK CREEK TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,BLACK CREEK TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,BUCK TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,BUTLER TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,BUTLER TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,BUTLER TWP D 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,BUTLER TWP D 04,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,1,0,1,0
Luzerne,CONYNGHAM BORO,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,CONYNGHAM TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,7,1,0,6,0
Luzerne,COURTDALE BORO,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,DALLAS BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,DALLAS BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,DALLAS TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,DALLAS TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,8,1,0,7,0
Luzerne,DALLAS TWP D 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,DENNISON TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,DORRANCE TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,DUPONT BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,DUPONT BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,DURYEA BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,DURYEA BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,6,0,0,6,0
Luzerne,DURYEA BORO W 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,EDWARDSVILLE BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,EDWARDSVILLE BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,EXETER BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,EXETER BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,EXETER BORO W 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,5,1,0,4,0
Luzerne,EXETER TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,6,1,0,5,0
Luzerne,FAIRMOUNT TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,FAIRVIEW TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,FORTY FORT BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,FORTY FORT BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,FORTY FORT BORO W 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,9,0,0,9,0
Luzerne,FOSTER TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,1,0,3,0
Luzerne,FOSTER TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,FRANKLIN TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,FREELAND BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,FREELAND BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,HANOVER TWP W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,5,0,0,5,0
Luzerne,HANOVER TWP W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,HANOVER TWP W 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,11,0,0,11,0
Luzerne,HANOVER TWP W 04,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,1,0,1,0
Luzerne,HANOVER TWP W 05,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,HANOVER TWP W 06,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,HARVEYS LAKE BORO,Governor,,GRN,GLOVER / BOWSER-BOSTICK,14,2,0,12,0
Luzerne,HAZLE TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,7,1,0,6,0
Luzerne,HAZLE TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,1,0,1,0
Luzerne,HAZLE TWP D 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,HAZLE TWP D 04,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,HAZLE TWP D 05,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,HAZLETON CITY W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,HAZLETON CITY W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,HAZLETON CITY W 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,HAZLETON CITY W 04,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,1,0,1,0
Luzerne,HAZLETON CITY W 05,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,HAZLETON CITY W 06,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,HAZLETON CITY W 07,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,HAZLETON CITY W 08,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,HAZLETON CITY W 09,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,HAZLETON CITY W 10,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,HAZLETON CITY W 11,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,HOLLENBACK TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,HUGHESTOWN BORO,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,HUNLOCK TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,7,0,0,7,0
Luzerne,HUNTINGTON TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,JACKSON TWP,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,JEDDO BORO,Governor,,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0,0
Luzerne,JENKINS TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,0,0,4,0
Luzerne,JENKINS TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,JENKINS TWP D 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,1,0,0,1,0
Luzerne,KINGSTON BORO W 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,KINGSTON BORO W 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
Luzerne,KINGSTON BORO W 03,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,1,0,2,0
Luzerne,KINGSTON BORO W 04,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,1,0,3,0
Luzerne,KINGSTON BORO W 05,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,KINGSTON BORO W 06,Governor,,GRN,GLOVER / BOWSER-BOSTICK,6,0,0,6,0
Luzerne,KINGSTON BORO W 07,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,KINGSTON BORO W 08,Governor,,GRN,GLOVER / BOWSER-BOSTICK,4,1,0,3,0
Luzerne,KINGSTON TWP D 01,Governor,,GRN,GLOVER / BOWSER-BOSTICK,2,0,0,2,0
Luzerne,KINGSTON TWP D 02,Governor,,GRN,GLOVER / BOWSER-BOSTICK,3,0,0,3,0
