county,precinct,office,district,party,candidate,votes,absentee,military,ivo,provisional
Luzerne,PLYMOUTH BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,PLYMOUTH BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,PLYMOUTH BORO W 03,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,PLYMOUTH TWP,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,PRINGLE BORO,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,RICE TWP,STRAIGHT PARTY,,LIB,Libertarian,3,0,0,3,0
Luzerne,ROSS TWP,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,SALEM TWP D 01,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,SALEM TWP D 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,SHICKSHINNY BORO,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,SLOCUM TWP,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,SUGAR NOTCH BORO,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,SUGARLOAF TWP,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,SWOYERSVILLE BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,3,0,0,3,0
Luzerne,SWOYERSVILLE BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,SWOYERSVILLE BORO W 03,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,UNION TWP,STRAIGHT PARTY,,LIB,Libertarian,5,0,0,5,0
Luzerne,WARRIOR RUN BORO,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WEST HAZLETON BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,WEST HAZLETON BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,WEST PITTSTON BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WEST PITTSTON BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WEST PITTSTON BORO W 03,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WEST WYOMING BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WEST WYOMING BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WHITE HAVEN BORO,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 01,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,WILKES BARRE CITY W 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 03,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 04,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,WILKES BARRE CITY W 05,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 06,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 07,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 08,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 09,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 10,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 11,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,WILKES BARRE CITY W 12,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 13,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 14,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 15,STRAIGHT PARTY,,LIB,Libertarian,3,0,0,3,0
Luzerne,WILKES BARRE CITY W 16,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,WILKES BARRE CITY W 17,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 18,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,WILKES BARRE CITY W 19,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 20,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE TWP W 01,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WILKES BARRE TWP W 02,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WRIGHT TWP D 01,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WRIGHT TWP D 02,STRAIGHT PARTY,,LIB,Libertarian,3,0,0,3,0
Luzerne,WYOMING BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,1,0,0,1,0
Luzerne,WYOMING BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,WYOMING BORO W 03,STRAIGHT PARTY,,LIB,Libertarian,1,1,0,0,0
Luzerne,YATESVILLE BORO,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,ASHLEY BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",307,10,0,297,0
Luzerne,ASHLEY BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",171,5,0,166,0
Luzerne,AVOCA BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",246,7,0,239,0
Luzerne,AVOCA BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",216,15,1,200,0
Luzerne,AVOCA BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",228,4,1,223,0
Luzerne,BEAR CREEK TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",171,10,0,161,0
Luzerne,BEAR CREEK TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",258,18,0,240,0
Luzerne,BEAR CREEK TWP D 03,U.S. Senate,,DEM,"BOB CASEY, JR",42,2,0,40,0
Luzerne,BEAR CREEK VLG BORO,U.S. Senate,,DEM,"BOB CASEY, JR",72,8,2,62,0
Luzerne,BLACK CREEK TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",110,0,0,110,0
Luzerne,BLACK CREEK TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",104,8,0,96,0
Luzerne,BUCK TWP,U.S. Senate,,DEM,"BOB CASEY, JR",52,1,0,51,0
Luzerne,BUTLER TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",328,21,2,305,0
Luzerne,BUTLER TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",351,18,1,332,0
Luzerne,BUTLER TWP D 03,U.S. Senate,,DEM,"BOB CASEY, JR",348,23,1,324,0
Luzerne,BUTLER TWP D 04,U.S. Senate,,DEM,"BOB CASEY, JR",175,5,1,169,0
Luzerne,CONYNGHAM BORO,U.S. Senate,,DEM,"BOB CASEY, JR",330,14,0,316,0
Luzerne,CONYNGHAM TWP,U.S. Senate,,DEM,"BOB CASEY, JR",153,6,0,147,0
Luzerne,COURTDALE BORO,U.S. Senate,,DEM,"BOB CASEY, JR",132,6,0,126,0
Luzerne,DALLAS BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",228,14,0,214,0
Luzerne,DALLAS BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",325,18,2,305,0
Luzerne,DALLAS TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",362,33,2,327,0
Luzerne,DALLAS TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",569,45,1,523,0
Luzerne,DALLAS TWP D 03,U.S. Senate,,DEM,"BOB CASEY, JR",551,27,3,521,0
Luzerne,DENNISON TWP,U.S. Senate,,DEM,"BOB CASEY, JR",144,6,1,137,0
Luzerne,DORRANCE TWP,U.S. Senate,,DEM,"BOB CASEY, JR",313,10,0,303,0
Luzerne,DUPONT BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",414,13,1,400,0
Luzerne,DUPONT BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",191,6,0,185,0
Luzerne,DURYEA BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",312,12,0,300,0
Luzerne,DURYEA BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",493,24,1,468,0
Luzerne,DURYEA BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",266,13,1,252,0
Luzerne,EDWARDSVILLE BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",334,6,0,328,0
Luzerne,EDWARDSVILLE BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",293,16,0,277,0
Luzerne,EXETER BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",248,2,0,246,0
Luzerne,EXETER BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",352,15,0,337,0
Luzerne,EXETER BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",544,28,0,516,0
Luzerne,EXETER TWP,U.S. Senate,,DEM,"BOB CASEY, JR",351,12,0,339,0
Luzerne,FAIRMOUNT TWP,U.S. Senate,,DEM,"BOB CASEY, JR",138,6,1,130,1
Luzerne,FAIRVIEW TWP,U.S. Senate,,DEM,"BOB CASEY, JR",902,44,4,854,0
Luzerne,FORTY FORT BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",401,17,0,384,0
Luzerne,FORTY FORT BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",335,9,1,325,0
Luzerne,FORTY FORT BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",319,7,0,312,0
Luzerne,FOSTER TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",152,6,0,146,0
Luzerne,FOSTER TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",139,8,0,131,0
Luzerne,FRANKLIN TWP,U.S. Senate,,DEM,"BOB CASEY, JR",247,10,2,235,0
Luzerne,FREELAND BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",149,1,0,148,0
Luzerne,FREELAND BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",191,4,0,187,0
Luzerne,HANOVER TWP W 01,U.S. Senate,,DEM,"BOB CASEY, JR",250,4,1,245,0
Luzerne,HANOVER TWP W 02,U.S. Senate,,DEM,"BOB CASEY, JR",280,9,1,270,0
Luzerne,HANOVER TWP W 03,U.S. Senate,,DEM,"BOB CASEY, JR",449,19,1,429,0
Luzerne,HANOVER TWP W 04,U.S. Senate,,DEM,"BOB CASEY, JR",268,8,1,259,0
Luzerne,HANOVER TWP W 05,U.S. Senate,,DEM,"BOB CASEY, JR",255,13,0,242,0
Luzerne,HANOVER TWP W 06,U.S. Senate,,DEM,"BOB CASEY, JR",143,3,0,140,0
Luzerne,HARVEYS LAKE BORO,U.S. Senate,,DEM,"BOB CASEY, JR",467,32,3,432,0
Luzerne,HAZLE TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",184,6,0,178,0
Luzerne,HAZLE TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",273,21,0,252,0
Luzerne,HAZLE TWP D 03,U.S. Senate,,DEM,"BOB CASEY, JR",141,4,0,137,0
Luzerne,HAZLE TWP D 04,U.S. Senate,,DEM,"BOB CASEY, JR",225,10,0,215,0
Luzerne,HAZLE TWP D 05,U.S. Senate,,DEM,"BOB CASEY, JR",139,5,0,134,0
Luzerne,HAZLETON CITY W 01,U.S. Senate,,DEM,"BOB CASEY, JR",304,6,0,298,0
Luzerne,HAZLETON CITY W 02,U.S. Senate,,DEM,"BOB CASEY, JR",181,3,0,178,0
Luzerne,HAZLETON CITY W 03,U.S. Senate,,DEM,"BOB CASEY, JR",198,10,0,188,0
Luzerne,HAZLETON CITY W 04,U.S. Senate,,DEM,"BOB CASEY, JR",141,4,2,135,0
Luzerne,HAZLETON CITY W 05,U.S. Senate,,DEM,"BOB CASEY, JR",155,3,0,152,0
Luzerne,HAZLETON CITY W 06,U.S. Senate,,DEM,"BOB CASEY, JR",228,4,1,223,0
Luzerne,HAZLETON CITY W 07,U.S. Senate,,DEM,"BOB CASEY, JR",247,1,1,243,2
Luzerne,HAZLETON CITY W 08,U.S. Senate,,DEM,"BOB CASEY, JR",221,8,0,213,0
Luzerne,HAZLETON CITY W 09,U.S. Senate,,DEM,"BOB CASEY, JR",238,5,0,233,0
Luzerne,HAZLETON CITY W 10,U.S. Senate,,DEM,"BOB CASEY, JR",157,4,0,153,0
Luzerne,HAZLETON CITY W 11,U.S. Senate,,DEM,"BOB CASEY, JR",241,3,0,238,0
Luzerne,HOLLENBACK TWP,U.S. Senate,,DEM,"BOB CASEY, JR",114,5,1,108,0
Luzerne,HUGHESTOWN BORO,U.S. Senate,,DEM,"BOB CASEY, JR",348,12,0,335,1
Luzerne,HUNLOCK TWP,U.S. Senate,,DEM,"BOB CASEY, JR",255,3,0,252,0
Luzerne,HUNTINGTON TWP,U.S. Senate,,DEM,"BOB CASEY, JR",227,11,0,216,0
Luzerne,JACKSON TWP,U.S. Senate,,DEM,"BOB CASEY, JR",490,28,2,460,0
Luzerne,JEDDO BORO,U.S. Senate,,DEM,"BOB CASEY, JR",10,0,0,10,0
Luzerne,JENKINS TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",339,19,0,320,0
Luzerne,JENKINS TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",230,11,1,218,0
Luzerne,JENKINS TWP D 03,U.S. Senate,,DEM,"BOB CASEY, JR",340,35,1,304,0
Luzerne,KINGSTON BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",395,13,1,381,0
Luzerne,KINGSTON BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",204,3,0,201,0
Luzerne,KINGSTON BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",201,7,1,193,0
Luzerne,KINGSTON BORO W 04,U.S. Senate,,DEM,"BOB CASEY, JR",380,21,0,359,0
Luzerne,KINGSTON BORO W 05,U.S. Senate,,DEM,"BOB CASEY, JR",478,42,2,434,0
Luzerne,KINGSTON BORO W 06,U.S. Senate,,DEM,"BOB CASEY, JR",449,17,1,431,0
Luzerne,KINGSTON BORO W 07,U.S. Senate,,DEM,"BOB CASEY, JR",218,5,0,213,0
Luzerne,KINGSTON BORO W 08,U.S. Senate,,DEM,"BOB CASEY, JR",306,22,1,283,0
Luzerne,KINGSTON TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",114,7,1,106,0
Luzerne,KINGSTON TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",448,18,0,430,0
Luzerne,KINGSTON TWP D 03,U.S. Senate,,DEM,"BOB CASEY, JR",783,39,0,744,0
Luzerne,LAFLIN BORO,U.S. Senate,,DEM,"BOB CASEY, JR",366,17,2,347,0
Luzerne,LAKE TWP,U.S. Senate,,DEM,"BOB CASEY, JR",235,7,0,228,0
Luzerne,LARKSVILLE BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",219,5,2,212,0
Luzerne,LARKSVILLE BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",316,10,0,306,0
Luzerne,LARKSVILLE BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",245,7,1,237,0
Luzerne,LAUREL RUN BORO,U.S. Senate,,DEM,"BOB CASEY, JR",68,1,2,65,0
Luzerne,LEHMAN TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",151,8,0,143,0
Luzerne,LEHMAN TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",268,12,0,256,0
Luzerne,LEHMAN TWP D 03,U.S. Senate,,DEM,"BOB CASEY, JR",155,11,0,144,0
Luzerne,LUZERNE BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",205,4,0,201,0
Luzerne,LUZERNE BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",313,12,0,301,0
Luzerne,NANTICOKE CITY W 01,U.S. Senate,,DEM,"BOB CASEY, JR",205,1,0,204,0
Luzerne,NANTICOKE CITY W 02,U.S. Senate,,DEM,"BOB CASEY, JR",242,12,0,230,0
Luzerne,NANTICOKE CITY W 03,U.S. Senate,,DEM,"BOB CASEY, JR",355,17,1,337,0
Luzerne,NANTICOKE CITY W 04,U.S. Senate,,DEM,"BOB CASEY, JR",369,23,1,345,0
Luzerne,NANTICOKE CITY W 05,U.S. Senate,,DEM,"BOB CASEY, JR",262,6,1,255,0
Luzerne,NANTICOKE CITY W 06,U.S. Senate,,DEM,"BOB CASEY, JR",277,20,0,257,0
Luzerne,NESCOPECK BORO,U.S. Senate,,DEM,"BOB CASEY, JR",131,3,0,128,0
Luzerne,NESCOPECK TWP,U.S. Senate,,DEM,"BOB CASEY, JR",99,2,0,97,0
Luzerne,NEW COLUMBUS BORO,U.S. Senate,,DEM,"BOB CASEY, JR",13,0,0,13,0
Luzerne,NEWPORT TWP W 01,U.S. Senate,,DEM,"BOB CASEY, JR",289,45,1,243,0
Luzerne,NEWPORT TWP W 02,U.S. Senate,,DEM,"BOB CASEY, JR",252,12,0,240,0
Luzerne,NEWPORT TWP W 03,U.S. Senate,,DEM,"BOB CASEY, JR",198,24,0,174,0
Luzerne,NUANGOLA BORO,U.S. Senate,,DEM,"BOB CASEY, JR",132,3,0,129,0
Luzerne,PENN LAKE PARK BORO,U.S. Senate,,DEM,"BOB CASEY, JR",83,2,0,81,0
Luzerne,PITTSTON CITY W 01,U.S. Senate,,DEM,"BOB CASEY, JR",367,12,0,355,0
Luzerne,PITTSTON CITY W 02,U.S. Senate,,DEM,"BOB CASEY, JR",394,16,0,378,0
Luzerne,PITTSTON CITY W 03,U.S. Senate,,DEM,"BOB CASEY, JR",357,9,1,347,0
Luzerne,PITTSTON CITY W 04,U.S. Senate,,DEM,"BOB CASEY, JR",262,9,1,252,0
Luzerne,PITTSTON TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",495,24,0,471,0
Luzerne,PITTSTON TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",222,0,0,222,0
Luzerne,PLAINS TWP W 01,U.S. Senate,,DEM,"BOB CASEY, JR",322,4,0,318,0
Luzerne,PLAINS TWP W 02,U.S. Senate,,DEM,"BOB CASEY, JR",349,14,0,335,0
Luzerne,PLAINS TWP W 03,U.S. Senate,,DEM,"BOB CASEY, JR",502,35,0,467,0
Luzerne,PLAINS TWP W 04,U.S. Senate,,DEM,"BOB CASEY, JR",264,7,1,256,0
Luzerne,PLAINS TWP W 05,U.S. Senate,,DEM,"BOB CASEY, JR",401,20,2,379,0
Luzerne,PLYMOUTH BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",259,6,0,253,0
Luzerne,PLYMOUTH BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",283,5,1,277,0
Luzerne,PLYMOUTH BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",260,18,0,242,0
Luzerne,PLYMOUTH TWP,U.S. Senate,,DEM,"BOB CASEY, JR",253,6,0,247,0
Luzerne,PRINGLE BORO,U.S. Senate,,DEM,"BOB CASEY, JR",171,7,0,164,0
Luzerne,RICE TWP,U.S. Senate,,DEM,"BOB CASEY, JR",596,31,1,564,0
Luzerne,ROSS TWP,U.S. Senate,,DEM,"BOB CASEY, JR",323,12,1,310,0
Luzerne,SALEM TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",130,3,0,127,0
Luzerne,SALEM TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",291,7,3,281,0
Luzerne,SHICKSHINNY BORO,U.S. Senate,,DEM,"BOB CASEY, JR",89,5,0,84,0
Luzerne,SLOCUM TWP,U.S. Senate,,DEM,"BOB CASEY, JR",143,2,0,141,0
Luzerne,SUGAR NOTCH BORO,U.S. Senate,,DEM,"BOB CASEY, JR",214,6,0,208,0
Luzerne,SUGARLOAF TWP,U.S. Senate,,DEM,"BOB CASEY, JR",372,16,2,354,0
Luzerne,SWOYERSVILLE BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",430,19,0,411,0
Luzerne,SWOYERSVILLE BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",432,16,0,416,0
Luzerne,SWOYERSVILLE BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",198,4,1,193,0
Luzerne,UNION TWP,U.S. Senate,,DEM,"BOB CASEY, JR",259,16,0,243,0
Luzerne,WARRIOR RUN BORO,U.S. Senate,,DEM,"BOB CASEY, JR",92,2,1,89,0
Luzerne,WEST HAZLETON BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",190,1,0,189,0
Luzerne,WEST HAZLETON BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",216,6,0,210,0
Luzerne,WEST PITTSTON BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",215,8,0,207,0
Luzerne,WEST PITTSTON BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",365,12,0,353,0
Luzerne,WEST PITTSTON BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",376,26,4,346,0
Luzerne,WEST WYOMING BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",326,11,1,314,0
Luzerne,WEST WYOMING BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",265,15,0,250,0
Luzerne,WHITE HAVEN BORO,U.S. Senate,,DEM,"BOB CASEY, JR",145,5,0,140,0
Luzerne,WILKES BARRE CITY W 01,U.S. Senate,,DEM,"BOB CASEY, JR",252,5,0,246,1
Luzerne,WILKES BARRE CITY W 02,U.S. Senate,,DEM,"BOB CASEY, JR",418,20,0,398,0
Luzerne,WILKES BARRE CITY W 03,U.S. Senate,,DEM,"BOB CASEY, JR",214,7,0,207,0
Luzerne,WILKES BARRE CITY W 04,U.S. Senate,,DEM,"BOB CASEY, JR",350,14,0,336,0
Luzerne,WILKES BARRE CITY W 05,U.S. Senate,,DEM,"BOB CASEY, JR",298,10,1,287,0
Luzerne,WILKES BARRE CITY W 06,U.S. Senate,,DEM,"BOB CASEY, JR",305,14,0,291,0
Luzerne,WILKES BARRE CITY W 07,U.S. Senate,,DEM,"BOB CASEY, JR",232,12,1,219,0
Luzerne,WILKES BARRE CITY W 08,U.S. Senate,,DEM,"BOB CASEY, JR",261,5,0,256,0
Luzerne,WILKES BARRE CITY W 09,U.S. Senate,,DEM,"BOB CASEY, JR",171,6,0,165,0
Luzerne,WILKES BARRE CITY W 10,U.S. Senate,,DEM,"BOB CASEY, JR",228,5,0,223,0
Luzerne,WILKES BARRE CITY W 11,U.S. Senate,,DEM,"BOB CASEY, JR",343,13,0,330,0
Luzerne,WILKES BARRE CITY W 12,U.S. Senate,,DEM,"BOB CASEY, JR",326,3,0,323,0
Luzerne,WILKES BARRE CITY W 13,U.S. Senate,,DEM,"BOB CASEY, JR",367,9,1,357,0
Luzerne,WILKES BARRE CITY W 14,U.S. Senate,,DEM,"BOB CASEY, JR",280,12,0,268,0
Luzerne,WILKES BARRE CITY W 15,U.S. Senate,,DEM,"BOB CASEY, JR",374,12,3,359,0
Luzerne,WILKES BARRE CITY W 16,U.S. Senate,,DEM,"BOB CASEY, JR",377,19,0,358,0
Luzerne,WILKES BARRE CITY W 17,U.S. Senate,,DEM,"BOB CASEY, JR",251,10,0,241,0
Luzerne,WILKES BARRE CITY W 18,U.S. Senate,,DEM,"BOB CASEY, JR",225,11,0,214,0
Luzerne,WILKES BARRE CITY W 19,U.S. Senate,,DEM,"BOB CASEY, JR",289,11,0,278,0
Luzerne,WILKES BARRE CITY W 20,U.S. Senate,,DEM,"BOB CASEY, JR",315,9,0,306,0
Luzerne,WILKES BARRE TWP W 01,U.S. Senate,,DEM,"BOB CASEY, JR",300,12,0,288,0
Luzerne,WILKES BARRE TWP W 02,U.S. Senate,,DEM,"BOB CASEY, JR",208,14,1,193,0
Luzerne,WRIGHT TWP D 01,U.S. Senate,,DEM,"BOB CASEY, JR",425,21,0,404,0
Luzerne,WRIGHT TWP D 02,U.S. Senate,,DEM,"BOB CASEY, JR",555,35,0,520,0
Luzerne,WYOMING BORO W 01,U.S. Senate,,DEM,"BOB CASEY, JR",224,19,1,204,0
Luzerne,WYOMING BORO W 02,U.S. Senate,,DEM,"BOB CASEY, JR",158,4,0,154,0
Luzerne,WYOMING BORO W 03,U.S. Senate,,DEM,"BOB CASEY, JR",252,14,1,237,0
Luzerne,YATESVILLE BORO,U.S. Senate,,DEM,"BOB CASEY, JR",155,7,0,148,0
Luzerne,ASHLEY BORO W 01,U.S. Senate,,REP,LOU BARLETTA,247,5,1,241,0
Luzerne,ASHLEY BORO W 02,U.S. Senate,,REP,LOU BARLETTA,161,4,0,157,0
Luzerne,AVOCA BORO W 01,U.S. Senate,,REP,LOU BARLETTA,132,7,0,125,0
Luzerne,AVOCA BORO W 02,U.S. Senate,,REP,LOU BARLETTA,123,1,0,122,0
Luzerne,AVOCA BORO W 03,U.S. Senate,,REP,LOU BARLETTA,159,3,0,156,0
Luzerne,BEAR CREEK TWP D 01,U.S. Senate,,REP,LOU BARLETTA,322,13,0,309,0
Luzerne,BEAR CREEK TWP D 02,U.S. Senate,,REP,LOU BARLETTA,410,14,1,395,0
Luzerne,BEAR CREEK TWP D 03,U.S. Senate,,REP,LOU BARLETTA,84,1,0,83,0
Luzerne,BEAR CREEK VLG BORO,U.S. Senate,,REP,LOU BARLETTA,99,7,0,90,2
Luzerne,BLACK CREEK TWP D 01,U.S. Senate,,REP,LOU BARLETTA,335,10,0,325,0
Luzerne,BLACK CREEK TWP D 02,U.S. Senate,,REP,LOU BARLETTA,247,11,0,236,0
Luzerne,BUCK TWP,U.S. Senate,,REP,LOU BARLETTA,122,2,0,120,0
Luzerne,BUTLER TWP D 01,U.S. Senate,,REP,LOU BARLETTA,848,46,0,802,0
Luzerne,BUTLER TWP D 02,U.S. Senate,,REP,LOU BARLETTA,606,29,0,577,0
Luzerne,BUTLER TWP D 03,U.S. Senate,,REP,LOU BARLETTA,739,39,1,699,0
Luzerne,BUTLER TWP D 04,U.S. Senate,,REP,LOU BARLETTA,543,26,0,517,0
Luzerne,CONYNGHAM BORO,U.S. Senate,,REP,LOU BARLETTA,601,17,1,583,0
Luzerne,CONYNGHAM TWP,U.S. Senate,,REP,LOU BARLETTA,243,7,1,235,0
Luzerne,COURTDALE BORO,U.S. Senate,,REP,LOU BARLETTA,178,8,0,170,0
Luzerne,DALLAS BORO W 01,U.S. Senate,,REP,LOU BARLETTA,282,10,0,272,0
Luzerne,DALLAS BORO W 02,U.S. Senate,,REP,LOU BARLETTA,388,13,0,375,0
Luzerne,DALLAS TWP D 01,U.S. Senate,,REP,LOU BARLETTA,452,32,0,420,0
Luzerne,DALLAS TWP D 02,U.S. Senate,,REP,LOU BARLETTA,813,48,1,764,0
Luzerne,DALLAS TWP D 03,U.S. Senate,,REP,LOU BARLETTA,766,26,1,739,0
Luzerne,DENNISON TWP,U.S. Senate,,REP,LOU BARLETTA,297,9,1,287,0
Luzerne,DORRANCE TWP,U.S. Senate,,REP,LOU BARLETTA,640,13,0,627,0
Luzerne,DUPONT BORO W 01,U.S. Senate,,REP,LOU BARLETTA,303,1,2,300,0
