county,precinct,precinct_name,office,district,candidate,party,votes
Lehigh,120101,Heidelberg,State Treasurer,,Timothy Runkle,Gre,28
Lehigh,130101,Lower Macungie 1st District,State Treasurer,,Joe Torsella,Dem,1017
Lehigh,130101,Lower Macungie 1st District,State Treasurer,,Stacy L Garrity,Rep,1084
Lehigh,130101,Lower Macungie 1st District,State Treasurer,,Joe Soloski,Lib,56
Lehigh,130101,Lower Macungie 1st District,State Treasurer,,Timothy Runkle,Gre,17
Lehigh,130102,Lower Macungie 2nd District,State Treasurer,,Joe Torsella,Dem,1703
Lehigh,130102,Lower Macungie 2nd District,State Treasurer,,Stacy L Garrity,Rep,1854
Lehigh,130102,Lower Macungie 2nd District,State Treasurer,,Joe Soloski,Lib,67
Lehigh,130102,Lower Macungie 2nd District,State Treasurer,,Timothy Runkle,Gre,42
Lehigh,130103,Lower Macungie 3rd District,State Treasurer,,Joe Torsella,Dem,810
Lehigh,130103,Lower Macungie 3rd District,State Treasurer,,Stacy L Garrity,Rep,928
Lehigh,130103,Lower Macungie 3rd District,State Treasurer,,Joe Soloski,Lib,39
Lehigh,130103,Lower Macungie 3rd District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,130104,Lower Macungie 4th District,State Treasurer,,Joe Torsella,Dem,781
Lehigh,130104,Lower Macungie 4th District,State Treasurer,,Stacy L Garrity,Rep,876
Lehigh,130104,Lower Macungie 4th District,State Treasurer,,Joe Soloski,Lib,43
Lehigh,130104,Lower Macungie 4th District,State Treasurer,,Timothy Runkle,Gre,23
Lehigh,130105,Lower Macungie 5th District,State Treasurer,,Joe Torsella,Dem,615
Lehigh,130105,Lower Macungie 5th District,State Treasurer,,Stacy L Garrity,Rep,698
Lehigh,130105,Lower Macungie 5th District,State Treasurer,,Joe Soloski,Lib,26
Lehigh,130105,Lower Macungie 5th District,State Treasurer,,Timothy Runkle,Gre,7
Lehigh,130106,Lower Macungie 6th District,State Treasurer,,Joe Torsella,Dem,1342
Lehigh,130106,Lower Macungie 6th District,State Treasurer,,Stacy L Garrity,Rep,1355
Lehigh,130106,Lower Macungie 6th District,State Treasurer,,Joe Soloski,Lib,72
Lehigh,130106,Lower Macungie 6th District,State Treasurer,,Timothy Runkle,Gre,32
Lehigh,130107,Lower Macungie 7th District,State Treasurer,,Joe Torsella,Dem,838
Lehigh,130107,Lower Macungie 7th District,State Treasurer,,Stacy L Garrity,Rep,791
Lehigh,130107,Lower Macungie 7th District,State Treasurer,,Joe Soloski,Lib,25
Lehigh,130107,Lower Macungie 7th District,State Treasurer,,Timothy Runkle,Gre,15
Lehigh,130108,Lower Macungie 8th District,State Treasurer,,Joe Torsella,Dem,652
Lehigh,130108,Lower Macungie 8th District,State Treasurer,,Stacy L Garrity,Rep,748
Lehigh,130108,Lower Macungie 8th District,State Treasurer,,Joe Soloski,Lib,36
Lehigh,130108,Lower Macungie 8th District,State Treasurer,,Timothy Runkle,Gre,11
Lehigh,130109,Lower Macungie 9th District,State Treasurer,,Joe Torsella,Dem,538
Lehigh,130109,Lower Macungie 9th District,State Treasurer,,Stacy L Garrity,Rep,571
Lehigh,130109,Lower Macungie 9th District,State Treasurer,,Joe Soloski,Lib,20
Lehigh,130109,Lower Macungie 9th District,State Treasurer,,Timothy Runkle,Gre,15
Lehigh,130110,Lower Macungie 10th District,State Treasurer,,Joe Torsella,Dem,874
Lehigh,130110,Lower Macungie 10th District,State Treasurer,,Stacy L Garrity,Rep,961
Lehigh,130110,Lower Macungie 10th District,State Treasurer,,Joe Soloski,Lib,31
Lehigh,130110,Lower Macungie 10th District,State Treasurer,,Timothy Runkle,Gre,7
Lehigh,140101,Lower Milford,State Treasurer,,Joe Torsella,Dem,865
Lehigh,140101,Lower Milford,State Treasurer,,Stacy L Garrity,Rep,1565
Lehigh,140101,Lower Milford,State Treasurer,,Joe Soloski,Lib,60
Lehigh,140101,Lower Milford,State Treasurer,,Timothy Runkle,Gre,18
Lehigh,150101,Lowhill,State Treasurer,,Joe Torsella,Dem,494
Lehigh,150101,Lowhill,State Treasurer,,Stacy L Garrity,Rep,923
Lehigh,150101,Lowhill,State Treasurer,,Joe Soloski,Lib,43
Lehigh,150101,Lowhill,State Treasurer,,Timothy Runkle,Gre,17
Lehigh,160101,Lynn New Tripoli District,State Treasurer,,Joe Torsella,Dem,501
Lehigh,160101,Lynn New Tripoli District,State Treasurer,,Stacy L Garrity,Rep,956
Lehigh,160101,Lynn New Tripoli District,State Treasurer,,Joe Soloski,Lib,37
Lehigh,160101,Lynn New Tripoli District,State Treasurer,,Timothy Runkle,Gre,18
Lehigh,160102,Lynn Lynnville District,State Treasurer,,Joe Torsella,Dem,129
Lehigh,160102,Lynn Lynnville District,State Treasurer,,Stacy L Garrity,Rep,300
Lehigh,160102,Lynn Lynnville District,State Treasurer,,Joe Soloski,Lib,15
Lehigh,160102,Lynn Lynnville District,State Treasurer,,Timothy Runkle,Gre,3
Lehigh,160103,Lynn Jacksonville District,State Treasurer,,Joe Torsella,Dem,152
Lehigh,160103,Lynn Jacksonville District,State Treasurer,,Stacy L Garrity,Rep,441
Lehigh,160103,Lynn Jacksonville District,State Treasurer,,Joe Soloski,Lib,20
Lehigh,160103,Lynn Jacksonville District,State Treasurer,,Timothy Runkle,Gre,9
Lehigh,170101,North Whitehall 1st District,State Treasurer,,Joe Torsella,Dem,874
Lehigh,170101,North Whitehall 1st District,State Treasurer,,Stacy L Garrity,Rep,1322
Lehigh,170101,North Whitehall 1st District,State Treasurer,,Joe Soloski,Lib,48
Lehigh,170101,North Whitehall 1st District,State Treasurer,,Timothy Runkle,Gre,34
Lehigh,170102,North Whitehall 2nd District,State Treasurer,,Joe Torsella,Dem,792
Lehigh,170102,North Whitehall 2nd District,State Treasurer,,Stacy L Garrity,Rep,1253
Lehigh,170102,North Whitehall 2nd District,State Treasurer,,Joe Soloski,Lib,47
Lehigh,170102,North Whitehall 2nd District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,170103,North Whitehall 3rd District,State Treasurer,,Joe Torsella,Dem,432
Lehigh,170103,North Whitehall 3rd District,State Treasurer,,Stacy L Garrity,Rep,682
Lehigh,170103,North Whitehall 3rd District,State Treasurer,,Joe Soloski,Lib,18
Lehigh,170103,North Whitehall 3rd District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,170104,North Whitehall 4th District,State Treasurer,,Joe Torsella,Dem,576
Lehigh,170104,North Whitehall 4th District,State Treasurer,,Stacy L Garrity,Rep,921
Lehigh,170104,North Whitehall 4th District,State Treasurer,,Joe Soloski,Lib,30
Lehigh,170104,North Whitehall 4th District,State Treasurer,,Timothy Runkle,Gre,15
Lehigh,170105,North Whitehall 5th District,State Treasurer,,Joe Torsella,Dem,507
Lehigh,170105,North Whitehall 5th District,State Treasurer,,Stacy L Garrity,Rep,885
Lehigh,170105,North Whitehall 5th District,State Treasurer,,Joe Soloski,Lib,24
Lehigh,170105,North Whitehall 5th District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,170106,North Whitehall 6th District,State Treasurer,,Joe Torsella,Dem,477
Lehigh,170106,North Whitehall 6th District,State Treasurer,,Stacy L Garrity,Rep,621
Lehigh,170106,North Whitehall 6th District,State Treasurer,,Joe Soloski,Lib,34
Lehigh,170106,North Whitehall 6th District,State Treasurer,,Timothy Runkle,Gre,10
Lehigh,180101,Salisbury 1st Ward,State Treasurer,,Joe Torsella,Dem,662
Lehigh,180101,Salisbury 1st Ward,State Treasurer,,Stacy L Garrity,Rep,651
Lehigh,180101,Salisbury 1st Ward,State Treasurer,,Joe Soloski,Lib,45
Lehigh,180101,Salisbury 1st Ward,State Treasurer,,Timothy Runkle,Gre,22
Lehigh,180201,Salisbury 2nd Ward,State Treasurer,,Joe Torsella,Dem,759
Lehigh,180201,Salisbury 2nd Ward,State Treasurer,,Stacy L Garrity,Rep,746
Lehigh,180201,Salisbury 2nd Ward,State Treasurer,,Joe Soloski,Lib,48
Lehigh,180201,Salisbury 2nd Ward,State Treasurer,,Timothy Runkle,Gre,18
Lehigh,180301,Salisbury 3rd Ward 1st District,State Treasurer,,Joe Torsella,Dem,333
Lehigh,180301,Salisbury 3rd Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,358
Lehigh,180301,Salisbury 3rd Ward 1st District,State Treasurer,,Joe Soloski,Lib,21
Lehigh,180301,Salisbury 3rd Ward 1st District,State Treasurer,,Timothy Runkle,Gre,6
Lehigh,180302,Salisbury 3rd Ward 2nd District,State Treasurer,,Joe Torsella,Dem,379
Lehigh,180302,Salisbury 3rd Ward 2nd District,State Treasurer,,Stacy L Garrity,Rep,375
Lehigh,180302,Salisbury 3rd Ward 2nd District,State Treasurer,,Joe Soloski,Lib,25
Lehigh,180302,Salisbury 3rd Ward 2nd District,State Treasurer,,Timothy Runkle,Gre,8
Lehigh,180401,Salisbury 4th Ward 1st District,State Treasurer,,Joe Torsella,Dem,465
Lehigh,180401,Salisbury 4th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,575
Lehigh,180401,Salisbury 4th Ward 1st District,State Treasurer,,Joe Soloski,Lib,25
Lehigh,180401,Salisbury 4th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,12
Lehigh,180402,Salisbury 4th Ward 2nd District,State Treasurer,,Joe Torsella,Dem,288
Lehigh,180402,Salisbury 4th Ward 2nd District,State Treasurer,,Stacy L Garrity,Rep,353
Lehigh,180402,Salisbury 4th Ward 2nd District,State Treasurer,,Joe Soloski,Lib,12
Lehigh,180402,Salisbury 4th Ward 2nd District,State Treasurer,,Timothy Runkle,Gre,1
Lehigh,180501,Salisbury 5th Ward 1st District,State Treasurer,,Joe Torsella,Dem,342
Lehigh,180501,Salisbury 5th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,405
Lehigh,180501,Salisbury 5th Ward 1st District,State Treasurer,,Joe Soloski,Lib,11
Lehigh,180501,Salisbury 5th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,8
Lehigh,180502,Salisbury 5th Ward 2nd District,State Treasurer,,Joe Torsella,Dem,522
Lehigh,180502,Salisbury 5th Ward 2nd District,State Treasurer,,Stacy L Garrity,Rep,581
Lehigh,180502,Salisbury 5th Ward 2nd District,State Treasurer,,Joe Soloski,Lib,15
Lehigh,180502,Salisbury 5th Ward 2nd District,State Treasurer,,Timothy Runkle,Gre,6
Lehigh,190101,South Whitehall 1st District,State Treasurer,,Joe Torsella,Dem,866
Lehigh,190101,South Whitehall 1st District,State Treasurer,,Stacy L Garrity,Rep,872
Lehigh,190101,South Whitehall 1st District,State Treasurer,,Joe Soloski,Lib,56
Lehigh,190101,South Whitehall 1st District,State Treasurer,,Timothy Runkle,Gre,20
Lehigh,190102,South Whitehall 2nd District,State Treasurer,,Joe Torsella,Dem,440
Lehigh,190102,South Whitehall 2nd District,State Treasurer,,Stacy L Garrity,Rep,426
Lehigh,190102,South Whitehall 2nd District,State Treasurer,,Joe Soloski,Lib,18
Lehigh,190102,South Whitehall 2nd District,State Treasurer,,Timothy Runkle,Gre,12
Lehigh,190103,South Whitehall 3rd District,State Treasurer,,Joe Torsella,Dem,1047
Lehigh,190103,South Whitehall 3rd District,State Treasurer,,Stacy L Garrity,Rep,842
Lehigh,190103,South Whitehall 3rd District,State Treasurer,,Joe Soloski,Lib,42
Lehigh,190103,South Whitehall 3rd District,State Treasurer,,Timothy Runkle,Gre,19
Lehigh,190104,South Whitehall 4th District,State Treasurer,,Joe Torsella,Dem,503
Lehigh,190104,South Whitehall 4th District,State Treasurer,,Stacy L Garrity,Rep,558
Lehigh,190104,South Whitehall 4th District,State Treasurer,,Joe Soloski,Lib,22
Lehigh,190104,South Whitehall 4th District,State Treasurer,,Timothy Runkle,Gre,9
Lehigh,190105,South Whitehall 5th District,State Treasurer,,Joe Torsella,Dem,1013
Lehigh,190105,South Whitehall 5th District,State Treasurer,,Stacy L Garrity,Rep,751
Lehigh,190105,South Whitehall 5th District,State Treasurer,,Joe Soloski,Lib,31
Lehigh,190105,South Whitehall 5th District,State Treasurer,,Timothy Runkle,Gre,16
Lehigh,190106,South Whitehall 6th District,State Treasurer,,Joe Torsella,Dem,909
Lehigh,190106,South Whitehall 6th District,State Treasurer,,Stacy L Garrity,Rep,646
Lehigh,190106,South Whitehall 6th District,State Treasurer,,Joe Soloski,Lib,26
Lehigh,190106,South Whitehall 6th District,State Treasurer,,Timothy Runkle,Gre,15
Lehigh,190107,South Whitehall 7th District,State Treasurer,,Joe Torsella,Dem,422
Lehigh,190107,South Whitehall 7th District,State Treasurer,,Stacy L Garrity,Rep,413
Lehigh,190107,South Whitehall 7th District,State Treasurer,,Joe Soloski,Lib,26
Lehigh,190107,South Whitehall 7th District,State Treasurer,,Timothy Runkle,Gre,15
Lehigh,190108,South Whitehall 8th District,State Treasurer,,Joe Torsella,Dem,1092
Lehigh,190108,South Whitehall 8th District,State Treasurer,,Stacy L Garrity,Rep,1189
Lehigh,190108,South Whitehall 8th District,State Treasurer,,Joe Soloski,Lib,54
Lehigh,190108,South Whitehall 8th District,State Treasurer,,Timothy Runkle,Gre,26
Lehigh,200101,Upper Macungie 1st District,State Treasurer,,Joe Torsella,Dem,938
Lehigh,200101,Upper Macungie 1st District,State Treasurer,,Stacy L Garrity,Rep,943
Lehigh,200101,Upper Macungie 1st District,State Treasurer,,Joe Soloski,Lib,40
Lehigh,200101,Upper Macungie 1st District,State Treasurer,,Timothy Runkle,Gre,19
Lehigh,200102,Upper Macungie 2nd District,State Treasurer,,Joe Torsella,Dem,1173
Lehigh,200102,Upper Macungie 2nd District,State Treasurer,,Stacy L Garrity,Rep,1320
Lehigh,200102,Upper Macungie 2nd District,State Treasurer,,Joe Soloski,Lib,41
Lehigh,200102,Upper Macungie 2nd District,State Treasurer,,Timothy Runkle,Gre,19
Lehigh,200103,Upper Macungie 3rd District,State Treasurer,,Joe Torsella,Dem,736
Lehigh,200103,Upper Macungie 3rd District,State Treasurer,,Stacy L Garrity,Rep,844
Lehigh,200103,Upper Macungie 3rd District,State Treasurer,,Joe Soloski,Lib,38
Lehigh,200103,Upper Macungie 3rd District,State Treasurer,,Timothy Runkle,Gre,20
Lehigh,200104,Upper Macungie 4th District,State Treasurer,,Joe Torsella,Dem,598
Lehigh,200104,Upper Macungie 4th District,State Treasurer,,Stacy L Garrity,Rep,437
Lehigh,200104,Upper Macungie 4th District,State Treasurer,,Joe Soloski,Lib,22
Lehigh,200104,Upper Macungie 4th District,State Treasurer,,Timothy Runkle,Gre,16
Lehigh,200105,Upper Macungie 5th District,State Treasurer,,Joe Torsella,Dem,1613
Lehigh,200105,Upper Macungie 5th District,State Treasurer,,Stacy L Garrity,Rep,1555
Lehigh,200105,Upper Macungie 5th District,State Treasurer,,Joe Soloski,Lib,65
Lehigh,200105,Upper Macungie 5th District,State Treasurer,,Timothy Runkle,Gre,29
Lehigh,200106,Upper Macungie 6th District,State Treasurer,,Joe Torsella,Dem,667
Lehigh,200106,Upper Macungie 6th District,State Treasurer,,Stacy L Garrity,Rep,551
Lehigh,200106,Upper Macungie 6th District,State Treasurer,,Joe Soloski,Lib,35
Lehigh,200106,Upper Macungie 6th District,State Treasurer,,Timothy Runkle,Gre,16
Lehigh,200107,Upper Macungie 7th District,State Treasurer,,Joe Torsella,Dem,669
Lehigh,200107,Upper Macungie 7th District,State Treasurer,,Stacy L Garrity,Rep,611
Lehigh,200107,Upper Macungie 7th District,State Treasurer,,Joe Soloski,Lib,27
Lehigh,200107,Upper Macungie 7th District,State Treasurer,,Timothy Runkle,Gre,18
Lehigh,200108,Upper Macungie 8th District,State Treasurer,,Joe Torsella,Dem,658
Lehigh,200108,Upper Macungie 8th District,State Treasurer,,Stacy L Garrity,Rep,620
Lehigh,200108,Upper Macungie 8th District,State Treasurer,,Joe Soloski,Lib,42
Lehigh,200108,Upper Macungie 8th District,State Treasurer,,Timothy Runkle,Gre,16
Lehigh,210101,Upper Milford Eastern District,State Treasurer,,Joe Torsella,Dem,1232
Lehigh,210101,Upper Milford Eastern District,State Treasurer,,Stacy L Garrity,Rep,1496
Lehigh,210101,Upper Milford Eastern District,State Treasurer,,Joe Soloski,Lib,61
Lehigh,210101,Upper Milford Eastern District,State Treasurer,,Timothy Runkle,Gre,32
Lehigh,210102,Upper Milford Western District,State Treasurer,,Joe Torsella,Dem,857
Lehigh,210102,Upper Milford Western District,State Treasurer,,Stacy L Garrity,Rep,1386
Lehigh,210102,Upper Milford Western District,State Treasurer,,Joe Soloski,Lib,43
Lehigh,210102,Upper Milford Western District,State Treasurer,,Timothy Runkle,Gre,20
Lehigh,220101,Upper Saucon 1st District,State Treasurer,,Joe Torsella,Dem,920
Lehigh,220101,Upper Saucon 1st District,State Treasurer,,Stacy L Garrity,Rep,1053
Lehigh,220101,Upper Saucon 1st District,State Treasurer,,Joe Soloski,Lib,40
Lehigh,220101,Upper Saucon 1st District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,220102,Upper Saucon 2nd District,State Treasurer,,Joe Torsella,Dem,622
Lehigh,220102,Upper Saucon 2nd District,State Treasurer,,Stacy L Garrity,Rep,790
Lehigh,220102,Upper Saucon 2nd District,State Treasurer,,Joe Soloski,Lib,22
Lehigh,220102,Upper Saucon 2nd District,State Treasurer,,Timothy Runkle,Gre,23
Lehigh,220103,Upper Saucon 3rd District,State Treasurer,,Joe Torsella,Dem,482
Lehigh,220103,Upper Saucon 3rd District,State Treasurer,,Stacy L Garrity,Rep,580
Lehigh,220103,Upper Saucon 3rd District,State Treasurer,,Joe Soloski,Lib,21
Lehigh,220103,Upper Saucon 3rd District,State Treasurer,,Timothy Runkle,Gre,11
Lehigh,220104,Upper Saucon 4th District,State Treasurer,,Joe Torsella,Dem,1380
Lehigh,220104,Upper Saucon 4th District,State Treasurer,,Stacy L Garrity,Rep,1707
Lehigh,220104,Upper Saucon 4th District,State Treasurer,,Joe Soloski,Lib,60
Lehigh,220104,Upper Saucon 4th District,State Treasurer,,Timothy Runkle,Gre,27
Lehigh,220105,Upper Saucon 5th District,State Treasurer,,Joe Torsella,Dem,605
Lehigh,220105,Upper Saucon 5th District,State Treasurer,,Stacy L Garrity,Rep,687
Lehigh,220105,Upper Saucon 5th District,State Treasurer,,Joe Soloski,Lib,31
Lehigh,220105,Upper Saucon 5th District,State Treasurer,,Timothy Runkle,Gre,9
Lehigh,220106,Upper Saucon 6th District,State Treasurer,,Joe Torsella,Dem,576
Lehigh,220106,Upper Saucon 6th District,State Treasurer,,Stacy L Garrity,Rep,597
Lehigh,220106,Upper Saucon 6th District,State Treasurer,,Joe Soloski,Lib,23
Lehigh,220106,Upper Saucon 6th District,State Treasurer,,Timothy Runkle,Gre,6
Lehigh,230101,Washington Eastern District,State Treasurer,,Joe Torsella,Dem,201
Lehigh,230101,Washington Eastern District,State Treasurer,,Stacy L Garrity,Rep,490
Lehigh,230101,Washington Eastern District,State Treasurer,,Joe Soloski,Lib,20
Lehigh,230101,Washington Eastern District,State Treasurer,,Timothy Runkle,Gre,9
Lehigh,230102,Washington Southern District,State Treasurer,,Joe Torsella,Dem,763
Lehigh,230102,Washington Southern District,State Treasurer,,Stacy L Garrity,Rep,1590
Lehigh,230102,Washington Southern District,State Treasurer,,Joe Soloski,Lib,57
Lehigh,230102,Washington Southern District,State Treasurer,,Timothy Runkle,Gre,21
Lehigh,230103,Washington Western District,State Treasurer,,Joe Torsella,Dem,182
Lehigh,230103,Washington Western District,State Treasurer,,Stacy L Garrity,Rep,411
Lehigh,230103,Washington Western District,State Treasurer,,Joe Soloski,Lib,25
Lehigh,230103,Washington Western District,State Treasurer,,Timothy Runkle,Gre,7
Lehigh,240101,Weisenberg,State Treasurer,,Joe Torsella,Dem,1004
Lehigh,240101,Weisenberg,State Treasurer,,Stacy L Garrity,Rep,2096
Lehigh,240101,Weisenberg,State Treasurer,,Joe Soloski,Lib,71
Lehigh,240101,Weisenberg,State Treasurer,,Timothy Runkle,Gre,24
Lehigh,250101,Whitehall 1st District,State Treasurer,,Joe Torsella,Dem,871
Lehigh,250101,Whitehall 1st District,State Treasurer,,Stacy L Garrity,Rep,523
Lehigh,250101,Whitehall 1st District,State Treasurer,,Joe Soloski,Lib,34
Lehigh,250101,Whitehall 1st District,State Treasurer,,Timothy Runkle,Gre,10
Lehigh,250102,Whitehall 2nd District,State Treasurer,,Joe Torsella,Dem,299
Lehigh,250102,Whitehall 2nd District,State Treasurer,,Stacy L Garrity,Rep,245
Lehigh,250102,Whitehall 2nd District,State Treasurer,,Joe Soloski,Lib,13
Lehigh,250102,Whitehall 2nd District,State Treasurer,,Timothy Runkle,Gre,12
Lehigh,250103,Whitehall 3rd District,State Treasurer,,Joe Torsella,Dem,575
Lehigh,250103,Whitehall 3rd District,State Treasurer,,Stacy L Garrity,Rep,259
Lehigh,250103,Whitehall 3rd District,State Treasurer,,Joe Soloski,Lib,25
Lehigh,250103,Whitehall 3rd District,State Treasurer,,Timothy Runkle,Gre,13
Lehigh,250104,Whitehall 4th District,State Treasurer,,Joe Torsella,Dem,489
Lehigh,250104,Whitehall 4th District,State Treasurer,,Stacy L Garrity,Rep,414
Lehigh,250104,Whitehall 4th District,State Treasurer,,Joe Soloski,Lib,26
Lehigh,250104,Whitehall 4th District,State Treasurer,,Timothy Runkle,Gre,17
Lehigh,250105,Whitehall 5th District,State Treasurer,,Joe Torsella,Dem,269
Lehigh,250105,Whitehall 5th District,State Treasurer,,Stacy L Garrity,Rep,277
Lehigh,250105,Whitehall 5th District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,250105,Whitehall 5th District,State Treasurer,,Timothy Runkle,Gre,8
Lehigh,250106,Whitehall 6th District,State Treasurer,,Joe Torsella,Dem,539
Lehigh,250106,Whitehall 6th District,State Treasurer,,Stacy L Garrity,Rep,459
Lehigh,250106,Whitehall 6th District,State Treasurer,,Joe Soloski,Lib,40
Lehigh,250106,Whitehall 6th District,State Treasurer,,Timothy Runkle,Gre,16
Lehigh,250107,Whitehall 7th District,State Treasurer,,Joe Torsella,Dem,784
Lehigh,250107,Whitehall 7th District,State Treasurer,,Stacy L Garrity,Rep,934
Lehigh,250107,Whitehall 7th District,State Treasurer,,Joe Soloski,Lib,27
Lehigh,250107,Whitehall 7th District,State Treasurer,,Timothy Runkle,Gre,10
Lehigh,250108,Whitehall 8th District,State Treasurer,,Joe Torsella,Dem,665
Lehigh,250108,Whitehall 8th District,State Treasurer,,Stacy L Garrity,Rep,700
Lehigh,250108,Whitehall 8th District,State Treasurer,,Joe Soloski,Lib,39
Lehigh,250108,Whitehall 8th District,State Treasurer,,Timothy Runkle,Gre,12
Lehigh,250109,Whitehall 9th District,State Treasurer,,Joe Torsella,Dem,598
Lehigh,250109,Whitehall 9th District,State Treasurer,,Stacy L Garrity,Rep,538
Lehigh,250109,Whitehall 9th District,State Treasurer,,Joe Soloski,Lib,32
Lehigh,250109,Whitehall 9th District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,250110,Whitehall 10th District,State Treasurer,,Joe Torsella,Dem,673
Lehigh,250110,Whitehall 10th District,State Treasurer,,Stacy L Garrity,Rep,870
Lehigh,250110,Whitehall 10th District,State Treasurer,,Joe Soloski,Lib,32
Lehigh,250110,Whitehall 10th District,State Treasurer,,Timothy Runkle,Gre,21
Lehigh,250111,Whitehall 11th District,State Treasurer,,Joe Torsella,Dem,583
Lehigh,250111,Whitehall 11th District,State Treasurer,,Stacy L Garrity,Rep,668
Lehigh,250111,Whitehall 11th District,State Treasurer,,Joe Soloski,Lib,37
Lehigh,250111,Whitehall 11th District,State Treasurer,,Timothy Runkle,Gre,18
Lehigh,250112,Whitehall 12th District,State Treasurer,,Joe Torsella,Dem,787
Lehigh,250112,Whitehall 12th District,State Treasurer,,Stacy L Garrity,Rep,518
Lehigh,250112,Whitehall 12th District,State Treasurer,,Joe Soloski,Lib,38
Lehigh,250112,Whitehall 12th District,State Treasurer,,Timothy Runkle,Gre,18
Lehigh,10101,Allentown 1st Ward 1st District,State House,22,Peter Schweyer,Dem,430
Lehigh,10201,Allentown 2nd Ward 1st District,State House,22,Peter Schweyer,Dem,472
Lehigh,10301,Allentown 3rd Ward 1st District,State House,22,Peter Schweyer,Dem,527
Lehigh,10401,Allentown 4th Ward 1st District,State House,22,Peter Schweyer,Dem,289
Lehigh,10501,Allentown 5th Ward 1st District,State House,22,Peter Schweyer,Dem,392
Lehigh,10601,Allentown 6th Ward 1st District,State House,22,Peter Schweyer,Dem,254
Lehigh,10701,Allentown 7th Ward,State House,22,Peter Schweyer,Dem,621
Lehigh,10801,Allentown 8th Ward 1st District,State House,22,Peter Schweyer,Dem,239
Lehigh,10802,Allentown 8th Ward 2nd District,State House,22,Peter Schweyer,Dem,280
Lehigh,10901,Allentown 9th Ward 1st District,State House,22,Peter Schweyer,Dem,419
Lehigh,11001,Allentown 10th Ward 1st District,State House,22,Peter Schweyer,Dem,536
Lehigh,11101,Allentown 11th Ward 1st District,State House,22,Peter Schweyer,Dem,346
Lehigh,11102,Allentown 11th Ward 2nd District,State House,22,Peter Schweyer,Dem,414
Lehigh,11201,Allentown 12th Ward 1st District,State House,22,Peter Schweyer,Dem,484
Lehigh,11202,Allentown 12th Ward 2nd District,State House,22,Peter Schweyer,Dem,598
Lehigh,11203,Allentown 12th Ward 3rd District,State House,22,Peter Schweyer,Dem,531
Lehigh,11204,Allentown 12th Ward 4th District,State House,22,Peter Schweyer,Dem,529
Lehigh,11205,Allentown 12th Ward 5th District,State House,22,Peter Schweyer,Dem,514
Lehigh,11402,Allentown 14th Ward 2nd District,State House,22,Peter Schweyer,Dem,718
Lehigh,11601,Allentown 16th Ward 1st District,State House,22,Peter Schweyer,Dem,660
Lehigh,11602,Allentown 16th Ward 2nd District,State House,22,Peter Schweyer,Dem,962
Lehigh,11901,Allentown 19th Ward 1st District,State House,22,Peter Schweyer,Dem,433
Lehigh,11902,Allentown 19th Ward 2nd District,State House,22,Peter Schweyer,Dem,716
Lehigh,11903,Allentown 19th Ward 3rd District,State House,22,Peter Schweyer,Dem,417
Lehigh,11904,Allentown 19th Ward 4th District,State House,22,Peter Schweyer,Dem,552
Lehigh,11905,Allentown 19th Ward 5th District,State House,22,Peter Schweyer,Dem,639
Lehigh,11906,Allentown 19th Ward 6th District,State House,22,Peter Schweyer,Dem,997
Lehigh,50101,Coopersburg,State House,131,Kevin Branco,Dem,706
Lehigh,50101,Coopersburg,State House,131,Milou Mackenzie,Rep,785
Lehigh,70101,Emmaus 1st District,State House,131,Milou Mackenzie,Rep,463
Lehigh,70101,Emmaus 1st District,State House,131,Kevin Branco,Dem,573
Lehigh,70102,Emmaus 2nd District,State House,131,Kevin Branco,Dem,544
Lehigh,70102,Emmaus 2nd District,State House,131,Milou Mackenzie,Rep,480
Lehigh,70103,Emmaus 3rd District,State House,131,Milou Mackenzie,Rep,695
Lehigh,70103,Emmaus 3rd District,State House,131,Kevin Branco,Dem,628
Lehigh,70104,Emmaus 4th District,State House,131,Kevin Branco,Dem,681
Lehigh,70104,Emmaus 4th District,State House,131,Milou Mackenzie,Rep,542
Lehigh,70105,Emmaus 5th District,State House,131,Milou Mackenzie,Rep,334
Lehigh,70105,Emmaus 5th District,State House,131,Kevin Branco,Dem,315
Lehigh,70106,Emmaus 6th District,State House,131,Kevin Branco,Dem,625
Lehigh,70106,Emmaus 6th District,State House,131,Milou Mackenzie,Rep,545
Lehigh,140101,Lower Milford,State House,131,Milou Mackenzie,Rep,1584
Lehigh,140101,Lower Milford,State House,131,Kevin Branco,Dem,924
Lehigh,180301,Salisbury 3rd Ward 1st District,State House,131,Kevin Branco,Dem,356
Lehigh,180301,Salisbury 3rd Ward 1st District,State House,131,Milou Mackenzie,Rep,368
