county,precinct,precinct_name,office,district,candidate,party,votes
Lehigh,250112,Whitehall 12th District,U.S. House,7,Susan Wild,Dem,820
Lehigh,250112,Whitehall 12th District,U.S. House,7,Lisa Scheller,Rep,554
Lehigh,10101,Allentown 1st Ward 1st District,Attorney General,,Josh Shapiro,Dem,506
Lehigh,10101,Allentown 1st Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,129
Lehigh,10101,Allentown 1st Ward 1st District,Attorney General,,Daniel Wassmer,Lib,14
Lehigh,10101,Allentown 1st Ward 1st District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,10201,Allentown 2nd Ward 1st District,Attorney General,,Josh Shapiro,Dem,445
Lehigh,10201,Allentown 2nd Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,121
Lehigh,10201,Allentown 2nd Ward 1st District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,10201,Allentown 2nd Ward 1st District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,10301,Allentown 3rd Ward 1st District,Attorney General,,Josh Shapiro,Dem,506
Lehigh,10301,Allentown 3rd Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,147
Lehigh,10301,Allentown 3rd Ward 1st District,Attorney General,,Daniel Wassmer,Lib,17
Lehigh,10301,Allentown 3rd Ward 1st District,Attorney General,,Richard L Weiss,Gre,15
Lehigh,10401,Allentown 4th Ward 1st District,Attorney General,,Josh Shapiro,Dem,305
Lehigh,10401,Allentown 4th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,82
Lehigh,10401,Allentown 4th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,10401,Allentown 4th Ward 1st District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,10501,Allentown 5th Ward 1st District,Attorney General,,Josh Shapiro,Dem,408
Lehigh,10501,Allentown 5th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,107
Lehigh,10501,Allentown 5th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,15
Lehigh,10501,Allentown 5th Ward 1st District,Attorney General,,Richard L Weiss,Gre,7
Lehigh,10601,Allentown 6th Ward 1st District,Attorney General,,Josh Shapiro,Dem,253
Lehigh,10601,Allentown 6th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,61
Lehigh,10601,Allentown 6th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,7
Lehigh,10601,Allentown 6th Ward 1st District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,10602,Allentown 6th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,400
Lehigh,10602,Allentown 6th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,137
Lehigh,10602,Allentown 6th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,13
Lehigh,10602,Allentown 6th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,7
Lehigh,10701,Allentown 7th Ward,Attorney General,,Josh Shapiro,Dem,617
Lehigh,10701,Allentown 7th Ward,Attorney General,,Heather Heidelbaugh,Rep,143
Lehigh,10701,Allentown 7th Ward,Attorney General,,Daniel Wassmer,Lib,23
Lehigh,10701,Allentown 7th Ward,Attorney General,,Richard L Weiss,Gre,21
Lehigh,10801,Allentown 8th Ward 1st District,Attorney General,,Josh Shapiro,Dem,221
Lehigh,10801,Allentown 8th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,75
Lehigh,10801,Allentown 8th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,2
Lehigh,10801,Allentown 8th Ward 1st District,Attorney General,,Richard L Weiss,Gre,7
Lehigh,10802,Allentown 8th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,296
Lehigh,10802,Allentown 8th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,71
Lehigh,10802,Allentown 8th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,6
Lehigh,10802,Allentown 8th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,3
Lehigh,10803,Allentown 8th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,469
Lehigh,10803,Allentown 8th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,117
Lehigh,10803,Allentown 8th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,10803,Allentown 8th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,15
Lehigh,10804,Allentown 8th Ward 4th District,Attorney General,,Josh Shapiro,Dem,575
Lehigh,10804,Allentown 8th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,216
Lehigh,10804,Allentown 8th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,12
Lehigh,10804,Allentown 8th Ward 4th District,Attorney General,,Richard L Weiss,Gre,16
Lehigh,10805,Allentown 8th Ward 5th District,Attorney General,,Josh Shapiro,Dem,259
Lehigh,10805,Allentown 8th Ward 5th District,Attorney General,,Heather Heidelbaugh,Rep,86
Lehigh,10805,Allentown 8th Ward 5th District,Attorney General,,Daniel Wassmer,Lib,8
Lehigh,10805,Allentown 8th Ward 5th District,Attorney General,,Richard L Weiss,Gre,6
Lehigh,10806,Allentown 8th Ward 6th District,Attorney General,,Josh Shapiro,Dem,388
Lehigh,10806,Allentown 8th Ward 6th District,Attorney General,,Heather Heidelbaugh,Rep,90
Lehigh,10806,Allentown 8th Ward 6th District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,10806,Allentown 8th Ward 6th District,Attorney General,,Richard L Weiss,Gre,4
Lehigh,10807,Allentown 8th Ward 7th District,Attorney General,,Josh Shapiro,Dem,446
Lehigh,10807,Allentown 8th Ward 7th District,Attorney General,,Heather Heidelbaugh,Rep,244
Lehigh,10807,Allentown 8th Ward 7th District,Attorney General,,Daniel Wassmer,Lib,10
Lehigh,10807,Allentown 8th Ward 7th District,Attorney General,,Richard L Weiss,Gre,11
Lehigh,10901,Allentown 9th Ward 1st District,Attorney General,,Josh Shapiro,Dem,466
Lehigh,10901,Allentown 9th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,122
Lehigh,10901,Allentown 9th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,10901,Allentown 9th Ward 1st District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,11001,Allentown 10th Ward 1st District,Attorney General,,Josh Shapiro,Dem,516
Lehigh,11001,Allentown 10th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,119
Lehigh,11001,Allentown 10th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,20
Lehigh,11001,Allentown 10th Ward 1st District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,11003,Allentown 10th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,384
Lehigh,11003,Allentown 10th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,116
Lehigh,11003,Allentown 10th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,12
Lehigh,11003,Allentown 10th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,6
Lehigh,11004,Allentown 10th Ward 4th District,Attorney General,,Josh Shapiro,Dem,410
Lehigh,11004,Allentown 10th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,89
Lehigh,11004,Allentown 10th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,14
Lehigh,11004,Allentown 10th Ward 4th District,Attorney General,,Richard L Weiss,Gre,5
Lehigh,11101,Allentown 11th Ward 1st District,Attorney General,,Josh Shapiro,Dem,343
Lehigh,11101,Allentown 11th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,115
Lehigh,11101,Allentown 11th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,10
Lehigh,11101,Allentown 11th Ward 1st District,Attorney General,,Richard L Weiss,Gre,3
Lehigh,11102,Allentown 11th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,402
Lehigh,11102,Allentown 11th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,115
Lehigh,11102,Allentown 11th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,11102,Allentown 11th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,14
Lehigh,11103,Allentown 11th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,454
Lehigh,11103,Allentown 11th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,165
Lehigh,11103,Allentown 11th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,11103,Allentown 11th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,11104,Allentown 11th Ward 4th District,Attorney General,,Josh Shapiro,Dem,761
Lehigh,11104,Allentown 11th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,238
Lehigh,11104,Allentown 11th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,11104,Allentown 11th Ward 4th District,Attorney General,,Richard L Weiss,Gre,23
Lehigh,11105,Allentown 11th Ward 5th District,Attorney General,,Josh Shapiro,Dem,378
Lehigh,11105,Allentown 11th Ward 5th District,Attorney General,,Heather Heidelbaugh,Rep,193
Lehigh,11105,Allentown 11th Ward 5th District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,11105,Allentown 11th Ward 5th District,Attorney General,,Richard L Weiss,Gre,11
Lehigh,11106,Allentown 11th Ward 6th District,Attorney General,,Josh Shapiro,Dem,613
Lehigh,11106,Allentown 11th Ward 6th District,Attorney General,,Heather Heidelbaugh,Rep,348
Lehigh,11106,Allentown 11th Ward 6th District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,11106,Allentown 11th Ward 6th District,Attorney General,,Richard L Weiss,Gre,18
Lehigh,11107,Allentown 11th Ward 7th District,Attorney General,,Josh Shapiro,Dem,436
Lehigh,11107,Allentown 11th Ward 7th District,Attorney General,,Heather Heidelbaugh,Rep,239
Lehigh,11107,Allentown 11th Ward 7th District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,11107,Allentown 11th Ward 7th District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,11201,Allentown 12th Ward 1st District,Attorney General,,Josh Shapiro,Dem,469
Lehigh,11201,Allentown 12th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,174
Lehigh,11201,Allentown 12th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,13
Lehigh,11201,Allentown 12th Ward 1st District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,11202,Allentown 12th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,611
Lehigh,11202,Allentown 12th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,247
Lehigh,11202,Allentown 12th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,14
Lehigh,11202,Allentown 12th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,11203,Allentown 12th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,411
Lehigh,11203,Allentown 12th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,242
Lehigh,11203,Allentown 12th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,15
Lehigh,11203,Allentown 12th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,11204,Allentown 12th Ward 4th District,Attorney General,,Josh Shapiro,Dem,422
Lehigh,11204,Allentown 12th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,302
Lehigh,11204,Allentown 12th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,12
Lehigh,11204,Allentown 12th Ward 4th District,Attorney General,,Richard L Weiss,Gre,7
Lehigh,11205,Allentown 12th Ward 5th District,Attorney General,,Josh Shapiro,Dem,465
Lehigh,11205,Allentown 12th Ward 5th District,Attorney General,,Heather Heidelbaugh,Rep,236
Lehigh,11205,Allentown 12th Ward 5th District,Attorney General,,Daniel Wassmer,Lib,12
Lehigh,11205,Allentown 12th Ward 5th District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,11301,Allentown 13th Ward 1st District,Attorney General,,Josh Shapiro,Dem,478
Lehigh,11301,Allentown 13th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,134
Lehigh,11301,Allentown 13th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,14
Lehigh,11301,Allentown 13th Ward 1st District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,11302,Allentown 13th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,360
Lehigh,11302,Allentown 13th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,164
Lehigh,11302,Allentown 13th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,8
Lehigh,11302,Allentown 13th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,6
Lehigh,11303,Allentown 13th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,429
Lehigh,11303,Allentown 13th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,192
Lehigh,11303,Allentown 13th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,20
Lehigh,11303,Allentown 13th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,15
Lehigh,11304,Allentown 13th Ward 4th District,Attorney General,,Josh Shapiro,Dem,320
Lehigh,11304,Allentown 13th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,118
Lehigh,11304,Allentown 13th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,11304,Allentown 13th Ward 4th District,Attorney General,,Richard L Weiss,Gre,6
Lehigh,11401,Allentown 14th Ward 1st District,Attorney General,,Josh Shapiro,Dem,688
Lehigh,11401,Allentown 14th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,316
Lehigh,11401,Allentown 14th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,27
Lehigh,11401,Allentown 14th Ward 1st District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,11402,Allentown 14th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,767
Lehigh,11402,Allentown 14th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,282
Lehigh,11402,Allentown 14th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,24
Lehigh,11402,Allentown 14th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,11501,Allentown 15th Ward 1st District,Attorney General,,Josh Shapiro,Dem,495
Lehigh,11501,Allentown 15th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,292
Lehigh,11501,Allentown 15th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,11501,Allentown 15th Ward 1st District,Attorney General,,Richard L Weiss,Gre,13
Lehigh,11502,Allentown 15th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,652
Lehigh,11502,Allentown 15th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,327
Lehigh,11502,Allentown 15th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,29
Lehigh,11502,Allentown 15th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,11503,Allentown 15th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,680
Lehigh,11503,Allentown 15th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,331
Lehigh,11503,Allentown 15th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,24
Lehigh,11503,Allentown 15th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,19
Lehigh,11504,Allentown 15th Ward 4th District,Attorney General,,Josh Shapiro,Dem,484
Lehigh,11504,Allentown 15th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,230
Lehigh,11504,Allentown 15th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,11504,Allentown 15th Ward 4th District,Attorney General,,Richard L Weiss,Gre,15
Lehigh,11601,Allentown 16th Ward 1st District,Attorney General,,Josh Shapiro,Dem,582
Lehigh,11601,Allentown 16th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,256
Lehigh,11601,Allentown 16th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,28
Lehigh,11601,Allentown 16th Ward 1st District,Attorney General,,Richard L Weiss,Gre,13
Lehigh,11602,Allentown 16th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,815
Lehigh,11602,Allentown 16th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,431
Lehigh,11602,Allentown 16th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,36
Lehigh,11602,Allentown 16th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,11701,Allentown 17th Ward 1st District,Attorney General,,Josh Shapiro,Dem,446
Lehigh,11701,Allentown 17th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,204
Lehigh,11701,Allentown 17th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,17
Lehigh,11701,Allentown 17th Ward 1st District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,11702,Allentown 17th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,453
Lehigh,11702,Allentown 17th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,282
Lehigh,11702,Allentown 17th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,11702,Allentown 17th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,11703,Allentown 17th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,478
Lehigh,11703,Allentown 17th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,288
Lehigh,11703,Allentown 17th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,9
Lehigh,11703,Allentown 17th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,5
Lehigh,11704,Allentown 17th Ward 4th District,Attorney General,,Josh Shapiro,Dem,357
Lehigh,11704,Allentown 17th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,203
Lehigh,11704,Allentown 17th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,15
Lehigh,11704,Allentown 17th Ward 4th District,Attorney General,,Richard L Weiss,Gre,5
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Attorney General,,Josh Shapiro,Dem,932
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Attorney General,,Heather Heidelbaugh,Rep,620
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Attorney General,,Daniel Wassmer,Lib,17
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Attorney General,,Richard L Weiss,Gre,18
Lehigh,11801,Allentown 18th Ward 1st District,Attorney General,,Josh Shapiro,Dem,506
Lehigh,11801,Allentown 18th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,222
Lehigh,11801,Allentown 18th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,11801,Allentown 18th Ward 1st District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,11802,Allentown 18th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,606
Lehigh,11802,Allentown 18th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,348
Lehigh,11802,Allentown 18th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,17
Lehigh,11802,Allentown 18th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,11901,Allentown 19th Ward 1st District,Attorney General,,Josh Shapiro,Dem,350
Lehigh,11901,Allentown 19th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,212
Lehigh,11901,Allentown 19th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,8
Lehigh,11901,Allentown 19th Ward 1st District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,11902,Allentown 19th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,676
Lehigh,11902,Allentown 19th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,262
Lehigh,11902,Allentown 19th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,11902,Allentown 19th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,11903,Allentown 19th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,352
Lehigh,11903,Allentown 19th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,211
Lehigh,11903,Allentown 19th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,12
Lehigh,11903,Allentown 19th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,14
Lehigh,11904,Allentown 19th Ward 4th District,Attorney General,,Josh Shapiro,Dem,518
Lehigh,11904,Allentown 19th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,218
Lehigh,11904,Allentown 19th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,18
Lehigh,11904,Allentown 19th Ward 4th District,Attorney General,,Richard L Weiss,Gre,5
Lehigh,11905,Allentown 19th Ward 5th District,Attorney General,,Josh Shapiro,Dem,528
Lehigh,11905,Allentown 19th Ward 5th District,Attorney General,,Heather Heidelbaugh,Rep,357
Lehigh,11905,Allentown 19th Ward 5th District,Attorney General,,Daniel Wassmer,Lib,27
Lehigh,11905,Allentown 19th Ward 5th District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,11906,Allentown 19th Ward 6th District,Attorney General,,Josh Shapiro,Dem,929
Lehigh,11906,Allentown 19th Ward 6th District,Attorney General,,Heather Heidelbaugh,Rep,405
Lehigh,11906,Allentown 19th Ward 6th District,Attorney General,,Daniel Wassmer,Lib,30
Lehigh,11906,Allentown 19th Ward 6th District,Attorney General,,Richard L Weiss,Gre,15
Lehigh,21001,Bethlehem 10th Ward 1st District,Attorney General,,Josh Shapiro,Dem,575
Lehigh,21001,Bethlehem 10th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,208
Lehigh,21001,Bethlehem 10th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,22
Lehigh,21001,Bethlehem 10th Ward 1st District,Attorney General,,Richard L Weiss,Gre,13
Lehigh,21101,Bethlehem 11th Ward 1st District,Attorney General,,Josh Shapiro,Dem,405
Lehigh,21101,Bethlehem 11th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,192
Lehigh,21101,Bethlehem 11th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,25
Lehigh,21101,Bethlehem 11th Ward 1st District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,21201,Bethlehem 12th Ward 1st District,Attorney General,,Josh Shapiro,Dem,418
Lehigh,21201,Bethlehem 12th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,155
Lehigh,21201,Bethlehem 12th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,21
Lehigh,21201,Bethlehem 12th Ward 1st District,Attorney General,,Richard L Weiss,Gre,11
Lehigh,21202,Bethlehem 12th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,470
Lehigh,21202,Bethlehem 12th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,181
Lehigh,21202,Bethlehem 12th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,12
Lehigh,21202,Bethlehem 12th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,21301,Bethlehem 13th Ward 1st District,Attorney General,,Josh Shapiro,Dem,781
Lehigh,21301,Bethlehem 13th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,385
Lehigh,21301,Bethlehem 13th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,33
Lehigh,21301,Bethlehem 13th Ward 1st District,Attorney General,,Richard L Weiss,Gre,23
Lehigh,21302,Bethlehem 13th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,502
Lehigh,21302,Bethlehem 13th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,276
Lehigh,21302,Bethlehem 13th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,17
Lehigh,21302,Bethlehem 13th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,21303,Bethlehem 13th Ward 3rd District,Attorney General,,Josh Shapiro,Dem,597
Lehigh,21303,Bethlehem 13th Ward 3rd District,Attorney General,,Heather Heidelbaugh,Rep,409
Lehigh,21303,Bethlehem 13th Ward 3rd District,Attorney General,,Daniel Wassmer,Lib,17
Lehigh,21303,Bethlehem 13th Ward 3rd District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,21304,Bethlehem 13th Ward 4th District,Attorney General,,Josh Shapiro,Dem,637
Lehigh,21304,Bethlehem 13th Ward 4th District,Attorney General,,Heather Heidelbaugh,Rep,424
Lehigh,21304,Bethlehem 13th Ward 4th District,Attorney General,,Daniel Wassmer,Lib,18
Lehigh,21304,Bethlehem 13th Ward 4th District,Attorney General,,Richard L Weiss,Gre,14
Lehigh,21305,Bethlehem 13th Ward 5th District,Attorney General,,Josh Shapiro,Dem,512
Lehigh,21305,Bethlehem 13th Ward 5th District,Attorney General,,Heather Heidelbaugh,Rep,280
Lehigh,21305,Bethlehem 13th Ward 5th District,Attorney General,,Daniel Wassmer,Lib,33
Lehigh,21305,Bethlehem 13th Ward 5th District,Attorney General,,Richard L Weiss,Gre,21
Lehigh,21306,Bethlehem 13th Ward 6th District,Attorney General,,Josh Shapiro,Dem,396
Lehigh,21306,Bethlehem 13th Ward 6th District,Attorney General,,Heather Heidelbaugh,Rep,291
Lehigh,21306,Bethlehem 13th Ward 6th District,Attorney General,,Daniel Wassmer,Lib,13
Lehigh,21306,Bethlehem 13th Ward 6th District,Attorney General,,Richard L Weiss,Gre,4
Lehigh,21307,Bethlehem 13th Ward 7th District,Attorney General,,Josh Shapiro,Dem,560
Lehigh,21307,Bethlehem 13th Ward 7th District,Attorney General,,Heather Heidelbaugh,Rep,287
Lehigh,21307,Bethlehem 13th Ward 7th District,Attorney General,,Daniel Wassmer,Lib,23
Lehigh,21307,Bethlehem 13th Ward 7th District,Attorney General,,Richard L Weiss,Gre,13
Lehigh,21308,Bethlehem 13th Ward 8th District,Attorney General,,Josh Shapiro,Dem,534
Lehigh,21308,Bethlehem 13th Ward 8th District,Attorney General,,Heather Heidelbaugh,Rep,357
Lehigh,21308,Bethlehem 13th Ward 8th District,Attorney General,,Daniel Wassmer,Lib,14
Lehigh,21308,Bethlehem 13th Ward 8th District,Attorney General,,Richard L Weiss,Gre,7
Lehigh,30101,Alburtis,Attorney General,,Josh Shapiro,Dem,649
Lehigh,30101,Alburtis,Attorney General,,Heather Heidelbaugh,Rep,674
Lehigh,30101,Alburtis,Attorney General,,Daniel Wassmer,Lib,45
Lehigh,30101,Alburtis,Attorney General,,Richard L Weiss,Gre,18
Lehigh,40101,Catasauqua 1st District,Attorney General,,Josh Shapiro,Dem,532
Lehigh,40101,Catasauqua 1st District,Attorney General,,Heather Heidelbaugh,Rep,381
Lehigh,40101,Catasauqua 1st District,Attorney General,,Daniel Wassmer,Lib,32
Lehigh,40101,Catasauqua 1st District,Attorney General,,Richard L Weiss,Gre,19
Lehigh,40102,Catasauqua 2nd District,Attorney General,,Josh Shapiro,Dem,500
Lehigh,40102,Catasauqua 2nd District,Attorney General,,Heather Heidelbaugh,Rep,484
Lehigh,40102,Catasauqua 2nd District,Attorney General,,Daniel Wassmer,Lib,26
Lehigh,40102,Catasauqua 2nd District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,40103,Catasauqua 3rd District,Attorney General,,Josh Shapiro,Dem,534
Lehigh,40103,Catasauqua 3rd District,Attorney General,,Heather Heidelbaugh,Rep,493
Lehigh,40103,Catasauqua 3rd District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,40103,Catasauqua 3rd District,Attorney General,,Richard L Weiss,Gre,22
Lehigh,50101,Coopersburg,Attorney General,,Josh Shapiro,Dem,698
Lehigh,50101,Coopersburg,Attorney General,,Heather Heidelbaugh,Rep,741
Lehigh,50101,Coopersburg,Attorney General,,Daniel Wassmer,Lib,33
Lehigh,50101,Coopersburg,Attorney General,,Richard L Weiss,Gre,21
Lehigh,60101,Coplay 1st District,Attorney General,,Josh Shapiro,Dem,383
