county,precinct,office,district,party,candidate,election_day,mail_in,absentee,provisional,votes
Westmoreland,N Huntingdon Township - 2-2,President,,DEM,Tulsi Gabbard,7,2,0,0,9
Westmoreland,N Huntingdon Township - 2-3,President,,DEM,Tulsi Gabbard,9,2,0,0,11
Westmoreland,N Huntingdon Township - 3-1,President,,DEM,Tulsi Gabbard,7,5,0,0,12
Westmoreland,N Huntingdon Township - 3-2,President,,DEM,Tulsi Gabbard,10,6,1,0,17
Westmoreland,N Huntingdon Township - 4-1,President,,DEM,Tulsi Gabbard,7,2,0,1,10
Westmoreland,N Huntingdon Township - 4-2,President,,DEM,Tulsi Gabbard,15,6,3,0,24
Westmoreland,N Huntingdon Township - 4-3,President,,DEM,Tulsi Gabbard,0,1,1,0,2
Westmoreland,N Huntingdon Township - 4-4,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Westmoreland,N Huntingdon Township - 5-1,President,,DEM,Tulsi Gabbard,2,1,0,0,3
Westmoreland,N Huntingdon Township - 5-2,President,,DEM,Tulsi Gabbard,4,2,0,0,6
Westmoreland,N Huntingdon Township - 5-3,President,,DEM,Tulsi Gabbard,3,3,1,0,7
Westmoreland,N Huntingdon Township - 6-1,President,,DEM,Tulsi Gabbard,6,2,0,0,8
Westmoreland,N Huntingdon Township - 6-2,President,,DEM,Tulsi Gabbard,2,3,2,0,7
Westmoreland,N Huntingdon Township - 6-3,President,,DEM,Tulsi Gabbard,6,9,2,0,17
Westmoreland,N Huntingdon Township - 6-4,President,,DEM,Tulsi Gabbard,4,0,0,0,4
Westmoreland,N Huntingdon Township - 7-1,President,,DEM,Tulsi Gabbard,7,2,2,0,11
Westmoreland,N Huntingdon Township - 7-2,President,,DEM,Tulsi Gabbard,7,2,0,0,9
Westmoreland,N Huntingdon Township - 7-3,President,,DEM,Tulsi Gabbard,4,3,0,0,7
Westmoreland,N Huntingdon Township - 7-4,President,,DEM,Tulsi Gabbard,7,1,0,0,8
Westmoreland,N Irwin Borough,President,,DEM,Tulsi Gabbard,4,0,0,0,4
Westmoreland,Oklahoma Borough,President,,DEM,Tulsi Gabbard,8,0,0,0,8
Westmoreland,Penn Borough,President,,DEM,Tulsi Gabbard,2,0,0,0,2
Westmoreland,Penn Township - 1-1,President,,DEM,Tulsi Gabbard,10,8,0,0,18
Westmoreland,Penn Township - 1-2,President,,DEM,Tulsi Gabbard,12,6,0,0,18
Westmoreland,Penn Township - 2-1,President,,DEM,Tulsi Gabbard,6,2,0,0,8
Westmoreland,Penn Township - 2-2,President,,DEM,Tulsi Gabbard,12,6,0,1,19
Westmoreland,Penn Township - 3-1,President,,DEM,Tulsi Gabbard,7,2,1,0,10
Westmoreland,Penn Township - 3-2,President,,DEM,Tulsi Gabbard,3,6,0,0,9
Westmoreland,Penn Township - 3-3,President,,DEM,Tulsi Gabbard,1,2,0,0,3
Westmoreland,Penn Township - 4-1,President,,DEM,Tulsi Gabbard,11,5,4,1,21
Westmoreland,Penn Township - 4-2,President,,DEM,Tulsi Gabbard,1,2,0,0,3
Westmoreland,Penn Township - 5-1,President,,DEM,Tulsi Gabbard,3,4,0,0,7
Westmoreland,Penn Township - 5-2,President,,DEM,Tulsi Gabbard,5,7,1,0,13
Westmoreland,Penn Township - 5-3,President,,DEM,Tulsi Gabbard,1,2,0,0,3
Westmoreland,Rostraver Township - Collinsburg,President,,DEM,Tulsi Gabbard,3,1,1,0,5
Westmoreland,Rostraver Township - Concord,President,,DEM,Tulsi Gabbard,9,6,4,0,19
Westmoreland,Rostraver Township - Crossroads,President,,DEM,Tulsi Gabbard,7,6,1,0,14
Westmoreland,Rostraver Township - Fellsburg,President,,DEM,Tulsi Gabbard,7,8,0,0,15
Westmoreland,Rostraver Township - Lynnwood,President,,DEM,Tulsi Gabbard,7,2,0,0,9
Westmoreland,Rostraver Township - Pricedale,President,,DEM,Tulsi Gabbard,3,3,0,0,6
Westmoreland,Rostraver Township - Van Meter,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Westmoreland,Rostraver Township - Webster,President,,DEM,Tulsi Gabbard,2,1,0,0,3
Westmoreland,Salem Township - Five Points,President,,DEM,Tulsi Gabbard,6,2,1,0,9
Westmoreland,Salem Township - Hugus,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Westmoreland,Salem Township - Mechlings,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Westmoreland,Salem Township - New Salem,President,,DEM,Tulsi Gabbard,8,4,2,1,15
Westmoreland,Salem Township - Slickville,President,,DEM,Tulsi Gabbard,5,0,1,0,6
Westmoreland,Salem Township - Steeles,President,,DEM,Tulsi Gabbard,3,1,0,0,4
Westmoreland,Salem Township - Trees Mills,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Westmoreland,Scottdale Borough - 1St Ward,President,,DEM,Tulsi Gabbard,2,1,0,0,3
Westmoreland,Scottdale Borough - 2Nd Ward,President,,DEM,Tulsi Gabbard,6,3,0,0,9
Westmoreland,Scottdale Borough - 3Rd Ward,President,,DEM,Tulsi Gabbard,2,0,0,0,2
Westmoreland,Scottdale Borough - 4Th Ward,President,,DEM,Tulsi Gabbard,4,2,0,0,6
Westmoreland,Seward Borough,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Westmoreland,Sewickley Township - East Herminie,President,,DEM,Tulsi Gabbard,3,2,0,0,5
Westmoreland,Sewickley Township - Lowber,President,,DEM,Tulsi Gabbard,5,3,2,0,10
Westmoreland,Sewickley Township - Rillton,President,,DEM,Tulsi Gabbard,5,2,0,0,7
Westmoreland,Sewickley Township - Sewickley,President,,DEM,Tulsi Gabbard,5,3,0,1,9
Westmoreland,Sewickley Township - West Herminie,President,,DEM,Tulsi Gabbard,11,0,1,0,12
Westmoreland,Sewickley Township - Whyel,President,,DEM,Tulsi Gabbard,2,1,0,0,3
Westmoreland,Smithton Borough,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Westmoreland,S Greensburg Borough - #1,President,,DEM,Tulsi Gabbard,4,1,0,0,5
Westmoreland,S Greensburg Borough - #2,President,,DEM,Tulsi Gabbard,6,2,0,0,8
Westmoreland,South Huntingdon Township - Hixon,President,,DEM,Tulsi Gabbard,3,2,0,0,5
Westmoreland,South Huntingdon Township - Jacobs Creek,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Westmoreland,South Huntingdon Township - Mineral,President,,DEM,Tulsi Gabbard,8,3,0,0,11
Westmoreland,South Huntingdon Township - Port Royal,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Westmoreland,South Huntingdon Township - South Huntingdon,President,,DEM,Tulsi Gabbard,11,1,1,0,13
Westmoreland,South Huntingdon Township - Wayne,President,,DEM,Tulsi Gabbard,6,2,1,0,9
Westmoreland,South Huntingdon Township - Wyano,President,,DEM,Tulsi Gabbard,6,1,1,0,8
Westmoreland,South Huntingdon Township - Yukon,President,,DEM,Tulsi Gabbard,5,1,0,0,6
Westmoreland,Sw Greensburg Borough - #1,President,,DEM,Tulsi Gabbard,6,3,1,1,11
Westmoreland,Sw Greensburg Borough - #2,President,,DEM,Tulsi Gabbard,0,3,0,0,3
Westmoreland,St Clair Township - - Seward,President,,DEM,Tulsi Gabbard,2,3,0,0,5
Westmoreland,St Clair Township - - St Clair,President,,DEM,Tulsi Gabbard,2,0,1,0,3
Westmoreland,Sutersville Borough,President,,DEM,Tulsi Gabbard,4,2,0,2,8
Westmoreland,Trafford Borough - #1,President,,DEM,Tulsi Gabbard,7,2,2,0,11
Westmoreland,Trafford Borough - #2,President,,DEM,Tulsi Gabbard,2,3,2,0,7
Westmoreland,Unity Township - Baggaley,President,,DEM,Tulsi Gabbard,8,1,0,0,9
Westmoreland,Unity Township - Beatty,President,,DEM,Tulsi Gabbard,4,2,0,0,6
Westmoreland,Unity Township - Crabtree,President,,DEM,Tulsi Gabbard,1,3,0,0,4
Westmoreland,Unity Township - Dennison,President,,DEM,Tulsi Gabbard,6,8,3,0,17
Westmoreland,Unity Township - Dorothy,President,,DEM,Tulsi Gabbard,3,4,2,0,9
Westmoreland,Unity Township - Gravel Hill,President,,DEM,Tulsi Gabbard,7,2,0,1,10
Westmoreland,Unity Township - Kuhns,President,,DEM,Tulsi Gabbard,7,3,0,0,10
Westmoreland,Unity Township - Lloydsville,President,,DEM,Tulsi Gabbard,7,1,0,0,8
Westmoreland,Unity Township - Marguerite,President,,DEM,Tulsi Gabbard,8,3,1,0,12
Westmoreland,Unity Township - Mutual,President,,DEM,Tulsi Gabbard,7,1,0,0,8
Westmoreland,Unity Township - Pleasant Unity,President,,DEM,Tulsi Gabbard,15,3,0,0,18
Westmoreland,Unity Township - Roble,President,,DEM,Tulsi Gabbard,9,5,0,0,14
Westmoreland,Unity Township - Whitney,President,,DEM,Tulsi Gabbard,15,3,0,0,18
Westmoreland,Upper Burrell Township - # 1,President,,DEM,Tulsi Gabbard,2,1,0,0,3
Westmoreland,Upper Burrell Township - # 2,President,,DEM,Tulsi Gabbard,3,3,0,1,7
Westmoreland,Vandergrift Borough - 1St Ward,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Westmoreland,Vandergrift Borough - 2Nd Ward,President,,DEM,Tulsi Gabbard,2,3,0,0,5
Westmoreland,Vandergrift Borough - 3Rd Ward,President,,DEM,Tulsi Gabbard,2,0,0,0,2
Westmoreland,Vandergrift Borough - 4Th Ward,President,,DEM,Tulsi Gabbard,3,1,0,0,4
Westmoreland,Vandergrift Borough - 5Th Ward,President,,DEM,Tulsi Gabbard,2,0,0,0,2
Westmoreland,Vandergrift Borough - 6Th Ward,President,,DEM,Tulsi Gabbard,4,4,0,0,8
Westmoreland,Washington Township - Beamers,President,,DEM,Tulsi Gabbard,10,8,0,0,18
Westmoreland,Washington Township - North Washington,President,,DEM,Tulsi Gabbard,5,8,1,0,14
Westmoreland,Washington Township - Oakland Cross Roads,President,,DEM,Tulsi Gabbard,5,1,0,0,6
Westmoreland,Washington Township - Paulton,President,,DEM,Tulsi Gabbard,3,3,1,0,7
Westmoreland,W Leechburg Borough,President,,DEM,Tulsi Gabbard,3,0,1,0,4
Westmoreland,W Newton Borough - 1St Ward,President,,DEM,Tulsi Gabbard,10,2,0,0,12
Westmoreland,W Newton Borough - 2Nd Ward,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Westmoreland,W Newton Borough - 3Rd Ward,President,,DEM,Tulsi Gabbard,9,1,0,0,10
Westmoreland,Youngstown Borough,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Westmoreland,Youngwood Borough - 1St Ward,President,,DEM,Tulsi Gabbard,3,3,2,0,8
Westmoreland,Youngwood Borough - 2Nd Ward,President,,DEM,Tulsi Gabbard,3,1,0,0,4
Westmoreland,Youngwood Borough - 3Rd Ward,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Westmoreland,Adamsburg Borough,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Allegheny Township #1 Shearers,President,,DEM,Write-in,11,8,1,0,20
Westmoreland,Allegheny Township #2 Mckees,President,,DEM,Write-in,1,0,1,0,2
Westmoreland,Allegheny Township #3 Sobers,President,,DEM,Write-in,8,0,1,0,9
Westmoreland,Allegheny Township #4 Stewarts,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Allegheny Township #5 Bellvue,President,,DEM,Write-in,2,1,1,0,4
Westmoreland,City Of Arnold - 1-1,President,,DEM,Write-in,4,0,0,0,4
Westmoreland,City Of Arnold - 1-2,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,City Of Arnold - 2-1,President,,DEM,Write-in,5,2,0,0,7
Westmoreland,City Of Arnold - 2-2,President,,DEM,Write-in,5,0,0,0,5
Westmoreland,City Of Arnold - 2-3,President,,DEM,Write-in,1,1,0,0,2
Westmoreland,Arona Borough,President,,DEM,Write-in,4,0,0,0,4
Westmoreland,Avonmore Borough,President,,DEM,Write-in,5,1,0,0,6
Westmoreland,Bell Township - Perrysville,President,,DEM,Write-in,1,4,1,0,6
Westmoreland,Bell Township - Roaring Run,President,,DEM,Write-in,9,1,0,0,10
Westmoreland,Bell Township - Salina,President,,DEM,Write-in,3,0,1,0,4
Westmoreland,Bolivar Borough,President,,DEM,Write-in,3,2,1,0,6
Westmoreland,Cook Township,President,,DEM,Write-in,4,5,0,0,9
Westmoreland,Delmont Borough,President,,DEM,Write-in,3,1,0,2,6
Westmoreland,Derry Borough - 1St Ward,President,,DEM,Write-in,1,0,0,1,2
Westmoreland,Derry Borough - 2Nd Ward,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Derry Borough - 3Rd Ward,President,,DEM,Write-in,1,0,0,0,1
Westmoreland,Derry Borough - 4Th Ward,President,,DEM,Write-in,1,0,0,0,1
Westmoreland,Derry Township - Alters,President,,DEM,Write-in,9,1,0,0,10
Westmoreland,Derry Township - Bradenville,President,,DEM,Write-in,10,2,0,0,12
Westmoreland,Derry Township - Cokeville,President,,DEM,Write-in,5,0,0,1,6
Westmoreland,Derry Township - Cooperstown,President,,DEM,Write-in,9,2,1,0,12
Westmoreland,Derry Township - Kingston,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,Derry Township - Loyalhanna,President,,DEM,Write-in,8,3,0,0,11
Westmoreland,Derry Township - Millwood,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,Derry Township - New Derry,President,,DEM,Write-in,6,4,0,0,10
Westmoreland,Derry Township - Peanut,President,,DEM,Write-in,3,5,1,0,9
Westmoreland,Derry Township - Saxman,President,,DEM,Write-in,1,2,0,1,4
Westmoreland,Derry Township - Scalp Level,President,,DEM,Write-in,4,0,0,0,4
Westmoreland,Derry Township - Simpsons,President,,DEM,Write-in,1,0,2,0,3
Westmoreland,Derry Township - Torrance,President,,DEM,Write-in,2,1,0,0,3
Westmoreland,Donegal Borough,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Donegal Township - Four Mile Run,President,,DEM,Write-in,6,2,0,0,8
Westmoreland,Donegal Township - Indian Creek,President,,DEM,Write-in,5,2,0,0,7
Westmoreland,East Huntingdon Township Bessemer #1,President,,DEM,Write-in,5,0,0,0,5
Westmoreland,East Huntingdon Township Bessemer #2,President,,DEM,Write-in,3,2,0,0,5
Westmoreland,E Huntingdon Township - Ruffssale,President,,DEM,Write-in,6,2,0,0,8
Westmoreland,E Huntingdon Township - Stoners,President,,DEM,Write-in,3,1,1,0,5
Westmoreland,E Huntingdon Township - Strohms,President,,DEM,Write-in,4,2,0,0,6
Westmoreland,E Huntingdon Township - Whites,President,,DEM,Write-in,0,0,2,1,3
Westmoreland,E Vandergrift Borough,President,,DEM,Write-in,3,1,0,0,4
Westmoreland,Export Borough,President,,DEM,Write-in,4,0,2,0,6
Westmoreland,Fairfield Township - Fairfield,President,,DEM,Write-in,5,1,0,0,6
Westmoreland,Fairfield Township - N Fairfield,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,Fairfield Township - S Fairfield,President,,DEM,Write-in,5,0,0,0,5
Westmoreland,City Of Greensburg - 1-1,President,,DEM,Write-in,0,1,0,0,1
Westmoreland,City Of Greensburg - 1-2,President,,DEM,Write-in,5,2,1,0,8
Westmoreland,City Of Greensburg - 2-1,President,,DEM,Write-in,0,1,0,0,1
Westmoreland,City Of Greensburg - 2-2,President,,DEM,Write-in,2,1,1,0,4
Westmoreland,City Of Greensburg - 2-3,President,,DEM,Write-in,3,3,0,0,6
Westmoreland,City Of Greensburg - 2-4,President,,DEM,Write-in,4,3,0,0,7
Westmoreland,City Of Greensburg - 3,President,,DEM,Write-in,1,0,1,0,2
Westmoreland,City Of Greensburg - 4-1,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 5-1,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,City Of Greensburg - 5-2,President,,DEM,Write-in,0,2,0,0,2
Westmoreland,City Of Greensburg - 6,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,City Of Greensburg - 7-1,President,,DEM,Write-in,3,2,1,0,6
Westmoreland,City Of Greensburg - 7-2,President,,DEM,Write-in,2,3,1,0,6
Westmoreland,City Of Greensburg - 8-1,President,,DEM,Write-in,1,3,0,0,4
Westmoreland,City Of Greensburg - 8-2,President,,DEM,Write-in,2,0,1,0,3
Westmoreland,Hempfield Township - #1 Foxhill,President,,DEM,Write-in,4,0,0,0,4
Westmoreland,Hempfield Township - #2 Alwine,President,,DEM,Write-in,8,7,1,1,17
Westmoreland,Hempfield Township - #3 Maplewood,President,,DEM,Write-in,9,5,1,0,15
Westmoreland,Hempfield Township - #4 Carbon,President,,DEM,Write-in,4,13,0,0,17
Westmoreland,Hempfield Township - #5 Wendel-Herminie,President,,DEM,Write-in,7,1,0,0,8
Westmoreland,Hempfield Township - #6 Luxor,President,,DEM,Write-in,1,0,0,0,1
Westmoreland,Hempfield Township - #7 Hannastown,President,,DEM,Write-in,1,0,1,0,2
Westmoreland,Hempfield Township - #8 Bovard,President,,DEM,Write-in,7,0,0,0,7
Westmoreland,Hempfield Township - East Adamsburg,President,,DEM,Write-in,3,1,1,0,5
Westmoreland,Hempfield Township - Eastview,President,,DEM,Write-in,1,1,0,0,2
Westmoreland,Hempfield Township - Fort Allen,President,,DEM,Write-in,6,6,1,0,13
Westmoreland,Hempfield Township - Gayville,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - Grapeville,President,,DEM,Write-in,4,3,0,0,7
Westmoreland,Hempfield Township - Haydenville,President,,DEM,Write-in,4,1,0,0,5
Westmoreland,Hempfield Township - High Park,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,Hempfield Township - Lincoln Heights East,President,,DEM,Write-in,8,2,0,0,10
Westmoreland,Hempfield Township - Lincoln Heights West,President,,DEM,Write-in,0,2,0,0,2
Westmoreland,Hempfield Township - Middletown,President,,DEM,Write-in,2,3,0,0,5
Westmoreland,Hempfield Township - New Stanton,President,,DEM,Write-in,2,6,0,0,8
Westmoreland,Hempfield Township - North Carbon,President,,DEM,Write-in,0,3,1,0,4
Westmoreland,Hempfield Township - Sibel,President,,DEM,Write-in,2,1,0,0,3
Westmoreland,Hempfield Township - Todd,President,,DEM,Write-in,7,0,1,0,8
Westmoreland,Hempfield Township - University,President,,DEM,Write-in,6,0,1,0,7
Westmoreland,Hempfield Township - Valley,President,,DEM,Write-in,6,0,0,0,6
Westmoreland,Hempfield Township - Weaver'S Old Stand,President,,DEM,Write-in,5,8,0,0,13
Westmoreland,Hempfield Township - Wegley,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - West Hempfield,President,,DEM,Write-in,7,9,0,0,16
Westmoreland,Hempfield Township - West Point,President,,DEM,Write-in,2,15,2,0,19
Westmoreland,Hunker Borough,President,,DEM,Write-in,1,1,0,1,3
Westmoreland,Hyde Park Borough,President,,DEM,Write-in,1,1,0,0,2
Westmoreland,Irwin Borough - 1St Ward,President,,DEM,Write-in,2,1,0,0,3
Westmoreland,Irwin Borough - 2Nd Ward,President,,DEM,Write-in,3,1,0,0,4
Westmoreland,Irwin Borough - 3Rd Ward,President,,DEM,Write-in,2,0,0,1,3
Westmoreland,Irwin Borough - 4Th Ward,President,,DEM,Write-in,0,3,0,0,3
Westmoreland,Irwin Borough - 5Th Ward,President,,DEM,Write-in,1,1,0,0,2
Westmoreland,Irwin Borough - 6Th Ward,President,,DEM,Write-in,1,2,1,0,4
Westmoreland,Irwin Borough - 7Th Ward,President,,DEM,Write-in,2,4,0,0,6
Westmoreland,City Of Jeannette - 1,President,,DEM,Write-in,0,1,0,0,1
Westmoreland,City Of Jeannette - 2-1,President,,DEM,Write-in,3,1,0,0,4
Westmoreland,City Of Jeannette - 2-2,President,,DEM,Write-in,3,1,0,1,5
Westmoreland,City Of Jeannette - 3,President,,DEM,Write-in,6,5,1,0,12
Westmoreland,City Of Jeannette - 4,President,,DEM,Write-in,4,1,0,0,5
Westmoreland,City Of Jeannette - 5-1,President,,DEM,Write-in,3,2,0,0,5
Westmoreland,City Of Jeannette - 5-2,President,,DEM,Write-in,4,3,0,1,8
Westmoreland,City Of Jeannette - 6,President,,DEM,Write-in,5,1,2,0,8
Westmoreland,City Of Latrobe - 1St Ward,President,,DEM,Write-in,5,3,2,0,10
Westmoreland,City Of Latrobe - 2Nd Ward,President,,DEM,Write-in,3,1,0,0,4
Westmoreland,City Of Latrobe - 3Rd Ward,President,,DEM,Write-in,0,3,1,0,4
Westmoreland,City Of Latrobe - 4Th Ward,President,,DEM,Write-in,8,2,0,0,10
Westmoreland,City Of Latrobe - 5Th Ward,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,City Of Latrobe - 6Th Ward,President,,DEM,Write-in,7,1,2,0,10
Westmoreland,Laurel Mountain Borough,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Ligonier Borough,President,,DEM,Write-in,3,2,0,0,5
Westmoreland,Ligonier Township - Idle Park,President,,DEM,Write-in,5,4,0,0,9
Westmoreland,Ligonier Township - Laughlintown,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,Ligonier Township - North Ligonier,President,,DEM,Write-in,6,4,0,0,10
Westmoreland,Ligonier Township - South Ligonier,President,,DEM,Write-in,2,1,0,0,3
Westmoreland,Ligonier Township - Waterford,President,,DEM,Write-in,2,1,0,0,3
Westmoreland,Ligonier Township - Wilpen,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,City Of Lower Burrell - 1-1,President,,DEM,Write-in,6,3,1,0,10
Westmoreland,City Of Lower Burrell - 1-2,President,,DEM,Write-in,5,5,2,0,12
Westmoreland,City Of Lower Burrell - 2-1,President,,DEM,Write-in,2,2,1,0,5
Westmoreland,City Of Lower Burrell - 2-2,President,,DEM,Write-in,4,1,0,0,5
Westmoreland,City Of Lower Burrell - 2-3,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,City Of Lower Burrell - 3-1,President,,DEM,Write-in,4,2,0,0,6
Westmoreland,City Of Lower Burrell - 3-2,President,,DEM,Write-in,4,2,0,0,6
Westmoreland,City Of Lower Burrell - 4-1,President,,DEM,Write-in,3,2,0,0,5
Westmoreland,City Of Lower Burrell - 4-2,President,,DEM,Write-in,4,3,0,0,7
Westmoreland,Loyalhanna Township - #1,President,,DEM,Write-in,17,2,0,0,19
Westmoreland,Loyalhanna Township - #2,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,Madison Borough,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,Manor Borough,President,,DEM,Write-in,11,6,1,0,18
Westmoreland,City Of Monessen - 1-1,President,,DEM,Write-in,1,1,0,0,2
Westmoreland,City Of Monessen - 1-2,President,,DEM,Write-in,1,1,2,0,4
Westmoreland,City Of Monessen - 1-3,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,City Of Monessen - 1-4,President,,DEM,Write-in,2,1,0,0,3
Westmoreland,City Of Monessen - 1-5,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,City Of Monessen - 2-1,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,City Of Monessen - 2-2,President,,DEM,Write-in,1,2,0,0,3
Westmoreland,City Of Monessen - 2-3,President,,DEM,Write-in,0,0,0,0,0
Westmoreland,City Of Monessen - 3-2,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,City Of Monessen - 3-3,President,,DEM,Write-in,1,3,2,0,6
Westmoreland,City Of Monessen - 3-4,President,,DEM,Write-in,1,0,0,0,1
Westmoreland,City Of Monessen - 4-2,President,,DEM,Write-in,6,4,0,0,10
Westmoreland,City Of Monessen - 4-3,President,,DEM,Write-in,3,1,1,0,5
Westmoreland,Mt. Pleasant Borough 1St Ward,President,,DEM,Write-in,5,3,1,0,9
Westmoreland,Mt. Pleasant Borough 2Nd Ward,President,,DEM,Write-in,4,1,1,0,6
Westmoreland,Mt. Pleasant Borough 3Rd Ward,President,,DEM,Write-in,3,4,0,0,7
Westmoreland,Mt. Pleasant Township - Bridgeport,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,Mt. Pleasant Township - Duncan,President,,DEM,Write-in,4,0,0,0,4
Westmoreland,Mt. Pleasant Township - Heccla,President,,DEM,Write-in,9,1,0,0,10
Westmoreland,Mt. Pleasant Township - Laurel Run,President,,DEM,Write-in,3,2,0,0,5
Westmoreland,Mt. Pleasant Township - Mammoth,President,,DEM,Write-in,3,3,0,0,6
Westmoreland,Mt. Pleasant Township - Pleasant Valley,President,,DEM,Write-in,8,2,0,0,10
Westmoreland,Mt. Pleasant Township - Ridgeview,President,,DEM,Write-in,10,3,1,0,14
Westmoreland,Mt. Pleasant Township - Spring Garden,President,,DEM,Write-in,10,1,1,0,12
Westmoreland,Mt. Pleasant Township - United,President,,DEM,Write-in,1,2,0,0,3
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,President,,DEM,Write-in,15,2,1,0,18
Westmoreland,Municipality Of Murrysville - East Manordale,President,,DEM,Write-in,7,4,2,0,13
Westmoreland,Municipality Of Murrysville - East Murrysville,President,,DEM,Write-in,1,0,0,0,1
Westmoreland,Municipality Of Murrysville - Manordale,President,,DEM,Write-in,0,4,1,0,5
Westmoreland,Municipality Of Murrysville - Newlonsburg #1,President,,DEM,Write-in,0,3,0,0,3
Westmoreland,Municipality Of Murrysville - Newlonsburg #2,President,,DEM,Write-in,0,6,1,0,7
Westmoreland,Municipality Of Murrysville - Sardis #1,President,,DEM,Write-in,0,4,1,1,6
Westmoreland,Municipality Of Murrysville - Sardis #2,President,,DEM,Write-in,4,5,1,0,10
Westmoreland,Municipality Of Murrysville - South Murrysville,President,,DEM,Write-in,2,1,1,0,4
Westmoreland,Municipality Of Murrysville - West Murrysville,President,,DEM,Write-in,4,5,1,0,10
Westmoreland,New Alexandria Borough,President,,DEM,Write-in,5,1,0,0,6
Westmoreland,New Florence Borough,President,,DEM,Write-in,0,2,0,0,2
Westmoreland,City Of New Kensington - 2,President,,DEM,Write-in,1,0,0,0,1
Westmoreland,City Of New Kensington - 3-1,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,City Of New Kensington - 3-2,President,,DEM,Write-in,4,2,0,1,7
Westmoreland,City Of New Kensington - 3-3,President,,DEM,Write-in,4,0,0,0,4
Westmoreland,City Of New Kensington - 3-4,President,,DEM,Write-in,1,2,0,0,3
Westmoreland,City Of New Kensington - 4-1,President,,DEM,Write-in,0,1,1,0,2
Westmoreland,City Of New Kensington - 4-2,President,,DEM,Write-in,2,5,0,0,7
Westmoreland,City Of New Kensington - 4-3,President,,DEM,Write-in,1,3,1,0,5
Westmoreland,City Of New Kensington - 4-4,President,,DEM,Write-in,9,2,1,0,12
Westmoreland,City Of New Kensington - 4-5,President,,DEM,Write-in,1,1,1,0,3
Westmoreland,City Of New Kensington - 5,President,,DEM,Write-in,0,1,0,0,1
Westmoreland,City Of New Kensington - 6,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,City Of New Kensington - 7-1,President,,DEM,Write-in,3,0,0,0,3
Westmoreland,City Of New Kensington - 7-2,President,,DEM,Write-in,3,2,0,0,5
Westmoreland,New Stanton Borough,President,,DEM,Write-in,7,3,0,0,10
Westmoreland,North Belle Vernon - #1,President,,DEM,Write-in,2,0,1,0,3
Westmoreland,North Belle Vernon - #2,President,,DEM,Write-in,4,3,0,0,7
Westmoreland,N Huntingdon Township - 1-1,President,,DEM,Write-in,7,2,1,0,10
Westmoreland,N Huntingdon Township - 1-2,President,,DEM,Write-in,2,0,0,0,2
Westmoreland,N Huntingdon Township - 1-3,President,,DEM,Write-in,0,3,1,0,4
Westmoreland,N Huntingdon Township - 1-4,President,,DEM,Write-in,1,3,0,0,4
Westmoreland,N Huntingdon Township - 2-1,President,,DEM,Write-in,3,0,1,0,4
Westmoreland,N Huntingdon Township - 2-2,President,,DEM,Write-in,9,1,2,0,12
Westmoreland,N Huntingdon Township - 2-3,President,,DEM,Write-in,4,4,0,0,8
