county,precinct,office,district,party,candidate,election_day,absentee,mail,provisional,votes
Bradford,WYSOX TOWNSHIP,State Treasurer,,LBT,Joe Soloski,8,0,3,0,11
Bradford,ALBA BOROUGH,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bradford,ALBANY TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,5,1,3,0,9
Bradford,ARMENIA TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,1,0,0,0,1
Bradford,ASYLUM TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,1,2,1,8
Bradford,ATHENS BOROUGH 1ST WARD,State Treasurer,,GRN,Timothy Runkle,1,0,1,0,2
Bradford,ATHENS BOROUGH 2ND WARD,State Treasurer,,GRN,Timothy Runkle,3,2,1,0,6
Bradford,ATHENS BOROUGH 3RD WARD,State Treasurer,,GRN,Timothy Runkle,1,1,1,0,3
Bradford,ATHENS BOROUGH 4TH WARD,State Treasurer,,GRN,Timothy Runkle,5,0,1,0,6
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Treasurer,,GRN,Timothy Runkle,3,1,5,1,10
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Treasurer,,GRN,Timothy Runkle,2,4,6,0,12
Bradford,BURLINGTON BOROUGH,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,1,0,0,0,1
Bradford,WEST BURLINGTON TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,0,1,2,0,3
Bradford,CANTON BOROUGH,State Treasurer,,GRN,Timothy Runkle,4,0,0,0,4
Bradford,CANTON TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,3,0,6
Bradford,COLUMBIA TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,6,0,4,2,12
Bradford,FRANKLIN TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,1,0,4
Bradford,GRANVILLE TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,1,1,1,0,3
Bradford,HERRICK TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,1,0,1,0,2
Bradford,LERAYSVILLE BOROUGH,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bradford,LEROY TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,5,0,3,0,8
Bradford,MONROE BOROUGH,State Treasurer,,GRN,Timothy Runkle,0,0,3,0,3
Bradford,MONROE TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,0,0,3
Bradford,NEW ALBANY BOROUGH,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bradford,ORWELL TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,0,0,3
Bradford,OVERTON TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,0,0,1,5
Bradford,PIKE TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,0,0,2,0,2
Bradford,RIDGEBURY TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,0,2,0,6
Bradford,ROME BOROUGH,State Treasurer,,GRN,Timothy Runkle,1,0,0,0,1
Bradford,ROME TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,0,0,1,0,1
Bradford,SAYRE BOROUGH 1ST WARD,State Treasurer,,GRN,Timothy Runkle,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,State Treasurer,,GRN,Timothy Runkle,7,3,4,0,14
Bradford,SAYRE BOROUGH 3RD WARD,State Treasurer,,GRN,Timothy Runkle,4,0,0,0,4
Bradford,SAYRE BOROUGH 4TH WARD,State Treasurer,,GRN,Timothy Runkle,0,0,1,0,1
Bradford,SAYRE BOROUGH 5TH WARD,State Treasurer,,GRN,Timothy Runkle,2,0,1,0,3
Bradford,SHESHEQUIN TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,1,0,0,0,1
Bradford,SMITHFIELD TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,6,0,1,0,7
Bradford,SOUTH CREEK TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,0,4,0,8
Bradford,SOUTH WAVERLY BOROUGH,State Treasurer,,GRN,Timothy Runkle,2,0,1,0,3
Bradford,SPRINGFIELD TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,1,0,4
Bradford,STANDING STONE TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,1,0,0,5
Bradford,STEVENS TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,1,0,0,0,1
Bradford,SYLVANIA BOROUGH,State Treasurer,,GRN,Timothy Runkle,2,0,0,0,2
Bradford,TERRY TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,2,0,1,1,4
Bradford,TOWANDA BOROUGH 1ST WARD,State Treasurer,,GRN,Timothy Runkle,4,2,0,0,6
Bradford,TOWANDA BOROUGH 2ND WARD,State Treasurer,,GRN,Timothy Runkle,2,0,0,0,2
Bradford,TOWANDA BOROUGH 3RD WARD,State Treasurer,,GRN,Timothy Runkle,3,0,1,0,4
Bradford,TOWANDA TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,0,1,1,6
Bradford,NORTH TOWANDA TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,2,0,3,0,5
Bradford,TROY BOROUGH,State Treasurer,,GRN,Timothy Runkle,6,1,1,0,8
Bradford,TROY TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,1,0,4
Bradford,TUSCARORA TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,6,0,1,0,7
Bradford,ULSTER TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,1,2,0,6
Bradford,WARREN TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,1,0,4
Bradford,WELLS TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,0,1,0,5
Bradford,WILMOT TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,1,0,4
Bradford,WINDHAM TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,2,0,1,1,4
Bradford,WYALUSING BOROUGH,State Treasurer,,GRN,Timothy Runkle,0,0,2,0,2
Bradford,WYALUSING TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,3,0,1,1,5
Bradford,WYSOX TOWNSHIP,State Treasurer,,GRN,Timothy Runkle,4,3,4,0,11
Bradford,ALBA BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ALBANY TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ARMENIA TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ASYLUM TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 1ST WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 2ND WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 3RD WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 4TH WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Treasurer,,,Write-ins,2,0,0,0,2
Bradford,BURLINGTON BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,CANTON BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,CANTON TOWNSHIP,State Treasurer,,,Write-ins,0,0,1,0,1
Bradford,COLUMBIA TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,LEROY TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,MONROE BOROUGH,State Treasurer,,,Write-ins,1,0,0,0,1
Bradford,MONROE TOWNSHIP,State Treasurer,,,Write-ins,0,1,1,0,2
Bradford,NEW ALBANY BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ORWELL TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,PIKE TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ROME BOROUGH,State Treasurer,,,Write-ins,1,0,0,0,1
Bradford,ROME TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 1ST WARD,State Treasurer,,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,State Treasurer,,,Write-ins,0,0,1,0,1
Bradford,SAYRE BOROUGH 3RD WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,State Treasurer,,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 5TH WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,State Treasurer,,,Write-ins,0,1,0,0,1
Bradford,SMITHFIELD TOWNSHIP,State Treasurer,,,Write-ins,1,0,0,0,1
Bradford,SOUTH CREEK TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,SOUTH WAVERLY BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,STANDING STONE TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,STEVENS TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,TERRY TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 1ST WARD,State Treasurer,,,Write-ins,0,0,1,0,1
Bradford,TOWANDA BOROUGH 2ND WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 3RD WARD,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,NORTH TOWANDA TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,TROY BOROUGH,State Treasurer,,,Write-ins,1,0,0,0,1
Bradford,TROY TOWNSHIP,State Treasurer,,,Write-ins,0,0,1,0,1
Bradford,TUSCARORA TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ULSTER TOWNSHIP,State Treasurer,,,Write-ins,0,0,1,0,1
Bradford,WARREN TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,WELLS TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,WILMOT TOWNSHIP,State Treasurer,,,Write-ins,1,0,0,0,1
Bradford,WINDHAM TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,WYALUSING BOROUGH,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,WYALUSING TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,WYSOX TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0,0
Bradford,ALBA BOROUGH,U.S. House,12,DEM,Lee Griffin,4,2,3,0,9
Bradford,ALBANY TOWNSHIP,U.S. House,12,DEM,Lee Griffin,46,7,37,2,92
Bradford,ARMENIA TOWNSHIP,U.S. House,12,DEM,Lee Griffin,9,2,4,0,15
Bradford,ASYLUM TOWNSHIP,U.S. House,12,DEM,Lee Griffin,62,5,46,1,114
Bradford,ATHENS BOROUGH 1ST WARD,U.S. House,12,DEM,Lee Griffin,62,2,40,2,106
Bradford,ATHENS BOROUGH 2ND WARD,U.S. House,12,DEM,Lee Griffin,59,6,37,2,104
Bradford,ATHENS BOROUGH 3RD WARD,U.S. House,12,DEM,Lee Griffin,69,10,54,9,142
Bradford,ATHENS BOROUGH 4TH WARD,U.S. House,12,DEM,Lee Griffin,89,7,58,0,154
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,U.S. House,12,DEM,Lee Griffin,151,20,147,2,320
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,U.S. House,12,DEM,Lee Griffin,192,57,276,3,528
Bradford,BURLINGTON BOROUGH,U.S. House,12,DEM,Lee Griffin,6,0,4,0,10
Bradford,BURLINGTON TOWNSHIP,U.S. House,12,DEM,Lee Griffin,41,3,37,1,82
Bradford,WEST BURLINGTON TOWNSHIP,U.S. House,12,DEM,Lee Griffin,30,4,14,2,50
Bradford,CANTON BOROUGH,U.S. House,12,DEM,Lee Griffin,83,15,57,2,157
Bradford,CANTON TOWNSHIP,U.S. House,12,DEM,Lee Griffin,62,6,55,2,125
Bradford,COLUMBIA TOWNSHIP,U.S. House,12,DEM,Lee Griffin,70,5,42,4,121
Bradford,FRANKLIN TOWNSHIP,U.S. House,12,DEM,Lee Griffin,31,4,18,1,54
Bradford,GRANVILLE TOWNSHIP,U.S. House,12,DEM,Lee Griffin,36,10,26,0,72
Bradford,HERRICK TOWNSHIP,U.S. House,12,DEM,Lee Griffin,43,4,22,1,70
Bradford,LERAYSVILLE BOROUGH,U.S. House,12,DEM,Lee Griffin,9,3,10,0,22
Bradford,LEROY TOWNSHIP,U.S. House,12,DEM,Lee Griffin,41,2,18,1,62
Bradford,LITCHFIELD TOWNSHIP,U.S. House,12,DEM,Lee Griffin,56,11,41,2,110
Bradford,MONROE BOROUGH,U.S. House,12,DEM,Lee Griffin,32,4,33,1,70
Bradford,MONROE TOWNSHIP,U.S. House,12,DEM,Lee Griffin,78,4,33,3,118
Bradford,NEW ALBANY BOROUGH,U.S. House,12,DEM,Lee Griffin,18,2,5,2,27
Bradford,ORWELL TOWNSHIP,U.S. House,12,DEM,Lee Griffin,72,9,41,3,125
Bradford,OVERTON TOWNSHIP,U.S. House,12,DEM,Lee Griffin,17,0,7,1,25
Bradford,PIKE TOWNSHIP,U.S. House,12,DEM,Lee Griffin,26,5,16,0,47
Bradford,RIDGEBURY TOWNSHIP,U.S. House,12,DEM,Lee Griffin,92,14,86,1,193
Bradford,ROME BOROUGH,U.S. House,12,DEM,Lee Griffin,16,2,9,0,27
Bradford,ROME TOWNSHIP,U.S. House,12,DEM,Lee Griffin,49,4,37,0,90
Bradford,SAYRE BOROUGH 1ST WARD,U.S. House,12,DEM,Lee Griffin,82,9,77,1,169
Bradford,SAYRE BOROUGH 2ND WARD,U.S. House,12,DEM,Lee Griffin,240,27,202,8,477
Bradford,SAYRE BOROUGH 3RD WARD,U.S. House,12,DEM,Lee Griffin,50,5,17,2,74
Bradford,SAYRE BOROUGH 4TH WARD,U.S. House,12,DEM,Lee Griffin,151,19,90,6,266
Bradford,SAYRE BOROUGH 5TH WARD,U.S. House,12,DEM,Lee Griffin,25,2,17,0,44
Bradford,SHESHEQUIN TOWNSHIP,U.S. House,12,DEM,Lee Griffin,52,5,52,3,112
Bradford,SMITHFIELD TOWNSHIP,U.S. House,12,DEM,Lee Griffin,74,8,64,2,148
Bradford,SOUTH CREEK TOWNSHIP,U.S. House,12,DEM,Lee Griffin,57,6,35,0,98
Bradford,SOUTH WAVERLY BOROUGH,U.S. House,12,DEM,Lee Griffin,138,8,79,0,225
Bradford,SPRINGFIELD TOWNSHIP,U.S. House,12,DEM,Lee Griffin,68,12,50,0,130
Bradford,STANDING STONE TOWNSHIP,U.S. House,12,DEM,Lee Griffin,42,4,20,2,68
Bradford,STEVENS TOWNSHIP,U.S. House,12,DEM,Lee Griffin,24,3,14,0,41
Bradford,SYLVANIA BOROUGH,U.S. House,12,DEM,Lee Griffin,14,1,10,0,25
Bradford,TERRY TOWNSHIP,U.S. House,12,DEM,Lee Griffin,43,5,38,1,87
Bradford,TOWANDA BOROUGH 1ST WARD,U.S. House,12,DEM,Lee Griffin,44,6,27,0,77
Bradford,TOWANDA BOROUGH 2ND WARD,U.S. House,12,DEM,Lee Griffin,74,10,51,1,136
Bradford,TOWANDA BOROUGH 3RD WARD,U.S. House,12,DEM,Lee Griffin,97,22,78,0,197
Bradford,TOWANDA TOWNSHIP,U.S. House,12,DEM,Lee Griffin,75,5,58,1,139
Bradford,NORTH TOWANDA TOWNSHIP,U.S. House,12,DEM,Lee Griffin,47,5,77,4,133
Bradford,TROY BOROUGH,U.S. House,12,DEM,Lee Griffin,119,10,53,3,185
Bradford,TROY TOWNSHIP,U.S. House,12,DEM,Lee Griffin,100,17,63,3,183
Bradford,TUSCARORA TOWNSHIP,U.S. House,12,DEM,Lee Griffin,51,7,29,1,88
Bradford,ULSTER TOWNSHIP,U.S. House,12,DEM,Lee Griffin,69,7,53,3,132
Bradford,WARREN TOWNSHIP,U.S. House,12,DEM,Lee Griffin,47,12,36,1,96
Bradford,WELLS TOWNSHIP,U.S. House,12,DEM,Lee Griffin,62,8,54,1,125
Bradford,WILMOT TOWNSHIP,U.S. House,12,DEM,Lee Griffin,62,6,44,0,112
Bradford,WINDHAM TOWNSHIP,U.S. House,12,DEM,Lee Griffin,52,2,29,0,83
Bradford,WYALUSING BOROUGH,U.S. House,12,DEM,Lee Griffin,55,9,29,2,95
Bradford,WYALUSING TOWNSHIP,U.S. House,12,DEM,Lee Griffin,59,8,51,1,119
Bradford,WYSOX TOWNSHIP,U.S. House,12,DEM,Lee Griffin,76,12,86,0,174
Bradford,ALBA BOROUGH,U.S. House,12,REP,Fred Keller,64,1,1,1,67
Bradford,ALBANY TOWNSHIP,U.S. House,12,REP,Fred Keller,334,14,32,3,383
Bradford,ARMENIA TOWNSHIP,U.S. House,12,REP,Fred Keller,88,1,3,0,92
Bradford,ASYLUM TOWNSHIP,U.S. House,12,REP,Fred Keller,345,10,51,2,408
Bradford,ATHENS BOROUGH 1ST WARD,U.S. House,12,REP,Fred Keller,152,10,21,2,185
Bradford,ATHENS BOROUGH 2ND WARD,U.S. House,12,REP,Fred Keller,126,5,9,2,142
Bradford,ATHENS BOROUGH 3RD WARD,U.S. House,12,REP,Fred Keller,221,1,27,7,256
Bradford,ATHENS BOROUGH 4TH WARD,U.S. House,12,REP,Fred Keller,263,8,40,0,311
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,U.S. House,12,REP,Fred Keller,603,28,92,9,732
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,U.S. House,12,REP,Fred Keller,691,45,207,18,961
Bradford,BURLINGTON BOROUGH,U.S. House,12,REP,Fred Keller,47,1,5,0,53
Bradford,BURLINGTON TOWNSHIP,U.S. House,12,REP,Fred Keller,251,12,32,5,300
Bradford,WEST BURLINGTON TOWNSHIP,U.S. House,12,REP,Fred Keller,189,5,11,3,208
Bradford,CANTON BOROUGH,U.S. House,12,REP,Fred Keller,498,13,43,7,561
Bradford,CANTON TOWNSHIP,U.S. House,12,REP,Fred Keller,708,35,67,11,821
Bradford,COLUMBIA TOWNSHIP,U.S. House,12,REP,Fred Keller,393,12,41,4,450
Bradford,FRANKLIN TOWNSHIP,U.S. House,12,REP,Fred Keller,228,9,22,2,261
Bradford,GRANVILLE TOWNSHIP,U.S. House,12,REP,Fred Keller,325,17,26,1,369
Bradford,HERRICK TOWNSHIP,U.S. House,12,REP,Fred Keller,282,10,43,2,337
Bradford,LERAYSVILLE BOROUGH,U.S. House,12,REP,Fred Keller,95,2,7,0,104
Bradford,LEROY TOWNSHIP,U.S. House,12,REP,Fred Keller,244,7,15,13,279
Bradford,LITCHFIELD TOWNSHIP,U.S. House,12,REP,Fred Keller,508,23,64,8,603
Bradford,MONROE BOROUGH,U.S. House,12,REP,Fred Keller,147,8,12,3,170
Bradford,MONROE TOWNSHIP,U.S. House,12,REP,Fred Keller,374,15,43,6,438
Bradford,NEW ALBANY BOROUGH,U.S. House,12,REP,Fred Keller,73,3,0,2,78
Bradford,ORWELL TOWNSHIP,U.S. House,12,REP,Fred Keller,422,14,63,9,508
Bradford,OVERTON TOWNSHIP,U.S. House,12,REP,Fred Keller,104,0,8,3,115
Bradford,PIKE TOWNSHIP,U.S. House,12,REP,Fred Keller,227,7,34,2,270
Bradford,RIDGEBURY TOWNSHIP,U.S. House,12,REP,Fred Keller,622,18,73,8,721
Bradford,ROME BOROUGH,U.S. House,12,REP,Fred Keller,98,6,6,1,111
Bradford,ROME TOWNSHIP,U.S. House,12,REP,Fred Keller,395,13,43,8,459
Bradford,SAYRE BOROUGH 1ST WARD,U.S. House,12,REP,Fred Keller,153,9,21,2,185
Bradford,SAYRE BOROUGH 2ND WARD,U.S. House,12,REP,Fred Keller,517,23,73,8,621
Bradford,SAYRE BOROUGH 3RD WARD,U.S. House,12,REP,Fred Keller,141,4,16,3,164
Bradford,SAYRE BOROUGH 4TH WARD,U.S. House,12,REP,Fred Keller,351,6,26,7,390
Bradford,SAYRE BOROUGH 5TH WARD,U.S. House,12,REP,Fred Keller,69,3,3,4,79
Bradford,SHESHEQUIN TOWNSHIP,U.S. House,12,REP,Fred Keller,427,18,52,13,510
Bradford,SMITHFIELD TOWNSHIP,U.S. House,12,REP,Fred Keller,560,16,71,14,661
Bradford,SOUTH CREEK TOWNSHIP,U.S. House,12,REP,Fred Keller,459,10,46,10,525
Bradford,SOUTH WAVERLY BOROUGH,U.S. House,12,REP,Fred Keller,299,11,36,0,346
Bradford,SPRINGFIELD TOWNSHIP,U.S. House,12,REP,Fred Keller,450,9,35,9,503
Bradford,STANDING STONE TOWNSHIP,U.S. House,12,REP,Fred Keller,194,9,24,5,232
Bradford,STEVENS TOWNSHIP,U.S. House,12,REP,Fred Keller,170,5,10,7,192
Bradford,SYLVANIA BOROUGH,U.S. House,12,REP,Fred Keller,64,1,9,0,74
Bradford,TERRY TOWNSHIP,U.S. House,12,REP,Fred Keller,344,13,31,4,392
Bradford,TOWANDA BOROUGH 1ST WARD,U.S. House,12,REP,Fred Keller,146,7,17,1,171
Bradford,TOWANDA BOROUGH 2ND WARD,U.S. House,12,REP,Fred Keller,184,6,30,4,224
Bradford,TOWANDA BOROUGH 3RD WARD,U.S. House,12,REP,Fred Keller,306,21,40,2,369
Bradford,TOWANDA TOWNSHIP,U.S. House,12,REP,Fred Keller,267,9,36,4,316
Bradford,NORTH TOWANDA TOWNSHIP,U.S. House,12,REP,Fred Keller,233,13,86,9,341
Bradford,TROY BOROUGH,U.S. House,12,REP,Fred Keller,304,11,34,8,357
Bradford,TROY TOWNSHIP,U.S. House,12,REP,Fred Keller,577,22,76,16,691
Bradford,TUSCARORA TOWNSHIP,U.S. House,12,REP,Fred Keller,422,19,25,9,475
Bradford,ULSTER TOWNSHIP,U.S. House,12,REP,Fred Keller,429,15,28,11,483
Bradford,WARREN TOWNSHIP,U.S. House,12,REP,Fred Keller,402,18,34,6,460
Bradford,WELLS TOWNSHIP,U.S. House,12,REP,Fred Keller,436,13,33,3,485
Bradford,WILMOT TOWNSHIP,U.S. House,12,REP,Fred Keller,451,10,49,10,520
Bradford,WINDHAM TOWNSHIP,U.S. House,12,REP,Fred Keller,310,8,45,6,369
Bradford,WYALUSING BOROUGH,U.S. House,12,REP,Fred Keller,159,4,23,4,190
Bradford,WYALUSING TOWNSHIP,U.S. House,12,REP,Fred Keller,484,18,50,8,560
Bradford,WYSOX TOWNSHIP,U.S. House,12,REP,Fred Keller,466,22,87,7,582
Bradford,ALBA BOROUGH,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,ALBANY TOWNSHIP,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,ARMENIA TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,ASYLUM TOWNSHIP,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,ATHENS BOROUGH 1ST WARD,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 2ND WARD,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,ATHENS BOROUGH 3RD WARD,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 4TH WARD,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,U.S. House,12,,Write-ins,1,0,1,0,2
Bradford,BURLINGTON BOROUGH,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,BURLINGTON TOWNSHIP,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,WEST BURLINGTON TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,CANTON BOROUGH,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,CANTON TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,COLUMBIA TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,LEROY TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,MONROE BOROUGH,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,MONROE TOWNSHIP,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,NEW ALBANY BOROUGH,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,ORWELL TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,PIKE TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,ROME BOROUGH,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,ROME TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 1ST WARD,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,U.S. House,12,,Write-ins,1,0,2,0,3
Bradford,SAYRE BOROUGH 3RD WARD,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 4TH WARD,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 5TH WARD,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,U.S. House,12,,Write-ins,0,1,0,0,1
Bradford,SMITHFIELD TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,SOUTH CREEK TOWNSHIP,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,SOUTH WAVERLY BOROUGH,U.S. House,12,,Write-ins,0,0,0,0,0
