county,precinct,office,district,party,candidate,election_day,absentee,mail,provisional,votes
Bradford,BURLINGTON TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,CANTON BOROUGH,President,,,Write-ins,2,0,0,0,2
Bradford,CANTON TOWNSHIP,President,,,Write-ins,1,0,1,0,2
Bradford,COLUMBIA TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,President,,,Write-ins,1,0,0,0,1
Bradford,LERAYSVILLE BOROUGH,President,,,Write-ins,0,0,0,0,0
Bradford,LEROY TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,MONROE BOROUGH,President,,,Write-ins,0,0,0,0,0
Bradford,MONROE TOWNSHIP,President,,,Write-ins,0,0,2,0,2
Bradford,NEW ALBANY BOROUGH,President,,,Write-ins,0,0,0,0,0
Bradford,ORWELL TOWNSHIP,President,,,Write-ins,0,0,4,0,4
Bradford,OVERTON TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,PIKE TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,President,,,Write-ins,1,0,0,0,1
Bradford,ROME BOROUGH,President,,,Write-ins,3,0,0,0,3
Bradford,ROME TOWNSHIP,President,,,Write-ins,0,0,2,0,2
Bradford,SAYRE BOROUGH 1ST WARD,President,,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,President,,,Write-ins,1,0,2,0,3
Bradford,SAYRE BOROUGH 3RD WARD,President,,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,President,,,Write-ins,4,0,1,0,5
Bradford,SAYRE BOROUGH 5TH WARD,President,,,Write-ins,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,SMITHFIELD TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,SOUTH CREEK TOWNSHIP,President,,,Write-ins,1,0,2,0,3
Bradford,SOUTH WAVERLY BOROUGH,President,,,Write-ins,2,0,0,0,2
Bradford,SPRINGFIELD TOWNSHIP,President,,,Write-ins,2,1,0,0,3
Bradford,STANDING STONE TOWNSHIP,President,,,Write-ins,0,1,0,0,1
Bradford,STEVENS TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,President,,,Write-ins,0,0,0,0,0
Bradford,TERRY TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 1ST WARD,President,,,Write-ins,1,0,0,0,1
Bradford,TOWANDA BOROUGH 2ND WARD,President,,,Write-ins,3,0,1,0,4
Bradford,TOWANDA BOROUGH 3RD WARD,President,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,NORTH TOWANDA TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,TROY BOROUGH,President,,,Write-ins,1,0,0,1,2
Bradford,TROY TOWNSHIP,President,,,Write-ins,0,0,2,0,2
Bradford,TUSCARORA TOWNSHIP,President,,,Write-ins,3,0,0,0,3
Bradford,ULSTER TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,WARREN TOWNSHIP,President,,,Write-ins,1,0,0,0,1
Bradford,WELLS TOWNSHIP,President,,,Write-ins,0,0,0,0,0
Bradford,WILMOT TOWNSHIP,President,,,Write-ins,2,0,0,0,2
Bradford,WINDHAM TOWNSHIP,President,,,Write-ins,1,0,1,0,2
Bradford,WYALUSING BOROUGH,President,,,Write-ins,1,0,0,0,1
Bradford,WYALUSING TOWNSHIP,President,,,Write-ins,1,0,0,0,1
Bradford,WYSOX TOWNSHIP,President,,,Write-ins,1,0,0,0,1
Bradford,ALBA BOROUGH,Attorney General,,DEM,Josh Shapiro,7,1,3,0,11
Bradford,ALBANY TOWNSHIP,Attorney General,,DEM,Josh Shapiro,65,8,38,1,112
Bradford,ARMENIA TOWNSHIP,Attorney General,,DEM,Josh Shapiro,11,2,4,0,17
Bradford,ASYLUM TOWNSHIP,Attorney General,,DEM,Josh Shapiro,75,6,62,0,143
Bradford,ATHENS BOROUGH 1ST WARD,Attorney General,,DEM,Josh Shapiro,64,3,40,2,109
Bradford,ATHENS BOROUGH 2ND WARD,Attorney General,,DEM,Josh Shapiro,61,5,38,2,106
Bradford,ATHENS BOROUGH 3RD WARD,Attorney General,,DEM,Josh Shapiro,68,9,54,9,140
Bradford,ATHENS BOROUGH 4TH WARD,Attorney General,,DEM,Josh Shapiro,90,7,59,0,156
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Attorney General,,DEM,Josh Shapiro,169,19,155,2,345
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Attorney General,,DEM,Josh Shapiro,198,52,303,4,557
Bradford,BURLINGTON BOROUGH,Attorney General,,DEM,Josh Shapiro,7,0,5,0,12
Bradford,BURLINGTON TOWNSHIP,Attorney General,,DEM,Josh Shapiro,42,4,44,4,94
Bradford,WEST BURLINGTON TOWNSHIP,Attorney General,,DEM,Josh Shapiro,36,3,12,3,54
Bradford,CANTON BOROUGH,Attorney General,,DEM,Josh Shapiro,97,16,66,2,181
Bradford,CANTON TOWNSHIP,Attorney General,,DEM,Josh Shapiro,97,8,53,2,160
Bradford,COLUMBIA TOWNSHIP,Attorney General,,DEM,Josh Shapiro,81,6,39,3,129
Bradford,FRANKLIN TOWNSHIP,Attorney General,,DEM,Josh Shapiro,36,6,18,1,61
Bradford,GRANVILLE TOWNSHIP,Attorney General,,DEM,Josh Shapiro,48,13,30,0,91
Bradford,HERRICK TOWNSHIP,Attorney General,,DEM,Josh Shapiro,47,3,25,1,76
Bradford,LERAYSVILLE BOROUGH,Attorney General,,DEM,Josh Shapiro,15,2,12,0,29
Bradford,LEROY TOWNSHIP,Attorney General,,DEM,Josh Shapiro,49,2,19,1,71
Bradford,LITCHFIELD TOWNSHIP,Attorney General,,DEM,Josh Shapiro,73,11,45,2,131
Bradford,MONROE BOROUGH,Attorney General,,DEM,Josh Shapiro,35,5,35,2,77
Bradford,MONROE TOWNSHIP,Attorney General,,DEM,Josh Shapiro,75,5,36,3,119
Bradford,NEW ALBANY BOROUGH,Attorney General,,DEM,Josh Shapiro,24,2,4,2,32
Bradford,ORWELL TOWNSHIP,Attorney General,,DEM,Josh Shapiro,87,9,50,3,149
Bradford,OVERTON TOWNSHIP,Attorney General,,DEM,Josh Shapiro,19,0,8,1,28
Bradford,PIKE TOWNSHIP,Attorney General,,DEM,Josh Shapiro,40,3,21,0,64
Bradford,RIDGEBURY TOWNSHIP,Attorney General,,DEM,Josh Shapiro,103,13,88,1,205
Bradford,ROME BOROUGH,Attorney General,,DEM,Josh Shapiro,18,3,10,0,31
Bradford,ROME TOWNSHIP,Attorney General,,DEM,Josh Shapiro,65,4,40,1,110
Bradford,SAYRE BOROUGH 1ST WARD,Attorney General,,DEM,Josh Shapiro,89,9,77,1,176
Bradford,SAYRE BOROUGH 2ND WARD,Attorney General,,DEM,Josh Shapiro,251,28,204,9,492
Bradford,SAYRE BOROUGH 3RD WARD,Attorney General,,DEM,Josh Shapiro,52,5,19,2,78
Bradford,SAYRE BOROUGH 4TH WARD,Attorney General,,DEM,Josh Shapiro,167,17,97,5,286
Bradford,SAYRE BOROUGH 5TH WARD,Attorney General,,DEM,Josh Shapiro,20,2,16,0,38
Bradford,SHESHEQUIN TOWNSHIP,Attorney General,,DEM,Josh Shapiro,65,6,52,3,126
Bradford,SMITHFIELD TOWNSHIP,Attorney General,,DEM,Josh Shapiro,88,9,79,2,178
Bradford,SOUTH CREEK TOWNSHIP,Attorney General,,DEM,Josh Shapiro,65,5,43,1,114
Bradford,SOUTH WAVERLY BOROUGH,Attorney General,,DEM,Josh Shapiro,142,7,79,0,228
Bradford,SPRINGFIELD TOWNSHIP,Attorney General,,DEM,Josh Shapiro,86,10,52,0,148
Bradford,STANDING STONE TOWNSHIP,Attorney General,,DEM,Josh Shapiro,44,4,20,2,70
Bradford,STEVENS TOWNSHIP,Attorney General,,DEM,Josh Shapiro,29,3,17,2,51
Bradford,SYLVANIA BOROUGH,Attorney General,,DEM,Josh Shapiro,14,1,12,0,27
Bradford,TERRY TOWNSHIP,Attorney General,,DEM,Josh Shapiro,53,4,38,0,95
Bradford,TOWANDA BOROUGH 1ST WARD,Attorney General,,DEM,Josh Shapiro,39,4,30,0,73
Bradford,TOWANDA BOROUGH 2ND WARD,Attorney General,,DEM,Josh Shapiro,76,9,56,2,143
Bradford,TOWANDA BOROUGH 3RD WARD,Attorney General,,DEM,Josh Shapiro,118,22,91,0,231
Bradford,TOWANDA TOWNSHIP,Attorney General,,DEM,Josh Shapiro,82,5,63,1,151
Bradford,NORTH TOWANDA TOWNSHIP,Attorney General,,DEM,Josh Shapiro,59,8,90,2,159
Bradford,TROY BOROUGH,Attorney General,,DEM,Josh Shapiro,117,8,61,2,188
Bradford,TROY TOWNSHIP,Attorney General,,DEM,Josh Shapiro,110,16,72,3,201
Bradford,TUSCARORA TOWNSHIP,Attorney General,,DEM,Josh Shapiro,67,9,30,0,106
Bradford,ULSTER TOWNSHIP,Attorney General,,DEM,Josh Shapiro,74,9,53,2,138
Bradford,WARREN TOWNSHIP,Attorney General,,DEM,Josh Shapiro,56,11,36,1,104
Bradford,WELLS TOWNSHIP,Attorney General,,DEM,Josh Shapiro,68,8,53,1,130
Bradford,WILMOT TOWNSHIP,Attorney General,,DEM,Josh Shapiro,78,8,55,0,141
Bradford,WINDHAM TOWNSHIP,Attorney General,,DEM,Josh Shapiro,56,2,26,0,84
Bradford,WYALUSING BOROUGH,Attorney General,,DEM,Josh Shapiro,54,9,33,1,97
Bradford,WYALUSING TOWNSHIP,Attorney General,,DEM,Josh Shapiro,78,8,55,1,142
Bradford,WYSOX TOWNSHIP,Attorney General,,DEM,Josh Shapiro,93,15,97,0,205
Bradford,ALBA BOROUGH,Attorney General,,REP,Heather Heidelbaugh,61,1,1,1,64
Bradford,ALBANY TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,303,12,29,3,347
Bradford,ARMENIA TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,78,1,3,0,82
Bradford,ASYLUM TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,325,7,35,2,369
Bradford,ATHENS BOROUGH 1ST WARD,Attorney General,,REP,Heather Heidelbaugh,141,9,19,1,170
Bradford,ATHENS BOROUGH 2ND WARD,Attorney General,,REP,Heather Heidelbaugh,115,5,8,2,130
Bradford,ATHENS BOROUGH 3RD WARD,Attorney General,,REP,Heather Heidelbaugh,210,0,25,5,240
Bradford,ATHENS BOROUGH 4TH WARD,Attorney General,,REP,Heather Heidelbaugh,244,6,39,0,289
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Attorney General,,REP,Heather Heidelbaugh,567,26,77,9,679
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Attorney General,,REP,Heather Heidelbaugh,647,43,161,15,866
Bradford,BURLINGTON BOROUGH,Attorney General,,REP,Heather Heidelbaugh,41,1,4,0,46
Bradford,BURLINGTON TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,244,11,25,1,281
Bradford,WEST BURLINGTON TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,177,5,10,3,195
Bradford,CANTON BOROUGH,Attorney General,,REP,Heather Heidelbaugh,472,12,33,7,524
Bradford,CANTON TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,667,33,66,11,777
Bradford,COLUMBIA TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,357,9,38,5,409
Bradford,FRANKLIN TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,211,7,18,2,238
Bradford,GRANVILLE TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,305,14,22,1,342
Bradford,HERRICK TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,271,10,38,2,321
Bradford,LERAYSVILLE BOROUGH,Attorney General,,REP,Heather Heidelbaugh,86,2,6,0,94
Bradford,LEROY TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,221,7,15,13,256
Bradford,LITCHFIELD TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,489,23,55,6,573
Bradford,MONROE BOROUGH,Attorney General,,REP,Heather Heidelbaugh,139,7,7,2,155
Bradford,MONROE TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,358,13,39,6,416
Bradford,NEW ALBANY BOROUGH,Attorney General,,REP,Heather Heidelbaugh,65,3,1,2,71
Bradford,ORWELL TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,405,12,52,8,477
Bradford,OVERTON TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,95,0,7,3,105
Bradford,PIKE TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,209,8,30,2,249
Bradford,RIDGEBURY TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,596,16,68,8,688
Bradford,ROME BOROUGH,Attorney General,,REP,Heather Heidelbaugh,94,6,4,1,105
Bradford,ROME TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,365,10,38,7,420
Bradford,SAYRE BOROUGH 1ST WARD,Attorney General,,REP,Heather Heidelbaugh,133,9,19,2,163
Bradford,SAYRE BOROUGH 2ND WARD,Attorney General,,REP,Heather Heidelbaugh,481,17,62,6,566
Bradford,SAYRE BOROUGH 3RD WARD,Attorney General,,REP,Heather Heidelbaugh,133,4,14,3,154
Bradford,SAYRE BOROUGH 4TH WARD,Attorney General,,REP,Heather Heidelbaugh,316,6,22,8,352
Bradford,SAYRE BOROUGH 5TH WARD,Attorney General,,REP,Heather Heidelbaugh,64,3,2,4,73
Bradford,SHESHEQUIN TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,396,16,50,13,475
Bradford,SMITHFIELD TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,533,13,50,14,610
Bradford,SOUTH CREEK TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,431,10,36,9,486
Bradford,SOUTH WAVERLY BOROUGH,Attorney General,,REP,Heather Heidelbaugh,283,10,35,0,328
Bradford,SPRINGFIELD TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,416,9,32,9,466
Bradford,STANDING STONE TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,184,9,23,5,221
Bradford,STEVENS TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,166,4,7,5,182
Bradford,SYLVANIA BOROUGH,Attorney General,,REP,Heather Heidelbaugh,61,1,7,0,69
Bradford,TERRY TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,325,13,32,5,375
Bradford,TOWANDA BOROUGH 1ST WARD,Attorney General,,REP,Heather Heidelbaugh,147,7,16,1,171
Bradford,TOWANDA BOROUGH 2ND WARD,Attorney General,,REP,Heather Heidelbaugh,168,5,26,3,202
Bradford,TOWANDA BOROUGH 3RD WARD,Attorney General,,REP,Heather Heidelbaugh,270,17,27,2,316
Bradford,TOWANDA TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,251,9,32,3,295
Bradford,NORTH TOWANDA TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,215,10,71,11,307
Bradford,TROY BOROUGH,Attorney General,,REP,Heather Heidelbaugh,293,9,23,8,333
Bradford,TROY TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,552,21,69,15,657
Bradford,TUSCARORA TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,388,15,23,10,436
Bradford,ULSTER TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,402,12,27,12,453
Bradford,WARREN TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,391,17,32,6,446
Bradford,WELLS TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,409,12,34,3,458
Bradford,WILMOT TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,425,7,37,10,479
Bradford,WINDHAM TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,286,8,47,4,345
Bradford,WYALUSING BOROUGH,Attorney General,,REP,Heather Heidelbaugh,154,4,15,4,177
Bradford,WYALUSING TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,457,16,45,8,526
Bradford,WYSOX TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,440,16,71,6,533
Bradford,ALBA BOROUGH,Attorney General,,LBT,Daniel Wassmer,1,0,0,0,1
Bradford,ALBANY TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,6,0,2,0,8
Bradford,ARMENIA TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,2,0,0,0,2
Bradford,ASYLUM TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,7,0,2,0,9
Bradford,ATHENS BOROUGH 1ST WARD,Attorney General,,LBT,Daniel Wassmer,8,0,1,0,9
Bradford,ATHENS BOROUGH 2ND WARD,Attorney General,,LBT,Daniel Wassmer,3,0,0,0,3
Bradford,ATHENS BOROUGH 3RD WARD,Attorney General,,LBT,Daniel Wassmer,10,0,1,1,12
Bradford,ATHENS BOROUGH 4TH WARD,Attorney General,,LBT,Daniel Wassmer,12,0,1,0,13
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Attorney General,,LBT,Daniel Wassmer,16,2,5,0,23
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Attorney General,,LBT,Daniel Wassmer,26,2,12,2,42
Bradford,BURLINGTON BOROUGH,Attorney General,,LBT,Daniel Wassmer,5,0,1,0,6
Bradford,BURLINGTON TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,4,0,0,0,4
Bradford,WEST BURLINGTON TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,4,0,1,0,5
Bradford,CANTON BOROUGH,Attorney General,,LBT,Daniel Wassmer,10,0,4,0,14
Bradford,CANTON TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,2,0,0,0,2
Bradford,COLUMBIA TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,8,2,4,0,14
Bradford,FRANKLIN TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,3,0,0,0,3
Bradford,GRANVILLE TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,7,1,1,0,9
Bradford,HERRICK TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,6,0,4,0,10
Bradford,LERAYSVILLE BOROUGH,Attorney General,,LBT,Daniel Wassmer,2,1,0,0,3
Bradford,LEROY TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,7,0,0,0,7
Bradford,LITCHFIELD TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,11,0,1,2,14
Bradford,MONROE BOROUGH,Attorney General,,LBT,Daniel Wassmer,6,0,1,0,7
Bradford,MONROE TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,6,0,2,0,8
Bradford,NEW ALBANY BOROUGH,Attorney General,,LBT,Daniel Wassmer,1,0,0,0,1
Bradford,ORWELL TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,7,1,0,1,9
Bradford,OVERTON TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,1,0,0,0,1
Bradford,PIKE TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,8,1,0,0,9
Bradford,RIDGEBURY TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,19,3,3,0,25
Bradford,ROME BOROUGH,Attorney General,,LBT,Daniel Wassmer,1,0,1,0,2
Bradford,ROME TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,9,3,2,0,14
Bradford,SAYRE BOROUGH 1ST WARD,Attorney General,,LBT,Daniel Wassmer,12,0,2,0,14
Bradford,SAYRE BOROUGH 2ND WARD,Attorney General,,LBT,Daniel Wassmer,23,1,5,1,30
Bradford,SAYRE BOROUGH 3RD WARD,Attorney General,,LBT,Daniel Wassmer,4,0,0,0,4
Bradford,SAYRE BOROUGH 4TH WARD,Attorney General,,LBT,Daniel Wassmer,17,0,0,0,17
Bradford,SAYRE BOROUGH 5TH WARD,Attorney General,,LBT,Daniel Wassmer,6,0,0,0,6
Bradford,SHESHEQUIN TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,16,0,2,0,18
Bradford,SMITHFIELD TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,8,1,1,0,10
Bradford,SOUTH CREEK TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,11,1,1,0,13
Bradford,SOUTH WAVERLY BOROUGH,Attorney General,,LBT,Daniel Wassmer,10,2,1,0,13
Bradford,SPRINGFIELD TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,14,1,0,0,15
Bradford,STANDING STONE TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,5,0,2,0,7
Bradford,STEVENS TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,2,1,0,0,3
Bradford,SYLVANIA BOROUGH,Attorney General,,LBT,Daniel Wassmer,2,0,0,0,2
Bradford,TERRY TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,5,1,0,0,6
Bradford,TOWANDA BOROUGH 1ST WARD,Attorney General,,LBT,Daniel Wassmer,3,0,0,0,3
Bradford,TOWANDA BOROUGH 2ND WARD,Attorney General,,LBT,Daniel Wassmer,8,0,0,0,8
Bradford,TOWANDA BOROUGH 3RD WARD,Attorney General,,LBT,Daniel Wassmer,14,2,3,0,19
Bradford,TOWANDA TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,8,0,0,0,8
Bradford,NORTH TOWANDA TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,4,1,5,1,11
Bradford,TROY BOROUGH,Attorney General,,LBT,Daniel Wassmer,11,3,2,1,17
Bradford,TROY TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,19,0,0,1,20
Bradford,TUSCARORA TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,8,0,1,0,9
Bradford,ULSTER TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,16,0,1,0,17
Bradford,WARREN TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,16,1,3,0,20
Bradford,WELLS TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,19,1,1,0,21
Bradford,WILMOT TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,9,1,0,0,10
Bradford,WINDHAM TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,9,0,0,0,9
Bradford,WYALUSING BOROUGH,Attorney General,,LBT,Daniel Wassmer,7,0,2,0,9
Bradford,WYALUSING TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,3,1,1,0,5
Bradford,WYSOX TOWNSHIP,Attorney General,,LBT,Daniel Wassmer,9,1,2,0,12
Bradford,ALBA BOROUGH,Attorney General,,GRN,Richard L. Weiss,0,0,0,0,0
Bradford,ALBANY TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,6,0,0,0,6
Bradford,ARMENIA TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,0,0,0,0,0
Bradford,ASYLUM TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,4,0,0,1,5
Bradford,ATHENS BOROUGH 1ST WARD,Attorney General,,GRN,Richard L. Weiss,0,0,2,1,3
Bradford,ATHENS BOROUGH 2ND WARD,Attorney General,,GRN,Richard L. Weiss,3,0,2,0,5
Bradford,ATHENS BOROUGH 3RD WARD,Attorney General,,GRN,Richard L. Weiss,4,2,1,1,8
Bradford,ATHENS BOROUGH 4TH WARD,Attorney General,,GRN,Richard L. Weiss,4,0,1,0,5
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Attorney General,,GRN,Richard L. Weiss,6,1,6,0,13
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Attorney General,,GRN,Richard L. Weiss,4,2,10,0,16
Bradford,BURLINGTON BOROUGH,Attorney General,,GRN,Richard L. Weiss,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,0,0,0,3
Bradford,WEST BURLINGTON TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,1,1,2,0,4
Bradford,CANTON BOROUGH,Attorney General,,GRN,Richard L. Weiss,5,0,0,0,5
Bradford,CANTON TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,0,3,0,6
Bradford,COLUMBIA TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,10,0,2,0,12
Bradford,FRANKLIN TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,5,0,1,0,6
Bradford,GRANVILLE TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,1,0,0,0,1
Bradford,HERRICK TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,1,1,1,0,3
Bradford,LERAYSVILLE BOROUGH,Attorney General,,GRN,Richard L. Weiss,0,0,0,0,0
Bradford,LEROY TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,1,0,0,0,1
Bradford,LITCHFIELD TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,1,0,4,0,5
Bradford,MONROE BOROUGH,Attorney General,,GRN,Richard L. Weiss,0,0,3,0,3
Bradford,MONROE TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,7,0,0,0,7
Bradford,NEW ALBANY BOROUGH,Attorney General,,GRN,Richard L. Weiss,1,0,0,0,1
Bradford,ORWELL TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,2,1,0,0,3
Bradford,OVERTON TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,0,0,0,3
Bradford,PIKE TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,1,0,0,0,1
Bradford,RIDGEBURY TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,5,0,1,0,6
Bradford,ROME BOROUGH,Attorney General,,GRN,Richard L. Weiss,1,0,1,0,2
Bradford,ROME TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,2,0,1,0,3
Bradford,SAYRE BOROUGH 1ST WARD,Attorney General,,GRN,Richard L. Weiss,3,0,0,0,3
Bradford,SAYRE BOROUGH 2ND WARD,Attorney General,,GRN,Richard L. Weiss,7,1,4,0,12
Bradford,SAYRE BOROUGH 3RD WARD,Attorney General,,GRN,Richard L. Weiss,2,0,0,0,2
Bradford,SAYRE BOROUGH 4TH WARD,Attorney General,,GRN,Richard L. Weiss,5,0,0,0,5
Bradford,SAYRE BOROUGH 5TH WARD,Attorney General,,GRN,Richard L. Weiss,2,0,1,0,3
Bradford,SHESHEQUIN TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,5,0,1,0,6
Bradford,SMITHFIELD TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,8,0,3,1,12
Bradford,SOUTH CREEK TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,4,0,2,0,6
Bradford,SOUTH WAVERLY BOROUGH,Attorney General,,GRN,Richard L. Weiss,4,0,0,0,4
Bradford,SPRINGFIELD TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,1,1,0,5
Bradford,STANDING STONE TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,2,1,0,0,3
Bradford,STEVENS TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,1,0,0,0,1
Bradford,SYLVANIA BOROUGH,Attorney General,,GRN,Richard L. Weiss,1,0,0,0,1
Bradford,TERRY TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,0,0,0,3
Bradford,TOWANDA BOROUGH 1ST WARD,Attorney General,,GRN,Richard L. Weiss,4,2,0,0,6
Bradford,TOWANDA BOROUGH 2ND WARD,Attorney General,,GRN,Richard L. Weiss,5,1,0,0,6
