county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Westmoreland,Rostraver Township - Crossroads,President,,REP,Donald J Trump,891,153,710,28
Westmoreland,Rostraver Township - Fellsburg,President,,REP,Donald J Trump,1060,187,856,17
Westmoreland,Rostraver Township - Lynnwood,President,,REP,Donald J Trump,261,30,228,3
Westmoreland,Rostraver Township - Pricedale,President,,REP,Donald J Trump,374,40,332,2
Westmoreland,Rostraver Township - Van Meter,President,,REP,Donald J Trump,34,4,28,2
Westmoreland,Rostraver Township - Webster,President,,REP,Donald J Trump,271,15,254,2
Westmoreland,Salem Township - Five Points,President,,REP,Donald J Trump,640,64,569,7
Westmoreland,Salem Township - Hugus,President,,REP,Donald J Trump,231,24,204,3
Westmoreland,Salem Township - Mechlings,President,,REP,Donald J Trump,166,10,156,0
Westmoreland,Salem Township - New Salem,President,,REP,Donald J Trump,749,127,616,6
Westmoreland,Salem Township - Slickville,President,,REP,Donald J Trump,273,18,252,3
Westmoreland,Salem Township - Steeles,President,,REP,Donald J Trump,367,62,305,0
Westmoreland,Salem Township - Trees Mills,President,,REP,Donald J Trump,353,47,305,1
Westmoreland,Scottdale Borough - 1St Ward,President,,REP,Donald J Trump,356,54,299,3
Westmoreland,Scottdale Borough - 2Nd Ward,President,,REP,Donald J Trump,541,67,466,8
Westmoreland,Scottdale Borough - 3Rd Ward,President,,REP,Donald J Trump,304,30,271,3
Westmoreland,Scottdale Borough - 4Th Ward,President,,REP,Donald J Trump,321,30,286,5
Westmoreland,Seward Borough,President,,REP,Donald J Trump,181,18,162,1
Westmoreland,Sewickley Township - East Herminie,President,,REP,Donald J Trump,254,18,228,8
Westmoreland,Sewickley Township - Lowber,President,,REP,Donald J Trump,433,37,388,8
Westmoreland,Sewickley Township - Rillton,President,,REP,Donald J Trump,491,41,443,7
Westmoreland,Sewickley Township - Sewickley,President,,REP,Donald J Trump,581,62,515,4
Westmoreland,Sewickley Township - West Herminie,President,,REP,Donald J Trump,389,44,341,4
Westmoreland,Sewickley Township - Whyel,President,,REP,Donald J Trump,162,20,139,3
Westmoreland,Smithton Borough,President,,REP,Donald J Trump,112,8,101,3
Westmoreland,S Greensburg Borough - #1,President,,REP,Donald J Trump,346,54,292,0
Westmoreland,S Greensburg Borough - #2,President,,REP,Donald J Trump,334,47,287,0
Westmoreland,South Huntingdon Township - Hixon,President,,REP,Donald J Trump,333,34,298,1
Westmoreland,South Huntingdon Township - Jacobs Creek,President,,REP,Donald J Trump,76,7,69,0
Westmoreland,South Huntingdon Township - Mineral,President,,REP,Donald J Trump,215,11,203,1
Westmoreland,South Huntingdon Township - Port Royal,President,,REP,Donald J Trump,72,5,67,0
Westmoreland,South Huntingdon Township - South Huntingdon,President,,REP,Donald J Trump,680,72,600,8
Westmoreland,South Huntingdon Township - Wayne,President,,REP,Donald J Trump,571,64,500,7
Westmoreland,South Huntingdon Township - Wyano,President,,REP,Donald J Trump,200,13,187,0
Westmoreland,South Huntingdon Township - Yukon,President,,REP,Donald J Trump,269,17,247,5
Westmoreland,Sw Greensburg Borough - #1,President,,REP,Donald J Trump,424,46,375,3
Westmoreland,Sw Greensburg Borough - #2,President,,REP,Donald J Trump,237,27,208,2
Westmoreland,St Clair Township - - Seward,President,,REP,Donald J Trump,204,9,186,9
Westmoreland,St Clair Township - - St Clair,President,,REP,Donald J Trump,306,21,278,7
Westmoreland,Sutersville Borough,President,,REP,Donald J Trump,209,22,187,0
Westmoreland,Trafford Borough - #1,President,,REP,Donald J Trump,486,63,416,7
Westmoreland,Trafford Borough - #2,President,,REP,Donald J Trump,494,61,417,16
Westmoreland,Unity Township - Baggaley,President,,REP,Donald J Trump,638,105,527,6
Westmoreland,Unity Township - Beatty,President,,REP,Donald J Trump,590,130,450,10
Westmoreland,Unity Township - Crabtree,President,,REP,Donald J Trump,212,15,195,2
Westmoreland,Unity Township - Dennison,President,,REP,Donald J Trump,1851,445,1366,40
Westmoreland,Unity Township - Dorothy,President,,REP,Donald J Trump,374,37,336,1
Westmoreland,Unity Township - Gravel Hill,President,,REP,Donald J Trump,505,91,414,0
Westmoreland,Unity Township - Kuhns,President,,REP,Donald J Trump,557,58,488,11
Westmoreland,Unity Township - Lloydsville,President,,REP,Donald J Trump,290,26,260,4
Westmoreland,Unity Township - Marguerite,President,,REP,Donald J Trump,1137,257,873,7
Westmoreland,Unity Township - Mutual,President,,REP,Donald J Trump,436,33,398,5
Westmoreland,Unity Township - Pleasant Unity,President,,REP,Donald J Trump,533,39,487,7
Westmoreland,Unity Township - Roble,President,,REP,Donald J Trump,471,86,381,4
Westmoreland,Unity Township - Whitney,President,,REP,Donald J Trump,963,103,842,18
Westmoreland,Upper Burrell Township - # 1,President,,REP,Donald J Trump,516,58,447,11
Westmoreland,Upper Burrell Township - # 2,President,,REP,Donald J Trump,424,62,351,11
Westmoreland,Vandergrift Borough - 1St Ward,President,,REP,Donald J Trump,116,8,108,0
Westmoreland,Vandergrift Borough - 2Nd Ward,President,,REP,Donald J Trump,193,26,167,0
Westmoreland,Vandergrift Borough - 3Rd Ward,President,,REP,Donald J Trump,192,14,177,1
Westmoreland,Vandergrift Borough - 4Th Ward,President,,REP,Donald J Trump,143,12,128,3
Westmoreland,Vandergrift Borough - 5Th Ward,President,,REP,Donald J Trump,235,32,199,4
Westmoreland,Vandergrift Borough - 6Th Ward,President,,REP,Donald J Trump,280,31,241,8
Westmoreland,Washington Township - Beamers,President,,REP,Donald J Trump,1172,222,933,17
Westmoreland,Washington Township - North Washington,President,,REP,Donald J Trump,578,97,465,16
Westmoreland,Washington Township - Oakland Cross Roads,President,,REP,Donald J Trump,641,101,529,11
Westmoreland,Washington Township - Paulton,President,,REP,Donald J Trump,538,91,442,5
Westmoreland,W Leechburg Borough,President,,REP,Donald J Trump,466,44,419,3
Westmoreland,W Newton Borough - 1St Ward,President,,REP,Donald J Trump,329,33,295,1
Westmoreland,W Newton Borough - 2Nd Ward,President,,REP,Donald J Trump,220,21,199,0
Westmoreland,W Newton Borough - 3Rd Ward,President,,REP,Donald J Trump,310,26,284,0
Westmoreland,Youngstown Borough,President,,REP,Donald J Trump,117,3,114,0
Westmoreland,Youngwood Borough - 1St Ward,President,,REP,Donald J Trump,433,59,367,7
Westmoreland,Youngwood Borough - 2Nd Ward,President,,REP,Donald J Trump,210,21,187,2
Westmoreland,Youngwood Borough - 3Rd Ward,President,,REP,Donald J Trump,365,38,324,3
Westmoreland,Adamsburg Borough,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,Allegheny Township #1 Shearers,President,,LIB,Jo Jorgensen,17,4,12,1
Westmoreland,Allegheny Township #2 Mckees,President,,LIB,Jo Jorgensen,8,0,8,0
Westmoreland,Allegheny Township #3 Sobers,President,,LIB,Jo Jorgensen,18,3,15,0
Westmoreland,Allegheny Township #4 Stewarts,President,,LIB,Jo Jorgensen,9,1,8,0
Westmoreland,Allegheny Township #5 Bellvue,President,,LIB,Jo Jorgensen,9,2,7,0
Westmoreland,City Of Arnold - 1-1,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,City Of Arnold - 1-2,President,,LIB,Jo Jorgensen,4,0,4,0
Westmoreland,City Of Arnold - 2-1,President,,LIB,Jo Jorgensen,5,2,3,0
Westmoreland,City Of Arnold - 2-2,President,,LIB,Jo Jorgensen,9,1,8,0
Westmoreland,City Of Arnold - 2-3,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,Arona Borough,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,Avonmore Borough,President,,LIB,Jo Jorgensen,5,0,5,0
Westmoreland,Bell Township - Perrysville,President,,LIB,Jo Jorgensen,13,2,11,0
Westmoreland,Bell Township - Roaring Run,President,,LIB,Jo Jorgensen,5,3,2,0
Westmoreland,Bell Township - Salina,President,,LIB,Jo Jorgensen,5,0,4,1
Westmoreland,Bolivar Borough,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,Cook Township,President,,LIB,Jo Jorgensen,19,4,15,0
Westmoreland,Delmont Borough,President,,LIB,Jo Jorgensen,16,5,11,0
Westmoreland,Derry Borough - 1St Ward,President,,LIB,Jo Jorgensen,7,1,6,0
Westmoreland,Derry Borough - 2Nd Ward,President,,LIB,Jo Jorgensen,2,1,1,0
Westmoreland,Derry Borough - 3Rd Ward,President,,LIB,Jo Jorgensen,4,1,3,0
Westmoreland,Derry Borough - 4Th Ward,President,,LIB,Jo Jorgensen,3,1,2,0
Westmoreland,Derry Township - Alters,President,,LIB,Jo Jorgensen,14,3,10,1
Westmoreland,Derry Township - Bradenville,President,,LIB,Jo Jorgensen,1,1,0,0
Westmoreland,Derry Township - Cokeville,President,,LIB,Jo Jorgensen,4,2,2,0
Westmoreland,Derry Township - Cooperstown,President,,LIB,Jo Jorgensen,7,1,6,0
Westmoreland,Derry Township - Kingston,President,,LIB,Jo Jorgensen,5,2,3,0
Westmoreland,Derry Township - Loyalhanna,President,,LIB,Jo Jorgensen,4,2,2,0
Westmoreland,Derry Township - Millwood,President,,LIB,Jo Jorgensen,8,3,5,0
Westmoreland,Derry Township - New Derry,President,,LIB,Jo Jorgensen,13,5,7,1
Westmoreland,Derry Township - Peanut,President,,LIB,Jo Jorgensen,5,0,5,0
Westmoreland,Derry Township - Saxman,President,,LIB,Jo Jorgensen,5,0,5,0
Westmoreland,Derry Township - Scalp Level,President,,LIB,Jo Jorgensen,7,3,4,0
Westmoreland,Derry Township - Simpsons,President,,LIB,Jo Jorgensen,6,0,6,0
Westmoreland,Derry Township - Torrance,President,,LIB,Jo Jorgensen,6,4,2,0
Westmoreland,Donegal Borough,President,,LIB,Jo Jorgensen,2,2,0,0
Westmoreland,Donegal Township - Four Mile Run,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,Donegal Township - Indian Creek,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,East Huntingdon Township Bessemer #1,President,,LIB,Jo Jorgensen,3,1,2,0
Westmoreland,East Huntingdon Township Bessemer #2,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,E Huntingdon Township - Ruffssale,President,,LIB,Jo Jorgensen,14,0,13,1
Westmoreland,E Huntingdon Township - Stoners,President,,LIB,Jo Jorgensen,8,3,5,0
Westmoreland,E Huntingdon Township - Strohms,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,E Huntingdon Township - Whites,President,,LIB,Jo Jorgensen,13,6,7,0
Westmoreland,E Vandergrift Borough,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,Export Borough,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,Fairfield Township - Fairfield,President,,LIB,Jo Jorgensen,8,3,5,0
Westmoreland,Fairfield Township - N Fairfield,President,,LIB,Jo Jorgensen,2,0,2,0
Westmoreland,Fairfield Township - S Fairfield,President,,LIB,Jo Jorgensen,8,1,7,0
Westmoreland,City Of Greensburg - 1-1,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,City Of Greensburg - 1-2,President,,LIB,Jo Jorgensen,14,3,10,1
Westmoreland,City Of Greensburg - 2-1,President,,LIB,Jo Jorgensen,4,0,3,1
Westmoreland,City Of Greensburg - 2-2,President,,LIB,Jo Jorgensen,7,2,5,0
Westmoreland,City Of Greensburg - 2-3,President,,LIB,Jo Jorgensen,9,3,6,0
Westmoreland,City Of Greensburg - 2-4,President,,LIB,Jo Jorgensen,23,6,17,0
Westmoreland,City Of Greensburg - 3,President,,LIB,Jo Jorgensen,7,3,4,0
Westmoreland,City Of Greensburg - 4-1,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,City Of Greensburg - 5-1,President,,LIB,Jo Jorgensen,11,1,10,0
Westmoreland,City Of Greensburg - 5-2,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,City Of Greensburg - 6,President,,LIB,Jo Jorgensen,3,1,2,0
Westmoreland,City Of Greensburg - 7-1,President,,LIB,Jo Jorgensen,10,1,9,0
Westmoreland,City Of Greensburg - 7-2,President,,LIB,Jo Jorgensen,9,0,9,0
Westmoreland,City Of Greensburg - 8-1,President,,LIB,Jo Jorgensen,9,2,7,0
Westmoreland,City Of Greensburg - 8-2,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,Hempfield Township - #1 Foxhill,President,,LIB,Jo Jorgensen,14,4,10,0
Westmoreland,Hempfield Township - #2 Alwine,President,,LIB,Jo Jorgensen,25,10,15,0
Westmoreland,Hempfield Township - #3 Maplewood,President,,LIB,Jo Jorgensen,19,5,14,0
Westmoreland,Hempfield Township - #4 Carbon,President,,LIB,Jo Jorgensen,23,12,11,0
Westmoreland,Hempfield Township - #5 Wendel-Herminie,President,,LIB,Jo Jorgensen,9,1,8,0
Westmoreland,Hempfield Township - #6 Luxor,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,Hempfield Township - #7 Hannastown,President,,LIB,Jo Jorgensen,2,1,1,0
Westmoreland,Hempfield Township - #8 Bovard,President,,LIB,Jo Jorgensen,7,1,6,0
Westmoreland,Hempfield Township - East Adamsburg,President,,LIB,Jo Jorgensen,18,7,11,0
Westmoreland,Hempfield Township - Eastview,President,,LIB,Jo Jorgensen,11,7,4,0
Westmoreland,Hempfield Township - Fort Allen,President,,LIB,Jo Jorgensen,10,4,6,0
Westmoreland,Hempfield Township - Gayville,President,,LIB,Jo Jorgensen,2,0,2,0
Westmoreland,Hempfield Township - Grapeville,President,,LIB,Jo Jorgensen,9,0,9,0
Westmoreland,Hempfield Township - Haydenville,President,,LIB,Jo Jorgensen,4,1,3,0
Westmoreland,Hempfield Township - High Park,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,Hempfield Township - Lincoln Heights East,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,Hempfield Township - Lincoln Heights West,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,Hempfield Township - Middletown,President,,LIB,Jo Jorgensen,7,2,5,0
Westmoreland,Hempfield Township - New Stanton,President,,LIB,Jo Jorgensen,7,2,5,0
Westmoreland,Hempfield Township - North Carbon,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,Hempfield Township - Sibel,President,,LIB,Jo Jorgensen,4,2,2,0
Westmoreland,Hempfield Township - Todd,President,,LIB,Jo Jorgensen,12,1,11,0
Westmoreland,Hempfield Township - University,President,,LIB,Jo Jorgensen,7,4,3,0
Westmoreland,Hempfield Township - Valley,President,,LIB,Jo Jorgensen,14,4,10,0
Westmoreland,Hempfield Township - Weaver'S Old Stand,President,,LIB,Jo Jorgensen,9,4,5,0
Westmoreland,Hempfield Township - Wegley,President,,LIB,Jo Jorgensen,6,0,6,0
Westmoreland,Hempfield Township - West Hempfield,President,,LIB,Jo Jorgensen,12,4,8,0
Westmoreland,Hempfield Township - West Point,President,,LIB,Jo Jorgensen,21,8,13,0
Westmoreland,Hunker Borough,President,,LIB,Jo Jorgensen,5,0,5,0
Westmoreland,Hyde Park Borough,President,,LIB,Jo Jorgensen,7,2,5,0
Westmoreland,Irwin Borough - 1St Ward,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,Irwin Borough - 2Nd Ward,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,Irwin Borough - 3Rd Ward,President,,LIB,Jo Jorgensen,6,2,4,0
Westmoreland,Irwin Borough - 4Th Ward,President,,LIB,Jo Jorgensen,2,0,2,0
Westmoreland,Irwin Borough - 5Th Ward,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,Irwin Borough - 6Th Ward,President,,LIB,Jo Jorgensen,11,3,8,0
Westmoreland,Irwin Borough - 7Th Ward,President,,LIB,Jo Jorgensen,4,0,4,0
Westmoreland,City Of Jeannette - 1,President,,LIB,Jo Jorgensen,6,0,6,0
Westmoreland,City Of Jeannette - 2-1,President,,LIB,Jo Jorgensen,4,3,1,0
Westmoreland,City Of Jeannette - 2-2,President,,LIB,Jo Jorgensen,8,1,7,0
Westmoreland,City Of Jeannette - 3,President,,LIB,Jo Jorgensen,12,0,11,1
Westmoreland,City Of Jeannette - 4,President,,LIB,Jo Jorgensen,5,2,3,0
Westmoreland,City Of Jeannette - 5-1,President,,LIB,Jo Jorgensen,7,0,7,0
Westmoreland,City Of Jeannette - 5-2,President,,LIB,Jo Jorgensen,12,2,9,1
Westmoreland,City Of Jeannette - 6,President,,LIB,Jo Jorgensen,14,3,11,0
Westmoreland,City Of Latrobe - 1St Ward,President,,LIB,Jo Jorgensen,13,4,9,0
Westmoreland,City Of Latrobe - 2Nd Ward,President,,LIB,Jo Jorgensen,5,2,3,0
Westmoreland,City Of Latrobe - 3Rd Ward,President,,LIB,Jo Jorgensen,13,5,8,0
Westmoreland,City Of Latrobe - 4Th Ward,President,,LIB,Jo Jorgensen,18,2,16,0
Westmoreland,City Of Latrobe - 5Th Ward,President,,LIB,Jo Jorgensen,12,2,10,0
Westmoreland,City Of Latrobe - 6Th Ward,President,,LIB,Jo Jorgensen,8,1,7,0
Westmoreland,Laurel Mountain Borough,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,Ligonier Borough,President,,LIB,Jo Jorgensen,13,2,11,0
Westmoreland,Ligonier Township - Idle Park,President,,LIB,Jo Jorgensen,10,2,8,0
Westmoreland,Ligonier Township - Laughlintown,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,Ligonier Township - North Ligonier,President,,LIB,Jo Jorgensen,18,4,14,0
Westmoreland,Ligonier Township - South Ligonier,President,,LIB,Jo Jorgensen,5,0,5,0
Westmoreland,Ligonier Township - Waterford,President,,LIB,Jo Jorgensen,7,1,6,0
Westmoreland,Ligonier Township - Wilpen,President,,LIB,Jo Jorgensen,2,1,0,1
Westmoreland,City Of Lower Burrell - 1-1,President,,LIB,Jo Jorgensen,11,2,9,0
Westmoreland,City Of Lower Burrell - 1-2,President,,LIB,Jo Jorgensen,19,1,18,0
Westmoreland,City Of Lower Burrell - 2-1,President,,LIB,Jo Jorgensen,7,2,4,1
Westmoreland,City Of Lower Burrell - 2-2,President,,LIB,Jo Jorgensen,7,1,6,0
Westmoreland,City Of Lower Burrell - 2-3,President,,LIB,Jo Jorgensen,8,2,6,0
Westmoreland,City Of Lower Burrell - 3-1,President,,LIB,Jo Jorgensen,14,2,12,0
Westmoreland,City Of Lower Burrell - 3-2,President,,LIB,Jo Jorgensen,7,0,7,0
Westmoreland,City Of Lower Burrell - 4-1,President,,LIB,Jo Jorgensen,12,2,9,1
Westmoreland,City Of Lower Burrell - 4-2,President,,LIB,Jo Jorgensen,9,3,6,0
Westmoreland,Loyalhanna Township - #1,President,,LIB,Jo Jorgensen,9,1,8,0
Westmoreland,Loyalhanna Township - #2,President,,LIB,Jo Jorgensen,3,1,2,0
Westmoreland,Madison Borough,President,,LIB,Jo Jorgensen,1,1,0,0
Westmoreland,Manor Borough,President,,LIB,Jo Jorgensen,12,4,7,1
Westmoreland,City Of Monessen - 1-1,President,,LIB,Jo Jorgensen,4,0,4,0
Westmoreland,City Of Monessen - 1-2,President,,LIB,Jo Jorgensen,3,2,1,0
Westmoreland,City Of Monessen - 1-3,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,City Of Monessen - 1-4,President,,LIB,Jo Jorgensen,4,1,3,0
Westmoreland,City Of Monessen - 1-5,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,City Of Monessen - 2-1,President,,LIB,Jo Jorgensen,1,1,0,0
Westmoreland,City Of Monessen - 2-2,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,City Of Monessen - 2-3,President,,LIB,Jo Jorgensen,2,0,2,0
Westmoreland,City Of Monessen - 3-2,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,City Of Monessen - 3-3,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,City Of Monessen - 3-4,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,City Of Monessen - 4-2,President,,LIB,Jo Jorgensen,3,1,2,0
Westmoreland,City Of Monessen - 4-3,President,,LIB,Jo Jorgensen,9,2,7,0
Westmoreland,Mt. Pleasant Borough 1St Ward,President,,LIB,Jo Jorgensen,9,3,6,0
Westmoreland,Mt. Pleasant Borough 2Nd Ward,President,,LIB,Jo Jorgensen,7,0,7,0
Westmoreland,Mt. Pleasant Borough 3Rd Ward,President,,LIB,Jo Jorgensen,5,3,2,0
Westmoreland,Mt. Pleasant Township - Bridgeport,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,Mt. Pleasant Township - Duncan,President,,LIB,Jo Jorgensen,7,1,6,0
Westmoreland,Mt. Pleasant Township - Heccla,President,,LIB,Jo Jorgensen,11,2,9,0
Westmoreland,Mt. Pleasant Township - Laurel Run,President,,LIB,Jo Jorgensen,7,4,3,0
Westmoreland,Mt. Pleasant Township - Mammoth,President,,LIB,Jo Jorgensen,1,0,0,1
Westmoreland,Mt. Pleasant Township - Pleasant Valley,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,Mt. Pleasant Township - Ridgeview,President,,LIB,Jo Jorgensen,3,0,2,1
Westmoreland,Mt. Pleasant Township - Spring Garden,President,,LIB,Jo Jorgensen,7,2,5,0
Westmoreland,Mt. Pleasant Township - United,President,,LIB,Jo Jorgensen,10,1,9,0
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,President,,LIB,Jo Jorgensen,9,2,7,0
Westmoreland,Municipality Of Murrysville - East Manordale,President,,LIB,Jo Jorgensen,14,3,11,0
Westmoreland,Municipality Of Murrysville - East Murrysville,President,,LIB,Jo Jorgensen,20,11,9,0
Westmoreland,Municipality Of Murrysville - Manordale,President,,LIB,Jo Jorgensen,16,3,13,0
Westmoreland,Municipality Of Murrysville - Newlonsburg #1,President,,LIB,Jo Jorgensen,11,4,7,0
Westmoreland,Municipality Of Murrysville - Newlonsburg #2,President,,LIB,Jo Jorgensen,14,9,5,0
Westmoreland,Municipality Of Murrysville - Sardis #1,President,,LIB,Jo Jorgensen,11,7,3,1
Westmoreland,Municipality Of Murrysville - Sardis #2,President,,LIB,Jo Jorgensen,13,6,6,1
Westmoreland,Municipality Of Murrysville - South Murrysville,President,,LIB,Jo Jorgensen,15,5,9,1
Westmoreland,Municipality Of Murrysville - West Murrysville,President,,LIB,Jo Jorgensen,14,8,6,0
Westmoreland,New Alexandria Borough,President,,LIB,Jo Jorgensen,7,0,7,0
Westmoreland,New Florence Borough,President,,LIB,Jo Jorgensen,6,0,6,0
Westmoreland,City Of New Kensington - 2,President,,LIB,Jo Jorgensen,2,0,2,0
Westmoreland,City Of New Kensington - 3-1,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,City Of New Kensington - 3-2,President,,LIB,Jo Jorgensen,6,2,4,0
Westmoreland,City Of New Kensington - 3-3,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,City Of New Kensington - 3-4,President,,LIB,Jo Jorgensen,4,3,1,0
Westmoreland,City Of New Kensington - 4-1,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,City Of New Kensington - 4-2,President,,LIB,Jo Jorgensen,9,2,7,0
Westmoreland,City Of New Kensington - 4-3,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,City Of New Kensington - 4-4,President,,LIB,Jo Jorgensen,11,3,8,0
Westmoreland,City Of New Kensington - 4-5,President,,LIB,Jo Jorgensen,2,0,1,1
Westmoreland,City Of New Kensington - 5,President,,LIB,Jo Jorgensen,3,2,1,0
Westmoreland,City Of New Kensington - 6,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,City Of New Kensington - 7-1,President,,LIB,Jo Jorgensen,5,3,2,0
Westmoreland,City Of New Kensington - 7-2,President,,LIB,Jo Jorgensen,6,0,4,2
Westmoreland,New Stanton Borough,President,,LIB,Jo Jorgensen,18,6,12,0
Westmoreland,North Belle Vernon - #1,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,North Belle Vernon - #2,President,,LIB,Jo Jorgensen,4,2,2,0
Westmoreland,N Huntingdon Township - 1-1,President,,LIB,Jo Jorgensen,10,3,7,0
Westmoreland,N Huntingdon Township - 1-2,President,,LIB,Jo Jorgensen,8,2,6,0
Westmoreland,N Huntingdon Township - 1-3,President,,LIB,Jo Jorgensen,13,2,11,0
Westmoreland,N Huntingdon Township - 1-4,President,,LIB,Jo Jorgensen,6,2,4,0
Westmoreland,N Huntingdon Township - 2-1,President,,LIB,Jo Jorgensen,8,3,5,0
Westmoreland,N Huntingdon Township - 2-2,President,,LIB,Jo Jorgensen,11,3,8,0
Westmoreland,N Huntingdon Township - 2-3,President,,LIB,Jo Jorgensen,3,1,2,0
Westmoreland,N Huntingdon Township - 3-1,President,,LIB,Jo Jorgensen,20,9,11,0
Westmoreland,N Huntingdon Township - 3-2,President,,LIB,Jo Jorgensen,21,4,17,0
Westmoreland,N Huntingdon Township - 4-1,President,,LIB,Jo Jorgensen,13,3,9,1
Westmoreland,N Huntingdon Township - 4-2,President,,LIB,Jo Jorgensen,19,6,13,0
Westmoreland,N Huntingdon Township - 4-3,President,,LIB,Jo Jorgensen,2,0,2,0
Westmoreland,N Huntingdon Township - 4-4,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,N Huntingdon Township - 5-1,President,,LIB,Jo Jorgensen,4,1,3,0
Westmoreland,N Huntingdon Township - 5-2,President,,LIB,Jo Jorgensen,13,1,12,0
Westmoreland,N Huntingdon Township - 5-3,President,,LIB,Jo Jorgensen,11,5,6,0
Westmoreland,N Huntingdon Township - 6-1,President,,LIB,Jo Jorgensen,1,0,1,0
Westmoreland,N Huntingdon Township - 6-2,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,N Huntingdon Township - 6-3,President,,LIB,Jo Jorgensen,11,2,9,0
Westmoreland,N Huntingdon Township - 6-4,President,,LIB,Jo Jorgensen,2,0,1,1
Westmoreland,N Huntingdon Township - 7-1,President,,LIB,Jo Jorgensen,9,2,7,0
Westmoreland,N Huntingdon Township - 7-2,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,N Huntingdon Township - 7-3,President,,LIB,Jo Jorgensen,0,0,0,0
Westmoreland,N Huntingdon Township - 7-4,President,,LIB,Jo Jorgensen,5,2,3,0
Westmoreland,N Irwin Borough,President,,LIB,Jo Jorgensen,7,1,6,0
Westmoreland,Oklahoma Borough,President,,LIB,Jo Jorgensen,5,1,4,0
Westmoreland,Penn Borough,President,,LIB,Jo Jorgensen,3,0,3,0
Westmoreland,Penn Township - 1-1,President,,LIB,Jo Jorgensen,21,4,17,0
Westmoreland,Penn Township - 1-2,President,,LIB,Jo Jorgensen,11,4,7,0
Westmoreland,Penn Township - 2-1,President,,LIB,Jo Jorgensen,11,2,9,0
Westmoreland,Penn Township - 2-2,President,,LIB,Jo Jorgensen,19,8,11,0
Westmoreland,Penn Township - 3-1,President,,LIB,Jo Jorgensen,15,6,9,0
Westmoreland,Penn Township - 3-2,President,,LIB,Jo Jorgensen,13,5,8,0
Westmoreland,Penn Township - 3-3,President,,LIB,Jo Jorgensen,2,0,2,0
Westmoreland,Penn Township - 4-1,President,,LIB,Jo Jorgensen,19,10,8,1
Westmoreland,Penn Township - 4-2,President,,LIB,Jo Jorgensen,9,5,3,1
Westmoreland,Penn Township - 5-1,President,,LIB,Jo Jorgensen,10,7,3,0
Westmoreland,Penn Township - 5-2,President,,LIB,Jo Jorgensen,8,1,7,0
Westmoreland,Penn Township - 5-3,President,,LIB,Jo Jorgensen,6,1,5,0
Westmoreland,Rostraver Township - Collinsburg,President,,LIB,Jo Jorgensen,8,0,8,0
Westmoreland,Rostraver Township - Concord,President,,LIB,Jo Jorgensen,9,2,7,0
Westmoreland,Rostraver Township - Crossroads,President,,LIB,Jo Jorgensen,11,2,9,0
