county,precinct,office,district,party,candidate,votes,election_day,provisional,mail
Mifflin,DERRY - WEST,Auditor General,,,Write-ins,2,1,0,1
Mifflin,DERRY - WEST,State Treasurer,,DEM,JOE TORSELLA,165,75,0,90
Mifflin,DERRY - WEST,State Treasurer,,REP,STACY L GARRITY,518,435,1,82
Mifflin,DERRY - WEST,State Treasurer,,LIB,JOE SOLOSKI,15,12,0,3
Mifflin,DERRY - WEST,State Treasurer,,GRE,TIMOTHY RUNKLE,9,7,0,2
Mifflin,DERRY - WEST,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,DERRY - WEST,U.S. House,12,DEM,LEE GRIFFIN,158,70,0,88
Mifflin,DERRY - WEST,U.S. House,12,REP,FRED KELLER,548,460,1,87
Mifflin,DERRY - WEST,U.S. House,12,,Write-ins,1,0,0,1
Mifflin,DERRY - WEST,State House,82,REP,JOHN HERSHEY,622,494,1,127
Mifflin,DERRY - WEST,State House,82,,Write-ins,14,7,0,7
Mifflin,GRANVILLE - EAST,Registered Voters,,,,1052,,,
Mifflin,GRANVILLE - EAST,Ballots Cast,,,,847,673,9,165
Mifflin,GRANVILLE - EAST,Ballots Cast Blank,,,,0,0,0,0
Mifflin,GRANVILLE - EAST,President,,DEM,Joseph R. Biden,162,76,0,86
Mifflin,GRANVILLE - EAST,President,,REP,Donald J. Trump,672,591,8,73
Mifflin,GRANVILLE - EAST,President,,LIB,Jo Jorgensen,10,5,1,4
Mifflin,GRANVILLE - EAST,President,,,Write-ins,2,0,0,2
Mifflin,GRANVILLE - EAST,Attorney General,,DEM,JOSH SHAPIRO,172,93,0,79
Mifflin,GRANVILLE - EAST,Attorney General,,REP,HEATHER HEIDELBAUGH,642,560,7,75
Mifflin,GRANVILLE - EAST,Attorney General,,LIB,DANIEL WASSMER,9,7,1,1
Mifflin,GRANVILLE - EAST,Attorney General,,GRE,RICHARD L WEISS,6,2,0,4
Mifflin,GRANVILLE - EAST,Attorney General,,,Write-ins,1,0,0,1
Mifflin,GRANVILLE - EAST,Auditor General,,DEM,NINA AHMAD,150,76,0,74
Mifflin,GRANVILLE - EAST,Auditor General,,REP,TIMOTHY DEFOOR,643,562,6,75
Mifflin,GRANVILLE - EAST,Auditor General,,LIB,JENNIFER MOORE,23,14,2,7
Mifflin,GRANVILLE - EAST,Auditor General,,GRE,OLIVIA FAISON,11,7,0,4
Mifflin,GRANVILLE - EAST,Auditor General,,,Write-ins,0,0,0,0
Mifflin,GRANVILLE - EAST,State Treasurer,,DEM,JOE TORSELLA,158,81,0,77
Mifflin,GRANVILLE - EAST,State Treasurer,,REP,STACY L GARRITY,649,566,7,76
Mifflin,GRANVILLE - EAST,State Treasurer,,LIB,JOE SOLOSKI,13,10,0,3
Mifflin,GRANVILLE - EAST,State Treasurer,,GRE,TIMOTHY RUNKLE,11,6,1,4
Mifflin,GRANVILLE - EAST,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,GRANVILLE - EAST,U.S. House,12,DEM,LEE GRIFFIN,159,79,1,79
Mifflin,GRANVILLE - EAST,U.S. House,12,REP,FRED KELLER,668,583,7,78
Mifflin,GRANVILLE - EAST,U.S. House,12,,Write-ins,1,0,0,1
Mifflin,GRANVILLE - EAST,State House,82,REP,JOHN HERSHEY,749,625,8,116
Mifflin,GRANVILLE - EAST,State House,82,,Write-ins,15,5,0,10
Mifflin,GRANVILLE - WEST,Registered Voters,,,,2055,,,
Mifflin,GRANVILLE - WEST,Ballots Cast,,,,1683,1279,10,394
Mifflin,GRANVILLE - WEST,Ballots Cast Blank,,,,0,0,0,0
Mifflin,GRANVILLE - WEST,President,,DEM,Joseph R. Biden,337,133,1,203
Mifflin,GRANVILLE - WEST,President,,REP,Donald J. Trump,1320,1125,9,186
Mifflin,GRANVILLE - WEST,President,,LIB,Jo Jorgensen,18,16,0,2
Mifflin,GRANVILLE - WEST,President,,,Write-ins,4,2,0,2
Mifflin,GRANVILLE - WEST,Attorney General,,DEM,JOSH SHAPIRO,353,157,1,195
Mifflin,GRANVILLE - WEST,Attorney General,,REP,HEATHER HEIDELBAUGH,1273,1087,9,177
Mifflin,GRANVILLE - WEST,Attorney General,,LIB,DANIEL WASSMER,24,17,0,7
Mifflin,GRANVILLE - WEST,Attorney General,,GRE,RICHARD L WEISS,8,5,0,3
Mifflin,GRANVILLE - WEST,Attorney General,,,Write-ins,0,0,0,0
Mifflin,GRANVILLE - WEST,Auditor General,,DEM,NINA AHMAD,300,118,1,181
Mifflin,GRANVILLE - WEST,Auditor General,,REP,TIMOTHY DEFOOR,1269,1082,9,178
Mifflin,GRANVILLE - WEST,Auditor General,,LIB,JENNIFER MOORE,59,47,0,12
Mifflin,GRANVILLE - WEST,Auditor General,,GRE,OLIVIA FAISON,15,11,0,4
Mifflin,GRANVILLE - WEST,Auditor General,,,Write-ins,0,0,0,0
Mifflin,GRANVILLE - WEST,State Treasurer,,DEM,JOE TORSELLA,324,141,1,182
Mifflin,GRANVILLE - WEST,State Treasurer,,REP,STACY L GARRITY,1278,1088,9,181
Mifflin,GRANVILLE - WEST,State Treasurer,,LIB,JOE SOLOSKI,32,23,0,9
Mifflin,GRANVILLE - WEST,State Treasurer,,GRE,TIMOTHY RUNKLE,11,6,0,5
Mifflin,GRANVILLE - WEST,State Treasurer,,,Write-ins,1,1,0,0
Mifflin,GRANVILLE - WEST,U.S. House,12,DEM,LEE GRIFFIN,325,135,1,189
Mifflin,GRANVILLE - WEST,U.S. House,12,REP,FRED KELLER,1328,1127,8,193
Mifflin,GRANVILLE - WEST,U.S. House,12,,Write-ins,5,3,0,2
Mifflin,GRANVILLE - WEST,State House,82,REP,JOHN HERSHEY,1495,1201,10,284
Mifflin,GRANVILLE - WEST,State House,82,,Write-ins,36,19,0,17
Mifflin,JUNIATA TERRACE BORO,Registered Voters,,,,355,,,
Mifflin,JUNIATA TERRACE BORO,Ballots Cast,,,,249,199,1,49
Mifflin,JUNIATA TERRACE BORO,Ballots Cast Blank,,,,0,0,0,0
Mifflin,JUNIATA TERRACE BORO,President,,DEM,Joseph R. Biden,67,35,0,32
Mifflin,JUNIATA TERRACE BORO,President,,REP,Donald J. Trump,176,162,1,13
Mifflin,JUNIATA TERRACE BORO,President,,LIB,Jo Jorgensen,6,2,0,4
Mifflin,JUNIATA TERRACE BORO,President,,,Write-ins,0,0,0,0
Mifflin,JUNIATA TERRACE BORO,Attorney General,,DEM,JOSH SHAPIRO,79,47,0,32
Mifflin,JUNIATA TERRACE BORO,Attorney General,,REP,HEATHER HEIDELBAUGH,158,141,1,16
Mifflin,JUNIATA TERRACE BORO,Attorney General,,LIB,DANIEL WASSMER,6,5,0,1
Mifflin,JUNIATA TERRACE BORO,Attorney General,,GRE,RICHARD L WEISS,4,4,0,0
Mifflin,JUNIATA TERRACE BORO,Attorney General,,,Write-ins,0,0,0,0
Mifflin,JUNIATA TERRACE BORO,Auditor General,,DEM,NINA AHMAD,63,32,0,31
Mifflin,JUNIATA TERRACE BORO,Auditor General,,REP,TIMOTHY DEFOOR,167,150,1,16
Mifflin,JUNIATA TERRACE BORO,Auditor General,,LIB,JENNIFER MOORE,11,9,0,2
Mifflin,JUNIATA TERRACE BORO,Auditor General,,GRE,OLIVIA FAISON,2,2,0,0
Mifflin,JUNIATA TERRACE BORO,Auditor General,,,Write-ins,1,1,0,0
Mifflin,JUNIATA TERRACE BORO,State Treasurer,,DEM,JOE TORSELLA,69,38,0,31
Mifflin,JUNIATA TERRACE BORO,State Treasurer,,REP,STACY L GARRITY,167,148,1,18
Mifflin,JUNIATA TERRACE BORO,State Treasurer,,LIB,JOE SOLOSKI,6,6,0,0
Mifflin,JUNIATA TERRACE BORO,State Treasurer,,GRE,TIMOTHY RUNKLE,3,3,0,0
Mifflin,JUNIATA TERRACE BORO,State Treasurer,,,Write-ins,1,1,0,0
Mifflin,JUNIATA TERRACE BORO,U.S. House,12,DEM,LEE GRIFFIN,71,41,0,30
Mifflin,JUNIATA TERRACE BORO,U.S. House,12,REP,FRED KELLER,175,155,1,19
Mifflin,JUNIATA TERRACE BORO,U.S. House,12,,Write-ins,0,0,0,0
Mifflin,JUNIATA TERRACE BORO,State House,82,REP,JOHN HERSHEY,209,178,1,30
Mifflin,JUNIATA TERRACE BORO,State House,82,,Write-ins,6,2,0,4
Mifflin,KISTLER BORO,Registered Voters,,,,175,,,
Mifflin,KISTLER BORO,Ballots Cast,,,,132,117,0,15
Mifflin,KISTLER BORO,Ballots Cast Blank,,,,0,0,0,0
Mifflin,KISTLER BORO,President,,DEM,Joseph R. Biden,29,19,0,10
Mifflin,KISTLER BORO,President,,REP,Donald J. Trump,101,97,0,4
Mifflin,KISTLER BORO,President,,LIB,Jo Jorgensen,1,1,0,0
Mifflin,KISTLER BORO,President,,,Write-ins,0,0,0,0
Mifflin,KISTLER BORO,Attorney General,,DEM,JOSH SHAPIRO,29,20,0,9
Mifflin,KISTLER BORO,Attorney General,,REP,HEATHER HEIDELBAUGH,95,91,0,4
Mifflin,KISTLER BORO,Attorney General,,LIB,DANIEL WASSMER,1,1,0,0
Mifflin,KISTLER BORO,Attorney General,,GRE,RICHARD L WEISS,2,2,0,0
Mifflin,KISTLER BORO,Attorney General,,,Write-ins,0,0,0,0
Mifflin,KISTLER BORO,Auditor General,,DEM,NINA AHMAD,29,18,0,11
Mifflin,KISTLER BORO,Auditor General,,REP,TIMOTHY DEFOOR,93,91,0,2
Mifflin,KISTLER BORO,Auditor General,,LIB,JENNIFER MOORE,4,4,0,0
Mifflin,KISTLER BORO,Auditor General,,GRE,OLIVIA FAISON,1,1,0,0
Mifflin,KISTLER BORO,Auditor General,,,Write-ins,0,0,0,0
Mifflin,KISTLER BORO,State Treasurer,,DEM,JOE TORSELLA,27,18,0,9
Mifflin,KISTLER BORO,State Treasurer,,REP,STACY L GARRITY,99,95,0,4
Mifflin,KISTLER BORO,State Treasurer,,LIB,JOE SOLOSKI,1,1,0,0
Mifflin,KISTLER BORO,State Treasurer,,GRE,TIMOTHY RUNKLE,0,0,0,0
Mifflin,KISTLER BORO,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,KISTLER BORO,U.S. House,12,DEM,LEE GRIFFIN,28,17,0,11
Mifflin,KISTLER BORO,U.S. House,12,REP,FRED KELLER,100,98,0,2
Mifflin,KISTLER BORO,U.S. House,12,,Write-ins,0,0,0,0
Mifflin,KISTLER BORO,State House,81,DEM,IAN M KIDD,31,20,0,11
Mifflin,KISTLER BORO,State House,81,REP,RICH IRVIN,97,94,0,3
Mifflin,KISTLER BORO,State House,81,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN WEST,Registered Voters,,,,1027,,,
Mifflin,LEWISTOWN WEST,Ballots Cast,,,,713,526,7,180
Mifflin,LEWISTOWN WEST,Ballots Cast Blank,,,,0,0,0,0
Mifflin,LEWISTOWN WEST,President,,DEM,Joseph R. Biden,209,104,3,102
Mifflin,LEWISTOWN WEST,President,,REP,Donald J. Trump,490,413,4,73
Mifflin,LEWISTOWN WEST,President,,LIB,Jo Jorgensen,11,8,0,3
Mifflin,LEWISTOWN WEST,President,,,Write-ins,1,1,0,0
Mifflin,LEWISTOWN WEST,Attorney General,,DEM,JOSH SHAPIRO,211,109,4,98
Mifflin,LEWISTOWN WEST,Attorney General,,REP,HEATHER HEIDELBAUGH,465,389,2,74
Mifflin,LEWISTOWN WEST,Attorney General,,LIB,DANIEL WASSMER,25,18,0,7
Mifflin,LEWISTOWN WEST,Attorney General,,GRE,RICHARD L WEISS,1,1,0,0
Mifflin,LEWISTOWN WEST,Attorney General,,,Write-ins,1,1,0,0
Mifflin,LEWISTOWN WEST,Auditor General,,DEM,NINA AHMAD,179,83,3,93
Mifflin,LEWISTOWN WEST,Auditor General,,REP,TIMOTHY DEFOOR,475,400,3,72
Mifflin,LEWISTOWN WEST,Auditor General,,LIB,JENNIFER MOORE,37,27,0,10
Mifflin,LEWISTOWN WEST,Auditor General,,GRE,OLIVIA FAISON,5,4,0,1
Mifflin,LEWISTOWN WEST,Auditor General,,,Write-ins,1,1,0,0
Mifflin,LEWISTOWN WEST,State Treasurer,,DEM,JOE TORSELLA,190,96,3,91
Mifflin,LEWISTOWN WEST,State Treasurer,,REP,STACY L GARRITY,474,394,3,77
Mifflin,LEWISTOWN WEST,State Treasurer,,LIB,JOE SOLOSKI,25,18,0,7
Mifflin,LEWISTOWN WEST,State Treasurer,,GRE,TIMOTHY RUNKLE,9,6,0,3
Mifflin,LEWISTOWN WEST,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN WEST,U.S. House,12,DEM,LEE GRIFFIN,193,97,3,93
Mifflin,LEWISTOWN WEST,U.S. House,12,REP,FRED KELLER,500,411,3,86
Mifflin,LEWISTOWN WEST,U.S. House,12,,Write-ins,1,1,0,0
Mifflin,LEWISTOWN WEST,State House,82,REP,JOHN HERSHEY,596,464,4,128
Mifflin,LEWISTOWN WEST,State House,82,,Write-ins,26,11,0,15
Mifflin,LEWISTOWN CENTRAL,Registered Voters,,,,1075,,,
Mifflin,LEWISTOWN CENTRAL,Ballots Cast,,,,685,446,6,233
Mifflin,LEWISTOWN CENTRAL,Ballots Cast Blank,,,,0,0,0,0
Mifflin,LEWISTOWN CENTRAL,President,,DEM,Joseph R. Biden,248,101,3,144
Mifflin,LEWISTOWN CENTRAL,President,,REP,Donald J. Trump,413,334,2,77
Mifflin,LEWISTOWN CENTRAL,President,,LIB,Jo Jorgensen,12,7,0,5
Mifflin,LEWISTOWN CENTRAL,President,,,Write-ins,7,3,1,3
Mifflin,LEWISTOWN CENTRAL,Attorney General,,DEM,JOSH SHAPIRO,254,108,3,143
Mifflin,LEWISTOWN CENTRAL,Attorney General,,REP,HEATHER HEIDELBAUGH,385,310,1,74
Mifflin,LEWISTOWN CENTRAL,Attorney General,,LIB,DANIEL WASSMER,20,13,0,7
Mifflin,LEWISTOWN CENTRAL,Attorney General,,GRE,RICHARD L WEISS,8,3,0,5
Mifflin,LEWISTOWN CENTRAL,Attorney General,,,Write-ins,1,0,1,0
Mifflin,LEWISTOWN CENTRAL,Auditor General,,DEM,NINA AHMAD,225,88,2,135
Mifflin,LEWISTOWN CENTRAL,Auditor General,,REP,TIMOTHY DEFOOR,387,310,1,76
Mifflin,LEWISTOWN CENTRAL,Auditor General,,LIB,JENNIFER MOORE,39,25,0,14
Mifflin,LEWISTOWN CENTRAL,Auditor General,,GRE,OLIVIA FAISON,6,4,0,2
Mifflin,LEWISTOWN CENTRAL,Auditor General,,,Write-ins,1,0,1,0
Mifflin,LEWISTOWN CENTRAL,State Treasurer,,DEM,JOE TORSELLA,234,91,2,141
Mifflin,LEWISTOWN CENTRAL,State Treasurer,,REP,STACY L GARRITY,397,320,1,76
Mifflin,LEWISTOWN CENTRAL,State Treasurer,,LIB,JOE SOLOSKI,20,12,0,8
Mifflin,LEWISTOWN CENTRAL,State Treasurer,,GRE,TIMOTHY RUNKLE,9,7,0,2
Mifflin,LEWISTOWN CENTRAL,State Treasurer,,,Write-ins,1,0,1,0
Mifflin,LEWISTOWN CENTRAL,U.S. House,12,DEM,LEE GRIFFIN,241,96,2,143
Mifflin,LEWISTOWN CENTRAL,U.S. House,12,REP,FRED KELLER,424,337,1,86
Mifflin,LEWISTOWN CENTRAL,U.S. House,12,,Write-ins,1,0,1,0
Mifflin,LEWISTOWN CENTRAL,State House,82,REP,JOHN HERSHEY,537,385,1,151
Mifflin,LEWISTOWN CENTRAL,State House,82,,Write-ins,36,12,1,23
Mifflin,LEWISTOWN NORTH,Registered Voters,,,,1263,,,
Mifflin,LEWISTOWN NORTH,Ballots Cast,,,,870,662,17,191
Mifflin,LEWISTOWN NORTH,Ballots Cast Blank,,,,1,1,0,0
Mifflin,LEWISTOWN NORTH,President,,DEM,Joseph R. Biden,241,126,6,109
Mifflin,LEWISTOWN NORTH,President,,REP,Donald J. Trump,616,527,11,78
Mifflin,LEWISTOWN NORTH,President,,LIB,Jo Jorgensen,8,6,0,2
Mifflin,LEWISTOWN NORTH,President,,,Write-ins,2,1,0,1
Mifflin,LEWISTOWN NORTH,Attorney General,,DEM,JOSH SHAPIRO,257,138,8,111
Mifflin,LEWISTOWN NORTH,Attorney General,,REP,HEATHER HEIDELBAUGH,570,491,8,71
Mifflin,LEWISTOWN NORTH,Attorney General,,LIB,DANIEL WASSMER,22,18,0,4
Mifflin,LEWISTOWN NORTH,Attorney General,,GRE,RICHARD L WEISS,11,7,0,4
Mifflin,LEWISTOWN NORTH,Attorney General,,,Write-ins,1,1,0,0
Mifflin,LEWISTOWN NORTH,Auditor General,,DEM,NINA AHMAD,218,116,4,98
Mifflin,LEWISTOWN NORTH,Auditor General,,REP,TIMOTHY DEFOOR,581,490,11,80
Mifflin,LEWISTOWN NORTH,Auditor General,,LIB,JENNIFER MOORE,42,35,1,6
Mifflin,LEWISTOWN NORTH,Auditor General,,GRE,OLIVIA FAISON,12,7,0,5
Mifflin,LEWISTOWN NORTH,Auditor General,,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN NORTH,State Treasurer,,DEM,JOE TORSELLA,229,120,5,104
Mifflin,LEWISTOWN NORTH,State Treasurer,,REP,STACY L GARRITY,587,501,10,76
Mifflin,LEWISTOWN NORTH,State Treasurer,,LIB,JOE SOLOSKI,28,24,1,3
Mifflin,LEWISTOWN NORTH,State Treasurer,,GRE,TIMOTHY RUNKLE,12,6,0,6
Mifflin,LEWISTOWN NORTH,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN NORTH,U.S. House,12,DEM,LEE GRIFFIN,244,134,6,104
Mifflin,LEWISTOWN NORTH,U.S. House,12,REP,FRED KELLER,612,517,10,85
Mifflin,LEWISTOWN NORTH,U.S. House,12,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN NORTH,State House,82,REP,JOHN HERSHEY,761,598,13,150
Mifflin,LEWISTOWN NORTH,State House,82,,Write-ins,24,12,1,11
Mifflin,LEWISTOWN SOUTH,Registered Voters,,,,1380,,,
Mifflin,LEWISTOWN SOUTH,Ballots Cast,,,,1013,732,1,280
Mifflin,LEWISTOWN SOUTH,Ballots Cast Blank,,,,0,0,0,0
Mifflin,LEWISTOWN SOUTH,President,,DEM,Joseph R. Biden,286,119,1,166
Mifflin,LEWISTOWN SOUTH,President,,REP,Donald J. Trump,704,595,0,109
Mifflin,LEWISTOWN SOUTH,President,,LIB,Jo Jorgensen,15,13,0,2
Mifflin,LEWISTOWN SOUTH,President,,,Write-ins,5,3,0,2
Mifflin,LEWISTOWN SOUTH,Attorney General,,DEM,JOSH SHAPIRO,298,139,1,158
Mifflin,LEWISTOWN SOUTH,Attorney General,,REP,HEATHER HEIDELBAUGH,651,545,0,106
Mifflin,LEWISTOWN SOUTH,Attorney General,,LIB,DANIEL WASSMER,28,23,0,5
Mifflin,LEWISTOWN SOUTH,Attorney General,,GRE,RICHARD L WEISS,9,5,0,4
Mifflin,LEWISTOWN SOUTH,Attorney General,,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN SOUTH,Auditor General,,DEM,NINA AHMAD,241,98,1,142
Mifflin,LEWISTOWN SOUTH,Auditor General,,REP,TIMOTHY DEFOOR,679,561,0,118
Mifflin,LEWISTOWN SOUTH,Auditor General,,LIB,JENNIFER MOORE,44,35,0,9
Mifflin,LEWISTOWN SOUTH,Auditor General,,GRE,OLIVIA FAISON,16,12,0,4
Mifflin,LEWISTOWN SOUTH,Auditor General,,,Write-ins,1,1,0,0
Mifflin,LEWISTOWN SOUTH,State Treasurer,,DEM,JOE TORSELLA,262,111,1,150
Mifflin,LEWISTOWN SOUTH,State Treasurer,,REP,STACY L GARRITY,673,559,0,114
Mifflin,LEWISTOWN SOUTH,State Treasurer,,LIB,JOE SOLOSKI,32,26,0,6
Mifflin,LEWISTOWN SOUTH,State Treasurer,,GRE,TIMOTHY RUNKLE,18,14,0,4
Mifflin,LEWISTOWN SOUTH,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN SOUTH,U.S. House,12,DEM,LEE GRIFFIN,266,116,1,149
Mifflin,LEWISTOWN SOUTH,U.S. House,12,REP,FRED KELLER,723,597,0,126
Mifflin,LEWISTOWN SOUTH,U.S. House,12,,Write-ins,0,0,0,0
Mifflin,LEWISTOWN SOUTH,State House,82,REP,JOHN HERSHEY,849,662,1,186
Mifflin,LEWISTOWN SOUTH,State House,82,,Write-ins,28,12,0,16
Mifflin,MCVEYTOWN BORO,Registered Voters,,,,232,,,
Mifflin,MCVEYTOWN BORO,Ballots Cast,,,,190,162,0,28
Mifflin,MCVEYTOWN BORO,Ballots Cast Blank,,,,0,0,0,0
Mifflin,MCVEYTOWN BORO,President,,DEM,Joseph R. Biden,43,27,0,16
Mifflin,MCVEYTOWN BORO,President,,REP,Donald J. Trump,142,132,0,10
Mifflin,MCVEYTOWN BORO,President,,LIB,Jo Jorgensen,5,3,0,2
Mifflin,MCVEYTOWN BORO,President,,,Write-ins,0,0,0,0
Mifflin,MCVEYTOWN BORO,Attorney General,,DEM,JOSH SHAPIRO,47,32,0,15
Mifflin,MCVEYTOWN BORO,Attorney General,,REP,HEATHER HEIDELBAUGH,137,125,0,12
Mifflin,MCVEYTOWN BORO,Attorney General,,LIB,DANIEL WASSMER,1,1,0,0
Mifflin,MCVEYTOWN BORO,Attorney General,,GRE,RICHARD L WEISS,1,0,0,1
Mifflin,MCVEYTOWN BORO,Attorney General,,,Write-ins,0,0,0,0
Mifflin,MCVEYTOWN BORO,Auditor General,,DEM,NINA AHMAD,35,21,0,14
Mifflin,MCVEYTOWN BORO,Auditor General,,REP,TIMOTHY DEFOOR,140,130,0,10
Mifflin,MCVEYTOWN BORO,Auditor General,,LIB,JENNIFER MOORE,8,5,0,3
Mifflin,MCVEYTOWN BORO,Auditor General,,GRE,OLIVIA FAISON,2,1,0,1
Mifflin,MCVEYTOWN BORO,Auditor General,,,Write-ins,0,0,0,0
Mifflin,MCVEYTOWN BORO,State Treasurer,,DEM,JOE TORSELLA,34,22,0,12
Mifflin,MCVEYTOWN BORO,State Treasurer,,REP,STACY L GARRITY,142,128,0,14
Mifflin,MCVEYTOWN BORO,State Treasurer,,LIB,JOE SOLOSKI,2,2,0,0
Mifflin,MCVEYTOWN BORO,State Treasurer,,GRE,TIMOTHY RUNKLE,8,6,0,2
Mifflin,MCVEYTOWN BORO,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,MCVEYTOWN BORO,U.S. House,12,DEM,LEE GRIFFIN,35,23,0,12
Mifflin,MCVEYTOWN BORO,U.S. House,12,REP,FRED KELLER,151,135,0,16
Mifflin,MCVEYTOWN BORO,U.S. House,12,,Write-ins,0,0,0,0
Mifflin,MCVEYTOWN BORO,State House,82,REP,JOHN HERSHEY,172,149,0,23
Mifflin,MCVEYTOWN BORO,State House,82,,Write-ins,5,3,0,2
Mifflin,MENNO,Registered Voters,,,,459,,,
Mifflin,MENNO,Ballots Cast,,,,394,351,3,40
Mifflin,MENNO,Ballots Cast Blank,,,,0,0,0,0
Mifflin,MENNO,President,,DEM,Joseph R. Biden,37,20,1,16
Mifflin,MENNO,President,,REP,Donald J. Trump,352,328,1,23
Mifflin,MENNO,President,,LIB,Jo Jorgensen,2,1,1,0
Mifflin,MENNO,President,,,Write-ins,1,1,0,0
Mifflin,MENNO,Attorney General,,DEM,JOSH SHAPIRO,38,23,1,14
Mifflin,MENNO,Attorney General,,REP,HEATHER HEIDELBAUGH,341,314,1,26
Mifflin,MENNO,Attorney General,,LIB,DANIEL WASSMER,7,6,1,0
Mifflin,MENNO,Attorney General,,GRE,RICHARD L WEISS,1,1,0,0
Mifflin,MENNO,Attorney General,,,Write-ins,0,0,0,0
Mifflin,MENNO,Auditor General,,DEM,NINA AHMAD,30,15,1,14
Mifflin,MENNO,Auditor General,,REP,TIMOTHY DEFOOR,343,316,1,26
Mifflin,MENNO,Auditor General,,LIB,JENNIFER MOORE,9,8,1,0
Mifflin,MENNO,Auditor General,,GRE,OLIVIA FAISON,1,1,0,0
Mifflin,MENNO,Auditor General,,,Write-ins,0,0,0,0
Mifflin,MENNO,State Treasurer,,DEM,JOE TORSELLA,35,20,1,14
Mifflin,MENNO,State Treasurer,,REP,STACY L GARRITY,344,317,1,26
Mifflin,MENNO,State Treasurer,,LIB,JOE SOLOSKI,4,3,1,0
Mifflin,MENNO,State Treasurer,,GRE,TIMOTHY RUNKLE,2,2,0,0
Mifflin,MENNO,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,MENNO,U.S. House,12,DEM,LEE GRIFFIN,31,16,1,14
Mifflin,MENNO,U.S. House,12,REP,FRED KELLER,357,329,2,26
Mifflin,MENNO,U.S. House,12,,Write-ins,1,1,0,0
Mifflin,MENNO,State House,82,REP,JOHN HERSHEY,370,336,2,32
Mifflin,MENNO,State House,82,,Write-ins,2,0,0,2
Mifflin,NEWTON HAMILTON BORO,Registered Voters,,,,105,,,
Mifflin,NEWTON HAMILTON BORO,Ballots Cast,,,,75,66,1,8
Mifflin,NEWTON HAMILTON BORO,Ballots Cast Blank,,,,0,0,0,0
Mifflin,NEWTON HAMILTON BORO,President,,DEM,Joseph R. Biden,7,6,0,1
Mifflin,NEWTON HAMILTON BORO,President,,REP,Donald J. Trump,68,60,1,7
Mifflin,NEWTON HAMILTON BORO,President,,LIB,Jo Jorgensen,0,0,0,0
Mifflin,NEWTON HAMILTON BORO,President,,,Write-ins,0,0,0,0
Mifflin,NEWTON HAMILTON BORO,Attorney General,,DEM,JOSH SHAPIRO,12,9,1,2
Mifflin,NEWTON HAMILTON BORO,Attorney General,,REP,HEATHER HEIDELBAUGH,59,53,0,6
Mifflin,NEWTON HAMILTON BORO,Attorney General,,LIB,DANIEL WASSMER,1,1,0,0
Mifflin,NEWTON HAMILTON BORO,Attorney General,,GRE,RICHARD L WEISS,3,3,0,0
Mifflin,NEWTON HAMILTON BORO,Attorney General,,,Write-ins,0,0,0,0
Mifflin,NEWTON HAMILTON BORO,Auditor General,,DEM,NINA AHMAD,7,6,1,0
Mifflin,NEWTON HAMILTON BORO,Auditor General,,REP,TIMOTHY DEFOOR,62,55,0,7
Mifflin,NEWTON HAMILTON BORO,Auditor General,,LIB,JENNIFER MOORE,5,4,0,1
Mifflin,NEWTON HAMILTON BORO,Auditor General,,GRE,OLIVIA FAISON,1,1,0,0
Mifflin,NEWTON HAMILTON BORO,Auditor General,,,Write-ins,0,0,0,0
Mifflin,NEWTON HAMILTON BORO,State Treasurer,,DEM,JOE TORSELLA,6,5,1,0
Mifflin,NEWTON HAMILTON BORO,State Treasurer,,REP,STACY L GARRITY,64,57,0,7
Mifflin,NEWTON HAMILTON BORO,State Treasurer,,LIB,JOE SOLOSKI,3,2,0,1
Mifflin,NEWTON HAMILTON BORO,State Treasurer,,GRE,TIMOTHY RUNKLE,2,2,0,0
Mifflin,NEWTON HAMILTON BORO,State Treasurer,,,Write-ins,0,0,0,0
Mifflin,NEWTON HAMILTON BORO,U.S. House,12,DEM,LEE GRIFFIN,7,5,1,1
Mifflin,NEWTON HAMILTON BORO,U.S. House,12,REP,FRED KELLER,68,61,0,7
Mifflin,NEWTON HAMILTON BORO,U.S. House,12,,Write-ins,0,0,0,0
Mifflin,NEWTON HAMILTON BORO,State House,81,DEM,IAN M KIDD,12,10,1,1
Mifflin,NEWTON HAMILTON BORO,State House,81,REP,RICH IRVIN,61,54,0,7
Mifflin,NEWTON HAMILTON BORO,State House,81,,Write-ins,0,0,0,0
Mifflin,OLIVER,Registered Voters,,,,1233,,,
Mifflin,OLIVER,Ballots Cast,,,,1056,867,8,181
Mifflin,OLIVER,Ballots Cast Blank,,,,0,0,0,0
Mifflin,OLIVER,President,,DEM,Joseph R. Biden,150,68,2,80
