county,precinct,office,district,party,candidate,election_day,absentee,provisional,military,votes
Washington,CHARLEROI 2,Attorney General,,DEM,Josh Shapiro,46,46,0,0,92
Washington,CHARLEROI 2,Attorney General,,DEM,Write-In,0,1,0,0,1
Washington,CHARLEROI 2,Auditor General,,DEM,H Scott Conklin,4,4,0,0,8
Washington,CHARLEROI 2,Auditor General,,DEM,Michael Lamb,40,35,0,0,75
Washington,CHARLEROI 2,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Washington,CHARLEROI 2,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,0,2
Washington,CHARLEROI 2,Auditor General,,DEM,Nina Ahmad,3,9,0,0,12
Washington,CHARLEROI 2,Auditor General,,DEM,Christina M Hartman,7,3,0,0,10
Washington,CHARLEROI 2,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 2,State Treasurer,,DEM,Joe Torsella,44,46,0,0,90
Washington,CHARLEROI 2,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 2,U.S. House,14,DEM,Bill Marx,43,46,0,0,89
Washington,CHARLEROI 2,U.S. House,14,DEM,Write-In,1,0,0,0,1
Washington,CHARLEROI 2,General Assembly,49,DEM,Randy J Barli,50,44,0,0,94
Washington,CHARLEROI 2,General Assembly,49,DEM,Write-In,2,3,0,0,5
Washington,CHARLEROI 2,President,,REP,Donald J Trump,64,10,0,0,74
Washington,CHARLEROI 2,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Washington,CHARLEROI 2,President,,REP,Bill Weld,1,0,0,0,1
Washington,CHARLEROI 2,President,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 2,Attorney General,,REP,Heather Heidelbaugh,53,10,0,0,63
Washington,CHARLEROI 2,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 2,Auditor General,,REP,Timothy Defoor,53,11,0,0,64
Washington,CHARLEROI 2,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 2,State Treasurer,,REP,Stacy L Garrity,51,11,0,0,62
Washington,CHARLEROI 2,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 2,U.S. House,14,REP,Guy Reschenthaler,59,10,0,0,69
Washington,CHARLEROI 2,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 2,General Assembly,49,REP,Bud Cook,35,9,0,0,44
Washington,CHARLEROI 2,General Assembly,49,REP,Tony Bottino,30,2,0,0,32
Washington,CHARLEROI 2,General Assembly,49,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,Registered Voters,,,,,,,,469
Washington,CHARLEROI 3,Registered Voters,,DEM,,,,,,326
Washington,CHARLEROI 3,Registered Voters,,REP,,,,,,143
Washington,CHARLEROI 3,Ballots Cast,,,,99,83,0,0,182
Washington,CHARLEROI 3,Ballots Cast,,DEM,,58,69,0,0,127
Washington,CHARLEROI 3,Ballots Cast,,REP,,41,14,0,0,55
Washington,CHARLEROI 3,President,,DEM,Bernie Sanders,7,10,0,0,17
Washington,CHARLEROI 3,President,,DEM,Joseph R Biden,34,52,0,0,86
Washington,CHARLEROI 3,President,,DEM,Tulsi Gabbard,3,2,0,0,5
Washington,CHARLEROI 3,President,,DEM,Write-In,6,2,0,0,8
Washington,CHARLEROI 3,Attorney General,,DEM,Josh Shapiro,52,58,0,0,110
Washington,CHARLEROI 3,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,Auditor General,,DEM,H Scott Conklin,1,1,0,0,2
Washington,CHARLEROI 3,Auditor General,,DEM,Michael Lamb,42,52,0,0,94
Washington,CHARLEROI 3,Auditor General,,DEM,Tracie Fountain,2,3,0,0,5
Washington,CHARLEROI 3,Auditor General,,DEM,Rose Rosie Marie Davis,0,1,0,0,1
Washington,CHARLEROI 3,Auditor General,,DEM,Nina Ahmad,5,3,0,0,8
Washington,CHARLEROI 3,Auditor General,,DEM,Christina M Hartman,2,0,0,0,2
Washington,CHARLEROI 3,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,State Treasurer,,DEM,Joe Torsella,49,56,0,0,105
Washington,CHARLEROI 3,State Treasurer,,DEM,Write-In,0,2,0,0,2
Washington,CHARLEROI 3,U.S. House,14,DEM,Bill Marx,48,54,0,0,102
Washington,CHARLEROI 3,U.S. House,14,DEM,Write-In,1,1,0,0,2
Washington,CHARLEROI 3,General Assembly,49,DEM,Randy J Barli,48,58,0,0,106
Washington,CHARLEROI 3,General Assembly,49,DEM,Write-In,2,1,0,0,3
Washington,CHARLEROI 3,President,,REP,Donald J Trump,40,13,0,0,53
Washington,CHARLEROI 3,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Washington,CHARLEROI 3,President,,REP,Bill Weld,0,0,0,0,0
Washington,CHARLEROI 3,President,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,Attorney General,,REP,Heather Heidelbaugh,33,12,0,0,45
Washington,CHARLEROI 3,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,Auditor General,,REP,Timothy Defoor,33,11,0,0,44
Washington,CHARLEROI 3,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,State Treasurer,,REP,Stacy L Garrity,34,11,0,0,45
Washington,CHARLEROI 3,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,U.S. House,14,REP,Guy Reschenthaler,39,11,0,0,50
Washington,CHARLEROI 3,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 3,General Assembly,49,REP,Bud Cook,23,9,0,0,32
Washington,CHARLEROI 3,General Assembly,49,REP,Tony Bottino,17,5,0,0,22
Washington,CHARLEROI 3,General Assembly,49,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,Registered Voters,,,,,,,,467
Washington,CHARLEROI 4,Registered Voters,,DEM,,,,,,342
Washington,CHARLEROI 4,Registered Voters,,REP,,,,,,125
Washington,CHARLEROI 4,Ballots Cast,,,,52,55,2,0,109
Washington,CHARLEROI 4,Ballots Cast,,DEM,,28,42,2,0,72
Washington,CHARLEROI 4,Ballots Cast,,REP,,24,13,0,0,37
Washington,CHARLEROI 4,President,,DEM,Bernie Sanders,5,5,1,0,11
Washington,CHARLEROI 4,President,,DEM,Joseph R Biden,14,32,1,0,47
Washington,CHARLEROI 4,President,,DEM,Tulsi Gabbard,1,2,0,0,3
Washington,CHARLEROI 4,President,,DEM,Write-In,6,1,0,0,7
Washington,CHARLEROI 4,Attorney General,,DEM,Josh Shapiro,22,36,2,0,60
Washington,CHARLEROI 4,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,Auditor General,,DEM,H Scott Conklin,2,1,0,0,3
Washington,CHARLEROI 4,Auditor General,,DEM,Michael Lamb,15,27,1,0,43
Washington,CHARLEROI 4,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Washington,CHARLEROI 4,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,0,2
Washington,CHARLEROI 4,Auditor General,,DEM,Nina Ahmad,2,5,1,0,8
Washington,CHARLEROI 4,Auditor General,,DEM,Christina M Hartman,3,5,0,0,8
Washington,CHARLEROI 4,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,State Treasurer,,DEM,Joe Torsella,21,37,2,0,60
Washington,CHARLEROI 4,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,U.S. House,14,DEM,Bill Marx,22,38,2,0,62
Washington,CHARLEROI 4,U.S. House,14,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,General Assembly,49,DEM,Randy J Barli,24,40,2,0,66
Washington,CHARLEROI 4,General Assembly,49,DEM,Write-In,2,0,0,0,2
Washington,CHARLEROI 4,President,,REP,Donald J Trump,22,11,0,0,33
Washington,CHARLEROI 4,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,CHARLEROI 4,President,,REP,Bill Weld,1,0,0,0,1
Washington,CHARLEROI 4,President,,REP,Write-In,1,0,0,0,1
Washington,CHARLEROI 4,Attorney General,,REP,Heather Heidelbaugh,20,6,0,0,26
Washington,CHARLEROI 4,Attorney General,,REP,Write-In,0,1,0,0,1
Washington,CHARLEROI 4,Auditor General,,REP,Timothy Defoor,21,7,0,0,28
Washington,CHARLEROI 4,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,State Treasurer,,REP,Stacy L Garrity,20,7,0,0,27
Washington,CHARLEROI 4,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,U.S. House,14,REP,Guy Reschenthaler,23,12,0,0,35
Washington,CHARLEROI 4,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 4,General Assembly,49,REP,Bud Cook,16,7,0,0,23
Washington,CHARLEROI 4,General Assembly,49,REP,Tony Bottino,8,5,0,0,13
Washington,CHARLEROI 4,General Assembly,49,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,Registered Voters,,,,,,,,373
Washington,CHARLEROI 6,Registered Voters,,DEM,,,,,,249
Washington,CHARLEROI 6,Registered Voters,,REP,,,,,,124
Washington,CHARLEROI 6,Ballots Cast,,,,52,36,0,0,88
Washington,CHARLEROI 6,Ballots Cast,,DEM,,29,28,0,0,57
Washington,CHARLEROI 6,Ballots Cast,,REP,,23,8,0,0,31
Washington,CHARLEROI 6,President,,DEM,Bernie Sanders,1,2,0,0,3
Washington,CHARLEROI 6,President,,DEM,Joseph R Biden,16,26,0,0,42
Washington,CHARLEROI 6,President,,DEM,Tulsi Gabbard,4,0,0,0,4
Washington,CHARLEROI 6,President,,DEM,Write-In,4,0,0,0,4
Washington,CHARLEROI 6,Attorney General,,DEM,Josh Shapiro,26,27,0,0,53
Washington,CHARLEROI 6,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,Auditor General,,DEM,H Scott Conklin,1,0,0,0,1
Washington,CHARLEROI 6,Auditor General,,DEM,Michael Lamb,21,24,0,0,45
Washington,CHARLEROI 6,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Washington,CHARLEROI 6,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,0,2
Washington,CHARLEROI 6,Auditor General,,DEM,Nina Ahmad,1,3,0,0,4
Washington,CHARLEROI 6,Auditor General,,DEM,Christina M Hartman,3,0,0,0,3
Washington,CHARLEROI 6,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,State Treasurer,,DEM,Joe Torsella,26,26,0,0,52
Washington,CHARLEROI 6,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,U.S. House,14,DEM,Bill Marx,25,27,0,0,52
Washington,CHARLEROI 6,U.S. House,14,DEM,Write-In,1,0,0,0,1
Washington,CHARLEROI 6,General Assembly,49,DEM,Randy J Barli,23,27,0,0,50
Washington,CHARLEROI 6,General Assembly,49,DEM,Write-In,1,0,0,0,1
Washington,CHARLEROI 6,President,,REP,Donald J Trump,22,8,0,0,30
Washington,CHARLEROI 6,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,CHARLEROI 6,President,,REP,Bill Weld,0,0,0,0,0
Washington,CHARLEROI 6,President,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,Attorney General,,REP,Heather Heidelbaugh,19,8,0,0,27
Washington,CHARLEROI 6,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,Auditor General,,REP,Timothy Defoor,20,8,0,0,28
Washington,CHARLEROI 6,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,State Treasurer,,REP,Stacy L Garrity,20,8,0,0,28
Washington,CHARLEROI 6,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,U.S. House,14,REP,Guy Reschenthaler,20,7,0,0,27
Washington,CHARLEROI 6,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,CHARLEROI 6,General Assembly,49,REP,Bud Cook,12,5,0,0,17
Washington,CHARLEROI 6,General Assembly,49,REP,Tony Bottino,11,3,0,0,14
Washington,CHARLEROI 6,General Assembly,49,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 1,Registered Voters,,,,,,,,301
Washington,CHARTIERS 1,Registered Voters,,DEM,,,,,,121
Washington,CHARTIERS 1,Registered Voters,,REP,,,,,,180
Washington,CHARTIERS 1,Ballots Cast,,,,56,49,0,0,105
Washington,CHARTIERS 1,Ballots Cast,,DEM,,10,33,0,0,43
Washington,CHARTIERS 1,Ballots Cast,,REP,,46,16,0,0,62
Washington,CHARTIERS 1,President,,DEM,Bernie Sanders,2,2,0,0,4
Washington,CHARTIERS 1,President,,DEM,Joseph R Biden,7,30,0,0,37
Washington,CHARTIERS 1,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Washington,CHARTIERS 1,President,,DEM,Write-In,0,1,0,0,1
Washington,CHARTIERS 1,Attorney General,,DEM,Josh Shapiro,6,27,0,0,33
Washington,CHARTIERS 1,Attorney General,,DEM,Write-In,0,2,0,0,2
Washington,CHARTIERS 1,Auditor General,,DEM,H Scott Conklin,0,1,0,0,1
Washington,CHARTIERS 1,Auditor General,,DEM,Michael Lamb,5,20,0,0,25
Washington,CHARTIERS 1,Auditor General,,DEM,Tracie Fountain,0,0,0,0,0
Washington,CHARTIERS 1,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0,0
Washington,CHARTIERS 1,Auditor General,,DEM,Nina Ahmad,3,9,0,0,12
Washington,CHARTIERS 1,Auditor General,,DEM,Christina M Hartman,0,2,0,0,2
Washington,CHARTIERS 1,Auditor General,,DEM,Write-In,1,0,0,0,1
Washington,CHARTIERS 1,State Treasurer,,DEM,Joe Torsella,8,26,0,0,34
Washington,CHARTIERS 1,State Treasurer,,DEM,Write-In,0,2,0,0,2
Washington,CHARTIERS 1,U.S. House,14,DEM,Bill Marx,8,28,0,0,36
Washington,CHARTIERS 1,U.S. House,14,DEM,Write-In,0,0,0,0,0
Washington,CHARTIERS 1,General Assembly,48,DEM,Harlan Shober,8,28,0,0,36
Washington,CHARTIERS 1,General Assembly,48,DEM,Write-In,0,1,0,0,1
Washington,CHARTIERS 1,President,,REP,Donald J Trump,45,14,0,0,59
Washington,CHARTIERS 1,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,CHARTIERS 1,President,,REP,Bill Weld,1,1,0,0,2
Washington,CHARTIERS 1,President,,REP,Write-In,0,1,0,0,1
Washington,CHARTIERS 1,Attorney General,,REP,Heather Heidelbaugh,39,13,0,0,52
Washington,CHARTIERS 1,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 1,Auditor General,,REP,Timothy Defoor,39,13,0,0,52
Washington,CHARTIERS 1,Auditor General,,REP,Write-In,0,1,0,0,1
Washington,CHARTIERS 1,State Treasurer,,REP,Stacy L Garrity,40,14,0,0,54
Washington,CHARTIERS 1,State Treasurer,,REP,Write-In,1,0,0,0,1
Washington,CHARTIERS 1,U.S. House,14,REP,Guy Reschenthaler,44,13,0,0,57
Washington,CHARTIERS 1,U.S. House,14,REP,Write-In,2,1,0,0,3
Washington,CHARTIERS 1,General Assembly,48,REP,Tim O'Neal,43,15,0,0,58
Washington,CHARTIERS 1,General Assembly,48,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 2,Registered Voters,,,,,,,,824
Washington,CHARTIERS 2,Registered Voters,,DEM,,,,,,495
Washington,CHARTIERS 2,Registered Voters,,REP,,,,,,329
Washington,CHARTIERS 2,Ballots Cast,,,,160,160,0,0,320
Washington,CHARTIERS 2,Ballots Cast,,DEM,,76,118,0,0,194
Washington,CHARTIERS 2,Ballots Cast,,REP,,84,42,0,0,126
Washington,CHARTIERS 2,President,,DEM,Bernie Sanders,14,14,0,0,28
Washington,CHARTIERS 2,President,,DEM,Joseph R Biden,49,94,0,0,143
Washington,CHARTIERS 2,President,,DEM,Tulsi Gabbard,7,7,0,0,14
Washington,CHARTIERS 2,President,,DEM,Write-In,5,1,0,0,6
Washington,CHARTIERS 2,Attorney General,,DEM,Josh Shapiro,66,100,0,0,166
Washington,CHARTIERS 2,Attorney General,,DEM,Write-In,2,1,0,0,3
Washington,CHARTIERS 2,Auditor General,,DEM,H Scott Conklin,4,1,0,0,5
Washington,CHARTIERS 2,Auditor General,,DEM,Michael Lamb,38,83,0,0,121
Washington,CHARTIERS 2,Auditor General,,DEM,Tracie Fountain,2,2,0,0,4
Washington,CHARTIERS 2,Auditor General,,DEM,Rose Rosie Marie Davis,4,1,0,0,5
Washington,CHARTIERS 2,Auditor General,,DEM,Nina Ahmad,18,16,0,0,34
Washington,CHARTIERS 2,Auditor General,,DEM,Christina M Hartman,7,7,0,0,14
Washington,CHARTIERS 2,Auditor General,,DEM,Write-In,0,1,0,0,1
Washington,CHARTIERS 2,State Treasurer,,DEM,Joe Torsella,66,91,0,0,157
Washington,CHARTIERS 2,State Treasurer,,DEM,Write-In,2,1,0,0,3
Washington,CHARTIERS 2,U.S. House,14,DEM,Bill Marx,63,89,0,0,152
Washington,CHARTIERS 2,U.S. House,14,DEM,Write-In,2,1,0,0,3
Washington,CHARTIERS 2,General Assembly,48,DEM,Harlan Shober,65,105,0,0,170
Washington,CHARTIERS 2,General Assembly,48,DEM,Write-In,6,3,0,0,9
Washington,CHARTIERS 2,President,,REP,Donald J Trump,82,35,0,0,117
Washington,CHARTIERS 2,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Washington,CHARTIERS 2,President,,REP,Bill Weld,2,1,0,0,3
Washington,CHARTIERS 2,President,,REP,Write-In,0,3,0,0,3
Washington,CHARTIERS 2,Attorney General,,REP,Heather Heidelbaugh,79,31,0,0,110
Washington,CHARTIERS 2,Attorney General,,REP,Write-In,1,1,0,0,2
Washington,CHARTIERS 2,Auditor General,,REP,Timothy Defoor,76,31,0,0,107
Washington,CHARTIERS 2,Auditor General,,REP,Write-In,0,1,0,0,1
Washington,CHARTIERS 2,State Treasurer,,REP,Stacy L Garrity,77,31,0,0,108
Washington,CHARTIERS 2,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 2,U.S. House,14,REP,Guy Reschenthaler,81,38,0,0,119
Washington,CHARTIERS 2,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 2,General Assembly,48,REP,Tim O'Neal,82,33,0,0,115
Washington,CHARTIERS 2,General Assembly,48,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 3,Registered Voters,,,,,,,,1252
Washington,CHARTIERS 3,Registered Voters,,DEM,,,,,,637
Washington,CHARTIERS 3,Registered Voters,,REP,,,,,,615
Washington,CHARTIERS 3,Ballots Cast,,,,262,284,10,0,556
Washington,CHARTIERS 3,Ballots Cast,,DEM,,88,194,3,0,285
Washington,CHARTIERS 3,Ballots Cast,,REP,,174,90,7,0,271
Washington,CHARTIERS 3,President,,DEM,Bernie Sanders,13,21,0,0,34
Washington,CHARTIERS 3,President,,DEM,Joseph R Biden,52,158,3,0,213
Washington,CHARTIERS 3,President,,DEM,Tulsi Gabbard,9,9,0,0,18
Washington,CHARTIERS 3,President,,DEM,Write-In,10,3,0,0,13
Washington,CHARTIERS 3,Attorney General,,DEM,Josh Shapiro,64,168,3,0,235
Washington,CHARTIERS 3,Attorney General,,DEM,Write-In,2,1,0,0,3
Washington,CHARTIERS 3,Auditor General,,DEM,H Scott Conklin,3,6,0,0,9
Washington,CHARTIERS 3,Auditor General,,DEM,Michael Lamb,59,147,3,0,209
Washington,CHARTIERS 3,Auditor General,,DEM,Tracie Fountain,1,5,0,0,6
Washington,CHARTIERS 3,Auditor General,,DEM,Rose Rosie Marie Davis,1,4,0,0,5
Washington,CHARTIERS 3,Auditor General,,DEM,Nina Ahmad,6,9,0,0,15
Washington,CHARTIERS 3,Auditor General,,DEM,Christina M Hartman,6,10,0,0,16
Washington,CHARTIERS 3,Auditor General,,DEM,Write-In,3,1,0,0,4
Washington,CHARTIERS 3,State Treasurer,,DEM,Joe Torsella,62,166,3,0,231
Washington,CHARTIERS 3,State Treasurer,,DEM,Write-In,1,1,0,0,2
Washington,CHARTIERS 3,U.S. House,14,DEM,Bill Marx,62,164,3,0,229
Washington,CHARTIERS 3,U.S. House,14,DEM,Write-In,2,1,0,0,3
Washington,CHARTIERS 3,General Assembly,48,DEM,Harlan Shober,81,177,3,0,261
Washington,CHARTIERS 3,General Assembly,48,DEM,Write-In,2,1,0,0,3
Washington,CHARTIERS 3,President,,REP,Donald J Trump,167,69,7,0,243
Washington,CHARTIERS 3,President,,REP,Roque Rocky De La Fuente,0,3,0,0,3
Washington,CHARTIERS 3,President,,REP,Bill Weld,2,7,0,0,9
Washington,CHARTIERS 3,President,,REP,Write-In,4,3,0,0,7
Washington,CHARTIERS 3,Attorney General,,REP,Heather Heidelbaugh,157,83,7,0,247
Washington,CHARTIERS 3,Attorney General,,REP,Write-In,2,1,0,0,3
Washington,CHARTIERS 3,Auditor General,,REP,Timothy Defoor,158,81,7,0,246
Washington,CHARTIERS 3,Auditor General,,REP,Write-In,1,0,0,0,1
Washington,CHARTIERS 3,State Treasurer,,REP,Stacy L Garrity,159,81,7,0,247
Washington,CHARTIERS 3,State Treasurer,,REP,Write-In,1,0,0,0,1
Washington,CHARTIERS 3,U.S. House,14,REP,Guy Reschenthaler,169,84,7,0,260
Washington,CHARTIERS 3,U.S. House,14,REP,Write-In,2,1,0,0,3
Washington,CHARTIERS 3,General Assembly,48,REP,Tim O'Neal,169,84,7,0,260
Washington,CHARTIERS 3,General Assembly,48,REP,Write-In,2,1,0,0,3
Washington,CHARTIERS 5,Registered Voters,,,,,,,,563
Washington,CHARTIERS 5,Registered Voters,,DEM,,,,,,282
Washington,CHARTIERS 5,Registered Voters,,REP,,,,,,281
Washington,CHARTIERS 5,Ballots Cast,,,,116,67,0,1,184
Washington,CHARTIERS 5,Ballots Cast,,DEM,,39,45,0,1,85
Washington,CHARTIERS 5,Ballots Cast,,REP,,77,22,0,0,99
Washington,CHARTIERS 5,President,,DEM,Bernie Sanders,13,4,0,0,17
Washington,CHARTIERS 5,President,,DEM,Joseph R Biden,19,36,0,1,56
Washington,CHARTIERS 5,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Washington,CHARTIERS 5,President,,DEM,Write-In,3,3,0,0,6
Washington,CHARTIERS 5,Attorney General,,DEM,Josh Shapiro,37,43,0,0,80
Washington,CHARTIERS 5,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,CHARTIERS 5,Auditor General,,DEM,H Scott Conklin,2,0,0,1,3
Washington,CHARTIERS 5,Auditor General,,DEM,Michael Lamb,28,35,0,0,63
Washington,CHARTIERS 5,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Washington,CHARTIERS 5,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,0,1
Washington,CHARTIERS 5,Auditor General,,DEM,Nina Ahmad,3,2,0,0,5
Washington,CHARTIERS 5,Auditor General,,DEM,Christina M Hartman,4,5,0,0,9
Washington,CHARTIERS 5,Auditor General,,DEM,Write-In,0,1,0,0,1
Washington,CHARTIERS 5,State Treasurer,,DEM,Joe Torsella,38,39,0,0,77
Washington,CHARTIERS 5,State Treasurer,,DEM,Write-In,0,1,0,0,1
Washington,CHARTIERS 5,U.S. House,14,DEM,Bill Marx,39,39,0,1,79
Washington,CHARTIERS 5,U.S. House,14,DEM,Write-In,0,2,0,0,2
Washington,CHARTIERS 5,General Assembly,48,DEM,Harlan Shober,35,39,0,0,74
Washington,CHARTIERS 5,General Assembly,48,DEM,Write-In,0,2,0,0,2
Washington,CHARTIERS 5,President,,REP,Donald J Trump,70,15,0,0,85
Washington,CHARTIERS 5,President,,REP,Roque Rocky De La Fuente,2,0,0,0,2
Washington,CHARTIERS 5,President,,REP,Bill Weld,2,4,0,0,6
Washington,CHARTIERS 5,President,,REP,Write-In,3,2,0,0,5
Washington,CHARTIERS 5,Attorney General,,REP,Heather Heidelbaugh,70,20,0,0,90
Washington,CHARTIERS 5,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 5,Auditor General,,REP,Timothy Defoor,68,17,0,0,85
Washington,CHARTIERS 5,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 5,State Treasurer,,REP,Stacy L Garrity,70,18,0,0,88
Washington,CHARTIERS 5,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 5,U.S. House,14,REP,Guy Reschenthaler,74,18,0,0,92
Washington,CHARTIERS 5,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 5,General Assembly,48,REP,Tim O'Neal,75,20,0,0,95
Washington,CHARTIERS 5,General Assembly,48,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 6,Registered Voters,,,,,,,,842
Washington,CHARTIERS 6,Registered Voters,,DEM,,,,,,450
Washington,CHARTIERS 6,Registered Voters,,REP,,,,,,392
Washington,CHARTIERS 6,Ballots Cast,,,,170,166,1,0,337
Washington,CHARTIERS 6,Ballots Cast,,DEM,,71,141,1,0,213
Washington,CHARTIERS 6,Ballots Cast,,REP,,99,25,0,0,124
Washington,CHARTIERS 6,President,,DEM,Bernie Sanders,13,10,0,0,23
Washington,CHARTIERS 6,President,,DEM,Joseph R Biden,46,118,1,0,165
Washington,CHARTIERS 6,President,,DEM,Tulsi Gabbard,3,5,0,0,8
Washington,CHARTIERS 6,President,,DEM,Write-In,5,5,0,0,10
Washington,CHARTIERS 6,Attorney General,,DEM,Josh Shapiro,62,121,1,0,184
Washington,CHARTIERS 6,Attorney General,,DEM,Write-In,0,1,0,0,1
Washington,CHARTIERS 6,Auditor General,,DEM,H Scott Conklin,3,0,0,0,3
Washington,CHARTIERS 6,Auditor General,,DEM,Michael Lamb,59,109,1,0,169
Washington,CHARTIERS 6,Auditor General,,DEM,Tracie Fountain,1,7,0,0,8
Washington,CHARTIERS 6,Auditor General,,DEM,Rose Rosie Marie Davis,1,2,0,0,3
Washington,CHARTIERS 6,Auditor General,,DEM,Nina Ahmad,4,9,0,0,13
Washington,CHARTIERS 6,Auditor General,,DEM,Christina M Hartman,1,5,0,0,6
Washington,CHARTIERS 6,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,CHARTIERS 6,State Treasurer,,DEM,Joe Torsella,60,113,1,0,174
Washington,CHARTIERS 6,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,CHARTIERS 6,U.S. House,14,DEM,Bill Marx,57,112,1,0,170
Washington,CHARTIERS 6,U.S. House,14,DEM,Write-In,0,1,0,0,1
Washington,CHARTIERS 6,General Assembly,48,DEM,Harlan Shober,65,124,1,0,190
Washington,CHARTIERS 6,General Assembly,48,DEM,Write-In,2,4,0,0,6
Washington,CHARTIERS 6,President,,REP,Donald J Trump,97,20,0,0,117
Washington,CHARTIERS 6,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,CHARTIERS 6,President,,REP,Bill Weld,2,4,0,0,6
Washington,CHARTIERS 6,President,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 6,Attorney General,,REP,Heather Heidelbaugh,91,20,0,0,111
Washington,CHARTIERS 6,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 6,Auditor General,,REP,Timothy Defoor,90,21,0,0,111
Washington,CHARTIERS 6,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 6,State Treasurer,,REP,Stacy L Garrity,88,20,0,0,108
Washington,CHARTIERS 6,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CHARTIERS 6,U.S. House,14,REP,Guy Reschenthaler,95,21,0,0,116
