    county,precinct,office,district,party,candidate,election_day,mail_in,provisional,military,votes
    Cumberland,HAMPDEN 3,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 3,Auditor General,,DEM,H Scott Conklin,9,17,0,0,26
    Cumberland,HAMPDEN 3,Auditor General,,DEM,Michael Lamb,7,32,1,0,40
    Cumberland,HAMPDEN 3,Auditor General,,DEM,Tracie Fountain,22,82,0,0,104
    Cumberland,HAMPDEN 3,Auditor General,,DEM,Rose Rosie Marie Davis,3,3,1,0,7
    Cumberland,HAMPDEN 3,Auditor General,,DEM,Nina Ahmad,13,38,1,0,52
    Cumberland,HAMPDEN 3,Auditor General,,DEM,Christina M Hartman,4,42,0,0,46
    Cumberland,HAMPDEN 3,Auditor General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 3,State Treasurer,,DEM,Joe Torsella,51,215,3,0,269
    Cumberland,HAMPDEN 3,State Treasurer,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 3,U.S. House,10,DEM,Tom Brier,28,68,1,0,97
    Cumberland,HAMPDEN 3,U.S. House,10,DEM,Eugene Depasquale,30,159,2,0,191
    Cumberland,HAMPDEN 3,U.S. House,10,DEM,Write-In,0,2,0,0,2
    Cumberland,HAMPDEN 3,State Senate,31,DEM,Rick Coplen,32,102,0,0,134
    Cumberland,HAMPDEN 3,State Senate,31,DEM,Shanna Danielson,21,74,2,0,97
    Cumberland,HAMPDEN 3,State Senate,31,DEM,John D Bosha,7,48,1,0,56
    Cumberland,HAMPDEN 3,State Senate,31,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 3,General Assembly,87,DEM,Nicole Miller,36,122,2,0,160
    Cumberland,HAMPDEN 3,General Assembly,87,DEM,Sean Patrick Quinlan,13,84,1,0,98
    Cumberland,HAMPDEN 3,General Assembly,87,DEM,Heather Macdonald,11,16,0,0,27
    Cumberland,HAMPDEN 3,General Assembly,87,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 4,Registered Voters,,DEM,,,,,,567
    Cumberland,HAMPDEN 4,Ballots Cast,,DEM,,57,246,9,0,312
    Cumberland,HAMPDEN 4,President,,DEM,Bernie Sanders,18,28,1,0,47
    Cumberland,HAMPDEN 4,President,,DEM,Joseph R Biden,34,204,7,0,245
    Cumberland,HAMPDEN 4,President,,DEM,Tulsi Gabbard,4,7,1,0,12
    Cumberland,HAMPDEN 4,President,,DEM,Write-In,0,5,0,0,5
    Cumberland,HAMPDEN 4,Attorney General,,DEM,Josh Shapiro,46,225,7,0,278
    Cumberland,HAMPDEN 4,Attorney General,,DEM,Write-In,0,1,1,0,2
    Cumberland,HAMPDEN 4,Auditor General,,DEM,H Scott Conklin,7,26,0,0,33
    Cumberland,HAMPDEN 4,Auditor General,,DEM,Michael Lamb,12,29,3,0,44
    Cumberland,HAMPDEN 4,Auditor General,,DEM,Tracie Fountain,17,97,5,0,119
    Cumberland,HAMPDEN 4,Auditor General,,DEM,Rose Rosie Marie Davis,1,12,0,0,13
    Cumberland,HAMPDEN 4,Auditor General,,DEM,Nina Ahmad,7,36,1,0,44
    Cumberland,HAMPDEN 4,Auditor General,,DEM,Christina M Hartman,9,32,0,0,41
    Cumberland,HAMPDEN 4,Auditor General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 4,State Treasurer,,DEM,Joe Torsella,48,227,8,0,283
    Cumberland,HAMPDEN 4,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 4,U.S. House,10,DEM,Tom Brier,32,75,5,0,112
    Cumberland,HAMPDEN 4,U.S. House,10,DEM,Eugene Depasquale,20,166,4,0,190
    Cumberland,HAMPDEN 4,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 4,State Senate,31,DEM,Rick Coplen,17,91,5,0,113
    Cumberland,HAMPDEN 4,State Senate,31,DEM,Shanna Danielson,21,78,3,0,102
    Cumberland,HAMPDEN 4,State Senate,31,DEM,John D Bosha,16,67,1,0,84
    Cumberland,HAMPDEN 4,State Senate,31,DEM,Write-In,0,2,0,0,2
    Cumberland,HAMPDEN 4,General Assembly,87,DEM,Nicole Miller,33,137,5,0,175
    Cumberland,HAMPDEN 4,General Assembly,87,DEM,Sean Patrick Quinlan,15,83,3,0,101
    Cumberland,HAMPDEN 4,General Assembly,87,DEM,Heather Macdonald,6,19,1,0,26
    Cumberland,HAMPDEN 4,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 5,Registered Voters,,DEM,,,,,,640
    Cumberland,HAMPDEN 5,Ballots Cast,,DEM,,64,217,0,0,281
    Cumberland,HAMPDEN 5,President,,DEM,Bernie Sanders,13,29,0,0,42
    Cumberland,HAMPDEN 5,President,,DEM,Joseph R Biden,48,177,0,0,225
    Cumberland,HAMPDEN 5,President,,DEM,Tulsi Gabbard,1,5,0,0,6
    Cumberland,HAMPDEN 5,President,,DEM,Write-In,1,3,0,0,4
    Cumberland,HAMPDEN 5,Attorney General,,DEM,Josh Shapiro,58,204,0,0,262
    Cumberland,HAMPDEN 5,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 5,Auditor General,,DEM,H Scott Conklin,10,26,0,0,36
    Cumberland,HAMPDEN 5,Auditor General,,DEM,Michael Lamb,6,27,0,0,33
    Cumberland,HAMPDEN 5,Auditor General,,DEM,Tracie Fountain,16,72,0,0,88
    Cumberland,HAMPDEN 5,Auditor General,,DEM,Rose Rosie Marie Davis,2,5,0,0,7
    Cumberland,HAMPDEN 5,Auditor General,,DEM,Nina Ahmad,16,47,0,0,63
    Cumberland,HAMPDEN 5,Auditor General,,DEM,Christina M Hartman,10,29,0,0,39
    Cumberland,HAMPDEN 5,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 5,State Treasurer,,DEM,Joe Torsella,58,202,0,0,260
    Cumberland,HAMPDEN 5,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 5,U.S. House,10,DEM,Tom Brier,28,87,0,0,115
    Cumberland,HAMPDEN 5,U.S. House,10,DEM,Eugene Depasquale,34,125,0,0,159
    Cumberland,HAMPDEN 5,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 5,State Senate,31,DEM,Rick Coplen,30,100,0,0,130
    Cumberland,HAMPDEN 5,State Senate,31,DEM,Shanna Danielson,23,77,0,0,100
    Cumberland,HAMPDEN 5,State Senate,31,DEM,John D Bosha,8,35,0,0,43
    Cumberland,HAMPDEN 5,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 5,General Assembly,87,DEM,Nicole Miller,45,143,0,0,188
    Cumberland,HAMPDEN 5,General Assembly,87,DEM,Sean Patrick Quinlan,10,60,0,0,70
    Cumberland,HAMPDEN 5,General Assembly,87,DEM,Heather Macdonald,4,9,0,0,13
    Cumberland,HAMPDEN 5,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 6,Registered Voters,,DEM,,,,,,814
    Cumberland,HAMPDEN 6,Ballots Cast,,DEM,,87,300,3,0,390
    Cumberland,HAMPDEN 6,President,,DEM,Bernie Sanders,19,31,1,0,51
    Cumberland,HAMPDEN 6,President,,DEM,Joseph R Biden,63,256,1,0,320
    Cumberland,HAMPDEN 6,President,,DEM,Tulsi Gabbard,3,6,0,0,9
    Cumberland,HAMPDEN 6,President,,DEM,Write-In,2,6,1,0,9
    Cumberland,HAMPDEN 6,Attorney General,,DEM,Josh Shapiro,69,286,3,0,358
    Cumberland,HAMPDEN 6,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 6,Auditor General,,DEM,H Scott Conklin,14,21,0,0,35
    Cumberland,HAMPDEN 6,Auditor General,,DEM,Michael Lamb,11,59,0,0,70
    Cumberland,HAMPDEN 6,Auditor General,,DEM,Tracie Fountain,22,106,0,0,128
    Cumberland,HAMPDEN 6,Auditor General,,DEM,Rose Rosie Marie Davis,5,3,0,0,8
    Cumberland,HAMPDEN 6,Auditor General,,DEM,Nina Ahmad,20,48,2,0,70
    Cumberland,HAMPDEN 6,Auditor General,,DEM,Christina M Hartman,10,51,0,0,61
    Cumberland,HAMPDEN 6,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 6,State Treasurer,,DEM,Joe Torsella,72,288,3,0,363
    Cumberland,HAMPDEN 6,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 6,U.S. House,10,DEM,Tom Brier,38,110,2,0,150
    Cumberland,HAMPDEN 6,U.S. House,10,DEM,Eugene Depasquale,43,182,1,0,226
    Cumberland,HAMPDEN 6,U.S. House,10,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 6,State Senate,31,DEM,Rick Coplen,50,136,1,0,187
    Cumberland,HAMPDEN 6,State Senate,31,DEM,Shanna Danielson,16,109,2,0,127
    Cumberland,HAMPDEN 6,State Senate,31,DEM,John D Bosha,18,44,0,0,62
    Cumberland,HAMPDEN 6,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 6,General Assembly,87,DEM,Nicole Miller,60,179,2,0,241
    Cumberland,HAMPDEN 6,General Assembly,87,DEM,Sean Patrick Quinlan,18,91,1,0,110
    Cumberland,HAMPDEN 6,General Assembly,87,DEM,Heather Macdonald,6,22,0,0,28
    Cumberland,HAMPDEN 6,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 7,Registered Voters,,DEM,,,,,,386
    Cumberland,HAMPDEN 7,Ballots Cast,,DEM,,48,181,4,1,234
    Cumberland,HAMPDEN 7,President,,DEM,Bernie Sanders,17,29,1,0,47
    Cumberland,HAMPDEN 7,President,,DEM,Joseph R Biden,29,149,2,1,181
    Cumberland,HAMPDEN 7,President,,DEM,Tulsi Gabbard,2,1,0,0,3
    Cumberland,HAMPDEN 7,President,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 7,Attorney General,,DEM,Josh Shapiro,41,164,4,0,209
    Cumberland,HAMPDEN 7,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 7,Auditor General,,DEM,H Scott Conklin,8,14,0,0,22
    Cumberland,HAMPDEN 7,Auditor General,,DEM,Michael Lamb,6,32,1,0,39
    Cumberland,HAMPDEN 7,Auditor General,,DEM,Tracie Fountain,14,68,1,0,83
    Cumberland,HAMPDEN 7,Auditor General,,DEM,Rose Rosie Marie Davis,3,4,0,0,7
    Cumberland,HAMPDEN 7,Auditor General,,DEM,Nina Ahmad,8,32,2,0,42
    Cumberland,HAMPDEN 7,Auditor General,,DEM,Christina M Hartman,5,22,0,0,27
    Cumberland,HAMPDEN 7,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 7,State Treasurer,,DEM,Joe Torsella,38,166,4,0,208
    Cumberland,HAMPDEN 7,State Treasurer,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 7,U.S. House,10,DEM,Tom Brier,28,65,4,0,97
    Cumberland,HAMPDEN 7,U.S. House,10,DEM,Eugene Depasquale,18,107,0,1,126
    Cumberland,HAMPDEN 7,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 7,State Senate,31,DEM,Rick Coplen,29,90,3,0,122
    Cumberland,HAMPDEN 7,State Senate,31,DEM,Shanna Danielson,12,59,0,0,71
    Cumberland,HAMPDEN 7,State Senate,31,DEM,John D Bosha,4,23,1,0,28
    Cumberland,HAMPDEN 7,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 7,General Assembly,87,DEM,Nicole Miller,31,107,2,0,140
    Cumberland,HAMPDEN 7,General Assembly,87,DEM,Sean Patrick Quinlan,13,67,2,0,82
    Cumberland,HAMPDEN 7,General Assembly,87,DEM,Heather Macdonald,3,5,0,0,8
    Cumberland,HAMPDEN 7,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 8,Registered Voters,,DEM,,,,,,287
    Cumberland,HAMPDEN 8,Ballots Cast,,DEM,,34,114,0,0,148
    Cumberland,HAMPDEN 8,President,,DEM,Bernie Sanders,13,18,0,0,31
    Cumberland,HAMPDEN 8,President,,DEM,Joseph R Biden,19,91,0,0,110
    Cumberland,HAMPDEN 8,President,,DEM,Tulsi Gabbard,1,2,0,0,3
    Cumberland,HAMPDEN 8,President,,DEM,Write-In,0,2,0,0,2
    Cumberland,HAMPDEN 8,Attorney General,,DEM,Josh Shapiro,32,107,0,0,139
    Cumberland,HAMPDEN 8,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 8,Auditor General,,DEM,H Scott Conklin,3,14,0,0,17
    Cumberland,HAMPDEN 8,Auditor General,,DEM,Michael Lamb,6,17,0,0,23
    Cumberland,HAMPDEN 8,Auditor General,,DEM,Tracie Fountain,10,38,0,0,48
    Cumberland,HAMPDEN 8,Auditor General,,DEM,Rose Rosie Marie Davis,2,4,0,0,6
    Cumberland,HAMPDEN 8,Auditor General,,DEM,Nina Ahmad,5,16,0,0,21
    Cumberland,HAMPDEN 8,Auditor General,,DEM,Christina M Hartman,7,21,0,0,28
    Cumberland,HAMPDEN 8,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 8,State Treasurer,,DEM,Joe Torsella,28,108,0,0,136
    Cumberland,HAMPDEN 8,State Treasurer,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 8,U.S. House,10,DEM,Tom Brier,14,53,0,0,67
    Cumberland,HAMPDEN 8,U.S. House,10,DEM,Eugene Depasquale,17,59,0,0,76
    Cumberland,HAMPDEN 8,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 8,State Senate,31,DEM,Rick Coplen,14,51,0,0,65
    Cumberland,HAMPDEN 8,State Senate,31,DEM,Shanna Danielson,12,36,0,0,48
    Cumberland,HAMPDEN 8,State Senate,31,DEM,John D Bosha,6,25,0,0,31
    Cumberland,HAMPDEN 8,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 8,General Assembly,87,DEM,Nicole Miller,25,77,0,0,102
    Cumberland,HAMPDEN 8,General Assembly,87,DEM,Sean Patrick Quinlan,5,25,0,0,30
    Cumberland,HAMPDEN 8,General Assembly,87,DEM,Heather Macdonald,3,11,0,0,14
    Cumberland,HAMPDEN 8,General Assembly,87,DEM,Write-In,1,0,0,0,1
    Cumberland,HAMPDEN 9,Registered Voters,,DEM,,,,,,472
    Cumberland,HAMPDEN 9,Ballots Cast,,DEM,,53,188,4,1,246
    Cumberland,HAMPDEN 9,President,,DEM,Bernie Sanders,11,26,2,1,40
    Cumberland,HAMPDEN 9,President,,DEM,Joseph R Biden,39,154,2,0,195
    Cumberland,HAMPDEN 9,President,,DEM,Tulsi Gabbard,3,5,0,0,8
    Cumberland,HAMPDEN 9,President,,DEM,Write-In,0,3,0,0,3
    Cumberland,HAMPDEN 9,Attorney General,,DEM,Josh Shapiro,50,171,4,0,225
    Cumberland,HAMPDEN 9,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 9,Auditor General,,DEM,H Scott Conklin,7,16,1,0,24
    Cumberland,HAMPDEN 9,Auditor General,,DEM,Michael Lamb,8,23,0,0,31
    Cumberland,HAMPDEN 9,Auditor General,,DEM,Tracie Fountain,9,72,2,0,83
    Cumberland,HAMPDEN 9,Auditor General,,DEM,Rose Rosie Marie Davis,6,5,1,0,12
    Cumberland,HAMPDEN 9,Auditor General,,DEM,Nina Ahmad,10,27,0,0,37
    Cumberland,HAMPDEN 9,Auditor General,,DEM,Christina M Hartman,9,35,0,0,44
    Cumberland,HAMPDEN 9,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 9,State Treasurer,,DEM,Joe Torsella,48,174,4,0,226
    Cumberland,HAMPDEN 9,State Treasurer,,DEM,Write-In,0,1,0,0,1
    Cumberland,HAMPDEN 9,U.S. House,10,DEM,Tom Brier,26,69,1,1,97
    Cumberland,HAMPDEN 9,U.S. House,10,DEM,Eugene Depasquale,27,113,3,0,143
    Cumberland,HAMPDEN 9,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 9,State Senate,31,DEM,Rick Coplen,22,83,4,0,109
    Cumberland,HAMPDEN 9,State Senate,31,DEM,Shanna Danielson,19,64,0,0,83
    Cumberland,HAMPDEN 9,State Senate,31,DEM,John D Bosha,9,31,0,0,40
    Cumberland,HAMPDEN 9,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 9,General Assembly,87,DEM,Nicole Miller,38,123,2,0,163
    Cumberland,HAMPDEN 9,General Assembly,87,DEM,Sean Patrick Quinlan,8,48,1,0,57
    Cumberland,HAMPDEN 9,General Assembly,87,DEM,Heather Macdonald,5,10,1,0,16
    Cumberland,HAMPDEN 9,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 10,Registered Voters,,DEM,,,,,,1221
    Cumberland,HAMPDEN 10,Ballots Cast,,DEM,,145,457,8,0,610
    Cumberland,HAMPDEN 10,President,,DEM,Bernie Sanders,29,54,3,0,86
    Cumberland,HAMPDEN 10,President,,DEM,Joseph R Biden,105,389,4,0,498
    Cumberland,HAMPDEN 10,President,,DEM,Tulsi Gabbard,8,3,1,0,12
    Cumberland,HAMPDEN 10,President,,DEM,Write-In,1,5,0,0,6
    Cumberland,HAMPDEN 10,Attorney General,,DEM,Josh Shapiro,127,438,7,0,572
    Cumberland,HAMPDEN 10,Attorney General,,DEM,Write-In,1,1,0,0,2
    Cumberland,HAMPDEN 10,Auditor General,,DEM,H Scott Conklin,14,32,1,0,47
    Cumberland,HAMPDEN 10,Auditor General,,DEM,Michael Lamb,23,87,1,0,111
    Cumberland,HAMPDEN 10,Auditor General,,DEM,Tracie Fountain,44,163,3,0,210
    Cumberland,HAMPDEN 10,Auditor General,,DEM,Rose Rosie Marie Davis,13,14,0,0,27
    Cumberland,HAMPDEN 10,Auditor General,,DEM,Nina Ahmad,25,64,2,0,91
    Cumberland,HAMPDEN 10,Auditor General,,DEM,Christina M Hartman,13,81,0,0,94
    Cumberland,HAMPDEN 10,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 10,State Treasurer,,DEM,Joe Torsella,125,434,8,0,567
    Cumberland,HAMPDEN 10,State Treasurer,,DEM,Write-In,0,2,0,0,2
    Cumberland,HAMPDEN 10,U.S. House,10,DEM,Tom Brier,81,158,6,0,245
    Cumberland,HAMPDEN 10,U.S. House,10,DEM,Eugene Depasquale,55,293,2,0,350
    Cumberland,HAMPDEN 10,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 10,State Senate,31,DEM,Rick Coplen,56,206,5,0,267
    Cumberland,HAMPDEN 10,State Senate,31,DEM,Shanna Danielson,56,146,3,0,205
    Cumberland,HAMPDEN 10,State Senate,31,DEM,John D Bosha,23,93,0,0,116
    Cumberland,HAMPDEN 10,State Senate,31,DEM,Write-In,2,0,0,0,2
    Cumberland,HAMPDEN 10,General Assembly,87,DEM,Nicole Miller,102,284,7,0,393
    Cumberland,HAMPDEN 10,General Assembly,87,DEM,Sean Patrick Quinlan,22,131,0,0,153
    Cumberland,HAMPDEN 10,General Assembly,87,DEM,Heather Macdonald,13,35,1,0,49
    Cumberland,HAMPDEN 10,General Assembly,87,DEM,Write-In,1,0,0,0,1
    Cumberland,HAMPDEN 11,Registered Voters,,DEM,,,,,,1336
    Cumberland,HAMPDEN 11,Ballots Cast,,DEM,,176,501,10,0,687
    Cumberland,HAMPDEN 11,President,,DEM,Bernie Sanders,35,65,3,0,103
    Cumberland,HAMPDEN 11,President,,DEM,Joseph R Biden,124,426,7,0,557
    Cumberland,HAMPDEN 11,President,,DEM,Tulsi Gabbard,9,4,0,0,13
    Cumberland,HAMPDEN 11,President,,DEM,Write-In,5,2,0,0,7
    Cumberland,HAMPDEN 11,Attorney General,,DEM,Josh Shapiro,154,465,9,0,628
    Cumberland,HAMPDEN 11,Attorney General,,DEM,Write-In,2,3,0,0,5
    Cumberland,HAMPDEN 11,Auditor General,,DEM,H Scott Conklin,21,45,0,0,66
    Cumberland,HAMPDEN 11,Auditor General,,DEM,Michael Lamb,18,67,2,0,87
    Cumberland,HAMPDEN 11,Auditor General,,DEM,Tracie Fountain,63,198,4,0,265
    Cumberland,HAMPDEN 11,Auditor General,,DEM,Rose Rosie Marie Davis,10,20,0,0,30
    Cumberland,HAMPDEN 11,Auditor General,,DEM,Nina Ahmad,28,78,2,0,108
    Cumberland,HAMPDEN 11,Auditor General,,DEM,Christina M Hartman,25,63,2,0,90
    Cumberland,HAMPDEN 11,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 11,State Treasurer,,DEM,Joe Torsella,152,463,9,0,624
    Cumberland,HAMPDEN 11,State Treasurer,,DEM,Write-In,1,4,0,0,5
    Cumberland,HAMPDEN 11,U.S. House,10,DEM,Tom Brier,86,175,3,0,264
    Cumberland,HAMPDEN 11,U.S. House,10,DEM,Eugene Depasquale,80,307,7,0,394
    Cumberland,HAMPDEN 11,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 11,State Senate,31,DEM,Rick Coplen,87,194,5,0,286
    Cumberland,HAMPDEN 11,State Senate,31,DEM,Shanna Danielson,52,192,3,0,247
    Cumberland,HAMPDEN 11,State Senate,31,DEM,John D Bosha,27,90,2,0,119
    Cumberland,HAMPDEN 11,State Senate,31,DEM,Write-In,2,1,0,0,3
    Cumberland,HAMPDEN 11,General Assembly,87,DEM,Nicole Miller,115,314,9,0,438
    Cumberland,HAMPDEN 11,General Assembly,87,DEM,Sean Patrick Quinlan,36,130,1,0,167
    Cumberland,HAMPDEN 11,General Assembly,87,DEM,Heather Macdonald,18,39,0,0,57
    Cumberland,HAMPDEN 11,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,HAMPDEN 12,Registered Voters,,DEM,,,,,,594
    Cumberland,HAMPDEN 12,Ballots Cast,,DEM,,64,197,5,0,266
    Cumberland,HAMPDEN 12,President,,DEM,Bernie Sanders,10,33,2,0,45
    Cumberland,HAMPDEN 12,President,,DEM,Joseph R Biden,48,159,3,0,210
    Cumberland,HAMPDEN 12,President,,DEM,Tulsi Gabbard,3,2,0,0,5
    Cumberland,HAMPDEN 12,President,,DEM,Write-In,2,2,0,0,4
    Cumberland,HAMPDEN 12,Attorney General,,DEM,Josh Shapiro,59,183,4,0,246
    Cumberland,HAMPDEN 12,Attorney General,,DEM,Write-In,1,0,0,0,1
    Cumberland,HAMPDEN 12,Auditor General,,DEM,H Scott Conklin,9,18,0,0,27
    Cumberland,HAMPDEN 12,Auditor General,,DEM,Michael Lamb,5,24,0,0,29
    Cumberland,HAMPDEN 12,Auditor General,,DEM,Tracie Fountain,25,66,1,0,92
    Cumberland,HAMPDEN 12,Auditor General,,DEM,Rose Rosie Marie Davis,3,6,0,0,9
    Cumberland,HAMPDEN 12,Auditor General,,DEM,Nina Ahmad,12,40,2,0,54
    Cumberland,HAMPDEN 12,Auditor General,,DEM,Christina M Hartman,7,25,0,0,32
    Cumberland,HAMPDEN 12,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,HAMPDEN 12,State Treasurer,,DEM,Joe Torsella,57,180,4,0,241
    Cumberland,HAMPDEN 12,State Treasurer,,DEM,Write-In,1,0,0,0,1
    Cumberland,HAMPDEN 12,U.S. House,10,DEM,Tom Brier,29,92,2,0,123
    Cumberland,HAMPDEN 12,U.S. House,10,DEM,Eugene Depasquale,34,96,3,0,133
    Cumberland,HAMPDEN 12,U.S. House,10,DEM,Write-In,1,0,0,0,1
    Cumberland,HAMPDEN 12,State Senate,31,DEM,Rick Coplen,38,78,2,0,118
    Cumberland,HAMPDEN 12,State Senate,31,DEM,Shanna Danielson,12,76,3,0,91
    Cumberland,HAMPDEN 12,State Senate,31,DEM,John D Bosha,12,35,0,0,47
    Cumberland,HAMPDEN 12,State Senate,31,DEM,Write-In,1,0,0,0,1
    Cumberland,HAMPDEN 12,General Assembly,87,DEM,Nicole Miller,48,113,3,0,164
    Cumberland,HAMPDEN 12,General Assembly,87,DEM,Sean Patrick Quinlan,7,66,2,0,75
    Cumberland,HAMPDEN 12,General Assembly,87,DEM,Heather Macdonald,8,11,0,0,19
    Cumberland,HAMPDEN 12,General Assembly,87,DEM,Write-In,1,0,0,0,1
    Cumberland,HOPEWELL,Registered Voters,,DEM,,,,,,276
    Cumberland,HOPEWELL,Ballots Cast,,DEM,,47,70,0,0,117
    Cumberland,HOPEWELL,President,,DEM,Bernie Sanders,8,11,0,0,19
    Cumberland,HOPEWELL,President,,DEM,Joseph R Biden,29,57,0,0,86
    Cumberland,HOPEWELL,President,,DEM,Tulsi Gabbard,4,0,0,0,4
    Cumberland,HOPEWELL,President,,DEM,Write-In,3,0,0,0,3
    Cumberland,HOPEWELL,Attorney General,,DEM,Josh Shapiro,38,67,0,0,105
    Cumberland,HOPEWELL,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HOPEWELL,Auditor General,,DEM,H Scott Conklin,12,17,0,0,29
    Cumberland,HOPEWELL,Auditor General,,DEM,Michael Lamb,3,10,0,0,13
    Cumberland,HOPEWELL,Auditor General,,DEM,Tracie Fountain,9,19,0,0,28
    Cumberland,HOPEWELL,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,0,2
    Cumberland,HOPEWELL,Auditor General,,DEM,Nina Ahmad,9,9,0,0,18
    Cumberland,HOPEWELL,Auditor General,,DEM,Christina M Hartman,7,10,0,0,17
    Cumberland,HOPEWELL,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,HOPEWELL,State Treasurer,,DEM,Joe Torsella,39,65,0,0,104
    Cumberland,HOPEWELL,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,HOPEWELL,U.S. House,13,DEM,Todd Rowley,40,64,0,0,104
    Cumberland,HOPEWELL,U.S. House,13,DEM,Write-In,0,0,0,0,0
    Cumberland,HOPEWELL,General Assembly,86,DEM,Write-In,0,9,0,0,9
    Cumberland,LEMOYNE 1,Registered Voters,,DEM,,,,,,307
    Cumberland,LEMOYNE 1,Ballots Cast,,DEM,,47,56,5,0,108
    Cumberland,LEMOYNE 1,President,,DEM,Bernie Sanders,15,17,0,0,32
    Cumberland,LEMOYNE 1,President,,DEM,Joseph R Biden,32,35,5,0,72
    Cumberland,LEMOYNE 1,President,,DEM,Tulsi Gabbard,0,2,0,0,2
    Cumberland,LEMOYNE 1,President,,DEM,Write-In,0,1,0,0,1
    Cumberland,LEMOYNE 1,Attorney General,,DEM,Josh Shapiro,37,53,5,0,95
    Cumberland,LEMOYNE 1,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 1,Auditor General,,DEM,H Scott Conklin,9,6,0,0,15
    Cumberland,LEMOYNE 1,Auditor General,,DEM,Michael Lamb,3,8,0,0,11
    Cumberland,LEMOYNE 1,Auditor General,,DEM,Tracie Fountain,17,15,3,0,35
    Cumberland,LEMOYNE 1,Auditor General,,DEM,Rose Rosie Marie Davis,0,2,0,0,2
    Cumberland,LEMOYNE 1,Auditor General,,DEM,Nina Ahmad,10,12,0,0,22
    Cumberland,LEMOYNE 1,Auditor General,,DEM,Christina M Hartman,5,11,2,0,18
    Cumberland,LEMOYNE 1,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,LEMOYNE 1,State Treasurer,,DEM,Joe Torsella,37,50,5,0,92
