    county,precinct,office,district,party,candidate,election_day,mail_in,provisional,military,votes
    Cumberland,CAMP HILL 4,Attorney General,,REP,Write-In,0,1,0,0,1
    Cumberland,CAMP HILL 4,Auditor General,,REP,Timothy Defoor,61,32,3,0,96
    Cumberland,CAMP HILL 4,Auditor General,,REP,Write-In,0,3,0,0,3
    Cumberland,CAMP HILL 4,State Treasurer,,REP,Stacy L Garrity,59,34,3,0,96
    Cumberland,CAMP HILL 4,State Treasurer,,REP,Write-In,0,1,0,0,1
    Cumberland,CAMP HILL 4,U.S. House,10,REP,Scott Perry,64,34,3,0,101
    Cumberland,CAMP HILL 4,U.S. House,10,REP,Write-In,1,1,0,0,2
    Cumberland,CAMP HILL 4,State Senate,31,REP,Mike Regan,65,34,3,0,102
    Cumberland,CAMP HILL 4,State Senate,31,REP,Write-In,0,1,0,0,1
    Cumberland,CAMP HILL 4,General Assembly,87,REP,Greg Rothman,63,33,3,0,99
    Cumberland,CAMP HILL 4,General Assembly,87,REP,Write-In,1,0,0,0,1
    Cumberland,CAMP HILL 5,Registered Voters,,,,,,,,1259
    Cumberland,CAMP HILL 5,Registered Voters,,REP,,,,,,505
    Cumberland,CAMP HILL 5,Ballots Cast,,,,155,282,1,0,438
    Cumberland,CAMP HILL 5,Ballots Cast,,REP,,84,65,1,0,150
    Cumberland,CAMP HILL 5,President,,REP,Donald J Trump,65,41,1,0,107
    Cumberland,CAMP HILL 5,President,,REP,Roque Rocky De La Fuente,1,4,0,0,5
    Cumberland,CAMP HILL 5,President,,REP,Bill Weld,12,7,0,0,19
    Cumberland,CAMP HILL 5,President,,REP,Write-In,3,8,0,0,11
    Cumberland,CAMP HILL 5,Attorney General,,REP,Heather Heidelbaugh,71,57,1,0,129
    Cumberland,CAMP HILL 5,Attorney General,,REP,Write-In,1,4,0,0,5
    Cumberland,CAMP HILL 5,Auditor General,,REP,Timothy Defoor,73,59,1,0,133
    Cumberland,CAMP HILL 5,Auditor General,,REP,Write-In,0,4,0,0,4
    Cumberland,CAMP HILL 5,State Treasurer,,REP,Stacy L Garrity,72,57,1,0,130
    Cumberland,CAMP HILL 5,State Treasurer,,REP,Write-In,0,4,0,0,4
    Cumberland,CAMP HILL 5,U.S. House,10,REP,Scott Perry,77,52,1,0,130
    Cumberland,CAMP HILL 5,U.S. House,10,REP,Write-In,2,8,0,0,10
    Cumberland,CAMP HILL 5,State Senate,31,REP,Mike Regan,77,53,1,0,131
    Cumberland,CAMP HILL 5,State Senate,31,REP,Write-In,2,7,0,0,9
    Cumberland,CAMP HILL 5,General Assembly,87,REP,Greg Rothman,78,52,1,0,131
    Cumberland,CAMP HILL 5,General Assembly,87,REP,Write-In,1,7,0,0,8
    Cumberland,CARLISLE 1-1,Registered Voters,,,,,,,,721
    Cumberland,CARLISLE 1-1,Registered Voters,,REP,,,,,,215
    Cumberland,CARLISLE 1-1,Ballots Cast,,,,60,85,1,0,146
    Cumberland,CARLISLE 1-1,Ballots Cast,,REP,,41,12,0,0,53
    Cumberland,CARLISLE 1-1,President,,REP,Donald J Trump,34,8,0,0,42
    Cumberland,CARLISLE 1-1,President,,REP,Roque Rocky De La Fuente,2,0,0,0,2
    Cumberland,CARLISLE 1-1,President,,REP,Bill Weld,5,2,0,0,7
    Cumberland,CARLISLE 1-1,President,,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 1-1,Attorney General,,REP,Heather Heidelbaugh,38,10,0,0,48
    Cumberland,CARLISLE 1-1,Attorney General,,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 1-1,Auditor General,,REP,Timothy Defoor,39,11,0,0,50
    Cumberland,CARLISLE 1-1,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 1-1,State Treasurer,,REP,Stacy L Garrity,38,9,0,0,47
    Cumberland,CARLISLE 1-1,State Treasurer,,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 1-1,U.S. House,10,REP,Scott Perry,39,9,0,0,48
    Cumberland,CARLISLE 1-1,U.S. House,10,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 1-1,State Senate,31,REP,Mike Regan,39,10,0,0,49
    Cumberland,CARLISLE 1-1,State Senate,31,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 1-1,General Assembly,199,REP,Barbara Gleim,39,10,0,0,49
    Cumberland,CARLISLE 1-1,General Assembly,199,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 1-2,Registered Voters,,,,,,,,790
    Cumberland,CARLISLE 1-2,Registered Voters,,REP,,,,,,241
    Cumberland,CARLISLE 1-2,Ballots Cast,,,,84,96,1,0,181
    Cumberland,CARLISLE 1-2,Ballots Cast,,REP,,49,15,0,0,64
    Cumberland,CARLISLE 1-2,President,,REP,Donald J Trump,46,11,0,0,57
    Cumberland,CARLISLE 1-2,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
    Cumberland,CARLISLE 1-2,President,,REP,Bill Weld,3,3,0,0,6
    Cumberland,CARLISLE 1-2,President,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 1-2,Attorney General,,REP,Heather Heidelbaugh,45,14,0,0,59
    Cumberland,CARLISLE 1-2,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 1-2,Auditor General,,REP,Timothy Defoor,44,14,0,0,58
    Cumberland,CARLISLE 1-2,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 1-2,State Treasurer,,REP,Stacy L Garrity,44,14,0,0,58
    Cumberland,CARLISLE 1-2,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 1-2,U.S. House,10,REP,Scott Perry,47,15,0,0,62
    Cumberland,CARLISLE 1-2,U.S. House,10,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 1-2,State Senate,31,REP,Mike Regan,45,14,0,0,59
    Cumberland,CARLISLE 1-2,State Senate,31,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 1-2,General Assembly,199,REP,Barbara Gleim,47,15,0,0,62
    Cumberland,CARLISLE 1-2,General Assembly,199,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 2,Registered Voters,,,,,,,,1352
    Cumberland,CARLISLE 2,Registered Voters,,REP,,,,,,458
    Cumberland,CARLISLE 2,Ballots Cast,,,,146,213,8,0,367
    Cumberland,CARLISLE 2,Ballots Cast,,REP,,80,46,1,0,127
    Cumberland,CARLISLE 2,President,,REP,Donald J Trump,73,37,1,0,111
    Cumberland,CARLISLE 2,President,,REP,Roque Rocky De La Fuente,3,0,0,0,3
    Cumberland,CARLISLE 2,President,,REP,Bill Weld,2,6,0,0,8
    Cumberland,CARLISLE 2,President,,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 2,Attorney General,,REP,Heather Heidelbaugh,67,42,1,0,110
    Cumberland,CARLISLE 2,Attorney General,,REP,Write-In,2,1,0,0,3
    Cumberland,CARLISLE 2,Auditor General,,REP,Timothy Defoor,68,40,1,0,109
    Cumberland,CARLISLE 2,Auditor General,,REP,Write-In,1,2,0,0,3
    Cumberland,CARLISLE 2,State Treasurer,,REP,Stacy L Garrity,68,42,1,0,111
    Cumberland,CARLISLE 2,State Treasurer,,REP,Write-In,1,2,0,0,3
    Cumberland,CARLISLE 2,U.S. House,10,REP,Scott Perry,74,41,1,0,116
    Cumberland,CARLISLE 2,U.S. House,10,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 2,State Senate,31,REP,Mike Regan,74,40,1,0,115
    Cumberland,CARLISLE 2,State Senate,31,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 2,General Assembly,199,REP,Barbara Gleim,74,43,1,0,118
    Cumberland,CARLISLE 2,General Assembly,199,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 3-1,Registered Voters,,,,,,,,3711
    Cumberland,CARLISLE 3-1,Registered Voters,,REP,,,,,,629
    Cumberland,CARLISLE 3-1,Ballots Cast,,,,113,378,5,2,498
    Cumberland,CARLISLE 3-1,Ballots Cast,,REP,,59,67,3,0,129
    Cumberland,CARLISLE 3-1,President,,REP,Donald J Trump,49,43,3,0,95
    Cumberland,CARLISLE 3-1,President,,REP,Roque Rocky De La Fuente,3,0,0,0,3
    Cumberland,CARLISLE 3-1,President,,REP,Bill Weld,7,11,0,0,18
    Cumberland,CARLISLE 3-1,President,,REP,Write-In,0,9,0,0,9
    Cumberland,CARLISLE 3-1,Attorney General,,REP,Heather Heidelbaugh,51,57,2,0,110
    Cumberland,CARLISLE 3-1,Attorney General,,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 3-1,Auditor General,,REP,Timothy Defoor,48,55,2,0,105
    Cumberland,CARLISLE 3-1,Auditor General,,REP,Write-In,0,3,0,0,3
    Cumberland,CARLISLE 3-1,State Treasurer,,REP,Stacy L Garrity,47,59,3,0,109
    Cumberland,CARLISLE 3-1,State Treasurer,,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 3-1,U.S. House,10,REP,Scott Perry,51,55,3,0,109
    Cumberland,CARLISLE 3-1,U.S. House,10,REP,Write-In,0,5,0,0,5
    Cumberland,CARLISLE 3-1,State Senate,31,REP,Mike Regan,49,57,3,0,109
    Cumberland,CARLISLE 3-1,State Senate,31,REP,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 3-1,General Assembly,199,REP,Barbara Gleim,52,59,3,0,114
    Cumberland,CARLISLE 3-1,General Assembly,199,REP,Write-In,0,3,0,0,3
    Cumberland,CARLISLE 3-2,Registered Voters,,,,,,,,1915
    Cumberland,CARLISLE 3-2,Registered Voters,,REP,,,,,,743
    Cumberland,CARLISLE 3-2,Ballots Cast,,,,188,442,10,0,640
    Cumberland,CARLISLE 3-2,Ballots Cast,,REP,,106,155,4,0,265
    Cumberland,CARLISLE 3-2,President,,REP,Donald J Trump,96,121,3,0,220
    Cumberland,CARLISLE 3-2,President,,REP,Roque Rocky De La Fuente,4,4,0,0,8
    Cumberland,CARLISLE 3-2,President,,REP,Bill Weld,4,18,1,0,23
    Cumberland,CARLISLE 3-2,President,,REP,Write-In,1,8,0,0,9
    Cumberland,CARLISLE 3-2,Attorney General,,REP,Heather Heidelbaugh,102,145,4,0,251
    Cumberland,CARLISLE 3-2,Attorney General,,REP,Write-In,1,3,0,0,4
    Cumberland,CARLISLE 3-2,Auditor General,,REP,Timothy Defoor,103,141,4,0,248
    Cumberland,CARLISLE 3-2,Auditor General,,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 3-2,State Treasurer,,REP,Stacy L Garrity,102,144,4,0,250
    Cumberland,CARLISLE 3-2,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 3-2,U.S. House,10,REP,Scott Perry,103,139,4,0,246
    Cumberland,CARLISLE 3-2,U.S. House,10,REP,Write-In,0,5,0,0,5
    Cumberland,CARLISLE 3-2,State Senate,31,REP,Mike Regan,102,139,4,0,245
    Cumberland,CARLISLE 3-2,State Senate,31,REP,Write-In,0,4,0,0,4
    Cumberland,CARLISLE 3-2,General Assembly,199,REP,Barbara Gleim,104,144,4,0,252
    Cumberland,CARLISLE 3-2,General Assembly,199,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 3-3,Registered Voters,,,,,,,,2009
    Cumberland,CARLISLE 3-3,Registered Voters,,REP,,,,,,852
    Cumberland,CARLISLE 3-3,Ballots Cast,,,,245,677,5,0,927
    Cumberland,CARLISLE 3-3,Ballots Cast,,REP,,161,216,0,0,377
    Cumberland,CARLISLE 3-3,President,,REP,Donald J Trump,140,152,0,0,292
    Cumberland,CARLISLE 3-3,President,,REP,Roque Rocky De La Fuente,1,4,0,0,5
    Cumberland,CARLISLE 3-3,President,,REP,Bill Weld,10,33,0,0,43
    Cumberland,CARLISLE 3-3,President,,REP,Write-In,5,10,0,0,15
    Cumberland,CARLISLE 3-3,Attorney General,,REP,Heather Heidelbaugh,134,188,0,0,322
    Cumberland,CARLISLE 3-3,Attorney General,,REP,Write-In,1,2,0,0,3
    Cumberland,CARLISLE 3-3,Auditor General,,REP,Timothy Defoor,135,188,0,0,323
    Cumberland,CARLISLE 3-3,Auditor General,,REP,Write-In,1,3,0,0,4
    Cumberland,CARLISLE 3-3,State Treasurer,,REP,Stacy L Garrity,134,187,0,0,321
    Cumberland,CARLISLE 3-3,State Treasurer,,REP,Write-In,1,3,0,0,4
    Cumberland,CARLISLE 3-3,U.S. House,10,REP,Scott Perry,150,184,0,0,334
    Cumberland,CARLISLE 3-3,U.S. House,10,REP,Write-In,3,8,0,0,11
    Cumberland,CARLISLE 3-3,State Senate,31,REP,Mike Regan,143,189,0,0,332
    Cumberland,CARLISLE 3-3,State Senate,31,REP,Write-In,4,9,0,0,13
    Cumberland,CARLISLE 3-3,General Assembly,199,REP,Barbara Gleim,148,200,0,0,348
    Cumberland,CARLISLE 3-3,General Assembly,199,REP,Write-In,3,3,0,0,6
    Cumberland,CARLISLE 4-1,Registered Voters,,,,,,,,774
    Cumberland,CARLISLE 4-1,Registered Voters,,REP,,,,,,161
    Cumberland,CARLISLE 4-1,Ballots Cast,,,,45,88,3,1,137
    Cumberland,CARLISLE 4-1,Ballots Cast,,REP,,14,15,1,0,30
    Cumberland,CARLISLE 4-1,President,,REP,Donald J Trump,12,11,1,0,24
    Cumberland,CARLISLE 4-1,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
    Cumberland,CARLISLE 4-1,President,,REP,Bill Weld,0,2,0,0,2
    Cumberland,CARLISLE 4-1,President,,REP,Write-In,1,2,0,0,3
    Cumberland,CARLISLE 4-1,Attorney General,,REP,Heather Heidelbaugh,11,13,1,0,25
    Cumberland,CARLISLE 4-1,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-1,Auditor General,,REP,Timothy Defoor,12,13,1,0,26
    Cumberland,CARLISLE 4-1,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-1,State Treasurer,,REP,Stacy L Garrity,12,13,1,0,26
    Cumberland,CARLISLE 4-1,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-1,U.S. House,10,REP,Scott Perry,12,12,1,0,25
    Cumberland,CARLISLE 4-1,U.S. House,10,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 4-1,State Senate,31,REP,Mike Regan,10,12,1,0,23
    Cumberland,CARLISLE 4-1,State Senate,31,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 4-1,General Assembly,199,REP,Barbara Gleim,12,13,1,0,26
    Cumberland,CARLISLE 4-1,General Assembly,199,REP,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-2,Registered Voters,,,,,,,,1514
    Cumberland,CARLISLE 4-2,Registered Voters,,REP,,,,,,572
    Cumberland,CARLISLE 4-2,Ballots Cast,,,,197,287,5,0,489
    Cumberland,CARLISLE 4-2,Ballots Cast,,REP,,137,103,1,0,241
    Cumberland,CARLISLE 4-2,President,,REP,Donald J Trump,120,73,1,0,194
    Cumberland,CARLISLE 4-2,President,,REP,Roque Rocky De La Fuente,3,4,0,0,7
    Cumberland,CARLISLE 4-2,President,,REP,Bill Weld,7,17,0,0,24
    Cumberland,CARLISLE 4-2,President,,REP,Write-In,3,7,0,0,10
    Cumberland,CARLISLE 4-2,Attorney General,,REP,Heather Heidelbaugh,125,92,1,0,218
    Cumberland,CARLISLE 4-2,Attorney General,,REP,Write-In,0,3,0,0,3
    Cumberland,CARLISLE 4-2,Auditor General,,REP,Timothy Defoor,127,95,1,0,223
    Cumberland,CARLISLE 4-2,Auditor General,,REP,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 4-2,State Treasurer,,REP,Stacy L Garrity,127,92,1,0,220
    Cumberland,CARLISLE 4-2,State Treasurer,,REP,Write-In,0,3,0,0,3
    Cumberland,CARLISLE 4-2,U.S. House,10,REP,Scott Perry,127,92,1,0,220
    Cumberland,CARLISLE 4-2,U.S. House,10,REP,Write-In,0,4,0,0,4
    Cumberland,CARLISLE 4-2,State Senate,31,REP,Mike Regan,127,92,1,0,220
    Cumberland,CARLISLE 4-2,State Senate,31,REP,Write-In,0,5,0,0,5
    Cumberland,CARLISLE 4-2,General Assembly,199,REP,Barbara Gleim,127,96,1,0,224
    Cumberland,CARLISLE 4-2,General Assembly,199,REP,Write-In,0,3,0,0,3
    Cumberland,CARLISLE 5,Registered Voters,,,,,,,,2935
    Cumberland,CARLISLE 5,Registered Voters,,REP,,,,,,1026
    Cumberland,CARLISLE 5,Ballots Cast,,,,322,424,7,0,753
    Cumberland,CARLISLE 5,Ballots Cast,,REP,,174,115,4,0,293
    Cumberland,CARLISLE 5,President,,REP,Donald J Trump,159,91,4,0,254
    Cumberland,CARLISLE 5,President,,REP,Roque Rocky De La Fuente,3,1,0,0,4
    Cumberland,CARLISLE 5,President,,REP,Bill Weld,7,14,0,0,21
    Cumberland,CARLISLE 5,President,,REP,Write-In,4,5,0,0,9
    Cumberland,CARLISLE 5,Attorney General,,REP,Heather Heidelbaugh,152,101,4,0,257
    Cumberland,CARLISLE 5,Attorney General,,REP,Write-In,4,3,0,0,7
    Cumberland,CARLISLE 5,Auditor General,,REP,Timothy Defoor,156,102,4,0,262
    Cumberland,CARLISLE 5,Auditor General,,REP,Write-In,3,3,0,0,6
    Cumberland,CARLISLE 5,State Treasurer,,REP,Stacy L Garrity,153,101,4,0,258
    Cumberland,CARLISLE 5,State Treasurer,,REP,Write-In,2,1,0,0,3
    Cumberland,CARLISLE 5,U.S. House,10,REP,Scott Perry,164,103,4,0,271
    Cumberland,CARLISLE 5,U.S. House,10,REP,Write-In,1,2,0,0,3
    Cumberland,CARLISLE 5,State Senate,31,REP,Mike Regan,159,104,4,0,267
    Cumberland,CARLISLE 5,State Senate,31,REP,Write-In,2,2,0,0,4
    Cumberland,CARLISLE 5,General Assembly,199,REP,Barbara Gleim,164,107,4,0,275
    Cumberland,CARLISLE 5,General Assembly,199,REP,Write-In,2,1,0,0,3
    Cumberland,COOKE,Registered Voters,,,,,,,,159
    Cumberland,COOKE,Registered Voters,,REP,,,,,,95
    Cumberland,COOKE,Ballots Cast,,,,33,22,0,0,55
    Cumberland,COOKE,Ballots Cast,,REP,,29,8,0,0,37
    Cumberland,COOKE,President,,REP,Donald J Trump,26,6,0,0,32
    Cumberland,COOKE,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
    Cumberland,COOKE,President,,REP,Bill Weld,0,2,0,0,2
    Cumberland,COOKE,President,,REP,Write-In,0,0,0,0,0
    Cumberland,COOKE,Attorney General,,REP,Heather Heidelbaugh,25,7,0,0,32
    Cumberland,COOKE,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,COOKE,Auditor General,,REP,Timothy Defoor,25,7,0,0,32
    Cumberland,COOKE,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,COOKE,State Treasurer,,REP,Stacy L Garrity,25,7,0,0,32
    Cumberland,COOKE,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,COOKE,U.S. House,13,REP,John Joyce,27,8,0,0,35
    Cumberland,COOKE,U.S. House,13,REP,Write-In,0,0,0,0,0
    Cumberland,COOKE,State Senate,31,REP,Mike Regan,28,8,0,0,36
    Cumberland,COOKE,State Senate,31,REP,Write-In,0,0,0,0,0
    Cumberland,COOKE,General Assembly,193,REP,Torren Ecker,28,7,0,0,35
    Cumberland,COOKE,General Assembly,193,REP,Write-In,0,0,0,0,0
    Cumberland,DICKINSON NORTH,Registered Voters,,,,,,,,2978
    Cumberland,DICKINSON NORTH,Registered Voters,,REP,,,,,,1769
    Cumberland,DICKINSON NORTH,Ballots Cast,,,,455,576,17,0,1048
    Cumberland,DICKINSON NORTH,Ballots Cast,,REP,,375,285,12,0,672
    Cumberland,DICKINSON NORTH,President,,REP,Donald J Trump,359,226,12,0,597
    Cumberland,DICKINSON NORTH,President,,REP,Roque Rocky De La Fuente,6,12,0,0,18
    Cumberland,DICKINSON NORTH,President,,REP,Bill Weld,4,22,0,0,26
    Cumberland,DICKINSON NORTH,President,,REP,Write-In,2,17,0,0,19
    Cumberland,DICKINSON NORTH,Attorney General,,REP,Heather Heidelbaugh,340,259,8,0,607
    Cumberland,DICKINSON NORTH,Attorney General,,REP,Write-In,2,6,0,0,8
    Cumberland,DICKINSON NORTH,Auditor General,,REP,Timothy Defoor,339,260,8,0,607
    Cumberland,DICKINSON NORTH,Auditor General,,REP,Write-In,2,3,0,0,5
    Cumberland,DICKINSON NORTH,State Treasurer,,REP,Stacy L Garrity,342,261,9,0,612
    Cumberland,DICKINSON NORTH,State Treasurer,,REP,Write-In,3,4,0,0,7
    Cumberland,DICKINSON NORTH,U.S. House,13,REP,John Joyce,341,248,8,0,597
    Cumberland,DICKINSON NORTH,U.S. House,13,REP,Write-In,2,12,0,0,14
    Cumberland,DICKINSON NORTH,State Senate,31,REP,Mike Regan,352,256,12,0,620
    Cumberland,DICKINSON NORTH,State Senate,31,REP,Write-In,1,12,0,0,13
    Cumberland,DICKINSON NORTH,General Assembly,199,REP,Barbara Gleim,357,271,12,0,640
    Cumberland,DICKINSON NORTH,General Assembly,199,REP,Write-In,1,3,0,0,4
    Cumberland,DICKINSON SOUTH,Registered Voters,,,,,,,,1050
    Cumberland,DICKINSON SOUTH,Registered Voters,,REP,,,,,,639
    Cumberland,DICKINSON SOUTH,Ballots Cast,,,,233,125,4,0,362
    Cumberland,DICKINSON SOUTH,Ballots Cast,,REP,,199,67,3,0,269
    Cumberland,DICKINSON SOUTH,President,,REP,Donald J Trump,186,57,3,0,246
    Cumberland,DICKINSON SOUTH,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
    Cumberland,DICKINSON SOUTH,President,,REP,Bill Weld,6,7,0,0,13
    Cumberland,DICKINSON SOUTH,President,,REP,Write-In,1,2,0,0,3
    Cumberland,DICKINSON SOUTH,Attorney General,,REP,Heather Heidelbaugh,180,63,3,0,246
    Cumberland,DICKINSON SOUTH,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,Auditor General,,REP,Timothy Defoor,184,62,3,0,249
    Cumberland,DICKINSON SOUTH,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,State Treasurer,,REP,Stacy L Garrity,183,64,3,0,250
    Cumberland,DICKINSON SOUTH,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,U.S. House,13,REP,John Joyce,184,60,3,0,247
    Cumberland,DICKINSON SOUTH,U.S. House,13,REP,Write-In,0,1,0,0,1
    Cumberland,DICKINSON SOUTH,State Senate,31,REP,Mike Regan,191,60,3,0,254
    Cumberland,DICKINSON SOUTH,State Senate,31,REP,Write-In,0,2,0,0,2
    Cumberland,DICKINSON SOUTH,General Assembly,199,REP,Barbara Gleim,189,61,3,0,253
    Cumberland,DICKINSON SOUTH,General Assembly,199,REP,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 1,Registered Voters,,,,,,,,1497
    Cumberland,EAST PENNSBORO 1,Registered Voters,,REP,,,,,,809
    Cumberland,EAST PENNSBORO 1,Ballots Cast,,,,212,347,11,0,570
    Cumberland,EAST PENNSBORO 1,Ballots Cast,,REP,,167,133,10,0,310
    Cumberland,EAST PENNSBORO 1,President,,REP,Donald J Trump,155,95,9,0,259
    Cumberland,EAST PENNSBORO 1,President,,REP,Roque Rocky De La Fuente,2,5,0,0,7
    Cumberland,EAST PENNSBORO 1,President,,REP,Bill Weld,7,18,0,0,25
    Cumberland,EAST PENNSBORO 1,President,,REP,Write-In,0,13,1,0,14
    Cumberland,EAST PENNSBORO 1,Attorney General,,REP,Heather Heidelbaugh,152,120,9,0,281
    Cumberland,EAST PENNSBORO 1,Attorney General,,REP,Write-In,0,1,1,0,2
    Cumberland,EAST PENNSBORO 1,Auditor General,,REP,Timothy Defoor,155,120,9,0,284
    Cumberland,EAST PENNSBORO 1,Auditor General,,REP,Write-In,0,3,1,0,4
    Cumberland,EAST PENNSBORO 1,State Treasurer,,REP,Stacy L Garrity,154,117,9,0,280
    Cumberland,EAST PENNSBORO 1,State Treasurer,,REP,Write-In,0,1,1,0,2
    Cumberland,EAST PENNSBORO 1,U.S. House,10,REP,Scott Perry,160,123,10,0,293
    Cumberland,EAST PENNSBORO 1,U.S. House,10,REP,Write-In,1,4,0,0,5
    Cumberland,EAST PENNSBORO 1,State Senate,31,REP,Mike Regan,157,122,10,0,289
    Cumberland,EAST PENNSBORO 1,State Senate,31,REP,Write-In,0,2,0,0,2
    Cumberland,EAST PENNSBORO 1,General Assembly,87,REP,Greg Rothman,156,120,10,0,286
    Cumberland,EAST PENNSBORO 1,General Assembly,87,REP,Write-In,1,1,0,0,2
    Cumberland,EAST PENNSBORO 2,Registered Voters,,,,,,,,1375
    Cumberland,EAST PENNSBORO 2,Registered Voters,,REP,,,,,,696
    Cumberland,EAST PENNSBORO 2,Ballots Cast,,,,269,256,17,0,542
    Cumberland,EAST PENNSBORO 2,Ballots Cast,,REP,,201,83,14,0,298
    Cumberland,EAST PENNSBORO 2,President,,REP,Donald J Trump,181,63,13,0,257
    Cumberland,EAST PENNSBORO 2,President,,REP,Roque Rocky De La Fuente,2,6,0,0,8
    Cumberland,EAST PENNSBORO 2,President,,REP,Bill Weld,7,10,0,0,17
    Cumberland,EAST PENNSBORO 2,President,,REP,Write-In,4,3,1,0,8
    Cumberland,EAST PENNSBORO 2,Attorney General,,REP,Heather Heidelbaugh,186,77,13,0,276
    Cumberland,EAST PENNSBORO 2,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 2,Auditor General,,REP,Timothy Defoor,189,75,14,0,278
    Cumberland,EAST PENNSBORO 2,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 2,State Treasurer,,REP,Stacy L Garrity,185,76,14,0,275
    Cumberland,EAST PENNSBORO 2,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 2,U.S. House,10,REP,Scott Perry,196,78,13,0,287
    Cumberland,EAST PENNSBORO 2,U.S. House,10,REP,Write-In,2,4,0,0,6
    Cumberland,EAST PENNSBORO 2,State Senate,31,REP,Mike Regan,191,79,13,0,283
    Cumberland,EAST PENNSBORO 2,State Senate,31,REP,Write-In,1,1,0,0,2
    Cumberland,EAST PENNSBORO 2,General Assembly,87,REP,Greg Rothman,190,80,14,0,284
    Cumberland,EAST PENNSBORO 2,General Assembly,87,REP,Write-In,1,1,0,0,2
    Cumberland,EAST PENNSBORO 3,Registered Voters,,,,,,,,2394
    Cumberland,EAST PENNSBORO 3,Registered Voters,,REP,,,,,,858
    Cumberland,EAST PENNSBORO 3,Ballots Cast,,,,227,498,9,0,734
    Cumberland,EAST PENNSBORO 3,Ballots Cast,,REP,,130,130,4,0,264
    Cumberland,EAST PENNSBORO 3,President,,REP,Donald J Trump,118,95,4,0,217
    Cumberland,EAST PENNSBORO 3,President,,REP,Roque Rocky De La Fuente,2,5,0,0,7
    Cumberland,EAST PENNSBORO 3,President,,REP,Bill Weld,8,12,0,0,20
    Cumberland,EAST PENNSBORO 3,President,,REP,Write-In,2,11,0,0,13
    Cumberland,EAST PENNSBORO 3,Attorney General,,REP,Heather Heidelbaugh,117,122,4,0,243
    Cumberland,EAST PENNSBORO 3,Attorney General,,REP,Write-In,1,0,0,0,1
    Cumberland,EAST PENNSBORO 3,Auditor General,,REP,Timothy Defoor,121,118,4,0,243
    Cumberland,EAST PENNSBORO 3,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 3,State Treasurer,,REP,Stacy L Garrity,118,120,4,0,242
