county,precinct,office,district,party,candidate,vote_for,votes,election_day,mail,provisional
Lackawanna,Dickson City W-01 P-01,COUNCIL DICKSON CITY,,DEM,STANLEY J. PRUSHINSKI JR.,3,185,124,60,1
Lackawanna,Dickson City W-01 P-01,COUNCIL DICKSON CITY,,DEM,RICK CESARI,3,173,114,58,1
Lackawanna,Dickson City W-01 P-01,COUNCIL DICKSON CITY,,,Write-In Totals,3,13,8,5,0
Lackawanna,Dickson City W-01 P-01,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,DEM,CASEY SIMS,1,217,155,61,1
Lackawanna,Dickson City W-01 P-01,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,,Write-In Totals,1,9,5,4,0
Lackawanna,Dickson City W-01 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,STEVEN VITUSZYNSKI,2,174,115,58,1
Lackawanna,Dickson City W-01 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,REBECCA KROTT ALUNNI,2,191,137,53,1
Lackawanna,Dickson City W-01 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,,Write-In Totals,2,3,3,0,0
Lackawanna,Dickson City W-01 P-01,JUDGE OF ELECTION Dickson City W-01 P-01,,,Write-In Totals,1,16,13,3,0
Lackawanna,Dickson City W-01 P-01,INSPECTOR OF ELECTION Dickson City W-01 P-01,,,Write-In Totals,1,12,10,2,0
Lackawanna,Dickson City W-01 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,YES,1,195,135,59,1
Lackawanna,Dickson City W-01 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,NO,1,94,81,13,0
Lackawanna,Dickson City W-01 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,191,133,57,1
Lackawanna,Dickson City W-01 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,96,82,14,0
Lackawanna,Dickson City W-01 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,189,132,56,1
Lackawanna,Dickson City W-01 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,100,84,16,0
Lackawanna,Dickson City W-01 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,180,124,55,1
Lackawanna,Dickson City W-01 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,93,77,16,0
Lackawanna,Dickson City W-01 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,184,126,57,1
Lackawanna,Dickson City W-01 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,85,71,14,0
Lackawanna,Dickson City W-01 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,203,153,49,1
Lackawanna,Dickson City W-01 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,84,62,22,0
Lackawanna,Dickson City W-01 P-02,,,,Registered Voters,,916,,,
Lackawanna,Dickson City W-01 P-02,,,,Ballots Cast,,343,278,65,0
Lackawanna,Dickson City W-01 P-02,,,,Ballots Cast - Blank,,0,0,0,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,199,146,53,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,115,104,11,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,11,11,0,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,201,148,53,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,120,110,10,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,2,2,0,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,272,214,58,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,8,8,0,0
Lackawanna,Dickson City W-01 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,158,116,42,0
Lackawanna,Dickson City W-01 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,111,99,12,0
Lackawanna,Dickson City W-01 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,66,56,10,0
Lackawanna,Dickson City W-01 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,3,3,0,0
Lackawanna,Dickson City W-01 P-02,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,1,155,112,43,0
Lackawanna,Dickson City W-01 P-02,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,1,97,87,10,0
Lackawanna,Dickson City W-01 P-02,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-01 P-02,DISTRICT ATTORNEY,,DNR,BRIAN GALLAGHER,1,269,213,56,0
Lackawanna,Dickson City W-01 P-02,DISTRICT ATTORNEY,,,Write-In Totals,1,8,8,0,0
Lackawanna,Dickson City W-01 P-02,SHERIFF,,DEM,MARK P. MCANDREW,1,235,181,54,0
Lackawanna,Dickson City W-01 P-02,SHERIFF,,REP,GLENN CAPMAN,1,96,87,9,0
Lackawanna,Dickson City W-01 P-02,SHERIFF,,,Write-In Totals,1,2,2,0,0
Lackawanna,Dickson City W-01 P-02,RECORDER OF DEEDS,,DEM,EVIE RAFALKO MCNULTY,1,222,167,55,0
Lackawanna,Dickson City W-01 P-02,RECORDER OF DEEDS,,REP,SHARON SOLTIS SPARANO,1,109,101,8,0
Lackawanna,Dickson City W-01 P-02,RECORDER OF DEEDS,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-01 P-02,REGISTER OF WILLS,,DEM,FRAN KOVALESKI,1,215,160,55,0
Lackawanna,Dickson City W-01 P-02,REGISTER OF WILLS,,REP,VANESSA LIENERT,1,105,97,8,0
Lackawanna,Dickson City W-01 P-02,REGISTER OF WILLS,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-01 P-02,MAYOR DICKSON CITY,,DEM,ROBERT W. MACCALLUM,1,213,163,50,0
Lackawanna,Dickson City W-01 P-02,MAYOR DICKSON CITY,,REP,MELLODY A. BIELAWSKI,1,125,110,15,0
Lackawanna,Dickson City W-01 P-02,MAYOR DICKSON CITY,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-01 P-02,TAX COLLECTOR DICKSON CITY,,DEM,RYAN ALUNNI,1,260,202,58,0
Lackawanna,Dickson City W-01 P-02,TAX COLLECTOR DICKSON CITY,,,Write-In Totals,1,9,9,0,0
Lackawanna,Dickson City W-01 P-02,CONTROLLER DICKSON CITY,,DEM,BARBARA KEEGAN MECCA,1,250,195,55,0
Lackawanna,Dickson City W-01 P-02,CONTROLLER DICKSON CITY,,,Write-In Totals,1,11,11,0,0
Lackawanna,Dickson City W-01 P-02,COUNCIL DICKSON CITY,,DNR,ROBERT E. HALL JR.,3,206,164,42,0
Lackawanna,Dickson City W-01 P-02,COUNCIL DICKSON CITY,,DEM,STANLEY J. PRUSHINSKI JR.,3,187,147,40,0
Lackawanna,Dickson City W-01 P-02,COUNCIL DICKSON CITY,,DEM,RICK CESARI,3,182,136,46,0
Lackawanna,Dickson City W-01 P-02,COUNCIL DICKSON CITY,,,Write-In Totals,3,24,24,0,0
Lackawanna,Dickson City W-01 P-02,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,DEM,CASEY SIMS,1,230,177,53,0
Lackawanna,Dickson City W-01 P-02,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,,Write-In Totals,1,12,11,1,0
Lackawanna,Dickson City W-01 P-02,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,STEVEN VITUSZYNSKI,2,179,143,36,0
Lackawanna,Dickson City W-01 P-02,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,REBECCA KROTT ALUNNI,2,193,151,42,0
Lackawanna,Dickson City W-01 P-02,MID VALLEY SCHOOL DIRECTOR REGION 1,,,Write-In Totals,2,13,13,0,0
Lackawanna,Dickson City W-01 P-02,JUDGE OF ELECTION Dickson City W-01 P-02,,,Write-In Totals,1,23,19,4,0
Lackawanna,Dickson City W-01 P-02,INSPECTOR OF ELECTION Dickson City W-01 P-02,,,Write-In Totals,1,17,13,4,0
Lackawanna,Dickson City W-01 P-02,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,YES,1,211,164,47,0
Lackawanna,Dickson City W-01 P-02,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,NO,1,112,101,11,0
Lackawanna,Dickson City W-01 P-02,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,214,167,47,0
Lackawanna,Dickson City W-01 P-02,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,109,97,12,0
Lackawanna,Dickson City W-01 P-02,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,206,159,47,0
Lackawanna,Dickson City W-01 P-02,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,112,101,11,0
Lackawanna,Dickson City W-01 P-02,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,196,150,46,0
Lackawanna,Dickson City W-01 P-02,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,110,96,14,0
Lackawanna,Dickson City W-01 P-02,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,199,152,47,0
Lackawanna,Dickson City W-01 P-02,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,109,96,13,0
Lackawanna,Dickson City W-01 P-02,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,216,171,45,0
Lackawanna,Dickson City W-01 P-02,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,101,85,16,0
Lackawanna,Dickson City W-02 P-01,,,,Registered Voters,,865,,,
Lackawanna,Dickson City W-02 P-01,,,,Ballots Cast,,340,242,98,0
Lackawanna,Dickson City W-02 P-01,,,,Ballots Cast - Blank,,0,0,0,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,178,99,79,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,133,120,13,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,13,11,2,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,195,114,81,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,129,115,14,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,280,191,89,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,8,8,0,0
Lackawanna,Dickson City W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,158,81,77,0
Lackawanna,Dickson City W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,117,108,9,0
Lackawanna,Dickson City W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,52,42,10,0
Lackawanna,Dickson City W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-02 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,1,145,80,65,0
Lackawanna,Dickson City W-02 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,1,112,103,9,0
Lackawanna,Dickson City W-02 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-02 P-01,DISTRICT ATTORNEY,,DNR,BRIAN GALLAGHER,1,276,190,86,0
Lackawanna,Dickson City W-02 P-01,DISTRICT ATTORNEY,,,Write-In Totals,1,2,2,0,0
Lackawanna,Dickson City W-02 P-01,SHERIFF,,DEM,MARK P. MCANDREW,1,221,136,85,0
Lackawanna,Dickson City W-02 P-01,SHERIFF,,REP,GLENN CAPMAN,1,112,101,11,0
Lackawanna,Dickson City W-02 P-01,SHERIFF,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-02 P-01,RECORDER OF DEEDS,,DEM,EVIE RAFALKO MCNULTY,1,209,124,85,0
Lackawanna,Dickson City W-02 P-01,RECORDER OF DEEDS,,REP,SHARON SOLTIS SPARANO,1,116,104,12,0
Lackawanna,Dickson City W-02 P-01,RECORDER OF DEEDS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-02 P-01,REGISTER OF WILLS,,DEM,FRAN KOVALESKI,1,208,125,83,0
Lackawanna,Dickson City W-02 P-01,REGISTER OF WILLS,,REP,VANESSA LIENERT,1,110,99,11,0
Lackawanna,Dickson City W-02 P-01,REGISTER OF WILLS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-02 P-01,MAYOR DICKSON CITY,,DEM,ROBERT W. MACCALLUM,1,242,156,86,0
Lackawanna,Dickson City W-02 P-01,MAYOR DICKSON CITY,,REP,MELLODY A. BIELAWSKI,1,90,80,10,0
Lackawanna,Dickson City W-02 P-01,MAYOR DICKSON CITY,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-02 P-01,TAX COLLECTOR DICKSON CITY,,DEM,RYAN ALUNNI,1,256,172,84,0
Lackawanna,Dickson City W-02 P-01,TAX COLLECTOR DICKSON CITY,,,Write-In Totals,1,8,7,1,0
Lackawanna,Dickson City W-02 P-01,CONTROLLER DICKSON CITY,,DEM,BARBARA KEEGAN MECCA,1,252,169,83,0
Lackawanna,Dickson City W-02 P-01,CONTROLLER DICKSON CITY,,,Write-In Totals,1,7,7,0,0
Lackawanna,Dickson City W-02 P-01,COUNCIL DICKSON CITY,,DNR,ROBERT E. HALL JR.,3,213,153,60,0
Lackawanna,Dickson City W-02 P-01,COUNCIL DICKSON CITY,,DEM,STANLEY J. PRUSHINSKI JR.,3,188,117,71,0
Lackawanna,Dickson City W-02 P-01,COUNCIL DICKSON CITY,,DEM,RICK CESARI,3,178,112,66,0
Lackawanna,Dickson City W-02 P-01,COUNCIL DICKSON CITY,,,Write-In Totals,3,22,21,1,0
Lackawanna,Dickson City W-02 P-01,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,DEM,CASEY SIMS,1,226,150,76,0
Lackawanna,Dickson City W-02 P-01,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,,Write-In Totals,1,9,8,1,0
Lackawanna,Dickson City W-02 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,STEVEN VITUSZYNSKI,2,178,126,52,0
Lackawanna,Dickson City W-02 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,REBECCA KROTT ALUNNI,2,190,129,61,0
Lackawanna,Dickson City W-02 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,,Write-In Totals,2,2,2,0,0
Lackawanna,Dickson City W-02 P-01,JUDGE OF ELECTION Dickson City W-02 P-01,,,Write-In Totals,1,15,10,5,0
Lackawanna,Dickson City W-02 P-01,INSPECTOR OF ELECTION Dickson City W-02 P-01,,,Write-In Totals,1,11,9,2,0
Lackawanna,Dickson City W-02 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,YES,1,208,135,73,0
Lackawanna,Dickson City W-02 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,NO,1,106,89,17,0
Lackawanna,Dickson City W-02 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,204,129,75,0
Lackawanna,Dickson City W-02 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,110,94,16,0
Lackawanna,Dickson City W-02 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,200,127,73,0
Lackawanna,Dickson City W-02 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,112,94,18,0
Lackawanna,Dickson City W-02 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,191,125,66,0
Lackawanna,Dickson City W-02 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,110,92,18,0
Lackawanna,Dickson City W-02 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,191,124,67,0
Lackawanna,Dickson City W-02 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,110,93,17,0
Lackawanna,Dickson City W-02 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,204,146,58,0
Lackawanna,Dickson City W-02 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,103,76,27,0
Lackawanna,Dickson City W-03 P-01,,,,Registered Voters,,511,,,
Lackawanna,Dickson City W-03 P-01,,,,Ballots Cast,,237,184,53,0
Lackawanna,Dickson City W-03 P-01,,,,Ballots Cast - Blank,,0,0,0,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,129,88,41,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,83,77,6,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,14,8,6,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,138,92,46,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,86,80,6,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,203,151,52,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,2,2,0,0
Lackawanna,Dickson City W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,100,66,34,0
Lackawanna,Dickson City W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,75,70,5,0
Lackawanna,Dickson City W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,56,43,13,0
Lackawanna,Dickson City W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-03 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,1,100,69,31,0
Lackawanna,Dickson City W-03 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,1,76,71,5,0
Lackawanna,Dickson City W-03 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-03 P-01,DISTRICT ATTORNEY,,DNR,BRIAN GALLAGHER,1,203,152,51,0
Lackawanna,Dickson City W-03 P-01,DISTRICT ATTORNEY,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-03 P-01,SHERIFF,,DEM,MARK P. MCANDREW,1,165,118,47,0
Lackawanna,Dickson City W-03 P-01,SHERIFF,,REP,GLENN CAPMAN,1,69,63,6,0
Lackawanna,Dickson City W-03 P-01,SHERIFF,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-03 P-01,RECORDER OF DEEDS,,DEM,EVIE RAFALKO MCNULTY,1,150,102,48,0
Lackawanna,Dickson City W-03 P-01,RECORDER OF DEEDS,,REP,SHARON SOLTIS SPARANO,1,82,77,5,0
Lackawanna,Dickson City W-03 P-01,RECORDER OF DEEDS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-03 P-01,REGISTER OF WILLS,,DEM,FRAN KOVALESKI,1,152,106,46,0
Lackawanna,Dickson City W-03 P-01,REGISTER OF WILLS,,REP,VANESSA LIENERT,1,76,71,5,0
Lackawanna,Dickson City W-03 P-01,REGISTER OF WILLS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-03 P-01,MAYOR DICKSON CITY,,DEM,ROBERT W. MACCALLUM,1,184,136,48,0
Lackawanna,Dickson City W-03 P-01,MAYOR DICKSON CITY,,REP,MELLODY A. BIELAWSKI,1,52,47,5,0
Lackawanna,Dickson City W-03 P-01,MAYOR DICKSON CITY,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-03 P-01,TAX COLLECTOR DICKSON CITY,,DEM,RYAN ALUNNI,1,189,139,50,0
Lackawanna,Dickson City W-03 P-01,TAX COLLECTOR DICKSON CITY,,,Write-In Totals,1,4,4,0,0
Lackawanna,Dickson City W-03 P-01,CONTROLLER DICKSON CITY,,DEM,BARBARA KEEGAN MECCA,1,184,135,49,0
Lackawanna,Dickson City W-03 P-01,CONTROLLER DICKSON CITY,,,Write-In Totals,1,2,2,0,0
Lackawanna,Dickson City W-03 P-01,COUNCIL DICKSON CITY,,DNR,ROBERT E. HALL JR.,3,161,124,37,0
Lackawanna,Dickson City W-03 P-01,COUNCIL DICKSON CITY,,DEM,STANLEY J. PRUSHINSKI JR.,3,149,103,46,0
Lackawanna,Dickson City W-03 P-01,COUNCIL DICKSON CITY,,DEM,RICK CESARI,3,145,100,45,0
Lackawanna,Dickson City W-03 P-01,COUNCIL DICKSON CITY,,,Write-In Totals,3,6,6,0,0
Lackawanna,Dickson City W-03 P-01,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,DEM,CASEY SIMS,1,178,129,49,0
Lackawanna,Dickson City W-03 P-01,COUNCIL TWO YEAR UNEXPIRED TERM DICKSON CITY,,,Write-In Totals,1,3,3,0,0
Lackawanna,Dickson City W-03 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,STEVEN VITUSZYNSKI,2,144,103,41,0
Lackawanna,Dickson City W-03 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,DNR,REBECCA KROTT ALUNNI,2,162,122,40,0
Lackawanna,Dickson City W-03 P-01,MID VALLEY SCHOOL DIRECTOR REGION 1,,,Write-In Totals,2,3,3,0,0
Lackawanna,Dickson City W-03 P-01,JUDGE OF ELECTION Dickson City W-03 P-01,,,Write-In Totals,1,13,9,4,0
Lackawanna,Dickson City W-03 P-01,INSPECTOR OF ELECTION Dickson City W-03 P-01,,,Write-In Totals,1,12,8,4,0
Lackawanna,Dickson City W-03 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,YES,1,149,108,41,0
Lackawanna,Dickson City W-03 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,NO,1,78,69,9,0
Lackawanna,Dickson City W-03 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,146,107,39,0
Lackawanna,Dickson City W-03 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,81,70,11,0
Lackawanna,Dickson City W-03 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,143,103,40,0
Lackawanna,Dickson City W-03 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,82,71,11,0
Lackawanna,Dickson City W-03 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,148,110,38,0
Lackawanna,Dickson City W-03 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,64,54,10,0
Lackawanna,Dickson City W-03 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,148,110,38,0
Lackawanna,Dickson City W-03 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,65,54,11,0
Lackawanna,Dickson City W-03 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,161,121,40,0
Lackawanna,Dickson City W-03 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,57,48,9,0
Lackawanna,Dickson City W-03 P-02,,,,Registered Voters,,772,,,
Lackawanna,Dickson City W-03 P-02,,,,Ballots Cast,,382,283,96,3
Lackawanna,Dickson City W-03 P-02,,,,Ballots Cast - Blank,,0,0,0,0
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,195,132,62,1
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,147,120,25,2
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,9,8,1,0
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,1,1,0,0
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,203,139,64,0
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,146,120,24,2
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,289,208,79,2
Lackawanna,Dickson City W-03 P-02,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,3,3,0,0
Lackawanna,Dickson City W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,150,92,56,2
Lackawanna,Dickson City W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,128,108,19,1
Lackawanna,Dickson City W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,86,68,18,0
Lackawanna,Dickson City W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,3,3,0,0
