county,precinct,office,district,party,candidate,vote_for,votes
Bedford,2301 New Paris Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,19
Bedford,2301 New Paris Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,24
Bedford,2401 Pleasantville Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,8
Bedford,2401 Pleasantville Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,30
Bedford,2501 East Providence Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,103
Bedford,2501 East Providence Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,355
Bedford,2502 West Providence Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,294
Bedford,2502 West Providence Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,563
Bedford,2601 Rainsburg Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,11
Bedford,2601 Rainsburg Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,16
Bedford,2701 Saxton Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,56
Bedford,2701 Saxton Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,83
Bedford,2801 Schellsburg Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,22
Bedford,2801 Schellsburg Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,67
Bedford,2901 Snake Spring Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,217
Bedford,2901 Snake Spring Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,367
Bedford,3003 Southampton Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,49
Bedford,3003 Southampton Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,136
Bedford,3101 St. Clairsville Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,3
Bedford,3101 St. Clairsville Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,18
Bedford,3201 East St. Clair Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,225
Bedford,3201 East St. Clair Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,541
Bedford,3202 West St. Clair Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,126
Bedford,3202 West St. Clair Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,395
Bedford,3301 Pavia Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,17
Bedford,3301 Pavia Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,67
Bedford,3401 Woodbury Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,22
Bedford,3401 Woodbury Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,56
Bedford,3501 Woodbury Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,49
Bedford,3501 Woodbury Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,202
Bedford,3601 South Woodbury Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,122
Bedford,3601 South Woodbury Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,356
Bedford,0901 Harrison Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,259
Bedford,1201 Hyndman Borough,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,158
Bedford,1301 Juniata Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,258
Bedford,1401 Kimmel Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,319
Bedford,1501 King Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,244
Bedford,1701 Lincoln Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,114
Bedford,1801 Londonderry Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,246
Bedford,2001 Manns Choice Borough,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,55
Bedford,2201 Napier Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,585
Bedford,2301 New Paris Borough,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,41
Bedford,2401 Pleasantville Borough,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,35
Bedford,2801 Schellsburg Borough,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,82
Bedford,3202 West St. Clair Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,470
Bedford,3301 Pavia Township,Magisterial District Judge Magisterial District 57-03-01,57-03-01,DEM/REP,Tonya M Osman,1,74
Bedford,0801 Everett Borough,Magisterial District Judge Magisterial District 57-03-04,57-03-04,DEM/REP,Kayla Hetzel,1,236
Bedford,1901 Mann Township,Magisterial District Judge Magisterial District 57-03-04,57-03-04,DEM/REP,Kayla Hetzel,1,141
Bedford,2101 Monroe Township,Magisterial District Judge Magisterial District 57-03-04,57-03-04,DEM/REP,Kayla Hetzel,1,313
Bedford,2501 East Providence Township,Magisterial District Judge Magisterial District 57-03-04,57-03-04,DEM/REP,Kayla Hetzel,1,374
Bedford,2502 West Providence Township,Magisterial District Judge Magisterial District 57-03-04,57-03-04,DEM/REP,Kayla Hetzel,1,673
Bedford,2901 Snake Spring Township,Magisterial District Judge Magisterial District 57-03-04,57-03-04,DEM/REP,Kayla Hetzel,1,478
Bedford,3003 Southampton Township,Magisterial District Judge Magisterial District 57-03-04,57-03-04,DEM/REP,Kayla Hetzel,1,122
Bedford,0101 Bedford Borough East Ward,Mayor (4 Year Term) Bedford Borough,,DEM/REP,Michael Meehan,1,369
Bedford,0102 Bedford Borough West Ward,Mayor (4 Year Term) Bedford Borough,,DEM/REP,Michael Meehan,1,338
Bedford,0101 Bedford Borough East Ward,Borough Council (4 Year Term) Bedford Borough,,REP,William J Blackburn,4,320
Bedford,0101 Bedford Borough East Ward,Borough Council (4 Year Term) Bedford Borough,,REP,Sharon Turkovich,4,323
Bedford,0102 Bedford Borough West Ward,Borough Council (4 Year Term) Bedford Borough,,REP,William J Blackburn,4,301
Bedford,0102 Bedford Borough West Ward,Borough Council (4 Year Term) Bedford Borough,,REP,Sharon Turkovich,4,310
Bedford,0101 Bedford Borough East Ward,Borough Council (4 Year Term) Bedford Borough,,REP,Betty Ruth Everly,4,290
Bedford,0101 Bedford Borough East Ward,Borough Council (4 Year Term) Bedford Borough,,REP,Melony Lynch,4,287
Bedford,0102 Bedford Borough West Ward,Borough Council (4 Year Term) Bedford Borough,,REP,Betty Ruth Everly,4,275
Bedford,0102 Bedford Borough West Ward,Borough Council (4 Year Term) Bedford Borough,,REP,Melony Lynch,4,275
Bedford,0101 Bedford Borough East Ward,Tax Collector (4 Year Term) Bedford Borough,,REP,Cathy Jones,1,385
Bedford,0102 Bedford Borough West Ward,Tax Collector (4 Year Term) Bedford Borough,,REP,Cathy Jones,1,370
Bedford,0201 Bedford Township No 1,Township Supervisor (6 Year Term) Bedford Township,,REP,Greg Crist,1,575
Bedford,0202 Bedford Township No 2,Township Supervisor (6 Year Term) Bedford Township,,REP,Greg Crist,1,720
Bedford,0201 Bedford Township No 1,Tax Collector (4 Year Term) Bedford Township,,DEM/REP,Alicia J Leydig,1,622
Bedford,0202 Bedford Township No 2,Tax Collector (4 Year Term) Bedford Township,,DEM/REP,Alicia J Leydig,1,759
Bedford,0201 Bedford Township No 1,Auditor (6 Year Term) Bedford Township,,REP,Sharee Tew,1,578
Bedford,0202 Bedford Township No 2,Auditor (6 Year Term) Bedford Township,,REP,Sharee Tew,1,690
Bedford,0301 Bloomfield Township,Tax Collector (4 Year Term) Bloomfield Township,,REP,Beverly A Ritchey,1,240
Bedford,0401 Broad Top Township,Township Supervisor (6 Year Term) Broad Top Township,,DEM,Donald P Black,1,195
Bedford,0401 Broad Top Township,Tax Collector (4 Year Term) Broad Top Township,,REP,Chloe Stevenson,1,268
Bedford,0601 Colerain Township,Township Supervisor (6 Year Term) Colerain Township,,REP,Larry W Harclerode,1,336
Bedford,0601 Colerain Township,Tax Collector (4 Year Term) Colerain Township,,REP,Cheryl A Gardner,1,350
Bedford,0701 Cumberland Valley Township,Township Supervisor (4 Year Term) Cumberland Valley Township,,REP,Gwyneth Whitfield,1,337
Bedford,0701 Cumberland Valley Township,Township Supervisor (6 Year Term) Cumberland Valley Township,,DEM/REP,Doug Nave,1,352
Bedford,0701 Cumberland Valley Township,Tax Collector (4 Year Term) Cumberland Valley Township,,REP,Kathy Twigg,1,377
Bedford,0701 Cumberland Valley Township,Auditor (2 Year Term) Cumberland Valley Township,,REP,Jennifer Shoemaker,1,352
Bedford,0701 Cumberland Valley Township,Auditor (4 Year Term) Cumberland Valley Township,,REP,Trisha Zembower,1,348
Bedford,0701 Cumberland Valley Township,Auditor (6 Year Term) Cumberland Valley Township,,REP,Trisha Zembower,1,343
Bedford,0801 Everett Borough,Mayor (4 Year Term) Everett Borough,,REP,Harry F Leonard Jr,1,253
Bedford,0801 Everett Borough,Borough Council (4 Year Term) Everett Borough,,REP,Jarred A Bulger,5,189
Bedford,0801 Everett Borough,Borough Council (4 Year Term) Everett Borough,,REP,Barry Husick,5,197
Bedford,0801 Everett Borough,Borough Council (4 Year Term) Everett Borough,,REP,Karen Sciranko Elizabeth,5,193
Bedford,0801 Everett Borough,Borough Council (4 Year Term) Everett Borough,,REP,Charles T Stone,5,198
Bedford,0801 Everett Borough,Tax Collector (4 Year Term) Everett Borough,,REP,Karen L Foor,1,280
Bedford,0901 Harrison Township,Township Supervisor (6 Year Term) Harrison Township,,DEM,Brian R Greise,1,156
Bedford,0901 Harrison Township,Township Supervisor (6 Year Term) Harrison Township,,REP,Thomas Bohn,1,166
Bedford,0901 Harrison Township,Tax Collector (4 Year Term) Harrison Township,,DEM/REP,Tracey Winegardner,1,282
Bedford,1001 Hopewell Borough,Mayor (4 Year Term) Hopewell Borough,,REP,Duane M Dick,1,37
Bedford,1001 Hopewell Borough,Borough Council (4 Year Term) Hopewell Borough,,REP,Toby L Arcq,1,43
Bedford,1101 Hopewell Township,Township Supervisor (6 Year Term) Hopewell Township,,REP,Damian Corle,1,448
Bedford,1101 Hopewell Township,Tax Collector (4 Year Term) Hopewell Township,,REP,Nicole D Abbott,1,472
Bedford,1101 Hopewell Township,Auditor (2 Year Term) Hopewell Township,,REP,Laikan Replogle,1,459
Bedford,1101 Hopewell Township,Auditor (4 Year Term) Hopewell Township,,REP,Rochelle Lingenfelter M,1,458
Bedford,1101 Hopewell Township,Auditor (6 Year Term) Hopewell Township,,REP,Amber Snyder,1,452
Bedford,1201 Hyndman Borough,Mayor (4 Year Term) Hyndman Borough,,DEM/REP,Travis Leap,1,163
Bedford,1201 Hyndman Borough,Borough Council (4 Year Term) Hyndman Borough,,DEM,Scott Williams,4,78
Bedford,1201 Hyndman Borough,Borough Council (4 Year Term) Hyndman Borough,,REP,Amanda Dawson,4,151
Bedford,1201 Hyndman Borough,Borough Council (4 Year Term) Hyndman Borough,,REP,Royce Coughenour,4,142
Bedford,1201 Hyndman Borough,Borough Council (4 Year Term) Hyndman Borough,,REP,Glenna Murray,4,140
Bedford,1201 Hyndman Borough,Tax Collector (4 Year Term) Hyndman Borough,,DEM/REP,Glenn Ours,1,177
Bedford,1301 Juniata Township,Township Supervisor (6 Year Term) Juniata Township,,REP,John Lafferty,1,265
Bedford,1301 Juniata Township,Tax Collector (4 Year Term) Juniata Township,,REP,Jeanette M Billie,1,268
Bedford,1301 Juniata Township,Auditor (6 Year Term) Juniata Township,,REP,Dianne Gates,1,265
Bedford,1401 Kimmel Township,Township Supervisor (6 Year Term) Kimmel Township,,DEM/REP,Jeff Dugan,1,302
Bedford,1401 Kimmel Township,Tax Collector (4 Year Term) Kimmel Township,,REP,Lori S Claar,1,358
Bedford,1401 Kimmel Township,Auditor (6 Year Term) Kimmel Township,,DEM/REP,Bonnie K Walter,1,311
Bedford,1501 King Township,Township Supervisor (2 Year Term) King Township,,DEM,Scott Mowry,1,224
Bedford,1501 King Township,Township Supervisor (6 Year Term) King Township,,DEM,Jr James L Claycomb,1,218
Bedford,1501 King Township,Tax Collector (4 Year Term) King Township,,DEM,Sharon Crist,1,241
Bedford,1501 King Township,Auditor (6 Year Term) King Township,,REP,Stephanie N Ickes,1,247
Bedford,1601 Liberty Township,Township Supervisor (6 Year Term) Liberty Township,,DEM/REP,William R Neville,1,388
Bedford,1601 Liberty Township,Tax Collector (4 Year Term) Liberty Township,,DEM/REP,Brenda D Bowser,1,407
Bedford,1801 Londonderry Township,Township Supervisor (6 Year Term) Londonderry Township,,REP,Steven Emerick Jr Roy,1,281
Bedford,1801 Londonderry Township,Tax Collector (4 Year Term) Londonderry Township,,REP,Paula Dawson,1,291
Bedford,1901 Mann Township,Township Supervisor (6 Year Term) Mann Township,,REP,Todd Kifer,1,173
Bedford,1901 Mann Township,Tax Collector (4 Year Term) Mann Township,,REP,Gail Smith,1,129
Bedford,2001 Manns Choice Borough,Mayor (4 Year Term) Manns Choice Borough,,REP,Charles Wertz,1,52
Bedford,2001 Manns Choice Borough,Borough Council (4 Year Term) Manns Choice Borough,,REP,Brian Patten,3,38
Bedford,2001 Manns Choice Borough,Borough Council (4 Year Term) Manns Choice Borough,,REP,Troy Wertz,3,45
Bedford,2101 Monroe Township,Township Supervisor (6 Year Term) Monroe Township,,REP,Clinton Cornell,1,361
Bedford,2101 Monroe Township,Tax Collector (4 Year Term) Monroe Township,,REP,Trica M Miller,1,355
Bedford,2101 Monroe Township,Auditor (6 Year Term) Monroe Township,,REP,Joy Shaw,1,361
Bedford,2201 Napier Township,Township Supervisor (6 Year Term) Napier Township,,DEM/REP,Derek Hillegass,1,556
Bedford,2201 Napier Township,Tax Collector (4 Year Term) Napier Township,,REP,Julie Kay Stiles,1,564
Bedford,2201 Napier Township,Auditor (2 Year Term) Napier Township,,REP,Lisa Turner Nave,1,588
Bedford,2201 Napier Township,Auditor (6 Year Term) Napier Township,,REP,Judy Kendall,1,586
Bedford,2301 New Paris Borough,Mayor (4 Year Term) New Paris Borough,,DEM,Joseph E Sivits,1,30
Bedford,2301 New Paris Borough,Borough Council (4 Year Term) New Paris Borough,,DEM,Nancy Sivits,5,25
Bedford,2301 New Paris Borough,Borough Council (4 Year Term) New Paris Borough,,REP,Jim Pricer,5,32
Bedford,2301 New Paris Borough,Tax Collector (4 Year Term) New Paris Borough,,REP,Karmel Whetstone Candy,1,38
Bedford,2401 Pleasantville Borough,Borough Council (4 Year Term) Pleasantville Borough,,REP,Jolene A Dull,6,28
Bedford,2401 Pleasantville Borough,Borough Council (4 Year Term) Pleasantville Borough,,REP,Stacy J Fickes,6,25
Bedford,2401 Pleasantville Borough,Borough Council (4 Year Term) Pleasantville Borough,,REP,Brandon Deremer,6,27
Bedford,2401 Pleasantville Borough,Borough Council (4 Year Term) Pleasantville Borough,,REP,Jessica R Dull,6,25
Bedford,2401 Pleasantville Borough,Borough Council (4 Year Term) Pleasantville Borough,,REP,Marissa Deremer,6,28
Bedford,2401 Pleasantville Borough,Borough Council (4 Year Term) Pleasantville Borough,,REP,Mylee Lankey,6,27
Bedford,2501 East Providence Township,Township Supervisor (6 Year Term) East Providence Township,,REP,Derek M Eshelman,1,413
Bedford,2501 East Providence Township,Tax Collector (4 Year Term) East Providence Township,,REP,Tammy L Nycum,1,434
Bedford,2501 East Providence Township,Auditor (4 Year Term) East Providence Township,,DEM,Donna Peck Bryant,1,262
Bedford,2501 East Providence Township,Auditor (6 Year Term) East Providence Township,,REP,Jason Bryant,1,412
Bedford,2502 West Providence Township,Township Supervisor (6 Year Term) West Providence Township,,REP,Brandon L Chamberlain,1,769
Bedford,2502 West Providence Township,Tax Collector (4 Year Term) West Providence Township,,REP,Elaine Hayes,1,811
Bedford,2502 West Providence Township,Auditor (6 Year Term) West Providence Township,,REP,Carol L Lynch,1,778
Bedford,2601 Rainsburg Borough,Mayor (4 Year Term) Rainsburg Borough,,REP,Koontz Katherine D,1,24
Bedford,2601 Rainsburg Borough,Borough Council (4 Year Term) Rainsburg Borough,,REP,Norman J Marr Jr,4,21
Bedford,2601 Rainsburg Borough,Borough Council (4 Year Term) Rainsburg Borough,,REP,Bradley Zembower,4,21
Bedford,2601 Rainsburg Borough,Borough Council (4 Year Term) Rainsburg Borough,,REP,Dennis S Gingras,4,22
Bedford,2601 Rainsburg Borough,Borough Council (4 Year Term) Rainsburg Borough,,REP,Jason Wertz,4,21
Bedford,2701 Saxton Borough,Mayor (4 Year Term) Saxton Borough,,REP,Larry E Foor Jr,1,94
Bedford,2701 Saxton Borough,Borough Council (4 Year Term) Saxton Borough,,REP,Miller Lawrence Larry,3,104
Bedford,2701 Saxton Borough,Borough Council (4 Year Term) Saxton Borough,,REP,Nichole Clark,3,95
Bedford,2701 Saxton Borough,Borough Council (4 Year Term) Saxton Borough,,REP,Jeremy Ross,3,83
Bedford,2701 Saxton Borough,Tax Collector (4 Year Term) Saxton Borough,,REP,Judy L Williams,1,124
Bedford,2801 Schellsburg Borough,Mayor (4 Year Term) Schellsburg Borough,,DEM/REP,Ruth Bracken,1,71
Bedford,2801 Schellsburg Borough,Borough Council (4 Year Term) Schellsburg Borough,,REP,Robert Clark,5,69
Bedford,2801 Schellsburg Borough,Borough Council (4 Year Term) Schellsburg Borough,,REP,Allen B Shaffer,5,71
Bedford,2801 Schellsburg Borough,Borough Council (4 Year Term) Schellsburg Borough,,REP,Joel R Pahl,5,64
Bedford,2801 Schellsburg Borough,Borough Council (4 Year Term) Schellsburg Borough,,REP,Amanda Ferguson,5,68
Bedford,2801 Schellsburg Borough,Borough Council (4 Year Term) Schellsburg Borough,,REP,Patrick Bittlebrun,5,59
Bedford,2901 Snake Spring Township,Township Supervisor (6 Year Term) Snake Spring Township,,DEM/REP,Dean W Diehl,1,490
Bedford,2901 Snake Spring Township,Tax Collector (4 Year Term) Snake Spring Township,,REP,Randy L Mearkle,1,508
Bedford,3003 Southampton Township,Township Supervisor (6 Year Term) Southampton Township,,REP,Grant Ruby,1,151
Bedford,3003 Southampton Township,Tax Collector (4 Year Term) Southampton Township,,REP,LaDawn Kifer,1,174
Bedford,3201 East St. Clair Township,Township Supervisor (6 Year Term) East St. Clair Township,,DEM/REP,Adam Ferguson,1,680
Bedford,3201 East St. Clair Township,Tax Collector (4 Year Term) East St. Clair Township,,DEM/REP,Karen F Daugherty,1,708
Bedford,3201 East St. Clair Township,Auditor (6 Year Term) East St. Clair Township,,DEM,Rosanna M Paul,1,478
Bedford,3202 West St. Clair Township,Township Supervisor (6 Year Term) West St. Clair Township,,REP,Lenny Barefoot,1,475
Bedford,3202 West St. Clair Township,Tax Collector (4 Year Term) West St. Clair Township,,REP,Susan K Bence,1,467
Bedford,3202 West St. Clair Township,Auditor (6 Year Term) West St. Clair Township,,REP,Tracy Kasik,1,478
Bedford,3301 Pavia Township,Township Supervisor (4 Year Term) Pavia Township,,DEM/REP,Thomas R Deily,1,66
Bedford,3301 Pavia Township,Township Supervisor (6 Year Term) Pavia Township,,REP,John Kohler,1,69
Bedford,3301 Pavia Township,Tax Collector (4 Year Term) Pavia Township,,REP,Crystal Dibert,1,79
Bedford,3301 Pavia Township,Auditor (6 Year Term) Pavia Township,,REP,Myra Krentz D Whysong,1,73
Bedford,3501 Woodbury Township,Township Supervisor (6 Year Term) Woodbury Township,,REP,Kevin D Brumbaugh,1,215
Bedford,3501 Woodbury Township,Tax Collector (4 Year Term) Woodbury Township,,REP,Carolyn Tracey,1,236
Bedford,3501 Woodbury Township,Auditor (2 Year Term) Woodbury Township,,REP,Rebecca Smith,1,230
Bedford,3501 Woodbury Township,Auditor (4 Year Term) Woodbury Township,,REP,Marsa Albright,1,231
Bedford,3501 Woodbury Township,Auditor (6 Year Term) Woodbury Township,,REP,Tracy Keith,1,230
Bedford,3601 South Woodbury Township,Township Supervisor (6 Year Term) South Woodbury Township,,REP,Rick Musselman,1,427
Bedford,3601 South Woodbury Township,Tax Collector (4 Year Term) South Woodbury Township,,REP,Barbara J Detwiler,1,440
Bedford,0101 Bedford Borough East Ward,Judge of Election (4 Year Term) Bedford Boro East Ward,,REP,Amy Higgins,1,333
Bedford,0201 Bedford Township No 1,Judge of Election (4 Year Term) Bedford Twp 1,,REP,Edith Shepherd,1,582
Bedford,0202 Bedford Township No 2,Judge of Election (4 Year Term) Bedford Twp 2,,REP,Patricia Leibfreid,1,712
Bedford,0401 Broad Top Township,Judge of Election (4 Year Term) Broad Top Twp,,REP,Jordan Pittman,1,258
Bedford,0601 Colerain Township,Judge of Election (4 Year Term) Colerain Twp,,REP,Linda Wagner,1,332
Bedford,0701 Cumberland Valley Township,Judge of Election (4 Year Term) Cumberland Valley Twp,,REP,Jennifer Elyard,1,364
Bedford,0801 Everett Borough,Judge of Election (4 Year Term) Everett Boro,,REP,Cathy Hays,1,268
Bedford,0901 Harrison Township,Judge of Election (4 Year Term) Harrison Twp,,REP,Ronald Wilkins,1,265
Bedford,1201 Hyndman Borough,Judge of Election (4 Year Term) Hyndman Boro,,REP,Norma Shaffer,1,168
Bedford,1301 Juniata Township,Judge of Election (4 Year Term) Juniata Twp,,REP,Susan A Fochtman,1,264
Bedford,1401 Kimmel Township,Judge of Election (4 Year Term) Kimmel Twp,,DEM,Lana D Claar,1,289
Bedford,1601 Liberty Township,Judge of Election (4 Year Term) Liberty Twp,,REP,Kimberly Hovermale N,1,356
Bedford,1901 Mann Township,Judge of Election (4 Year Term) Mann Twp,,REP,Mary Vance Anjanette,1,195
Bedford,2101 Monroe Township,Judge of Election (4 Year Term) Monroe Twp,,REP,Sandra Klahre,1,364
Bedford,2201 Napier Township,Judge of Election (4 Year Term) Napier Twp,,REP,Michelle Bucolo,1,544
Bedford,2501 East Providence Township,Judge of Election (4 Year Term) East Providence Twp,,DEM,Sara Deremer,1,146
Bedford,2501 East Providence Township,Judge of Election (4 Year Term) East Providence Twp,,REP,Cynthia Rice,1,313
Bedford,2601 Rainsburg Borough,Judge of Election (4 Year Term) Rainsburg Boro,,DEM,Richard Cessna,1,20
Bedford,2901 Snake Spring Township,Judge of Election (4 Year Term) Snake Spring Twp,,REP,Shirley E Baker,1,500
Bedford,3003 Southampton Township,Judge of Election (4 Year Term) Southampton Twp,,REP,Tami Shives,1,162
Bedford,3201 East St. Clair Township,Judge of Election (4 Year Term) East St. Clair Twp,,REP,Sandra Detwiler,1,644
Bedford,3301 Pavia Township,Judge of Election (4 Year Term) Pavia Twp,,REP,Rodger Palko,1,75
Bedford,3401 Woodbury Borough,Judge of Election (4 Year Term) Woodbury Boro,,REP,Caroline Shank,1,57
Bedford,0102 Bedford Borough West Ward,Inspector of Election (4 Year Term) Bedford Boro West Ward,,DEM,Nancy K Mellott,1,265
Bedford,0401 Broad Top Township,Inspector of Election (4 Year Term) Broad Top Twp,,REP,Susan Pawuk,1,267
Bedford,0601 Colerain Township,Inspector of Election (4 Year Term) Colerain Twp,,REP,Mona Dunn,1,307
Bedford,0801 Everett Borough,Inspector of Election (4 Year Term) Everett Boro,,DEM,Anna Johnson,1,93
Bedford,0801 Everett Borough,Inspector of Election (4 Year Term) Everett Boro,,REP,Linda K Hess,1,219
Bedford,1201 Hyndman Borough,Inspector of Election (4 Year Term) Hyndman Boro,,REP,Denora Diehl,1,162
Bedford,1301 Juniata Township,Inspector of Election (4 Year Term) Juniata Twp,,DEM,Bonnie Bisbing,1,96
Bedford,1301 Juniata Township,Inspector of Election (4 Year Term) Juniata Twp,,REP,Jennifer Moyer,1,197
Bedford,1401 Kimmel Township,Inspector of Election (4 Year Term) Kimmel Twp,,DEM,Bonnie K Walter,1,259
Bedford,1901 Mann Township,Inspector of Election (4 Year Term) Mann Twp,,REP,Kitten Smith,1,193
Bedford,2101 Monroe Township,Inspector of Election (4 Year Term) Monroe Twp,,REP,Connie Cornell,1,351
Bedford,2201 Napier Township,Inspector of Election (4 Year Term) Napier Twp,,REP,Cheryle Engbert,1,569
Bedford,2501 East Providence Township,Inspector of Election (4 Year Term) East Providence Twp,,DEM,Monica Downs,1,103
Bedford,2501 East Providence Township,Inspector of Election (4 Year Term) East Providence Twp,,REP,Lori Swartzwelder,1,358
Bedford,2601 Rainsburg Borough,Inspector of Election (4 Year Term) Rainsburg Boro,,REP,Koontz Katherine D,1,24
Bedford,2901 Snake Spring Township,Inspector of Election (4 Year Term) Snake Spring Twp,,DEM,Deena Thompson,1,184
Bedford,2901 Snake Spring Township,Inspector of Election (4 Year Term) Snake Spring Twp,,REP,Cynthia Petrie,1,383
Bedford,3003 Southampton Township,Inspector of Election (4 Year Term) Southampton Twp,,REP,Gloria Naill,1,159
Bedford,3201 East St. Clair Township,Inspector of Election (4 Year Term) East St. Clair Twp,,DEM,Norman Williams,1,200
Bedford,3201 East St. Clair Township,Inspector of Election (4 Year Term) East St. Clair Twp,,REP,Janice Ickes,1,563
Bedford,3401 Woodbury Borough,Inspector of Election (4 Year Term) Woodbury Boro,,REP,Sharon Graybill,1,63
Bedford,0701 Cumberland Valley Township,Constable (6 Year Term) Cumberland Valley Township,,REP,Rex A Wertz Sr,1,360
Bedford,1201 Hyndman Borough,Constable (6 Year Term) Hyndman Borough,,DEM/REP,Nelson Weaver,1,168
Bedford,0102 Bedford Borough West Ward,School Director (4 Year Term) Bedford Area School District - Area I,-,DEM/REP,William Bill Ross,1,331
Bedford,0202 Bedford Township No 2,School Director (4 Year Term) Bedford Area School District - Area I,-,DEM/REP,William Bill Ross,1,673
Bedford,0901 Harrison Township,School Director (4 Year Term) Bedford Area School District - Area I,-,DEM/REP,William Bill Ross,1,252
Bedford,2001 Manns Choice Borough,School Director (4 Year Term) Bedford Area School District - Area I,-,DEM/REP,William Bill Ross,1,53
Bedford,0101 Bedford Borough East Ward,School Director (4 Year Term) Bedford Area School District - Area II,-,DEM/REP,Jeremy Oldham,1,361
Bedford,0201 Bedford Township No 1,School Director (4 Year Term) Bedford Area School District - Area II,-,DEM/REP,Jeremy Oldham,1,570
Bedford,2901 Snake Spring Township,School Director (4 Year Term) Bedford Area School District - Area II,-,DEM/REP,Jeremy Oldham,1,490
Bedford,0601 Colerain Township,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM/REP,Casey Cover,2,186
Bedford,0601 Colerain Township,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM,Jill Clites,2,78
Bedford,0701 Cumberland Valley Township,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM/REP,Casey Cover,2,240
Bedford,0701 Cumberland Valley Township,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM,Jill Clites,2,114
Bedford,1201 Hyndman Borough,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM/REP,Casey Cover,2,107
Bedford,1201 Hyndman Borough,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM,Jill Clites,2,83
Bedford,1801 Londonderry Township,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM/REP,Casey Cover,2,160
Bedford,1801 Londonderry Township,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM,Jill Clites,2,109
Bedford,2601 Rainsburg Borough,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM/REP,Casey Cover,2,11
Bedford,2601 Rainsburg Borough,School Director (4 Year Term) Bedford Area School District - Area III,-,DEM,Jill Clites,2,6
